rgn_id,loiczid,prop_area,rgn_name,cell_area,am_sid
6,57713,0.1,Strait of Georgia,1997.21,Fis-29457
6,57713,0.1,Strait of Georgia,1997.21,Fis-23237
6,57713,0.1,Strait of Georgia,1997.21,Fis-29417
6,57713,0.1,Strait of Georgia,1997.21,Fis-23192
6,57713,0.1,Strait of Georgia,1997.21,Fis-29263
6,57713,0.1,Strait of Georgia,1997.21,Fis-29507
6,57713,0.1,Strait of Georgia,1997.21,Fis-22916
6,57713,0.1,Strait of Georgia,1997.21,Fis-22921
6,57713,0.1,Strait of Georgia,1997.21,Fis-22917
6,57713,0.1,Strait of Georgia,1997.21,Fis-22880
6,57713,0.1,Strait of Georgia,1997.21,Fis-22963
6,57713,0.1,Strait of Georgia,1997.21,Fis-22897
6,57713,0.1,Strait of Georgia,1997.21,Fis-29523
6,57713,0.1,Strait of Georgia,1997.21,Fis-23215
6,57713,0.1,Strait of Georgia,1997.21,Fis-23265
6,57713,0.1,Strait of Georgia,1997.21,Fis-23157
6,57713,0.1,Strait of Georgia,1997.21,Fis-61628
6,57713,0.1,Strait of Georgia,1997.21,Fis-29541
6,57713,0.1,Strait of Georgia,1997.21,Fis-23277
6,57713,0.1,Strait of Georgia,1997.21,Fis-30017
6,57713,0.1,Strait of Georgia,1997.21,Fis-29948
6,57713,0.1,Strait of Georgia,1997.21,Fis-30255
6,57713,0.1,Strait of Georgia,1997.21,Fis-23759
6,57713,0.1,Strait of Georgia,1997.21,Fis-29880
6,57713,0.1,Strait of Georgia,1997.21,Fis-23605
6,57713,0.1,Strait of Georgia,1997.21,Fis-23904
6,57713,0.1,Strait of Georgia,1997.21,Fis-24018
6,57713,0.1,Strait of Georgia,1997.21,Fis-48267
6,57713,0.1,Strait of Georgia,1997.21,Fis-48258
6,57713,0.1,Strait of Georgia,1997.21,Fis-24153
6,57713,0.1,Strait of Georgia,1997.21,Fis-30562
6,57713,0.1,Strait of Georgia,1997.21,Fis-24312
6,57713,0.1,Strait of Georgia,1997.21,Fis-24314
6,57713,0.1,Strait of Georgia,1997.21,Fis-20033
6,57713,0.1,Strait of Georgia,1997.21,Fis-24068
6,57713,0.1,Strait of Georgia,1997.21,Fis-29594
6,57713,0.1,Strait of Georgia,1997.21,Fis-156254
