"goal","dimension","region_id","score"
"AO","future",0,91.45
"AO","future",1,91.45
"AO","future",2,91.45
"AO","future",3,91.45
"AO","future",4,91.44
"AO","future",5,91.45
"AO","future",6,91.45
"AO","future",7,91.45
"AO","future",8,91.45
"AO","pressures",1,11.59
"AO","pressures",2,11.58
"AO","pressures",3,11.59
"AO","pressures",4,11.63
"AO","pressures",5,11.58
"AO","pressures",6,11.6
"AO","pressures",7,11.58
"AO","pressures",8,11.58
"AO","resilience",1,76.67
"AO","resilience",2,76.67
"AO","resilience",3,76.67
"AO","resilience",4,76.67
"AO","resilience",5,76.67
"AO","resilience",6,76.67
"AO","resilience",7,76.67
"AO","resilience",8,76.67
"AO","score",0,83.36
"AO","score",1,83.36
"AO","score",2,83.36
"AO","score",3,83.36
"AO","score",4,83.35
"AO","score",5,83.36
"AO","score",6,83.36
"AO","score",7,83.36
"AO","score",8,83.36
"AO","status",0,75.27
"AO","status",1,75.27
"AO","status",2,75.27
"AO","status",3,75.27
"AO","status",4,75.27
"AO","status",5,75.27
"AO","status",6,75.27
"AO","status",7,75.27
"AO","status",8,75.27
"AO","trend",1,0
"AO","trend",2,0
"AO","trend",3,0
"AO","trend",4,0
"AO","trend",5,0
"AO","trend",6,0
"AO","trend",7,0
"AO","trend",8,0
"BD","future",0,95.32
"BD","future",1,95.32
"BD","future",2,95.32
"BD","future",3,95.32
"BD","future",4,95.31
"BD","future",5,95.32
"BD","future",6,95.32
"BD","future",7,95.32
"BD","future",8,95.32
"BD","pressures",1,
"BD","pressures",2,
"BD","pressures",3,
"BD","pressures",4,
"BD","pressures",5,
"BD","pressures",6,
"BD","pressures",7,
"BD","pressures",8,
"BD","resilience",1,
"BD","resilience",2,
"BD","resilience",3,
"BD","resilience",4,
"BD","resilience",5,
"BD","resilience",6,
"BD","resilience",7,
"BD","resilience",8,
"BD","score",0,89.93
"BD","score",1,89.93
"BD","score",2,89.93
"BD","score",3,89.93
"BD","score",4,89.92
"BD","score",5,89.93
"BD","score",6,89.93
"BD","score",7,89.93
"BD","score",8,89.93
"BD","status",0,84.53
"BD","status",1,84.53
"BD","status",2,84.53
"BD","status",3,84.53
"BD","status",4,84.53
"BD","status",5,84.53
"BD","status",6,84.53
"BD","status",7,84.53
"BD","status",8,84.53
"BD","trend",1,-0.1
"BD","trend",2,-0.1
"BD","trend",3,-0.1
"BD","trend",4,-0.1
"BD","trend",5,-0.1
"BD","trend",6,-0.1
"BD","trend",7,-0.1
"BD","trend",8,-0.1
"CP","future",0,100
"CP","future",1,100
"CP","future",2,100
"CP","future",3,100
"CP","future",4,100
"CP","future",5,100
"CP","future",6,100
"CP","future",7,100
"CP","future",8,100
"CP","pressures",1,20.49
"CP","pressures",2,20.49
"CP","pressures",3,20.49
"CP","pressures",4,20.49
"CP","pressures",5,20.49
"CP","pressures",6,20.49
"CP","pressures",7,20.49
"CP","pressures",8,20.49
"CP","resilience",1,67.2
"CP","resilience",2,67.2
"CP","resilience",3,67.2
"CP","resilience",4,67.2
"CP","resilience",5,67.2
"CP","resilience",6,67.2
"CP","resilience",7,67.2
"CP","resilience",8,67.2
"CP","score",0,96.21
"CP","score",1,96.21
"CP","score",2,96.21
"CP","score",3,96.21
"CP","score",4,96.21
"CP","score",5,96.21
"CP","score",6,96.21
"CP","score",7,96.21
"CP","score",8,96.21
"CP","status",0,92.41
"CP","status",1,92.41
"CP","status",2,92.41
"CP","status",3,92.41
"CP","status",4,92.41
"CP","status",5,92.41
"CP","status",6,92.41
"CP","status",7,92.41
"CP","status",8,92.41
"CP","trend",1,-0.05
"CP","trend",2,-0.05
"CP","trend",3,-0.05
"CP","trend",4,-0.05
"CP","trend",5,-0.05
"CP","trend",6,-0.05
"CP","trend",7,-0.05
"CP","trend",8,-0.05
"CS","future",0,59.49
"CS","future",1,59.49
"CS","future",2,59.49
"CS","future",3,59.49
"CS","future",4,59.47
"CS","future",5,59.49
"CS","future",6,59.48
"CS","future",7,59.49
"CS","future",8,59.49
"CS","pressures",1,10.83
"CS","pressures",2,10.8
"CS","pressures",3,10.81
"CS","pressures",4,10.94
"CS","pressures",5,10.81
"CS","pressures",6,10.85
"CS","pressures",7,10.79
"CS","pressures",8,10.79
"CS","resilience",1,67.2
"CS","resilience",2,67.2
"CS","resilience",3,67.2
"CS","resilience",4,67.2
"CS","resilience",5,67.2
"CS","resilience",6,67.2
"CS","resilience",7,67.2
"CS","resilience",8,67.2
"CS","score",0,54.82
"CS","score",1,54.82
"CS","score",2,54.82
"CS","score",3,54.82
"CS","score",4,54.81
"CS","score",5,54.82
"CS","score",6,54.82
"CS","score",7,54.82
"CS","score",8,54.82
"CS","status",0,50.16
"CS","status",1,50.16
"CS","status",2,50.16
"CS","status",3,50.16
"CS","status",4,50.16
"CS","status",5,50.16
"CS","status",6,50.16
"CS","status",7,50.16
"CS","status",8,50.16
"CS","trend",1,0
"CS","trend",2,0
"CS","trend",3,0
"CS","trend",4,0
"CS","trend",5,0
"CS","trend",6,0
"CS","trend",7,0
"CS","trend",8,0
"CW","future",0,100
"CW","future",1,100
"CW","future",2,100
"CW","future",3,100
"CW","future",4,100
"CW","future",5,100
"CW","future",6,100
"CW","future",7,100
"CW","future",8,100
"CW","pressures",1,25.13
"CW","pressures",2,25.13
"CW","pressures",3,25.13
"CW","pressures",4,25.13
"CW","pressures",5,25.13
"CW","pressures",6,25.13
"CW","pressures",7,25.13
"CW","pressures",8,25.13
"CW","resilience",1,66.1
"CW","resilience",2,66.1
"CW","resilience",3,66.1
"CW","resilience",4,66.1
"CW","resilience",5,66.1
"CW","resilience",6,66.1
"CW","resilience",7,66.1
"CW","resilience",8,66.1
"CW","score",0,95.71
"CW","score",1,95.71
"CW","score",2,95.71
"CW","score",3,95.71
"CW","score",4,95.71
"CW","score",5,95.71
"CW","score",6,95.71
"CW","score",7,95.71
"CW","score",8,95.71
"CW","status",0,91.42
"CW","status",1,91.42
"CW","status",2,91.42
"CW","status",3,91.42
"CW","status",4,91.42
"CW","status",5,91.42
"CW","status",6,91.42
"CW","status",7,91.42
"CW","status",8,91.42
"CW","trend",1,0
"CW","trend",2,0
"CW","trend",3,0
"CW","trend",4,0
"CW","trend",5,0
"CW","trend",6,0
"CW","trend",7,0
"CW","trend",8,0
"ECO","future",0,100
"ECO","future",1,100
"ECO","future",2,100
"ECO","future",3,100
"ECO","future",4,100
"ECO","future",5,100
"ECO","future",6,100
"ECO","future",7,100
"ECO","future",8,100
"ECO","pressures",1,11.83
"ECO","pressures",2,11.83
"ECO","pressures",3,11.83
"ECO","pressures",4,11.83
"ECO","pressures",5,11.83
"ECO","pressures",6,11.83
"ECO","pressures",7,11.83
"ECO","pressures",8,11.83
"ECO","resilience",1,78.24
"ECO","resilience",2,78.24
"ECO","resilience",3,78.24
"ECO","resilience",4,78.24
"ECO","resilience",5,78.24
"ECO","resilience",6,78.24
"ECO","resilience",7,78.24
"ECO","resilience",8,78.24
"ECO","score",0,100
"ECO","score",1,100
"ECO","score",2,100
"ECO","score",3,100
"ECO","score",4,100
"ECO","score",5,100
"ECO","score",6,100
"ECO","score",7,100
"ECO","score",8,100
"ECO","status",0,100
"ECO","status",1,100
"ECO","status",2,100
"ECO","status",3,100
"ECO","status",4,100
"ECO","status",5,100
"ECO","status",6,100
"ECO","status",7,100
"ECO","status",8,100
"ECO","trend",1,1
"ECO","trend",2,1
"ECO","trend",3,1
"ECO","trend",4,1
"ECO","trend",5,1
"ECO","trend",6,1
"ECO","trend",7,1
"ECO","trend",8,1
"FIS","future",0,65.71
"FIS","future",1,65.71
"FIS","future",2,65.71
"FIS","future",3,65.71
"FIS","future",4,65.7
"FIS","future",5,65.71
"FIS","future",6,65.71
"FIS","future",7,65.71
"FIS","future",8,65.71
"FIS","pressures",1,14.22
"FIS","pressures",2,14.21
"FIS","pressures",3,14.21
"FIS","pressures",4,14.24
"FIS","pressures",5,14.21
"FIS","pressures",6,14.22
"FIS","pressures",7,14.21
"FIS","pressures",8,14.21
"FIS","resilience",1,75.86
"FIS","resilience",2,75.86
"FIS","resilience",3,75.86
"FIS","resilience",4,75.86
"FIS","resilience",5,75.86
"FIS","resilience",6,75.86
"FIS","resilience",7,75.86
"FIS","resilience",8,75.86
"FIS","score",0,59.85
"FIS","score",1,59.85
"FIS","score",2,59.85
"FIS","score",3,59.85
"FIS","score",4,59.85
"FIS","score",5,59.85
"FIS","score",6,59.85
"FIS","score",7,59.85
"FIS","score",8,59.85
"FIS","status",0,54
"FIS","status",1,54
"FIS","status",2,54
"FIS","status",3,54
"FIS","status",4,54
"FIS","status",5,54
"FIS","status",6,54
"FIS","status",7,54
"FIS","status",8,54
"FIS","trend",1,0.02
"FIS","trend",2,0.02
"FIS","trend",3,0.02
"FIS","trend",4,0.02
"FIS","trend",5,0.02
"FIS","trend",6,0.02
"FIS","trend",7,0.02
"FIS","trend",8,0.02
"FP","future",0,60.98
"FP","future",1,59.48
"FP","future",2,59.54
"FP","future",3,59.5
