rgn_id,year,stock,C_Ct
4,2003,Chum JS,1.315
5,2003,Chum JS,1.315
6,2003,Chum JS,1.315
8,2003,Chum JS,1.315
1,2004,Chum JS,1.09
2,2004,Chum JS,1.09
3,2004,Chum JS,1.09
4,2004,Chum JS,1.09
5,2004,Chum JS,1.09
6,2004,Chum JS,1.09
8,2004,Chum JS,1.09
1,2005,Chum JS,1.4
2,2005,Chum JS,1.4
3,2005,Chum JS,1.4
4,2005,Chum JS,1.4
5,2005,Chum JS,1.4
6,2005,Chum JS,1.4
8,2005,Chum JS,1.4
1,2006,Chum JS,1.02
2,2006,Chum JS,1.02
3,2006,Chum JS,1.02
4,2006,Chum JS,1.02
5,2006,Chum JS,1.02
6,2006,Chum JS,1.02
8,2006,Chum JS,1.02
1,2007,Chum JS,0.91
2,2007,Chum JS,0.91
3,2007,Chum JS,0.91
4,2007,Chum JS,0.91
5,2007,Chum JS,0.91
6,2007,Chum JS,0.91
8,2007,Chum JS,0.91
1,2008,Chum JS,0.7
2,2008,Chum JS,0.7
3,2008,Chum JS,0.7
4,2008,Chum JS,0.7
5,2008,Chum JS,0.7
6,2008,Chum JS,0.7
8,2008,Chum JS,0.7
1,2009,Chum JS,1.185
2,2009,Chum JS,1.185
3,2009,Chum JS,1.185
4,2009,Chum JS,1.185
5,2009,Chum JS,1.185
6,2009,Chum JS,1.185
8,2009,Chum JS,1.185
1,2010,Chum JS,0.25
2,2010,Chum JS,0.25
3,2010,Chum JS,0.25
4,2010,Chum JS,0.25
5,2010,Chum JS,0.25
6,2010,Chum JS,0.25
8,2010,Chum JS,0.25
1,2011,Chum JS,1.1
2,2011,Chum JS,1.1
3,2011,Chum JS,1.1
4,2011,Chum JS,1.1
5,2011,Chum JS,1.1
6,2011,Chum JS,1.1
8,2011,Chum JS,1.1
1,2012,Chum JS,0.575
2,2012,Chum JS,0.575
3,2012,Chum JS,0.575
4,2012,Chum JS,0.575
5,2012,Chum JS,0.575
6,2012,Chum JS,0.575
8,2012,Chum JS,0.575
1,2013,Chum JS,1.11
2,2013,Chum JS,1.11
3,2013,Chum JS,1.11
4,2013,Chum JS,1.11
5,2013,Chum JS,1.11
6,2013,Chum JS,1.11
8,2013,Chum JS,1.11
1,2004,S WCVI,NA
2,2004,S WCVI,NA
3,2004,S WCVI,NA
4,2004,S WCVI,NA
5,2004,S WCVI,NA
6,2004,S WCVI,NA
8,2004,S WCVI,NA
1,2005,S WCVI,NA
2,2005,S WCVI,NA
3,2005,S WCVI,NA
4,2005,S WCVI,NA
5,2005,S WCVI,NA
6,2005,S WCVI,NA
8,2005,S WCVI,NA
1,2006,S WCVI,NA
2,2006,S WCVI,NA
3,2006,S WCVI,NA
4,2006,S WCVI,NA
5,2006,S WCVI,NA
6,2006,S WCVI,NA
8,2006,S WCVI,NA
1,2007,S WCVI,NA
2,2007,S WCVI,NA
3,2007,S WCVI,NA
4,2007,S WCVI,NA
5,2007,S WCVI,NA
6,2007,S WCVI,NA
8,2007,S WCVI,NA
1,2008,S WCVI,NA
2,2008,S WCVI,NA
3,2008,S WCVI,NA
4,2008,S WCVI,NA
5,2008,S WCVI,NA
6,2008,S WCVI,NA
8,2008,S WCVI,NA
1,2009,S WCVI,NA
2,2009,S WCVI,NA
3,2009,S WCVI,NA
4,2009,S WCVI,NA
5,2009,S WCVI,NA
6,2009,S WCVI,NA
8,2009,S WCVI,NA
1,2010,S WCVI,NA
2,2010,S WCVI,NA
3,2010,S WCVI,NA
4,2010,S WCVI,NA
5,2010,S WCVI,NA
6,2010,S WCVI,NA
8,2010,S WCVI,NA
1,2011,S WCVI,NA
2,2011,S WCVI,NA
3,2011,S WCVI,NA
4,2011,S WCVI,NA
5,2011,S WCVI,NA
6,2011,S WCVI,NA
8,2011,S WCVI,NA
1,2012,S WCVI,NA
2,2012,S WCVI,NA
3,2012,S WCVI,NA
4,2012,S WCVI,NA
5,2012,S WCVI,NA
6,2012,S WCVI,NA
8,2012,S WCVI,NA
1,2013,S WCVI,NA
2,2013,S WCVI,NA
3,2013,S WCVI,NA
4,2013,S WCVI,NA
5,2013,S WCVI,NA
6,2013,S WCVI,NA
8,2013,S WCVI,NA
1,2014,S WCVI,NA
2,2014,S WCVI,NA
3,2014,S WCVI,NA
4,2014,S WCVI,NA
5,2014,S WCVI,NA
6,2014,S WCVI,NA
8,2014,S WCVI,NA
1,2015,S WCVI,NA
2,2015,S WCVI,NA
3,2015,S WCVI,NA
4,2015,S WCVI,NA
5,2015,S WCVI,NA
6,2015,S WCVI,NA
8,2015,S WCVI,NA
1,2016,S WCVI,NA
2,2016,S WCVI,NA
3,2016,S WCVI,NA
4,2016,S WCVI,NA
5,2016,S WCVI,NA
6,2016,S WCVI,NA
8,2016,S WCVI,NA
1,2005,Coho inside F,0.86667
2,2005,Coho inside F,0.86667
3,2005,Coho inside F,0.86667
4,2005,Coho inside F,0.86667
5,2005,Coho inside F,0.86667
6,2005,Coho inside F,0.86667
8,2005,Coho inside F,0.86667
1,2006,Coho inside F,0.73333
2,2006,Coho inside F,0.73333
3,2006,Coho inside F,0.73333
4,2006,Coho inside F,0.73333
5,2006,Coho inside F,0.73333
6,2006,Coho inside F,0.73333
8,2006,Coho inside F,0.73333
1,2007,Coho inside F,0.6
2,2007,Coho inside F,0.6
3,2007,Coho inside F,0.6
4,2007,Coho inside F,0.6
5,2007,Coho inside F,0.6
6,2007,Coho inside F,0.6
8,2007,Coho inside F,0.6
1,2008,Coho inside F,0.61333
2,2008,Coho inside F,0.61333
3,2008,Coho inside F,0.61333
4,2008,Coho inside F,0.61333
5,2008,Coho inside F,0.61333
6,2008,Coho inside F,0.61333
8,2008,Coho inside F,0.61333
1,2009,Coho inside F,0.80333
2,2009,Coho inside F,0.80333
3,2009,Coho inside F,0.80333
4,2009,Coho inside F,0.80333
5,2009,Coho inside F,0.80333
6,2009,Coho inside F,0.80333
8,2009,Coho inside F,0.80333
1,2010,Coho inside F,1.03333
2,2010,Coho inside F,1.03333
3,2010,Coho inside F,1.03333
4,2010,Coho inside F,1.03333
5,2010,Coho inside F,1.03333
6,2010,Coho inside F,1.03333
8,2010,Coho inside F,1.03333
1,2011,Coho inside F,1.03333
2,2011,Coho inside F,1.03333
3,2011,Coho inside F,1.03333
4,2011,Coho inside F,1.03333
5,2011,Coho inside F,1.03333
6,2011,Coho inside F,1.03333
8,2011,Coho inside F,1.03333
1,2012,Coho inside F,0.43333
2,2012,Coho inside F,0.43333
3,2012,Coho inside F,0.43333
4,2012,Coho inside F,0.43333
5,2012,Coho inside F,0.43333
6,2012,Coho inside F,0.43333
8,2012,Coho inside F,0.43333
1,2013,Coho inside F,0.96667
2,2013,Coho inside F,0.96667
3,2013,Coho inside F,0.96667
4,2013,Coho inside F,0.96667
5,2013,Coho inside F,0.96667
6,2013,Coho inside F,0.96667
8,2013,Coho inside F,0.96667
1,2014,Coho inside F,0.63125
2,2014,Coho inside F,0.63125
3,2014,Coho inside F,0.63125
4,2014,Coho inside F,0.63125
5,2014,Coho inside F,0.63125
6,2014,Coho inside F,0.63125
8,2014,Coho inside F,0.63125
1,2015,Coho inside F,NA
2,2015,Coho inside F,NA
3,2015,Coho inside F,NA
4,2015,Coho inside F,NA
5,2015,Coho inside F,NA
6,2015,Coho inside F,NA
8,2015,Coho inside F,NA
1,2016,Coho inside F,NA
2,2016,Coho inside F,NA
3,2016,Coho inside F,NA
4,2016,Coho inside F,NA
5,2016,Coho inside F,NA
6,2016,Coho inside F,NA
8,2016,Coho inside F,NA
