status_yr,area,hab,c_cref,trend,hab_weight,a_ref,cs_st_tot,cs_tr_tot,cs_st_tot_ref,cs_tr_tot_ref
1990.0,4.3236,cf,1.0,-0.02021232306411305,4.6,4.3236,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2e3,4.3137,cf,0.9977102414654454,-0.02021232306411305,4.6,4.3236,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2010.0,3.4398,cf,0.795587010824313,-0.02021232306411305,4.6,4.3236,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
1990.0,0.6282,sm,1.0,-0.0022922636103151674,218.0,0.6282,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2e3,0.4743,sm,0.7550143266475645,-0.0022922636103151674,218.0,0.6282,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2010.0,0.4599,sm,0.7320916905444126,-0.0022922636103151674,218.0,0.6282,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2002.0,1.72,sg,0.9977628841818716,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2003.0,1.72,sg,0.9982824675452192,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2004.0,1.72,sg,0.998263671415496,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2005.0,1.72,sg,0.9975240285355326,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2006.0,1.72,sg,0.9992421564213522,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2007.0,1.72,sg,0.9979980257756133,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2008.0,1.72,sg,0.9989702620679957,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2009.0,1.72,sg,0.9988824939369169,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2010.0,1.72,sg,0.9980020059501975,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2011.0,1.72,sg,0.9983951858346904,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2012.0,1.72,sg,0.9991030822507712,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
2013.0,1.72,sg,0.9985325823198973,6.662919131120397e-5,138.0,1.72,0.981510006791773,-5.282390178980383e-4,0.9762355214399243,-5.899553874517951e-4
