rgn_id,year,rgn_name,lsp_st_inland,a_prot_inland,a_tot_inland,lsp_st_3nm,a_prot_3nm,a_tot_3nm,lsp_status
2,2001,Haida Gwaii,0.85,2031,7983.75,0.02,43,6705.25,0.435
2,2002,Haida Gwaii,0.85,2031,7983.75,0.02,43,6705.25,0.435
2,2003,Haida Gwaii,0.85,2031,7983.75,0.02,43,6705.25,0.435
2,2004,Haida Gwaii,0.85,2031,7983.75,0.02,43,6705.25,0.435
2,2005,Haida Gwaii,0.85,2031,7983.75,0.02,43,6705.25,0.435
2,2006,Haida Gwaii,0.85,2031,7983.75,0.02,43,6705.25,0.435
2,2007,Haida Gwaii,0.85,2031,7983.75,0.02,43,6705.25,0.435
2,2008,Haida Gwaii,1,4110.25,7983.75,0.83,1674.75,6705.25,0.915
2,2009,Haida Gwaii,1,4110.25,7983.75,0.83,1674.75,6705.25,0.915
2,2010,Haida Gwaii,1,4110.5,7983.75,1,3961.75,6705.25,1
2,2011,Haida Gwaii,1,4110.5,7983.75,1,3961.75,6705.25,1
2,2012,Haida Gwaii,1,4110.5,7983.75,1,3961.75,6705.25,1
2,2013,Haida Gwaii,1,4110.5,7983.75,1,3961.75,6705.25,1
2,2014,Haida Gwaii,1,4110.5,7983.75,1,3961.75,6705.25,1
2,2015,Haida Gwaii,1,4110.5,7983.75,1,4758,6705.25,1
2,2016,Haida Gwaii,1,4110.5,7983.75,1,4758,6705.25,1
3,1990,Central Coast,0.16,610,12843.25,0.05,84,5140.5,0.10500000000000001
3,1991,Central Coast,0.16,610,12843.25,0.05,84,5140.5,0.10500000000000001
3,1992,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,1993,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,1994,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,1995,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,1996,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,1997,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,1998,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,1999,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,2e3,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,2001,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,2002,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,2003,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,2004,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,2005,Central Coast,0.16,626,12843.25,0.06,99.5,5140.5,0.11
3,2006,Central Coast,0.55,2118.25,12843.25,0.07,104.5,5140.5,0.31000000000000005
3,2007,Central Coast,0.7,2704.5,12843.25,0.08,116.25,5140.5,0.38999999999999996
3,2008,Central Coast,1,4823.75,12843.25,0.51,782.25,5140.5,0.755
3,2009,Central Coast,1,4823.75,12843.25,0.51,782.25,5140.5,0.755
3,2010,Central Coast,1,4823.75,12843.25,0.51,782.25,5140.5,0.755
3,2011,Central Coast,1,4823.75,12843.25,0.51,782.25,5140.5,0.755
3,2012,Central Coast,1,4823.75,12843.25,0.51,782.25,5140.5,0.755
3,2013,Central Coast,1,4823.75,12843.25,0.51,782.25,5140.5,0.755
3,2014,Central Coast,1,4823.75,12843.25,0.51,782.25,5140.5,0.755
3,2015,Central Coast,1,4823.75,12843.25,0.79,1216,5140.5,0.895
3,2016,Central Coast,1,4823.75,12843.25,0.79,1216,5140.5,0.895
4,1990,North Vancouver Island,0.08,292.75,12519.5,0.06,111,6410.5,0.07
4,1991,North Vancouver Island,0.08,292.75,12519.5,0.06,111,6410.5,0.07
4,1992,North Vancouver Island,0.08,317,12519.5,0.11,216.25,6410.5,0.095
4,1993,North Vancouver Island,0.08,317,12519.5,0.11,216.25,6410.5,0.095
4,1994,North Vancouver Island,0.08,317,12519.5,0.11,216.25,6410.5,0.095
4,1995,North Vancouver Island,0.1,391,12519.5,0.14,274.75,6410.5,0.12000000000000001
4,1996,North Vancouver Island,0.12,438.25,12519.5,0.15,280.75,6410.5,0.135
4,1997,North Vancouver Island,0.12,441,12519.5,0.15,283.25,6410.5,0.135
4,1998,North Vancouver Island,0.12,441,12519.5,0.15,283.25,6410.5,0.135
4,1999,North Vancouver Island,0.12,441,12519.5,0.15,283.25,6410.5,0.135
4,2e3,North Vancouver Island,0.12,441,12519.5,0.15,283.25,6410.5,0.135
4,2001,North Vancouver Island,0.12,441.25,12519.5,0.15,284.25,6410.5,0.135
4,2002,North Vancouver Island,0.12,441.25,12519.5,0.15,284.25,6410.5,0.135
4,2003,North Vancouver Island,0.12,441.25,12519.5,0.15,284.25,6410.5,0.135
4,2004,North Vancouver Island,0.12,441.25,12519.5,0.15,284.25,6410.5,0.135
4,2005,North Vancouver Island,0.12,441.25,12519.5,0.15,284.25,6410.5,0.135
4,2006,North Vancouver Island,0.21,778.25,12519.5,0.18,349,6410.5,0.195
4,2007,North Vancouver Island,0.25,942.75,12519.5,0.27,521.75,6410.5,0.26
4,2008,North Vancouver Island,0.25,945.5,12519.5,0.27,523.5,6410.5,0.26
4,2009,North Vancouver Island,0.26,989.5,12519.5,0.27,524,6410.5,0.265
4,2010,North Vancouver Island,0.26,989.5,12519.5,0.27,524,6410.5,0.265
4,2011,North Vancouver Island,0.26,989.5,12519.5,0.27,524,6410.5,0.265
4,2012,North Vancouver Island,0.26,989.5,12519.5,0.27,524,6410.5,0.265
4,2013,North Vancouver Island,0.26,990.5,12519.5,0.27,524.5,6410.5,0.265
4,2014,North Vancouver Island,0.26,990.5,12519.5,0.27,524.5,6410.5,0.265
4,2015,North Vancouver Island,0.27,1001,12519.5,1,2678.25,6410.5,0.635
4,2016,North Vancouver Island,0.27,1001,12519.5,1,2678.25,6410.5,0.635
5,1990,West Vancouver Island,0.34,853,8465.5,0.36,485.5,4525,0.35
5,1991,West Vancouver Island,0.39,994,8465.5,0.36,485.5,4525,0.375
5,1992,West Vancouver Island,0.39,994,8465.5,0.36,485.5,4525,0.375
5,1993,West Vancouver Island,0.39,994,8465.5,0.36,485.5,4525,0.375
5,1994,West Vancouver Island,0.39,994,8465.5,0.36,485.5,4525,0.375
5,1995,West Vancouver Island,0.47,1196.5,8465.5,0.46,629.75,4525,0.46499999999999997
5,1996,West Vancouver Island,0.48,1230,8465.5,0.48,652.75,4525,0.48
5,1997,West Vancouver Island,0.49,1233.75,8465.5,0.49,666,4525,0.49
5,1998,West Vancouver Island,0.49,1233.75,8465.5,0.49,666,4525,0.49
5,1999,West Vancouver Island,0.49,1233.75,8465.5,0.49,666,4525,0.49
5,2e3,West Vancouver Island,0.49,1233.75,8465.5,0.49,666,4525,0.49
5,2001,West Vancouver Island,0.58,1483.75,8465.5,0.66,891.5,4525,0.62
5,2002,West Vancouver Island,0.58,1483.75,8465.5,0.66,891.5,4525,0.62
5,2003,West Vancouver Island,0.58,1483.75,8465.5,0.66,893,4525,0.62
5,2004,West Vancouver Island,0.58,1484,8465.5,0.66,893,4525,0.62
5,2005,West Vancouver Island,0.58,1484,8465.5,0.66,893,4525,0.62
5,2006,West Vancouver Island,0.58,1484,8465.5,0.66,893,4525,0.62
5,2007,West Vancouver Island,0.58,1484,8465.5,0.66,893,4525,0.62
5,2008,West Vancouver Island,0.58,1484,8465.5,0.66,893,4525,0.62
5,2009,West Vancouver Island,0.58,1484,8465.5,0.66,893,4525,0.62
5,2010,West Vancouver Island,0.58,1484,8465.5,0.66,893,4525,0.62
5,2011,West Vancouver Island,0.6,1524.5,8465.5,0.66,893,4525,0.63
5,2012,West Vancouver Island,0.6,1524.5,8465.5,0.66,893,4525,0.63
5,2013,West Vancouver Island,0.6,1524.5,8465.5,0.66,893,4525,0.63
5,2014,West Vancouver Island,0.6,1524.5,8465.5,0.66,893,4525,0.63
5,2015,West Vancouver Island,0.6,1524.5,8465.5,0.66,893,4525,0.63
5,2016,West Vancouver Island,0.6,1524.5,8465.5,0.66,893,4525,0.63
6,1990,Strait of Georgia,0.1,311.25,10649.75,0.14,257,6252.25,0.12000000000000001
6,1991,Strait of Georgia,0.1,312.75,10649.75,0.14,257,6252.25,0.12000000000000001
6,1992,Strait of Georgia,0.1,313,10649.75,0.14,257.5,6252.25,0.12000000000000001
6,1993,Strait of Georgia,0.1,326.5,10649.75,0.14,267.75,6252.25,0.12000000000000001
6,1994,Strait of Georgia,0.1,326.5,10649.75,0.14,267.75,6252.25,0.12000000000000001
6,1995,Strait of Georgia,0.15,479.75,10649.75,0.15,274.5,6252.25,0.15
6,1996,Strait of Georgia,0.15,483.75,10649.75,0.15,274.75,6252.25,0.15
6,1997,Strait of Georgia,0.16,500.25,10649.75,0.15,274.75,6252.25,0.155
6,1998,Strait of Georgia,0.16,505,10649.75,0.15,275,6252.25,0.155
6,1999,Strait of Georgia,0.17,550.5,10649.75,0.15,275,6252.25,0.16
6,2e3,Strait of Georgia,0.17,552.25,10649.75,0.15,275,6252.25,0.16
6,2001,Strait of Georgia,0.18,563.25,10649.75,0.16,296.5,6252.25,0.16999999999999998
6,2002,Strait of Georgia,0.18,564.5,10649.75,0.16,297.25,6252.25,0.16999999999999998
6,2003,Strait of Georgia,0.19,593.25,10649.75,0.18,329.25,6252.25,0.185
6,2004,Strait of Georgia,0.19,601.5,10649.75,0.18,329.75,6252.25,0.185
6,2005,Strait of Georgia,0.19,601.5,10649.75,0.18,329.75,6252.25,0.185
6,2006,Strait of Georgia,0.19,601.5,10649.75,0.18,329.75,6252.25,0.185
6,2007,Strait of Georgia,0.19,607.75,10649.75,0.18,330.25,6252.25,0.185
6,2008,Strait of Georgia,0.19,607.75,10649.75,0.18,330.25,6252.25,0.185
6,2009,Strait of Georgia,0.19,608.25,10649.75,0.18,330.25,6252.25,0.185
6,2010,Strait of Georgia,0.19,608.25,10649.75,0.18,330.25,6252.25,0.185
6,2011,Strait of Georgia,0.19,608.25,10649.75,0.21,394.5,6252.25,0.2
6,2012,Strait of Georgia,0.19,608.25,10649.75,0.21,394.5,6252.25,0.2
6,2013,Strait of Georgia,0.19,614,10649.75,0.21,394.5,6252.25,0.2
6,2014,Strait of Georgia,0.19,614,10649.75,0.21,394.5,6252.25,0.2
6,2015,Strait of Georgia,0.19,614,10649.75,0.21,394.5,6252.25,0.2
6,2016,Strait of Georgia,0.19,614,10649.75,0.21,394.5,6252.25,0.2
8,1990,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1991,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1992,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1993,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1994,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1995,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1996,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1997,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1998,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,1999,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,2e3,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,2001,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,2002,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,2003,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,2004,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,2005,Aristazabal Island,0,0,1137.75,0.4,110.25,925.5,0.2
8,2006,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2007,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2008,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2009,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2010,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2011,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2012,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2013,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2014,Aristazabal Island,0.77,264,1137.75,0.4,110.5,925.5,0.585
8,2015,Aristazabal Island,0.77,264,1137.75,1,282.25,925.5,0.885
8,2016,Aristazabal Island,0.77,264,1137.75,1,282.25,925.5,0.885
