year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status,rgn_name
1980.0,1,11,54958,168,13739.5,42.0,0.0031,0.01,North Coast
1981.0,1,8,54958,176,13739.5,44.0,0.0032,0.01,North Coast
1982.0,1,0,54958,176,13739.5,44.0,0.0032,0.01,North Coast
1983.0,1,0,54958,176,13739.5,44.0,0.0032,0.01,North Coast
1984.0,1,0,54958,176,13739.5,44.0,0.0032,0.01,North Coast
1985.0,1,0,54958,176,13739.5,44.0,0.0032,0.01,North Coast
1986.0,1,0,54958,176,13739.5,44.0,0.0032,0.01,North Coast
1987.0,1,1,54958,177,13739.5,44.25,0.0032,0.01,North Coast
1988.0,1,0,54958,177,13739.5,44.25,0.0032,0.01,North Coast
1989.0,1,0,54958,177,13739.5,44.25,0.0032,0.01,North Coast
1990.0,1,0,54958,177,13739.5,44.25,0.0032,0.01,North Coast
1991.0,1,25,54958,202,13739.5,50.5,0.0037,0.01,North Coast
1992.0,1,0,54958,202,13739.5,50.5,0.0037,0.01,North Coast
1993.0,1,122,54958,324,13739.5,81.0,0.0059,0.02,North Coast
1994.0,1,447,54958,771,13739.5,192.75,0.014,0.05,North Coast
1995.0,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
1996.0,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
1997.0,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
1998.0,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
1999.0,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
2e3,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
2001.0,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
2002.0,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
2003.0,1,0,54958,771,13739.5,192.75,0.014,0.05,North Coast
2004.0,1,932,54958,1703,13739.5,425.75,0.031,0.1,North Coast
2005.0,1,6,54958,1709,13739.5,427.25,0.0311,0.1,North Coast
2006.0,1,4946,54958,6655,13739.5,1663.75,0.1211,0.4,North Coast
2007.0,1,439,54958,7094,13739.5,1773.5,0.1291,0.43,North Coast
2008.0,1,3158,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
2009.0,1,0,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
2010.0,1,0,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
2011.0,1,0,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
2012.0,1,0,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
2013.0,1,0,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
2014.0,1,NA,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
2015.0,1,NA,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
2016.0,1,NA,54958,10252,13739.5,2563.0,0.1865,0.62,North Coast
1980.0,2,0,31935,2221,7983.75,555.25,0.0695,0.23,Haida Gwaii
1981.0,2,5,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1982.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1983.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1984.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1985.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1986.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1987.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1988.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1989.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1990.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1991.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1992.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1993.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1994.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1995.0,2,0,31935,2226,7983.75,556.5,0.0697,0.23,Haida Gwaii
1996.0,2,5898,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
1997.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
1998.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
1999.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2e3,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2001.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2002.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2003.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2004.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2005.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2006.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2007.0,2,0,31935,8124,7983.75,2031.0,0.2544,0.85,Haida Gwaii
2008.0,2,8317,31935,16441,7983.75,4110.25,0.5148,1.0,Haida Gwaii
2009.0,2,0,31935,16441,7983.75,4110.25,0.5148,1.0,Haida Gwaii
2010.0,2,1,31935,16442,7983.75,4110.5,0.5149,1.0,Haida Gwaii
2011.0,2,0,31935,16442,7983.75,4110.5,0.5149,1.0,Haida Gwaii
2012.0,2,0,31935,16442,7983.75,4110.5,0.5149,1.0,Haida Gwaii
2013.0,2,0,31935,16442,7983.75,4110.5,0.5149,1.0,Haida Gwaii
2014.0,2,NA,31935,16442,7983.75,4110.5,0.5149,1.0,Haida Gwaii
2015.0,2,NA,31935,16442,7983.75,4110.5,0.5149,1.0,Haida Gwaii
2016.0,2,NA,31935,16442,7983.75,4110.5,0.5149,1.0,Haida Gwaii
1980.0,3,0,51373,0,12843.25,0.0,0.0,0.0,Central Coast
1981.0,3,0,51373,0,12843.25,0.0,0.0,0.0,Central Coast
1982.0,3,0,51373,0,12843.25,0.0,0.0,0.0,Central Coast
1983.0,3,0,51373,0,12843.25,0.0,0.0,0.0,Central Coast
1984.0,3,0,51373,0,12843.25,0.0,0.0,0.0,Central Coast
1985.0,3,0,51373,0,12843.25,0.0,0.0,0.0,Central Coast
