csduid,csdname,csdtype,rgn_id,area_total_km2,area_ohibc_km2,prop_area,year
5947007,Port Edward,DM,1,177.1714905015874,183.33066994257518,1.0347639421193027,2016
5947012,Prince Rupert,CY,1,64.07236502169613,66.32668609815514,1.0351839841668968,2016
5947016,Skeena-Queen Charlotte A,RDA,1,2930.3211565845477,3036.188075306056,1.036128094179582,2016
5947021,Skeena-Queen Charlotte C,RDA,1,6684.619788710656,6898.983075890494,1.0320681346068277,2016
5949039,Kitimat-Stikine A,RDA,1,24487.647699628003,4046.766245085758,0.16525745121477034,2016
5949844,Kitselas 1,IRI,1,5.357415695398897,5.555181741947903,1.0369144486433737,2016
5947806,Kulkayu (Hartley Bay) 4,IRI,1,1.1056015844761133,1.1390491146613475,1.0302527878531247,2016
5947807,Dolphin Island 1,IRI,1,15.146537636989883,15.635668579934155,1.03229325108266,2016
5947809,Lax Kw'alaams 1,IRI,1,107.16089672338893,111.04207187990376,1.036218203422963,2016
5947810,S1/2 Tsimpsean 2,IRI,1,32.47905405891727,33.63341150243354,1.035541596791035,2016
5949005,Kitimat,DM,1,249.40445842105524,257.7619311952012,1.0335097168152325,2016
5949013,Kitimat-Stikine C (Part 1),RDA,1,9486.343354124498,8619.284735720468,0.908599279402316,2016
5949011,Terrace,CY,1,57.0134763922227,59.07785164165473,1.0362085489267523,2016
5949018,Kitimat-Stikine E,RDA,1,16.709602285484134,17.317438406148224,1.0363764564996334,2016
5949020,Kitimat-Stikine C (Part 2),RDA,1,18076.06561056026,11893.715218792962,0.6579814144868177,2016
5949028,Kitimat-Stikine B,RDA,1,7195.055534386019,289.1988358604176,0.040194107533750405,2016
5949035,Nisga'a,NL,1,2022.3695821708031,798.2333774409458,0.39470202898528833,2016
5951051,Bulkley-Nechako A,RDA,1,3583.220412998357,312.65703542082593,0.08725587582796832,2016
5951053,Bulkley-Nechako G,RDA,1,14490.521844807876,11.937448199103061,8.238107865922295e-4,2016
5949032,Stewart,DM,1,538.3946954307232,34.142315968305574,0.06341503038210888,2016
5949803,Kitamaat 2,IRI,1,1.5148750222530365,1.5654909150990843,1.0334125865847126,2016
5949804,Kitsumkaylum 1,IRI,1,4.778814228829235,4.953093471931715,1.0364691395725538,2016
5949805,Kshish 4,IRI,1,2.7958455421506465,2.898334464334987,1.0366575766218842,2016
5949807,Kulspai 6,IRI,1,0.06908477059227228,0.07159173575965315,1.036288246250054,2016
5951031,Bulkley-Nechako E,RDA,1,17200.931652640134,8.15612061768037,4.7416737548797275e-4,2016
5947023,Masset,VL,2,20.217740755383073,20.898998644927694,1.0336960443695091,2016
5947026,Queen Charlotte,VL,2,34.446566403929694,35.45497479086439,1.0292745690560223,2016
5947027,Skeena-Queen Charlotte D,RDA,2,6308.466132669653,6509.856279603517,1.0319237898244273,2016
5947032,Skeena-Queen Charlotte E,RDA,2,3369.6606887720986,3457.7920215691342,1.0261543641740234,2016
5947803,Masset 1,IRI,2,3.1012053761732057,3.206009744521895,1.0337947203219462,2016
5947030,Port Clements,VL,2,12.780822558421336,13.184496016154393,1.0315843096864743,2016
5947804,Skidegate 1,IRI,2,4.978424768609971,5.124739589217461,1.0293897823926228,2016
5941039,Cariboo J,RDA,3,26089.522786949623,1667.54883259488,0.0639164175677837,2016
5943027,Mount Waddington B,RDA,3,2571.6160559454756,1.1228379248771094,4.366273582252499e-4,2016
5945006,Central Coast A,RDA,3,19933.384252349926,18787.91230617514,0.9425349989909643,2016
5945010,Central Coast C,RDA,3,3950.5509088928875,3282.0217389771574,0.830775710696238,2016
5945012,Central Coast D,RDA,3,300.3739939394599,307.52780251966226,1.023816338047042,2016
5945014,Central Coast E,RDA,3,353.7447876963688,362.28945308177276,1.024154887033242,2016
5945801,Bella Bella 1,IRI,3,6.01540998497057,6.150459993985481,1.0224506740774666,2016
5945802,Bella Coola 1,IRI,3,16.016766002969742,16.39885581332806,1.0238556154399379,2016
5945803,Katit 1,IRI,3,6.53564181415391,6.6619946221708055,1.0193328844526426,2016
5943037,Mount Waddington A,RDA,3,12838.6543135032,148.11120969755532,0.01153635000062099,2016
