year,area,subarea,closure_type,total_days_closed
2009,25,4,biotoxins,31
2009,25,4,sanitary closure,188
2009,25,5,biotoxins,31
2009,25,5,sanitary closure,188
2009,25,6,biotoxins,31
2009,25,6,sanitary closure,188
2009,25,7,biotoxins,161
2009,25,7,sanitary closure,188
2009,25,8,biotoxins,31
2009,25,8,sanitary closure,188
2009,25,9,biotoxins,86
2009,25,9,sanitary closure,188
2009,25,10,biotoxins,86
2009,25,10,sanitary closure,188
2009,25,11,biotoxins,86
2009,25,11,sanitary closure,188
2009,25,12,biotoxins,86
2009,25,12,sanitary closure,188
2009,25,13,biotoxins,86
2009,25,13,sanitary closure,188
2009,25,14,biotoxins,66
2009,25,14,sanitary closure,188
2009,25,15,biotoxins,86
2009,25,15,sanitary closure,188
2009,25,16,biotoxins,86
2009,25,16,sanitary closure,188
2009,26,1,biotoxins,364
2009,26,2,biotoxins,364
2009,26,3,biotoxins,364
2009,26,4,biotoxins,352
2009,26,5,biotoxins,339
2009,26,5,sanitary closure,13
2009,26,6,biotoxins,364
2009,26,7,biotoxins,364
2009,26,8,biotoxins,364
2009,26,9,biotoxins,364
2009,26,10,biotoxins,364
2009,26,11,biotoxins,364
2009,27,1,biotoxins,267
2009,27,2,biotoxins,267
2009,27,3,biotoxins,267
2009,27,4,biotoxins,267
2009,27,5,biotoxins,267
2009,27,6,biotoxins,267
2009,27,7,biotoxins,267
2009,27,8,biotoxins,267
2009,27,9,biotoxins,267
2009,27,10,biotoxins,267
2009,27,11,biotoxins,267
2009,29,1,biotoxins,132
2009,29,2,biotoxins,132
2009,29,3,biotoxins,364
2009,29,4,biotoxins,364
2009,29,5,biotoxins,364
2009,29,6,biotoxins,190
2009,29,6,sanitary closure,174
2009,29,7,biotoxins,364
2009,29,8,biotoxins,364
2009,29,9,biotoxins,364
2009,29,10,biotoxins,364
2009,29,11,biotoxins,364
2009,29,12,biotoxins,364
2009,29,13,biotoxins,364
2009,29,14,biotoxins,364
2009,29,15,biotoxins,364
2009,29,16,biotoxins,364
2009,29,17,biotoxins,364
2009,101,1,biotoxins,43
2009,101,2,biotoxins,43
2009,101,3,biotoxins,43
2009,101,4,biotoxins,43
2009,101,5,biotoxins,43
2009,101,6,biotoxins,43
2009,101,7,biotoxins,43
2009,101,8,biotoxins,43
2009,101,9,biotoxins,43
2009,101,10,biotoxins,43
2009,107,1,biotoxins,43
2009,107,2,biotoxins,43
2009,107,3,biotoxins,43
2009,121,1,biotoxins,122
2009,121,2,biotoxins,122
2009,121,3,biotoxins,122
2009,130,1,biotoxins,122
2009,130,2,biotoxins,122
2009,130,3,biotoxins,122
2009,142,1,biotoxins,122
2009,142,2,biotoxins,122
2010,1,1,biotoxins,364
2010,1,1,sanitary closure,0
2010,1,2,biotoxins,364
2010,1,2,sanitary closure,0
2010,1,3,biotoxins,364
2010,1,3,sanitary closure,0
2010,1,4,biotoxins,364
2010,1,4,sanitary closure,0
2010,1,5,biotoxins,357
2010,1,5,sanitary closure,7
2010,1,6,biotoxins,364
2010,1,7,biotoxins,364
2010,2,1,biotoxins,233
2010,2,1,sanitary closure,14
2010,2,2,biotoxins,247
2010,2,2,sanitary closure,14
2010,2,3,biotoxins,247
2010,2,3,sanitary closure,14
2010,2,4,biotoxins,247
2010,2,4,sanitary closure,14
2010,2,5,biotoxins,247
2010,2,5,sanitary closure,14
2010,2,6,biotoxins,247
2010,2,6,sanitary closure,14
2010,2,7,biotoxins,247
2010,2,7,sanitary closure,14
2010,2,8,biotoxins,247
2010,2,8,sanitary closure,14
2010,2,9,biotoxins,247
2010,2,9,sanitary closure,14
2010,2,10,biotoxins,247
2010,2,10,sanitary closure,14
2010,2,11,biotoxins,247
2010,2,11,sanitary closure,14
2010,2,12,biotoxins,247
2010,2,12,sanitary closure,14
2010,2,13,biotoxins,247
2010,2,13,sanitary closure,14
2010,2,14,biotoxins,247
2010,2,14,sanitary closure,14
2010,2,15,biotoxins,247
2010,2,15,sanitary closure,14
2010,2,16,biotoxins,247
2010,2,16,sanitary closure,14
2010,2,17,biotoxins,247
2010,2,17,sanitary closure,14
2010,2,18,biotoxins,247
2010,2,18,sanitary closure,14
2010,2,19,biotoxins,247
2010,2,19,sanitary closure,14
2010,2,31,biotoxins,247
2010,2,31,sanitary closure,14
2010,2,32,biotoxins,247
2010,2,32,sanitary closure,14
2010,2,33,biotoxins,247
2010,2,33,sanitary closure,14
2010,2,34,biotoxins,247
2010,2,34,sanitary closure,14
2010,2,35,biotoxins,247
2010,2,35,sanitary closure,14
2010,2,36,biotoxins,247
2010,2,36,sanitary closure,14
2010,2,37,biotoxins,247
2010,2,37,sanitary closure,14
2010,2,38,biotoxins,247
2010,2,38,sanitary closure,14
2010,2,39,biotoxins,247
2010,2,39,sanitary closure,14
2010,2,40,biotoxins,247
2010,2,40,sanitary closure,14
2010,2,41,biotoxins,247
2010,2,41,sanitary closure,14
2010,2,42,biotoxins,247
2010,2,42,sanitary closure,14
2010,2,43,biotoxins,247
2010,2,43,sanitary closure,14
2010,2,44,biotoxins,247
2010,2,44,sanitary closure,14
2010,2,45,biotoxins,247
2010,2,45,sanitary closure,14
2010,2,46,biotoxins,247
2010,2,46,sanitary closure,14
2010,2,47,biotoxins,247
2010,2,47,sanitary closure,14
2010,2,48,biotoxins,247
2010,2,48,sanitary closure,14
2010,2,49,biotoxins,247
2010,2,49,sanitary closure,14
2010,2,50,biotoxins,247
2010,2,50,sanitary closure,14
2010,2,51,biotoxins,247
2010,2,51,sanitary closure,14
2010,2,52,biotoxins,247
2010,2,52,sanitary closure,14
2010,2,53,biotoxins,247
2010,2,53,sanitary closure,14
2010,2,54,biotoxins,247
2010,2,54,sanitary closure,14
2010,2,55,biotoxins,247
2010,2,55,sanitary closure,14
2010,2,56,biotoxins,247
2010,2,56,sanitary closure,14
2010,2,57,biotoxins,247
2010,2,57,sanitary closure,14
2010,2,58,biotoxins,247
2010,2,58,sanitary closure,14
2010,2,59,biotoxins,247
2010,2,59,sanitary closure,14
2010,2,60,biotoxins,247
2010,2,60,sanitary closure,14
2010,2,61,biotoxins,247
2010,2,61,sanitary closure,14
2010,2,62,biotoxins,247
2010,2,62,sanitary closure,14
2010,2,63,biotoxins,247
2010,2,63,sanitary closure,14
2010,2,64,biotoxins,247
2010,2,64,sanitary closure,14
2010,2,65,biotoxins,247
2010,2,65,sanitary closure,14
2010,2,66,biotoxins,247
2010,2,66,sanitary closure,14
2010,2,67,biotoxins,247
2010,2,67,sanitary closure,14
2010,2,68,biotoxins,247
2010,2,68,sanitary closure,14
2010,2,69,biotoxins,247
2010,2,69,sanitary closure,14
2010,2,70,biotoxins,247
2010,2,70,sanitary closure,14
2010,2,71,biotoxins,247
2010,2,71,sanitary closure,14
2010,2,72,biotoxins,247
2010,2,72,sanitary closure,14
2010,2,73,biotoxins,247
2010,2,73,sanitary closure,14
2010,2,74,biotoxins,247
2010,2,74,sanitary closure,14
2010,2,75,biotoxins,247
2010,2,75,sanitary closure,14
2010,2,76,biotoxins,247
2010,2,76,sanitary closure,14
2010,2,77,biotoxins,247
2010,2,77,sanitary closure,14
2010,2,78,biotoxins,247
2010,2,78,sanitary closure,14
2010,2,79,biotoxins,247
2010,2,79,sanitary closure,14
2010,2,80,biotoxins,247
2010,2,80,sanitary closure,14
2010,2,81,biotoxins,247
2010,2,81,sanitary closure,14
2010,2,82,biotoxins,247
2010,2,82,sanitary closure,14
2010,2,83,biotoxins,247
2010,2,83,sanitary closure,14
2010,2,84,biotoxins,247
2010,2,84,sanitary closure,14
2010,2,85,biotoxins,247
2010,2,85,sanitary closure,14
2010,2,86,biotoxins,247
2010,2,86,sanitary closure,14
2010,2,87,biotoxins,247
2010,2,87,sanitary closure,14
2010,2,88,biotoxins,247
2010,2,88,sanitary closure,14
2010,2,89,biotoxins,247
2010,2,89,sanitary closure,14
2010,2,90,biotoxins,247
2010,2,90,sanitary closure,14
2010,2,91,biotoxins,247
2010,2,91,sanitary closure,14
2010,2,92,biotoxins,247
2010,2,92,sanitary closure,14
2010,2,93,biotoxins,247
2010,2,93,sanitary closure,14
2010,2,94,biotoxins,247
2010,2,94,sanitary closure,14
2010,2,95,biotoxins,247
2010,2,95,sanitary closure,14
2010,2,96,biotoxins,247
2010,2,96,sanitary closure,14
2010,2,97,biotoxins,247
2010,2,97,sanitary closure,14
2010,2,98,biotoxins,247
2010,2,98,sanitary closure,14
2010,2,99,biotoxins,247
2010,2,99,sanitary closure,14
2010,2,100,biotoxins,247
2010,2,100,sanitary closure,14
2010,3,1,sanitary closure,350
2010,3,2,sanitary closure,350
2010,3,3,sanitary closure,350
2010,3,4,sanitary closure,350
2010,3,5,sanitary closure,350
2010,3,6,sanitary closure,350
2010,3,7,sanitary closure,350
2010,3,8,sanitary closure,350
2010,3,9,sanitary closure,350
2010,3,10,biotoxins,0
2010,3,10,sanitary closure,350
2010,3,11,sanitary closure,350
2010,3,12,sanitary closure,350
2010,3,13,sanitary closure,350
2010,3,14,sanitary closure,350
2010,3,15,sanitary closure,350
2010,3,16,sanitary closure,350
2010,3,17,sanitary closure,350
2010,3,18,sanitary closure,350
2010,4,1,sanitary closure,350
2010,4,2,sanitary closure,350
2010,4,3,sanitary closure,350
2010,4,4,sanitary closure,350
2010,4,5,sanitary closure,350
2010,4,6,sanitary closure,350
2010,4,7,sanitary closure,350
2010,4,8,sanitary closure,350
2010,4,9,sanitary closure,350
2010,4,10,sanitary closure,350
2010,4,11,chemical closure,14
2010,4,11,sanitary closure,336
2010,4,12,sanitary closure,350
2010,4,13,sanitary closure,350
2010,4,14,sanitary closure,350
2010,4,15,sanitary closure,350
2010,5,1,sanitary closure,14
2010,5,2,sanitary closure,14
2010,5,3,sanitary closure,14
2010,5,4,sanitary closure,14
2010,5,5,sanitary closure,14
2010,5,6,sanitary closure,14
2010,5,7,sanitary closure,14
2010,5,8,sanitary closure,14
2010,5,9,sanitary closure,14
2010,5,10,sanitary closure,14
2010,5,11,sanitary closure,14
2010,5,12,sanitary closure,14
2010,5,13,sanitary closure,14
2010,5,14,sanitary closure,14
2010,5,15,sanitary closure,14
2010,5,16,sanitary closure,14
2010,5,17,sanitary closure,14
2010,5,18,sanitary closure,14
2010,5,19,sanitary closure,14
2010,5,20,sanitary closure,14
2010,5,21,sanitary closure,14
2010,5,22,sanitary closure,14
2010,5,23,sanitary closure,14
2010,5,24,sanitary closure,14
2010,6,1,biotoxins,147
2010,6,1,chemical closure,14
2010,6,2,biotoxins,147
2010,6,3,biotoxins,147
2010,6,4,biotoxins,147
2010,6,5,biotoxins,147
2010,6,6,biotoxins,147
2010,6,7,biotoxins,147
2010,6,8,biotoxins,147
2010,6,9,biotoxins,147
2010,6,10,biotoxins,147
2010,6,11,biotoxins,147
2010,6,12,biotoxins,147
2010,6,13,biotoxins,148
2010,6,14,biotoxins,70
2010,6,15,biotoxins,147
2010,6,16,biotoxins,142
2010,6,17,biotoxins,148
2010,6,18,biotoxins,147
2010,6,19,biotoxins,147
2010,6,20,biotoxins,147
2010,6,21,biotoxins,147
2010,6,22,biotoxins,147
2010,6,23,biotoxins,147
2010,6,24,biotoxins,147
2010,6,25,biotoxins,147
2010,6,26,biotoxins,147
2010,6,27,biotoxins,147
2010,6,28,biotoxins,147
2010,7,1,biotoxins,302
2010,7,2,biotoxins,272
2010,7,3,biotoxins,301
2010,7,4,biotoxins,301
2010,7,5,biotoxins,301
2010,7,6,biotoxins,301
2010,7,7,biotoxins,301
2010,7,8,biotoxins,301
2010,7,9,biotoxins,301
2010,7,10,biotoxins,301
2010,7,11,biotoxins,301
2010,7,12,biotoxins,301
2010,7,13,biotoxins,292
2010,7,13,sanitary closure,9
2010,7,14,biotoxins,301
2010,7,15,biotoxins,301
2010,7,16,biotoxins,301
2010,7,17,biotoxins,301
2010,7,18,biotoxins,301
2010,7,19,biotoxins,301
2010,7,20,biotoxins,301
2010,7,21,biotoxins,301
2010,7,22,biotoxins,301
2010,7,23,biotoxins,301
2010,7,24,biotoxins,301
2010,7,25,biotoxins,301
2010,7,26,biotoxins,290
2010,7,27,biotoxins,290
2010,7,28,biotoxins,301
2010,7,29,biotoxins,301
2010,7,30,biotoxins,301
2010,7,31,biotoxins,302
2010,7,32,biotoxins,301
2010,8,1,biotoxins,140
2010,8,1,sanitary closure,14
2010,8,2,biotoxins,140
2010,8,2,sanitary closure,14
2010,8,3,biotoxins,140
2010,8,3,sanitary closure,14
2010,8,4,biotoxins,141
2010,8,4,sanitary closure,14
2010,8,5,biotoxins,140
2010,8,5,sanitary closure,14
2010,8,6,biotoxins,140
2010,8,6,sanitary closure,14
2010,8,7,biotoxins,140
2010,8,7,sanitary closure,14
2010,8,8,biotoxins,140
2010,8,8,sanitary closure,14
2010,8,9,biotoxins,140
2010,8,9,sanitary closure,14
2010,8,10,biotoxins,140
2010,8,10,sanitary closure,14
2010,8,11,biotoxins,140
2010,8,11,sanitary closure,14
2010,8,12,biotoxins,140
2010,8,12,sanitary closure,14
2010,8,13,biotoxins,140
2010,8,13,sanitary closure,14
2010,8,14,biotoxins,140
2010,8,14,sanitary closure,14
2010,8,15,biotoxins,140
2010,8,15,sanitary closure,14
2010,8,16,biotoxins,140
2010,8,16,sanitary closure,14
2010,9,1,biotoxins,129
2010,9,2,biotoxins,129
2010,9,3,biotoxins,129
2010,9,4,biotoxins,129
2010,9,5,biotoxins,129
2010,9,6,biotoxins,129
2010,9,7,biotoxins,129
2010,9,8,biotoxins,129
2010,9,9,biotoxins,129
2010,9,10,biotoxins,129
2010,9,11,biotoxins,129
2010,9,12,biotoxins,129
2010,10,1,biotoxins,183
2010,10,2,biotoxins,183
2010,10,3,biotoxins,183
2010,10,4,biotoxins,183
2010,10,5,biotoxins,188
2010,10,6,biotoxins,183
2010,10,7,biotoxins,183
2010,10,8,biotoxins,183
2010,10,9,biotoxins,183
2010,10,10,biotoxins,183
2010,10,11,biotoxins,183
2010,10,12,biotoxins,183
2010,12,1,biotoxins,275
2010,12,2,biotoxins,275
2010,12,3,biotoxins,275
2010,12,4,biotoxins,275
2010,12,5,biotoxins,275
2010,12,6,biotoxins,275
2010,12,7,biotoxins,275
2010,12,8,biotoxins,275
2010,12,9,biotoxins,275
2010,12,10,biotoxins,275
2010,12,11,biotoxins,275
2010,12,12,biotoxins,275
2010,12,13,biotoxins,275
2010,12,14,biotoxins,275
2010,12,15,biotoxins,275
2010,12,16,biotoxins,275
2010,12,17,biotoxins,275
2010,12,18,biotoxins,275
2010,12,19,biotoxins,275
2010,12,20,biotoxins,275
2010,12,21,biotoxins,275
2010,12,22,biotoxins,275
2010,12,23,biotoxins,275
2010,12,24,biotoxins,275
2010,12,25,biotoxins,275
2010,12,26,biotoxins,275
2010,12,27,biotoxins,177
2010,12,27,sanitary closure,98
2010,12,28,biotoxins,144
2010,12,28,sanitary closure,220
2010,12,29,biotoxins,144
2010,12,29,sanitary closure,220
2010,12,30,biotoxins,275
2010,12,31,biotoxins,275
2010,12,32,biotoxins,275
2010,12,33,biotoxins,275
2010,12,34,biotoxins,275
2010,12,35,biotoxins,275
2010,12,36,biotoxins,275
2010,12,37,biotoxins,275
2010,12,38,biotoxins,275
2010,12,39,biotoxins,275
2010,12,40,biotoxins,275
2010,12,41,biotoxins,275
2010,12,42,biotoxins,275
2010,12,43,biotoxins,275
2010,12,44,biotoxins,275
2010,12,45,biotoxins,275
2010,12,46,biotoxins,275
2010,12,47,biotoxins,275
2010,12,48,biotoxins,275
2010,13,2,biotoxins,6
2010,13,3,biotoxins,6
2010,13,3,sanitary closure,53
2010,13,4,biotoxins,6
2010,13,5,biotoxins,6
2010,13,6,biotoxins,6
2010,13,7,biotoxins,6
2010,13,8,biotoxins,6
2010,13,9,biotoxins,6
2010,13,10,biotoxins,6
2010,13,10,sanitary closure,53
2010,13,11,biotoxins,6
2010,13,13,biotoxins,364
2010,13,18,biotoxins,364
2010,13,19,biotoxins,364
2010,13,20,biotoxins,364
2010,13,21,biotoxins,364
2010,13,22,biotoxins,94
2010,13,22,sanitary closure,270
2010,13,23,biotoxins,94
2010,13,23,sanitary closure,270
2010,13,24,biotoxins,364
2010,13,25,biotoxins,364
2010,13,26,biotoxins,364
2010,13,27,biotoxins,364
2010,13,28,biotoxins,364
2010,13,29,biotoxins,364
2010,13,30,biotoxins,364
2010,13,31,biotoxins,364
2010,13,32,biotoxins,364
2010,13,33,biotoxins,364
2010,13,34,biotoxins,364
2010,13,35,biotoxins,364
2010,13,36,biotoxins,364
2010,13,37,biotoxins,364
2010,13,38,biotoxins,364
2010,13,39,biotoxins,364
2010,13,40,biotoxins,364
2010,13,41,biotoxins,364
2010,13,42,biotoxins,364
2010,13,43,biotoxins,364
2010,14,1,biotoxins,350
2010,14,1,sanitary closure,14
2010,14,2,biotoxins,350
2010,14,2,sanitary closure,14
2010,14,3,biotoxins,350
2010,14,3,sanitary closure,14
2010,14,4,biotoxins,350
2010,14,4,sanitary closure,14
2010,14,5,biotoxins,350
2010,14,5,sanitary closure,14
2010,14,6,biotoxins,350
2010,14,6,sanitary closure,14
2010,14,7,biotoxins,345
2010,14,7,sanitary closure,19
2010,14,8,biotoxins,350
2010,14,8,sanitary closure,14
2010,14,9,biotoxins,350
2010,14,9,sanitary closure,14
2010,14,10,biotoxins,350
2010,14,10,sanitary closure,14
2010,14,11,biotoxins,343
2010,14,11,sanitary closure,21
2010,14,12,biotoxins,350
2010,14,12,sanitary closure,14
2010,14,13,biotoxins,350
2010,14,13,sanitary closure,14
2010,14,14,biotoxins,350
2010,14,14,sanitary closure,14
2010,14,15,biotoxins,350
2010,14,15,sanitary closure,14
2010,15,1,biotoxins,336
2010,15,1,sanitary closure,0
2010,15,2,biotoxins,234
2010,15,2,sanitary closure,130
2010,15,3,biotoxins,125
2010,15,3,sanitary closure,211
2010,15,4,biotoxins,93
2010,15,5,biotoxins,364
2010,15,6,biotoxins,364
2010,16,1,biotoxins,248
2010,16,1,sanitary closure,116
2010,16,2,biotoxins,248
2010,16,2,sanitary closure,116
2010,16,3,biotoxins,248
2010,16,3,sanitary closure,116
2010,16,4,biotoxins,248
2010,16,4,sanitary closure,116
2010,16,5,biotoxins,287
2010,16,5,sanitary closure,77
2010,16,6,biotoxins,287
2010,16,6,sanitary closure,77
2010,16,7,biotoxins,287
2010,16,7,sanitary closure,77
2010,16,8,biotoxins,287
2010,16,8,sanitary closure,77
2010,16,9,biotoxins,287
2010,16,9,sanitary closure,77
2010,16,10,biotoxins,287
2010,16,10,sanitary closure,77
2010,16,11,biotoxins,364
2010,16,12,biotoxins,287
2010,16,12,sanitary closure,77
2010,16,13,biotoxins,287
2010,16,13,sanitary closure,77
2010,16,14,biotoxins,364
2010,16,15,biotoxins,364
2010,16,16,biotoxins,287
2010,16,16,sanitary closure,77
2010,16,17,biotoxins,364
2010,16,18,biotoxins,364
2010,16,19,biotoxins,248
2010,16,19,sanitary closure,116
2010,16,20,biotoxins,90
2010,16,20,sanitary closure,274
2010,16,21,biotoxins,248
2010,16,21,sanitary closure,116
2010,16,22,biotoxins,248
2010,16,22,sanitary closure,116
2010,17,1,biotoxins,276
2010,17,1,sanitary closure,88
2010,17,2,biotoxins,364
2010,17,3,biotoxins,364
2010,17,4,biotoxins,364
2010,17,5,biotoxins,364
2010,17,6,biotoxins,285
2010,17,7,biotoxins,364
2010,17,8,biotoxins,285
2010,17,9,biotoxins,364
2010,17,10,biotoxins,364
2010,17,11,biotoxins,364
2010,17,12,biotoxins,364
2010,17,13,biotoxins,364
2010,17,14,biotoxins,364
2010,17,15,biotoxins,364
2010,17,16,biotoxins,364
2010,17,17,biotoxins,364
2010,17,18,biotoxins,364
2010,17,19,biotoxins,364
2010,17,20,biotoxins,364
2010,17,21,biotoxins,364
2010,17,21,sanitary closure,0
2010,18,1,biotoxins,364
2010,18,2,biotoxins,310
2010,18,3,biotoxins,310
2010,18,4,biotoxins,310
2010,18,5,biotoxins,364
2010,18,6,biotoxins,364
2010,18,7,biotoxins,364
2010,18,8,biotoxins,364
2010,18,9,biotoxins,310
2010,18,10,biotoxins,364
2010,18,11,biotoxins,364
2010,19,1,biotoxins,364
2010,19,2,biotoxins,364
2010,19,3,biotoxins,364
2010,19,4,biotoxins,364
2010,19,5,biotoxins,182
2010,19,6,biotoxins,182
2010,19,7,biotoxins,363
2010,19,8,biotoxins,364
2010,19,9,biotoxins,364
2010,19,10,biotoxins,364
2010,19,11,biotoxins,364
2010,19,12,biotoxins,364
2010,20,1,biotoxins,112
2010,20,2,biotoxins,112
2010,20,3,biotoxins,0
2010,20,3,sanitary closure,320
2010,20,4,biotoxins,99
2010,20,4,sanitary closure,44
2010,20,5,biotoxins,99
2010,20,6,biotoxins,99
2010,20,7,biotoxins,99
2010,21,0,biotoxins,350
2010,22,0,biotoxins,350
2010,23,1,biotoxins,292
2010,23,1,sanitary closure,72
2010,23,2,biotoxins,292
2010,23,2,sanitary closure,72
2010,23,3,biotoxins,292
2010,23,3,sanitary closure,72
2010,23,4,biotoxins,285
2010,23,4,sanitary closure,72
2010,23,5,biotoxins,285
2010,23,5,sanitary closure,72
2010,23,6,biotoxins,277
2010,23,6,sanitary closure,72
2010,23,7,biotoxins,285
2010,23,7,sanitary closure,72
2010,23,8,biotoxins,285
2010,23,8,sanitary closure,72
2010,23,9,biotoxins,285
2010,23,9,sanitary closure,72
2010,23,10,biotoxins,280
2010,23,10,sanitary closure,72
2010,23,11,biotoxins,285
2010,23,11,sanitary closure,72
2010,24,1,biotoxins,340
2010,24,1,sanitary closure,24
2010,24,2,biotoxins,308
2010,24,3,biotoxins,308
2010,24,4,biotoxins,308
2010,24,5,biotoxins,364
2010,24,6,biotoxins,308
2010,24,7,biotoxins,308
2010,24,8,biotoxins,301
2010,24,9,biotoxins,308
2010,24,9,sanitary closure,16
2010,24,10,biotoxins,342
2010,24,11,biotoxins,342
2010,24,12,biotoxins,342
2010,24,13,biotoxins,286
2010,24,14,biotoxins,308
2010,25,1,biotoxins,18
2010,25,1,sanitary closure,346
2010,25,2,biotoxins,18
2010,25,2,sanitary closure,346
2010,25,3,biotoxins,18
2010,25,3,sanitary closure,346
2010,25,4,biotoxins,18
2010,25,4,sanitary closure,346
2010,25,5,biotoxins,18
2010,25,5,sanitary closure,346
2010,25,6,biotoxins,18
2010,25,6,sanitary closure,346
2010,25,7,biotoxins,18
2010,25,7,sanitary closure,346
2010,25,8,biotoxins,18
2010,25,8,sanitary closure,346
2010,25,9,biotoxins,18
2010,25,9,sanitary closure,346
2010,25,10,biotoxins,18
2010,25,10,sanitary closure,346
2010,25,11,biotoxins,18
2010,25,11,sanitary closure,346
2010,25,12,biotoxins,18
2010,25,12,sanitary closure,346
2010,25,13,biotoxins,18
2010,25,13,sanitary closure,346
2010,25,14,biotoxins,18
2010,25,14,sanitary closure,346
2010,25,15,biotoxins,18
2010,25,15,sanitary closure,346
2010,25,16,biotoxins,18
2010,25,16,sanitary closure,346
2010,26,1,biotoxins,364
2010,26,2,biotoxins,364
2010,26,3,biotoxins,364
2010,26,4,biotoxins,364
2010,26,5,biotoxins,364
2010,26,6,biotoxins,364
2010,26,7,biotoxins,364
2010,26,8,biotoxins,364
2010,26,9,biotoxins,364
2010,26,10,biotoxins,364
2010,26,11,biotoxins,364
2010,27,1,biotoxins,364
2010,27,2,biotoxins,364
2010,27,3,biotoxins,364
2010,27,4,biotoxins,364
2010,27,5,biotoxins,364
2010,27,6,biotoxins,364
2010,27,7,biotoxins,364
2010,27,8,biotoxins,336
2010,27,9,biotoxins,336
2010,27,10,biotoxins,364
2010,27,11,biotoxins,364
2010,28,1,biotoxins,0
2010,28,1,sanitary closure,350
2010,28,2,biotoxins,0
2010,28,2,sanitary closure,350
2010,28,3,biotoxins,0
2010,28,3,sanitary closure,350
2010,28,4,biotoxins,0
2010,28,4,sanitary closure,350
2010,28,5,biotoxins,0
2010,28,5,sanitary closure,350
2010,28,6,biotoxins,0
2010,28,6,sanitary closure,350
2010,28,7,biotoxins,0
2010,28,7,sanitary closure,350
2010,28,8,biotoxins,0
2010,28,8,sanitary closure,350
2010,28,9,biotoxins,0
2010,28,9,sanitary closure,350
2010,28,10,biotoxins,0
2010,28,10,sanitary closure,350
2010,28,11,biotoxins,0
2010,28,11,sanitary closure,350
2010,28,12,biotoxins,0
2010,28,12,sanitary closure,350
2010,28,13,biotoxins,0
2010,28,13,sanitary closure,350
2010,28,14,biotoxins,0
2010,28,14,sanitary closure,350
2010,29,1,biotoxins,184
2010,29,2,biotoxins,184
2010,29,3,biotoxins,364
2010,29,4,biotoxins,364
2010,29,5,biotoxins,330
2010,29,6,biotoxins,248
2010,29,6,sanitary closure,116
2010,29,7,biotoxins,364
2010,29,7,sanitary closure,0
2010,29,8,biotoxins,364
2010,29,9,biotoxins,364
2010,29,10,biotoxins,364
2010,29,11,biotoxins,364
2010,29,12,biotoxins,364
2010,29,13,biotoxins,364
2010,29,14,biotoxins,364
2010,29,15,biotoxins,364
2010,29,16,biotoxins,364
2010,29,17,biotoxins,364
2011,1,1,biotoxins,364
2011,1,2,biotoxins,364
2011,1,3,biotoxins,364
2011,1,4,biotoxins,364
2011,1,5,biotoxins,364
2011,1,6,biotoxins,364
2011,1,7,biotoxins,364
2011,2,1,biotoxins,364
2011,2,2,biotoxins,364
2011,2,3,biotoxins,364
2011,2,4,biotoxins,364
2011,2,5,biotoxins,364
2011,2,6,biotoxins,364
2011,2,7,biotoxins,364
2011,2,8,biotoxins,364
2011,2,9,biotoxins,364
2011,2,10,biotoxins,364
2011,2,11,biotoxins,364
2011,2,12,biotoxins,364
2011,2,13,biotoxins,364
2011,2,14,biotoxins,364
2011,2,15,biotoxins,364
2011,2,16,biotoxins,364
2011,2,17,biotoxins,364
2011,2,18,biotoxins,364
2011,2,19,biotoxins,364
2011,2,31,biotoxins,364
2011,2,32,biotoxins,364
2011,2,33,biotoxins,364
2011,2,34,biotoxins,364
2011,2,35,biotoxins,364
2011,2,36,biotoxins,364
2011,2,37,biotoxins,364
2011,2,38,biotoxins,364
2011,2,39,biotoxins,364
2011,2,40,biotoxins,364
2011,2,41,biotoxins,364
2011,2,42,biotoxins,364
2011,2,43,biotoxins,364
2011,2,44,biotoxins,364
2011,2,45,biotoxins,364
2011,2,46,biotoxins,364
2011,2,47,biotoxins,364
2011,2,48,biotoxins,364
2011,2,49,biotoxins,364
2011,2,50,biotoxins,364
2011,2,51,biotoxins,364
2011,2,52,biotoxins,364
2011,2,53,biotoxins,364
2011,2,54,biotoxins,364
2011,2,55,biotoxins,364
2011,2,56,biotoxins,364
2011,2,57,biotoxins,364
2011,2,58,biotoxins,364
2011,2,59,biotoxins,364
2011,2,60,biotoxins,364
2011,2,61,biotoxins,364
2011,2,62,biotoxins,364
2011,2,63,biotoxins,364
2011,2,64,biotoxins,364
2011,2,65,biotoxins,364
2011,2,66,biotoxins,364
2011,2,67,biotoxins,364
2011,2,68,biotoxins,364
2011,2,69,biotoxins,364
2011,2,70,biotoxins,364
2011,2,71,biotoxins,364
2011,2,72,biotoxins,364
2011,2,73,biotoxins,364
2011,2,74,biotoxins,364
2011,2,75,biotoxins,364
2011,2,76,biotoxins,364
2011,2,77,biotoxins,364
2011,2,78,biotoxins,364
2011,2,79,biotoxins,364
2011,2,80,biotoxins,364
2011,2,81,biotoxins,364
2011,2,82,biotoxins,364
2011,2,83,biotoxins,364
2011,2,84,biotoxins,364
2011,2,85,biotoxins,364
2011,2,86,biotoxins,364
2011,2,87,biotoxins,364
2011,2,88,biotoxins,364
2011,2,89,biotoxins,364
2011,2,90,biotoxins,364
2011,2,91,biotoxins,364
2011,2,92,biotoxins,364
2011,2,93,biotoxins,364
2011,2,94,biotoxins,364
2011,2,95,biotoxins,364
2011,2,96,biotoxins,364
