year,area,subarea,total_days_closed
2011,2,86,364
2011,2,87,364
2011,2,88,364
2011,2,89,364
2011,2,90,364
2011,2,91,364
2011,2,92,364
2011,2,93,364
2011,2,94,364
2011,2,95,364
2011,2,96,364
2011,2,97,364
2011,2,98,364
2011,2,99,364
2011,2,100,364
2011,3,1,355
2011,3,2,355
2011,3,3,355
2011,3,4,355
2011,3,5,355
2011,3,6,355
2011,3,7,355
2011,3,8,355
2011,3,9,355
2011,3,10,355
2011,3,11,355
2011,3,12,355
2011,3,13,355
2011,3,14,355
2011,3,15,355
2011,3,16,355
2011,3,17,355
2011,3,18,355
2011,4,1,355
2011,4,2,355
2011,4,3,355
2011,4,4,355
2011,4,5,355
2011,4,6,355
2011,4,7,355
2011,4,8,355
2011,4,9,355
2011,4,10,355
2011,4,11,355
2011,4,12,355
2011,4,13,355
2011,4,14,355
2011,4,15,355
2011,5,1,302
2011,5,2,302
2011,5,3,302
2011,5,4,302
2011,5,5,302
2011,5,6,302
2011,5,7,302
2011,5,8,302
2011,5,9,302
2011,5,10,302
2011,5,11,302
2011,5,12,302
2011,5,13,302
2011,5,14,311
2011,5,15,302
2011,5,16,311
2011,5,17,311
2011,5,18,302
2011,5,19,311
2011,5,20,302
2011,5,21,302
2011,5,22,302
2011,5,23,302
2011,5,24,302
2011,6,1,350
2011,6,2,350
2011,6,3,350
2011,6,4,350
2011,6,5,350
2011,6,6,350
2011,6,7,350
2011,6,8,350
2011,6,9,350
2011,6,10,350
2011,6,11,350
2011,6,12,350
2011,6,13,350
2011,6,14,344
2011,6,15,350
2011,6,16,350
2011,6,17,350
2011,6,18,350
2011,6,19,350
2011,6,20,350
2011,6,21,350
2011,6,22,350
2011,6,23,350
2011,6,24,350
2011,6,25,350
2011,6,26,350
2011,6,27,350
2011,6,28,350
2011,7,1,364
2011,7,2,364
2011,7,3,364
2011,7,4,364
2011,7,5,364
2011,7,6,364
2011,7,7,364
2011,7,8,364
2011,7,9,364
2011,7,10,364
2011,7,11,364
2011,7,12,364
2011,7,13,364
2011,7,14,364
2011,7,15,364
2011,7,16,364
2011,7,17,364
2011,7,18,364
2011,7,19,364
2011,7,20,364
2011,7,21,364
2011,7,22,364
2011,7,23,364
2011,7,24,364
2011,7,25,364
2011,7,26,364
2011,7,27,364
2011,7,28,364
2011,7,29,364
2011,7,30,364
2011,7,31,364
2011,7,32,364
2011,8,1,34
2011,8,2,34
2011,8,3,34
2011,8,4,34
2011,8,5,34
2011,8,6,34
2011,8,7,34
2011,8,8,34
2011,8,9,34
2011,8,10,34
2011,8,11,34
2011,8,12,34
2011,8,13,34
2011,8,14,34
2011,8,15,34
2011,8,16,34
2011,9,1,364
2011,9,2,364
2011,9,3,364
2011,9,4,364
2011,9,5,364
2011,9,6,364
2011,9,7,364
2011,9,8,364
2011,9,9,364
2011,9,10,364
2011,9,11,364
2011,9,12,364
2011,10,1,364
2011,10,2,364
2011,10,3,364
2011,10,4,364
2011,10,5,364
2011,10,6,364
2011,10,7,364
2011,10,8,364
2011,10,9,364
2011,10,10,364
2011,10,11,364
2011,10,12,364
2011,11,1,32
2011,11,2,32
2011,11,3,32
2011,11,4,32
2011,11,5,32
2011,11,6,32
2011,11,7,32
2011,11,8,32
2011,11,9,32
2011,11,10,32
2011,12,1,345
2011,12,2,345
2011,12,3,345
2011,12,4,345
2011,12,5,345
2011,12,6,364
2011,12,7,345
2011,12,8,364
2011,12,9,364
2011,12,10,345
2011,12,11,345
2011,12,12,345
2011,12,13,345
2011,12,14,345
2011,12,15,345
2011,12,16,364
2011,12,17,364
2011,12,18,345
2011,12,19,345
2011,12,20,345
2011,12,21,345
2011,12,22,345
2011,12,23,345
2011,12,24,345
2011,12,25,345
2011,12,26,345
2011,12,27,345
2011,12,28,345
2011,12,29,364
2011,12,30,364
2011,12,31,364
2011,12,32,345
2011,12,33,345
2011,12,34,345
2011,12,35,345
2011,12,36,345
2011,12,37,345
2011,12,38,345
2011,12,39,345
2011,12,40,345
2011,12,41,345
2011,12,42,345
2011,12,43,345
2011,12,44,345
2011,12,45,345
2011,12,46,345
2011,12,47,345
2011,12,48,345
2011,13,1,57
2011,13,2,57
2011,13,3,57
2011,13,4,57
2011,13,5,57
2011,13,6,57
2011,13,7,57
2011,13,8,57
2011,13,9,57
2011,13,10,57
2011,13,11,57
2011,13,12,64
2011,13,13,273
2011,13,14,91
2011,13,15,198
2011,13,16,123
2011,13,17,116
2011,13,18,364
2011,13,19,295
2011,13,20,295
2011,13,21,295
2011,13,22,295
2011,13,23,295
2011,13,24,295
2011,13,25,295
2011,13,26,295
2011,13,27,295
2011,13,28,295
2011,13,29,295
2011,13,30,295
2011,13,31,295
2011,13,32,295
2011,13,33,295
2011,13,34,295
2011,13,35,295
2011,13,36,295
2011,13,37,295
2011,13,38,295
2011,13,39,295
2011,13,40,295
2011,13,41,295
2011,13,42,295
2011,13,43,295
2011,14,1,364
2011,14,2,364
2011,14,3,364
2011,14,4,364
2011,14,5,364
2011,14,6,337
2011,14,7,295
2011,14,8,364
2011,14,9,364
2011,14,10,364
2011,14,11,289
2011,14,12,337
2011,14,13,337
2011,14,14,342
2011,14,15,362
2011,15,1,289
2011,15,2,268
2011,15,3,364
2011,15,4,298
2011,15,5,306
2011,15,6,364
2011,16,1,335
2011,16,2,268
2011,16,3,268
2011,16,4,268
2011,16,5,268
2011,16,6,268
2011,16,7,268
2011,16,8,268
2011,16,9,268
2011,16,10,268
2011,16,11,268
2011,16,12,268
2011,16,13,268
2011,16,14,349
2011,16,15,349
2011,16,16,198
2011,16,17,349
2011,16,18,349
2011,16,19,349
2011,16,20,349
2011,16,21,349
2011,16,22,268
2011,17,1,364
2011,17,2,364
2011,17,3,364
2011,17,4,364
2011,17,5,364
2011,17,6,199
2011,17,7,364
2011,17,8,51
2011,17,9,364
2011,17,10,364
2011,17,11,364
2011,17,12,364
2011,17,13,364
2011,17,14,364
2011,17,15,364
2011,17,16,364
2011,17,17,364
2011,17,18,364
2011,17,19,364
2011,17,20,364
2011,17,21,364
2011,18,1,364
2011,18,2,284
2011,18,3,271
2011,18,4,271
2011,18,5,364
2011,18,6,286
2011,18,7,286
2011,18,8,364
2011,18,9,284
2011,18,10,286
2011,18,11,364
2011,19,1,364
2011,19,2,364
2011,19,3,364
2011,19,4,364
2011,19,5,364
2011,19,6,364
2011,19,7,364
2011,19,8,364
2011,19,9,364
2011,19,10,364
2011,19,11,364
2011,19,12,364
2011,20,4,364
2011,21,0,32
2011,22,0,32
2011,23,1,364
2011,23,2,364
2011,23,3,364
2011,23,4,364
2011,23,5,364
2011,23,6,364
2011,23,7,364
2011,23,8,364
2011,23,9,364
2011,23,10,364
2011,23,11,364
2011,24,1,364
2011,24,2,364
2011,24,3,364
2011,24,4,364
2011,24,5,364
2011,24,6,364
2011,24,7,364
2011,24,8,364
2011,24,9,364
2011,24,10,364
2011,24,11,364
2011,24,12,364
2011,24,13,364
2011,24,14,364
2011,25,1,364
2011,25,2,364
2011,25,3,364
2011,25,4,334
2011,25,5,334
2011,25,6,364
2011,25,7,364
2011,25,8,364
2011,25,9,364
2011,25,10,364
2011,25,11,364
2011,25,12,364
2011,25,13,334
2011,25,14,364
2011,25,15,364
2011,25,16,364
2011,26,1,364
2011,26,2,364
2011,26,3,364
2011,26,4,364
2011,26,5,364
2011,26,6,364
2011,26,7,364
2011,26,8,364
2011,26,9,364
2011,26,10,364
2011,26,11,364
2011,27,1,364
2011,27,2,364
2011,27,3,364
2011,27,4,364
2011,27,5,364
2011,27,6,364
2011,27,7,359
2011,27,8,359
2011,27,9,359
2011,27,10,359
2011,27,11,359
2011,28,1,32
2011,28,2,32
2011,28,3,32
2011,28,4,32
2011,28,5,32
2011,28,6,32
2011,28,7,32
2011,28,8,32
2011,28,9,32
2011,28,10,32
2011,28,11,32
2011,28,12,32
2011,28,13,32
2011,28,14,32
2011,29,1,364
2011,29,2,364
2011,29,3,364
2011,29,4,364
2011,29,5,364
2011,29,6,364
2011,29,7,364
2011,29,8,364
2011,29,9,364
2011,29,10,364
2011,29,11,364
2011,29,12,364
2011,29,13,364
2011,29,14,364
2011,29,15,364
2011,29,16,364
2011,29,17,364
2011,106,1,85
2011,106,2,76
2011,111,0,14
2011,121,1,32
2011,121,2,32
2011,121,3,32
2011,130,1,279
2011,130,2,279
2011,130,3,279
2011,142,1,279
2011,142,2,279
2012,1,1,365
2012,1,2,365
2012,1,3,365
2012,1,4,365
2012,1,5,365
2012,1,6,365
2012,1,7,365
2012,2,1,365
2012,2,2,365
2012,2,3,365
2012,2,4,365
2012,2,5,365
2012,2,6,365
2012,2,7,365
2012,2,8,365
2012,2,9,365
2012,2,10,365
2012,2,11,365
2012,2,12,365
2012,2,13,365
2012,2,14,365
2012,2,15,365
2012,2,16,365
2012,2,17,365
2012,2,18,365
2012,2,19,365
2012,2,31,365
2012,2,32,365
2012,2,33,365
2012,2,34,365
2012,2,35,365
2012,2,36,365
2012,2,37,365
2012,2,38,365
2012,2,39,365
2012,2,40,365
2012,2,41,365
2012,2,42,365
2012,2,43,365
2012,2,44,365
2012,2,45,365
2012,2,46,365
2012,2,47,365
2012,2,48,365
2012,2,49,365
2012,2,50,324
2012,2,51,324
2012,2,52,324
2012,2,53,324
2012,2,54,324
2012,2,55,324
2012,2,56,324
2012,2,57,324
2012,2,58,324
2012,2,59,324
2012,2,60,365
2012,2,61,365
2012,2,62,365
2012,2,63,365
2012,2,64,365
2012,2,65,365
2012,2,66,365
2012,2,67,365
2012,2,68,365
2012,2,69,365
2012,2,70,365
2012,2,71,365
2012,2,72,365
2012,2,73,365
2012,2,74,365
2012,2,75,365
2012,2,76,365
2012,2,77,365
2012,2,78,337
2012,2,79,365
2012,2,80,365
2012,2,81,365
2012,2,82,365
2012,2,83,365
2012,2,84,365
2012,2,85,343
2012,2,86,343
2012,2,87,343
2012,2,88,343
2012,2,89,343
2012,2,90,343
2012,2,91,343
2012,2,92,365
2012,2,93,365
2012,2,94,365
2012,2,95,365
2012,2,96,365
2012,2,97,365
2012,2,98,365
2012,2,99,365
2012,2,100,365
2012,3,1,30
2012,3,2,30
2012,3,3,30
2012,3,4,30
2012,3,5,365
2012,3,6,30
2012,3,7,30
2012,3,8,30
2012,3,9,30
2012,3,10,30
2012,3,11,30
2012,3,12,30
2012,3,13,30
2012,3,14,30
2012,3,15,30
2012,3,16,30
2012,3,17,30
2012,3,18,30
2012,4,1,30
2012,4,2,30
2012,4,3,337
2012,4,4,58
2012,4,5,30
2012,4,6,30
2012,4,7,30
2012,4,8,30
2012,4,9,30
2012,4,10,30
2012,4,11,30
2012,4,12,30
2012,4,13,30
2012,4,14,30
2012,4,15,30
2012,5,1,365
2012,5,2,365
2012,5,3,365
2012,5,4,365
2012,5,5,365
2012,5,6,365
2012,5,7,365
2012,5,8,365
2012,5,9,365
2012,5,10,365
2012,5,11,365
2012,5,12,365
2012,5,13,365
2012,5,14,365
2012,5,15,365
2012,5,16,365
2012,5,17,365
2012,5,18,365
2012,5,19,365
2012,5,20,365
2012,5,21,365
2012,5,22,365
2012,5,23,365
2012,5,24,365
2012,6,1,365
2012,6,2,365
2012,6,3,365
2012,6,4,365
2012,6,5,365
2012,6,6,365
2012,6,7,365
2012,6,8,365
2012,6,9,365
2012,6,10,365
2012,6,11,365
2012,6,12,365
2012,6,13,365
2012,6,14,365
2012,6,15,365
2012,6,16,365
2012,6,17,365
2012,6,18,365
2012,6,19,365
2012,6,20,365
2012,6,21,365
2012,6,22,365
2012,6,23,365
2012,6,24,365
2012,6,25,365
2012,6,26,365
2012,6,27,365
2012,6,28,365
2012,7,1,365
2012,7,2,365
2012,7,3,365
2012,7,4,365
2012,7,5,365
2012,7,6,365
2012,7,7,365
2012,7,8,365
2012,7,9,365
2012,7,10,365
2012,7,11,365
2012,7,12,365
2012,7,13,365
2012,7,14,365
2012,7,15,365
2012,7,16,365
2012,7,17,365
2012,7,18,365
2012,7,19,365
2012,7,20,365
2012,7,21,365
2012,7,22,365
2012,7,23,365
2012,7,24,365
2012,7,25,365
2012,7,26,365
2012,7,27,365
2012,7,28,365
2012,7,29,365
2012,7,30,365
2012,7,31,365
2012,7,32,365
2012,8,1,143
2012,8,2,143
2012,8,3,143
2012,8,4,143
2012,8,5,143
2012,8,6,143
2012,8,7,143
2012,8,8,143
2012,8,9,143
2012,8,10,143
2012,8,11,143
2012,8,12,143
2012,8,13,143
2012,8,14,143
2012,8,15,143
2012,8,16,143
2012,9,1,365
2012,9,2,365
2012,9,3,365
2012,9,4,365
2012,9,5,365
2012,9,6,365
2012,9,7,365
2012,9,8,365
2012,9,9,365
2012,9,10,365
2012,9,11,365
2012,9,12,365
2012,10,1,273
2012,10,2,273
2012,10,3,273
2012,10,4,273
2012,10,5,273
2012,10,6,273
2012,10,7,273
2012,10,8,273
2012,10,9,273
2012,10,10,273
2012,10,11,273
2012,10,12,273
2012,12,1,365
2012,12,2,365
2012,12,3,365
2012,12,4,365
2012,12,5,365
2012,12,6,365
2012,12,7,365
2012,12,8,365
2012,12,9,365
2012,12,10,365
2012,12,11,365
2012,12,12,365
2012,12,13,365
2012,12,14,365
2012,12,15,365
2012,12,16,365
2012,12,17,365
2012,12,18,365
2012,12,19,365
2012,12,20,365
2012,12,21,365
2012,12,22,365
2012,12,23,365
2012,12,24,365
2012,12,25,365
2012,12,26,365
2012,12,27,365
2012,12,28,365
2012,12,29,365
2012,12,30,365
2012,12,31,365
2012,12,32,365
2012,12,33,365
2012,12,34,365
2012,12,35,365
2012,12,36,365
2012,12,37,365
2012,12,38,365
2012,12,39,365
2012,12,40,365
2012,12,41,365
2012,12,42,365
2012,12,43,365
2012,12,44,365
2012,12,45,365
2012,12,46,365
2012,12,47,365
2012,12,48,365
2012,13,1,365
2012,13,2,365
2012,13,3,182
2012,13,4,193
2012,13,5,193
2012,13,6,193
2012,13,7,193
2012,13,8,193
2012,13,9,193
2012,13,10,193
2012,13,11,193
2012,13,12,365
2012,13,13,365
2012,13,14,365
2012,13,15,365
2012,13,16,365
2012,13,17,365
2012,13,18,365
2012,13,19,365
2012,13,20,365
2012,13,21,365
2012,13,22,365
2012,13,23,365
2012,13,24,365
2012,13,25,365
2012,13,26,365
2012,13,27,365
2012,13,28,365
2012,13,29,365
2012,13,30,365
2012,13,31,365
2012,13,32,365
2012,13,33,365
2012,13,34,365
2012,13,35,365
2012,13,36,365
2012,13,37,365
2012,13,38,365
2012,13,39,365
2012,13,40,365
2012,13,41,365
2012,13,42,365
2012,13,43,365
2012,14,1,365
2012,14,2,365
2012,14,3,365
2012,14,4,365
2012,14,5,48
2012,14,6,365
2012,14,7,365
2012,14,8,48
2012,14,9,365
2012,14,10,365
2012,14,11,365
2012,14,12,365
2012,14,13,365
2012,14,14,365
2012,15,1,365
2012,15,2,365
2012,15,3,365
2012,15,4,365
2012,15,5,302
2012,15,6,365
2012,16,1,365
2012,16,2,365
2012,16,3,365
2012,16,4,365
2012,16,5,365
2012,16,6,365
2012,16,7,365
2012,16,8,365
2012,16,9,365
2012,16,10,365
2012,16,11,365
2012,16,12,365
2012,16,13,365
2012,16,14,365
2012,16,15,365
2012,16,16,365
2012,16,17,365
2012,16,18,365
2012,16,19,365
2012,16,20,365
2012,16,21,365
2012,16,22,365
2012,17,1,365
2012,17,2,365
2012,17,3,365
2012,17,4,348
2012,17,5,347
2012,17,6,347
2012,17,7,348
2012,17,8,348
2012,17,9,348
2012,17,10,365
2012,17,11,281
2012,17,12,365
2012,17,13,365
2012,17,14,356
2012,17,15,356
2012,17,16,365
2012,17,17,365
2012,17,18,365
2012,17,19,320
2012,17,20,292
2012,17,21,365
2012,18,1,362
2012,18,2,362
2012,18,3,365
2012,18,4,362
2012,18,5,362
2012,18,6,362
2012,18,7,365
2012,18,8,362
2012,18,9,362
2012,18,10,362
2012,18,11,362
2012,19,1,365
2012,19,2,365
2012,19,3,365
2012,19,4,365
2012,19,5,365
2012,19,6,365
2012,19,7,365
2012,19,8,365
2012,19,9,365
2012,19,10,365
2012,19,11,365
2012,19,12,365
2012,20,1,122
2012,20,2,122
2012,20,3,122
2012,20,4,87
2012,20,5,87
2012,20,6,5
2012,20,7,5
2012,21,0,150
2012,23,1,365
2012,23,2,365
2012,23,3,365
2012,23,4,365
2012,23,5,365
2012,23,6,356
2012,23,7,365
2012,23,8,365
2012,23,9,365
2012,23,10,365
2012,23,11,365
2012,24,1,365
2012,24,2,365
2012,24,3,365
2012,24,4,365
2012,24,5,365
2012,24,6,365
2012,24,7,365
2012,24,8,365
2012,24,9,365
2012,24,10,365
2012,24,11,365
2012,24,12,365
2012,24,13,365
2012,24,14,365
2012,25,1,365
2012,25,2,365
2012,25,3,365
2012,25,4,365
2012,25,5,365
2012,25,6,365
2012,25,7,365
2012,25,8,365
2012,25,9,365
2012,25,10,365
2012,25,11,365
2012,25,12,365
2012,25,13,365
2012,25,14,365
2012,25,15,365
2012,25,16,365
2012,26,1,362
2012,26,2,348
2012,26,3,348
2012,26,4,348
2012,26,5,365
2012,26,6,362
2012,26,7,362
2012,26,8,348
2012,26,9,348
2012,26,10,348
2012,26,11,348
2012,27,1,365
2012,27,2,365
2012,27,3,365
2012,27,4,365
2012,27,5,365
2012,27,6,365
2012,27,7,365
2012,27,8,213
2012,27,9,365
2012,27,10,365
2012,27,11,365
2012,28,1,173
2012,28,2,173
2012,28,3,173
2012,28,4,173
2012,28,5,173
2012,28,6,173
2012,28,7,173
2012,28,8,173
2012,28,9,173
2012,28,10,274
2012,28,11,173
2012,28,12,173
2012,28,13,173
2012,28,14,173
2012,29,3,244
2012,29,8,30
2012,29,9,244
2012,101,1,97
2012,101,2,97
2012,101,3,97
2012,101,4,97
2012,101,5,97
2012,101,6,97
2012,101,7,97
2012,101,8,97
2012,101,9,97
2012,101,10,97
2012,130,1,268
2012,130,2,268
2012,130,3,268
2012,142,1,268
2012,142,2,268
2013,1,1,364
2013,1,2,364
2013,1,3,364
2013,1,4,364
2013,1,5,364
2013,1,6,364
2013,1,7,364
2013,2,1,364
2013,2,2,364
2013,2,3,364
2013,2,4,364
2013,2,5,364
2013,2,6,364
2013,2,7,364
2013,2,8,364
2013,2,9,364
2013,2,10,364
2013,2,11,364
2013,2,12,364
2013,2,13,364
2013,2,14,364
2013,2,15,364
2013,2,16,364
2013,2,17,364
2013,2,18,364
2013,2,19,364
2013,2,31,364
2013,2,32,364
2013,2,33,364
2013,2,34,364
2013,2,35,364
2013,2,36,364
2013,2,37,364
2013,2,38,364
2013,2,39,364
2013,2,40,364
2013,2,41,364
2013,2,42,364
2013,2,43,364
2013,2,44,364
2013,2,45,364
2013,2,46,364
2013,2,47,364
2013,2,48,364
2013,2,49,364
2013,2,50,364
2013,2,51,364
2013,2,52,364
2013,2,53,364
2013,2,54,364
2013,2,55,364
2013,2,56,364
2013,2,57,364
2013,2,58,364
2013,2,59,364
2013,2,60,364
2013,2,61,364
2013,2,62,364
2013,2,63,364
2013,2,64,364
2013,2,65,364
2013,2,66,364
2013,2,67,364
2013,2,68,364
2013,2,69,364
2013,2,70,364
2013,2,71,364
2013,2,72,364
2013,2,73,364
2013,2,74,364
2013,2,75,364
2013,2,76,364
2013,2,77,364
2013,2,78,364
2013,2,79,364
2013,2,80,364
2013,2,81,364
2013,2,82,364
2013,2,83,364
2013,2,84,364
2013,2,85,364
2013,2,86,364
2013,2,87,364
2013,2,88,364
2013,2,89,364
2013,2,90,364
2013,2,91,364
2013,2,92,364
2013,2,93,364
2013,2,94,364
2013,2,95,364
2013,2,96,364
2013,2,97,364
2013,2,98,364
2013,2,99,364
2013,2,100,364
2013,5,1,364
2013,5,2,364
2013,5,3,364
2013,5,4,364
2013,5,5,364
2013,5,6,364
2013,5,7,364
2013,5,8,364
2013,5,9,364
2013,5,10,364
2013,5,11,364
2013,5,12,364
2013,5,13,364
2013,5,14,364
2013,5,15,364
2013,5,16,364
2013,5,17,364
2013,5,18,364
2013,5,19,364
2013,5,20,364
2013,5,21,364
2013,5,22,364
2013,5,23,364
2013,5,24,364
2013,6,1,363
2013,6,2,363
2013,6,3,363
2013,6,4,363
2013,6,5,363
2013,6,6,363
2013,6,7,363
2013,6,8,363
2013,6,9,363
2013,6,10,363
2013,6,11,363
2013,6,12,363
2013,6,13,363
2013,6,14,363
2013,6,15,363
2013,6,16,363
2013,6,17,363
2013,6,18,363
2013,6,19,363
2013,6,20,363
2013,6,21,363
2013,6,22,363
2013,6,23,363
2013,6,24,363
2013,6,25,363
2013,6,26,363
2013,6,27,363
2013,6,28,363
2013,7,1,364
2013,7,2,364
2013,7,3,364
2013,7,4,364
2013,7,5,364
2013,7,6,364
2013,7,7,364
2013,7,8,364
2013,7,9,364
2013,7,10,364
2013,7,11,364
2013,7,12,364
2013,7,13,364
2013,7,14,364
2013,7,15,364
2013,7,16,364
2013,7,17,364
2013,7,18,364
2013,7,19,364
2013,7,20,364
2013,7,21,364
2013,7,22,364
2013,7,23,364
2013,7,24,364
2013,7,25,364
2013,7,26,364
2013,7,27,364
2013,7,28,364
2013,7,29,364
2013,7,30,364
2013,7,31,364
2013,7,32,364
2013,8,1,250
2013,8,2,250
2013,8,3,250
2013,8,4,250
2013,8,5,250
2013,8,6,250
2013,8,7,250
2013,8,8,250
2013,8,9,250
2013,8,10,250
2013,8,11,250
2013,8,12,250
2013,8,13,250
2013,8,14,250
2013,8,15,250
2013,8,16,250
2013,9,1,272
2013,9,2,272
2013,9,3,272
2013,9,4,272
2013,9,5,272
2013,9,6,272
2013,9,7,272
2013,9,8,272
2013,9,9,272
2013,9,10,272
2013,9,11,272
2013,9,12,272
2013,10,1,140
2013,10,2,140
2013,10,3,140
2013,10,4,140
2013,10,5,140
2013,10,6,140
2013,10,7,140
2013,10,8,140
2013,10,9,140
2013,10,10,140
2013,10,11,140
2013,10,12,140
2013,12,1,364
2013,12,2,364
2013,12,3,364
2013,12,4,364
2013,12,5,364
2013,12,6,364
2013,12,7,364
2013,12,8,364
2013,12,9,364
2013,12,10,364
2013,12,11,364
2013,12,12,364
2013,12,13,364
2013,12,14,364
2013,12,15,364
2013,12,16,364
2013,12,17,364
2013,12,18,364
2013,12,19,364
2013,12,20,364
2013,12,21,364
2013,12,22,364
2013,12,23,364
2013,12,24,364
2013,12,25,364
2013,12,26,364
2013,12,27,364
2013,12,28,364
2013,12,29,364
2013,12,30,364
2013,12,31,364
2013,12,32,364
2013,12,33,364
2013,12,34,364
2013,12,35,364
2013,12,36,364
2013,12,37,364
2013,12,38,364
2013,12,39,364
2013,12,40,364
2013,12,41,364
2013,12,42,364
2013,12,43,364
2013,12,44,364
2013,12,45,364
2013,12,46,364
2013,12,47,364
2013,12,48,364
2013,13,1,364
2013,13,2,364
2013,13,3,175
2013,13,4,140
2013,13,5,140
2013,13,6,140
2013,13,7,140
2013,13,8,140
2013,13,9,140
2013,13,10,272
2013,13,11,200
2013,13,12,364
2013,13,13,364
2013,13,14,298
2013,13,15,364
2013,13,16,272
2013,13,17,272
2013,13,18,364
2013,13,19,364
2013,13,20,364
2013,13,21,364
2013,13,22,364
2013,13,23,364
2013,13,24,364
2013,13,25,364
2013,13,26,364
2013,13,27,364
2013,13,28,364
2013,13,29,364
2013,13,30,364
2013,13,31,364
2013,13,32,364
2013,13,33,364
2013,13,34,364
2013,13,35,364
2013,13,36,364
2013,13,37,364
2013,13,38,364
2013,13,39,364
2013,13,40,364
2013,13,41,364
2013,13,42,364
2013,13,43,364
2013,14,1,364
2013,14,2,364
2013,14,3,364
2013,14,4,364
2013,14,5,364
2013,14,6,364
2013,14,7,364
2013,14,8,364
2013,14,9,364
2013,14,10,364
2013,14,11,364
2013,14,12,364
2013,14,13,364
2013,14,14,364
2013,14,15,364
2013,15,1,364
2013,15,2,364
2013,15,3,364
2013,15,4,364
2013,15,5,364
2013,15,6,364
2013,16,1,364
2013,16,2,364
2013,16,3,364
2013,16,4,364
2013,16,5,364
2013,16,6,364
2013,16,7,364
2013,16,8,364
2013,16,9,364
2013,16,10,272
2013,16,11,364
2013,16,12,364
2013,16,13,364
2013,16,14,364
2013,16,15,364
2013,16,16,364
2013,16,17,364
2013,16,18,364
2013,16,19,364
2013,16,20,364
2013,16,21,364
2013,16,22,364
2013,17,1,364
2013,17,2,364
2013,17,3,364
2013,17,4,364
2013,17,5,364
2013,17,6,364
2013,17,7,364
2013,17,8,359
2013,17,9,364
2013,17,10,364
2013,17,11,364
2013,17,12,364
2013,17,13,364
2013,17,14,364
2013,17,15,364
2013,17,16,364
2013,17,17,364
2013,17,18,364
2013,17,19,364
2013,17,20,364
2013,17,21,364
2013,18,1,364
2013,18,2,364
2013,18,3,364
2013,18,4,364
2013,18,5,364
2013,18,6,364
2013,18,7,364
2013,18,8,364
2013,18,9,364
2013,18,10,364
2013,18,11,364
2013,19,1,364
2013,19,2,364
2013,19,3,364
2013,19,4,364
2013,19,5,364
2013,19,6,364
2013,19,7,364
2013,19,8,364
2013,19,9,364
2013,19,10,364
2013,19,11,364
2013,19,12,364
2013,20,1,364
2013,20,2,364
2013,20,3,364
2013,20,4,364
2013,20,5,364
2013,20,6,2
2013,20,7,2
2013,23,1,364
2013,23,2,364
2013,23,3,364
2013,23,4,364
2013,23,5,364
2013,23,6,364
2013,23,7,364
2013,23,8,364
2013,23,9,364
2013,23,10,364
2013,23,11,364
2013,24,1,364
2013,24,2,162
2013,24,3,162
2013,24,4,162
2013,24,5,364
2013,24,6,364
2013,24,7,364
2013,24,8,364
2013,24,9,364
2013,24,10,364
2013,24,11,364
2013,24,12,364
2013,24,13,364
2013,24,14,364
2013,25,1,364
2013,25,2,364
2013,25,3,364
2013,25,4,364
2013,25,5,364
2013,25,6,364
2013,25,7,364
2013,25,8,364
2013,25,9,364
2013,25,10,364
2013,25,11,364
2013,25,12,364
2013,25,13,364
2013,25,14,364
2013,25,15,364
2013,25,16,364
2013,26,1,364
2013,26,2,364
2013,26,3,364
2013,26,4,364
2013,26,5,364
2013,26,6,364
2013,26,7,364
2013,26,8,364
2013,26,9,364
2013,26,10,364
2013,26,11,364
2013,28,1,140
2013,28,2,140
2013,28,3,140
2013,28,4,140
2013,28,5,140
2013,28,6,140
2013,28,7,140
2013,28,8,140
2013,28,9,140
2013,28,10,140
2013,28,11,140
2013,28,12,140
2013,28,13,140
2013,28,14,140
2013,29,1,364
2013,29,2,364
2013,29,3,364
2013,29,4,364
2013,29,5,364
2013,29,6,364
2013,29,7,364
2013,29,8,364
2013,29,9,364
2013,29,10,364
2013,29,11,364
2013,29,12,364
2013,29,13,364
2013,29,14,364
2013,29,15,364
2013,29,16,364
2013,29,17,364
2014,1,1,364
2014,1,2,364
2014,1,3,364
2014,1,4,364
2014,1,5,307
2014,1,6,364
2014,1,7,364
2014,2,1,364
2014,2,2,364
2014,2,3,364
2014,2,4,364
2014,2,5,364
2014,2,6,364
2014,2,7,364
2014,2,8,364
2014,2,9,364
2014,2,10,364
2014,2,11,364
2014,2,12,364
2014,2,13,364
2014,2,14,364
2014,2,15,364
2014,2,16,364
2014,2,17,364
2014,2,18,364
2014,2,19,364
2014,2,31,364
2014,2,32,364
2014,2,33,364
2014,2,34,364
2014,2,35,364
2014,2,36,364
2014,2,37,364
2014,2,38,364
2014,2,39,364
2014,2,40,364
2014,2,41,364
2014,2,42,364
2014,2,43,364
2014,2,44,364
2014,2,45,364
2014,2,46,364
2014,2,47,364
2014,2,48,364
2014,2,49,364
2014,2,50,364
2014,2,51,364
2014,2,52,364
2014,2,53,364
2014,2,54,364
2014,2,55,364
2014,2,56,364
2014,2,57,364
2014,2,58,364
2014,2,59,364
2014,2,60,364
2014,2,61,364
2014,2,62,364
2014,2,63,364
2014,2,64,364
2014,2,65,364
2014,2,66,364
2014,2,67,364
2014,2,68,364
