order_no,issued_date,revoked_date,area_closed,year_issued,year_revoked
PTN-2012-246,2012-07-20,2013-02-27,16,2012.0,2013.0
PTN-2012-247,2012-07-20,2013-02-27,16,2012.0,2013.0
PTN-2012-261,2012-08-01,2014-12-18,27,2012.0,2014.0
PTN-2012-322,2012-09-14,2013-04-25,9,2012.0,2013.0
PTN-2012-324,2012-09-14,2013-01-04,16,2012.0,2013.0
PTN-2012-325,2012-09-14,2013-05-22,16,2012.0,2013.0
PTN-2012-326,2012-09-14,2013-01-04,16,2012.0,2013.0
PTN-2012-338,2012-09-21,2013-01-08,15,2012.0,2013.0
PTN-2012-357,2012-10-04,2014-05-22,101,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,102,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,103,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,104,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,105,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,106,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,107,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,108,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,109,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,110,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,130,2012.0,2014.0
PTN-2012-357,2012-10-04,2014-05-22,142,2012.0,2014.0
PTN-2012-363,2012-10-05,2013-03-01,19,2012.0,2013.0
PTN-2012-364,2012-10-10,2013-02-26,20,2012.0,2013.0
ptn-2012-387,2012-10-17,2013-04-26,17,2012.0,2013.0
PTN-2012-390,2012-10-19,2013-01-04,2,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,12,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,13,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,14,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,15,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,16,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,17,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,18,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,19,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,20,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,21,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,22,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,23,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,24,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,25,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,26,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,27,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,28,2012.0,2013.0
PTN-2012-391,2012-10-19,2013-01-31,29,2012.0,2013.0
PTN-2012-393,2012-10-19,2013-06-05,13,2012.0,2013.0
PTN-2012-412,2012-11-07,2013-01-24,23,2012.0,2013.0
PTN-2012-420,2012-11-16,2013-02-07,24,2012.0,2013.0
PTN-2012-423,2012-11-16,2013-03-01,18,2012.0,2013.0
PTN-2012-424,2012-11-16,2013-03-01,18,2012.0,2013.0
PTN-2012-430,2012-11-21,2013-03-01,19,2012.0,2013.0
PTN-2012-431,2012-11-22,2013-01-31,13,2012.0,2013.0
PTN-2012-434,2012-11-22,2013-01-16,1,2012.0,2013.0
PTN-2012-435,2012-11-22,2013-01-16,1,2012.0,2013.0
PTN-2012-438,2012-11-23,2013-01-09,12,2012.0,2013.0
PTN-2012-439,2012-11-23,2013-01-09,12,2012.0,2013.0
PSN-2012-453,2012-12-03,2014-05-21,4,2012.0,2014.0
PSN-2012-454,2012-12-03,2013-05-29,12,2012.0,2013.0
PSN-2012-455,2012-12-03,2014-02-17,15,2012.0,2014.0
PSN-2012-456,2012-12-03,2013-05-29,16,2012.0,2013.0
PSN-2012-457,2012-12-03,2014-05-21,26,2012.0,2014.0
PTN-2012-466,2012-12-06,2013-05-30,13,2012.0,2013.0
PTN-2012-471,2012-12-11,2013-07-04,26,2012.0,2013.0
PTN-2012-472,2012-12-12,2013-01-11,5,2012.0,2013.0
PTN-2012-473,2012-12-12,2013-01-11,5,2012.0,2013.0
PTN-2012-474,2012-12-12,2013-01-11,6,2012.0,2013.0
PTN-2012-475,2012-12-12,2013-01-11,6,2012.0,2013.0
PTN-2012-476,2012-12-12,2013-01-04,24,2012.0,2013.0
PTN-2012-477,2012-12-12,2013-01-04,24,2012.0,2013.0
PTN-2012-478,2012-12-12,2013-02-28,25,2012.0,2013.0
PTN-2012-479,2012-12-12,2013-02-28,25,2012.0,2013.0
PTN-2012-483,2012-12-14,2013-02-21,14,2012.0,2013.0
PTN-2012-484,2012-12-14,2013-03-01,17,2012.0,2013.0
PTN-2012-485,2012-12-14,2013-03-01,17,2012.0,2013.0
PTN-2012-486,2012-12-17,2013-05-17,15,2012.0,2013.0
PTN-2012-487,2012-12-17,2013-01-08,15,2012.0,2013.0
PSN-2012-488,2012-12-17,2013-01-04,17,2012.0,2013.0
PSN-2012-488,2012-12-17,2013-01-04,0236970,2012.0,2013.0
PTN-2012-489,2012-12-21,2013-01-08,7,2012.0,2013.0
PTN-2012-490,2012-12-21,2013-01-08,7,2012.0,2013.0
PTN-2012-491,2012-12-21,2013-01-04,23,2012.0,2013.0
PTN-2012-492,2012-12-21,2013-01-04,23,2012.0,2013.0
PTN-2012-495,2012-12-31,2013-01-04,2,2012.0,2013.0
PTN-2013-17,2013-01-11,2014-02-05,5,2013.0,2014.0
PCH-2013-93,2013-03-25,2014-07-03,23,2013.0,2014.0
PSN-2013-111,2013-05-29,2014-02-17,13,2013.0,2014.0
PSN-2013-113,2013-05-29,2014-02-17,25,2013.0,2014.0
PSN-2013-F-115,2013-05-29,2014-02-17,16,2013.0,2014.0
PSN-2013-128,2013-05-07,2015-12-15,17,2013.0,2015.0
PSN-2013-129,2013-05-07,2014-11-25,18,2013.0,2014.0
PTN-2013-149,2013-05-22,2015-06-12,16,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,13,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,14,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,15,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,16,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,17,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,18,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,19,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,20,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,21,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,22,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,23,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,24,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,25,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,26,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,27,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,28,2013.0,2015.0
PTN-2013-181,2013-06-06,2015-04-24,29,2013.0,2015.0
PTN-2013-221,2013-07-03,2014-05-16,13,2013.0,2014.0
PTN-2013-232,2013-07-05,2015-01-05,17,2013.0,2015.0
PTN-2013-251,2013-08-02,2015-07-03,15,2013.0,2015.0
PTN-2013-262,2013-08-14,2014-06-05,29,2013.0,2014.0
PTN-2013-263,2013-08-14,2014-06-05,29,2013.0,2014.0
ptn-2013-277,2013-08-22,2014-03-10,13,2013.0,2014.0
PTN-2013-278,2013-08-22,2014-05-16,13,2013.0,2014.0
PSN-2013-314,2013-09-24,2014-02-17,16,2013.0,2014.0
PTN-2013-321,2013-10-04,2014-05-26,2,2013.0,2014.0
ptn-2013-326,2013-10-04,2014-05-22,15,2013.0,2014.0
ptn-2013-327,2013-10-04,2014-05-22,15,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,17,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,16,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,15,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,14,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,13,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,12,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,11,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,10,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,9,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,8,2013.0,2014.0
ptn-2013-331,2013-10-17,2014-01-06,7,2013.0,2014.0
ptn-2013-332,2013-10-17,2014-01-06,18,2013.0,2014.0
ptn-2013-333,2013-10-17,2014-01-06,18,2013.0,2014.0
PTN-2013-335,2013-10-25,2014-07-03,17,2013.0,2014.0
PTN-2013-338,2013-10-31,2014-01-09,19,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,12,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,13,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,14,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,15,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,16,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,17,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,18,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,19,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,20,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,21,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,22,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,23,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,24,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,25,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,26,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,27,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,28,2013.0,2014.0
PTN-2013-358,2013-11-21,2014-01-23,29,2013.0,2014.0
PTN-2013-378,2013-12-10,2014-01-03,7,2013.0,2014.0
PTN-2013-381,2013-12-10,2014-01-23,12,2013.0,2014.0
PTN-2013-382,2013-12-11,2014-01-09,1,2013.0,2014.0
PTN-2013-383,2013-12-17,2014-01-09,23,2013.0,2014.0
PTN-2013-384,2013-12-17,2014-01-09,23,2013.0,2014.0
PTN-2013-385,2013-12-17,2014-01-15,24,2013.0,2014.0
PTN-2013-386,2013-12-17,2014-01-15,24,2013.0,2014.0
PTN-2013-387,2013-12-17,2014-01-15,24,2013.0,2014.0
PTN-2013-388,2013-12-17,2014-01-15,24,2013.0,2014.0
PTN-2013-389,2013-12-20,2014-05-22,6,2013.0,2014.0
PTN-2013-391,2013-12-20,2014-01-03,7,2013.0,2014.0
PTN-2013-392,2013-12-20,2014-01-03,8,2013.0,2014.0
PTN-2013-393,2013-12-20,2014-01-03,8,2013.0,2014.0
PTN-2013-394,2013-12-31,2014-01-03,7,2013.0,2014.0
PTN-2013-395,2013-12-31,2014-01-03,7,2013.0,2014.0
PTN-2013-396,2013-12-31,2014-02-11,14,2013.0,2014.0
PTN-2013-397,2013-12-31,2014-02-11,14,2013.0,2014.0
PTN-2014-3,2014-01-03,2013-01-10,7,2014.0,2013.0
PTN-2014-4,2014-01-03,2013-01-10,7,2014.0,2013.0
PTN-2014-6,2014-01-06,2013-01-10,12,2014.0,2013.0
PTN-2014-7,2014-01-06,2013-01-10,12,2014.0,2013.0
PTN-2014-15,2013-01-08,2014-04-02,20,2013.0,2014.0
PTN-2014-16,2013-01-08,2014-01-31,26,2013.0,2014.0
PTN-2014-17,2013-01-08,2014-01-31,26,2013.0,2014.0
PTN-2014-18,2013-01-09,2014-01-22,1,2013.0,2014.0
PTN-2014-19,2013-01-09,2014-01-22,1,2013.0,2014.0
PTN-2014-20,2013-01-09,2014-02-11,16,2013.0,2014.0
PTN-2014-21,2013-01-09,2014-02-11,16,2013.0,2014.0
PTN-2014-22,2013-01-09,2014-02-11,16,2013.0,2014.0
PTN-2014-23,2013-01-09,2014-05-28,17,2013.0,2014.0
PTN-2014-24,2013-01-09,2014-03-05,18,2013.0,2014.0
PTN-2014-25,2013-01-09,2014-03-05,18,2013.0,2014.0
PTN-2014-32,2013-01-09,2014-04-25,25,2013.0,2014.0
PTN-2014-33,2013-01-09,2014-04-25,25,2013.0,2014.0
PTN-2014-34,2013-01-10,2014-01-17,7,2013.0,2014.0
PTN-2014-35,2013-01-10,2014-01-17,7,2013.0,2014.0
PTN-2013-36,2013-01-10,2014-09-05,19,2013.0,2014.0
PTN-2013-37,2013-01-10,2014-09-05,19,2013.0,2014.0
PTN-2014-38,2013-01-13,2014-01-16,12,2013.0,2014.0
PTN-2014-39,2013-01-13,2014-01-16,12,2013.0,2014.0
PTN-2014-40,2013-01-13,2014-01-30,23,2013.0,2014.0
PTN-2014-41,2013-01-13,2014-01-30,23,2013.0,2014.0
PSN-2014-75,2013-02-12,2014-02-24,14,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,12,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,13,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,14,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,15,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,16,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,17,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,18,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,19,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,20,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,21,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,22,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,23,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,24,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,25,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,26,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,27,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,28,2013.0,2014.0
PTN-2014-76,2013-02-14,2014-03-06,29,2013.0,2014.0
PTN-2014-77,2013-02-14,2014-03-10,23,2013.0,2014.0
PTN-2014-78,2013-02-14,2014-03-10,23,2013.0,2014.0
PSN-2014-79,2014-02-17,2015-07-08,15,2014.0,2015.0
PTN-2014-85,2014-02-17,2015-02-27,4,2014.0,2015.0
PTN-2014-191,2014-05-22,2015-02-12,13,2014.0,2015.0
PTN-2014-192,2014-05-22,2015-02-12,13,2014.0,2015.0
PTN-2014-194,2014-05-22,2015-01-09,15,2014.0,2015.0
PTN-2014-195,2014-05-22,2015-01-09,15,2014.0,2015.0
PTN-2014-250,2014-06-20,2015-01-02,13,2014.0,2015.0
PTN-2014-251,2014-06-20,2015-01-02,13,2014.0,2015.0
PTN-2014-351,2014-09-11,2015-01-07,106,2014.0,2015.0
PTN-2014-352,2014-09-11,2015-01-07,106,2014.0,2015.0
PTN-2014-355,2014-09-11,2015-02-20,19,2014.0,2015.0
PTN-2014-356,2014-09-11,2015-02-20,19,2014.0,2015.0
PTN-2014-410,2014-10-20,2015-01-02,18,2014.0,2015.0
PTN-2014-411,2014-10-20,2015-01-02,18,2014.0,2015.0
PTN-2014-417,2014-10-21,2015-03-18,1,2014.0,2015.0
PTN-2014-450,2014-11-17,2015-01-23,16,2014.0,2015.0
PTN-2014-451,2014-11-17,2015-01-23,16,2014.0,2015.0
PTN-2014-452,2014-11-17,2015-01-23,16,2014.0,2015.0
PTN-2014-453,2014-11-17,2015-01-23,29,2014.0,2015.0
PTN-2014-454,2014-11-17,2015-01-23,29,2014.0,2015.0
PTN-2014-477,2014-11-26,2015-01-07,5,2014.0,2015.0
PTN-2014-478,2014-11-26,2015-01-07,5,2014.0,2015.0
PTN-2014-484,2014-11-28,2015-01-02,7,2014.0,2015.0
PTN-2014-485,2014-11-28,2015-01-02,7,2014.0,2015.0
PTN-2014-499,2014-12-10,2015-01-02,23,2014.0,2015.0
PTN-2014-500,2014-12-10,2015-01-02,23,2014.0,2015.0
PTN-2014-507,2014-12-16,2015-01-27,24,2014.0,2015.0
PTN-2014-508,2014-12-17,2015-01-27,24,2014.0,2015.0
PTN-2014-509,2014-12-17,2015-01-27,24,2014.0,2015.0
PTN-2014-510,2014-12-17,2015-01-26,14,2014.0,2015.0
PTN-2014-511,2014-12-17,2015-02-06,26,2014.0,2015.0
PTN-2014-513,2014-12-17,2015-01-07,6,2014.0,2015.0
PTN-2014-514,2014-12-17,2015-01-07,6,2014.0,2015.0
PTN-2014-519,2014-12-18,2015-11-12,3,2014.0,2015.0
PTN-2014-520,2014-12-18,2015-11-18,27,2014.0,2015.0
PSN-2014-522,2014-12-18,2015-01-02,14,2014.0,2015.0
PTN-2014-523,2014-12-19,2015-01-02,12,2014.0,2015.0
PTN-2014-524,2014-12-19,2015-01-02,12,2014.0,2015.0
PTN-2014-525,2014-12-29,2015-01-05,25,2014.0,2015.0
PTN-2014-526,2014-12-29,2015-01-05,25,2014.0,2015.0
PTN-2014-527,2014-12-29,2015-01-05,25,2014.0,2015.0
PTN-2014-528,2014-12-29,2015-01-05,17,2014.0,2015.0
PTN-2014-528,2014-12-29,2015-01-05,7,2014.0,2015.0
PTN-2014-529,2014-12-29,2015-01-02,17,2014.0,2015.0
PTN-2014-530,2014-12-29,2015-01-02,17,2014.0,2015.0
PTN-2014-531,2014-12-29,2015-02-11,2,2014.0,2015.0
PTN-2014-532,2014-12-29,2015-02-11,2,2014.0,2015.0
PTN-2015-27,2015-01-07,2016-02-11,6,2015.0,2016.0
PTN-2015-72,2016-01-29,2015-02-10,16,2016.0,2015.0
PTN-2015-184,2015-03-27,2016-04-20,13,2015.0,2016.0
PTN-2015-225,2015-04-29,2016-03-11,4,2015.0,2016.0
PSN-2015-256,2015-06-03,2016-04-29,16,2015.0,2016.0
PSN-2015-258,2015-06-03,2016-03-29,27,2015.0,2016.0
PTN-2015-346,2015-07-07,2016-04-20,14,2015.0,2016.0
PTN-2015-363,2015-07-16,2016-07-31,25,2015.0,2016.0
PTN-2015-364,2015-07-16,2016-07-31,25,2015.0,2016.0
PTN-2015-369,2015-07-17,2016-04-20,13,2015.0,2016.0
PTN-2015-377,2015-07-22,2016-07-31,2,2015.0,2016.0
PTN-2015-378,2015-07-22,2016-07-31,2,2015.0,2016.0
PTN-2015-379,2015-07-24,2016-07-31,16,2015.0,2016.0
PTN-2015-385,2015-07-30,2016-07-31,14,2015.0,2016.0
PTN-2015-388,2016-07-31,2015-08-04,2,2016.0,2015.0
PTN-2015-389,2016-07-31,2015-08-18,2,2016.0,2015.0
PTN-2015-390,2016-07-31,2015-08-07,14,2016.0,2015.0
PTN-2015-392,2016-07-31,2015-08-07,16,2016.0,2015.0
PTN-2015-393,2016-07-31,2015-08-04,25,2016.0,2015.0
PTN-2015-394,2016-07-31,2015-08-04,25,2016.0,2015.0
PTN-2015-411,2015-08-13,2016-01-28,145,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,144,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,143,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,142,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,141,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,140,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,139,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,138,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,137,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,136,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,135,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,134,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,133,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,132,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,131,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,130,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,129,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,128,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,127,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,126,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,125,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,124,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,123,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,122,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,121,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,120,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,119,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,118,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,117,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,116,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,115,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,114,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,113,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,112,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,111,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,110,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,109,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,108,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,107,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,106,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,105,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,104,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,103,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,102,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,101,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,100,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,99,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,98,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,97,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,96,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,95,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,94,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,93,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,92,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,91,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,90,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,89,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,88,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,87,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,86,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,85,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,84,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,83,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,82,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,81,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,80,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,79,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,78,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,77,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,76,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,75,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,74,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,73,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,72,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,71,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,70,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,69,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,68,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,67,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,66,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,65,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,64,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,63,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,62,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,61,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,60,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,59,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,58,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,57,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,56,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,55,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,54,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,53,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,52,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,51,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,50,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,49,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,48,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,47,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,46,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,45,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,44,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,43,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,42,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,41,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,40,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,39,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,38,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,37,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,36,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,35,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,34,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,33,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,32,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,31,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,30,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,29,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,28,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,27,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,26,2015.0,2016.0
