rgn_id,year,stock,E_Et
1,2009,CH AABM NC,NA
2,2009,CH AABM NC,NA
3,2009,CH AABM NC,NA
4,2009,CH AABM NC,NA
5,2009,CH AABM NC,NA
6,2009,CH AABM NC,NA
8,2009,CH AABM NC,NA
1,2010,CH AABM NC,NA
2,2010,CH AABM NC,NA
3,2010,CH AABM NC,NA
4,2010,CH AABM NC,NA
5,2010,CH AABM NC,NA
6,2010,CH AABM NC,NA
8,2010,CH AABM NC,NA
1,2011,CH AABM NC,NA
2,2011,CH AABM NC,NA
3,2011,CH AABM NC,NA
4,2011,CH AABM NC,NA
5,2011,CH AABM NC,NA
6,2011,CH AABM NC,NA
8,2011,CH AABM NC,NA
1,2012,CH AABM NC,NA
2,2012,CH AABM NC,NA
3,2012,CH AABM NC,NA
4,2012,CH AABM NC,NA
5,2012,CH AABM NC,NA
6,2012,CH AABM NC,NA
8,2012,CH AABM NC,NA
1,2013,CH AABM NC,NA
2,2013,CH AABM NC,NA
3,2013,CH AABM NC,NA
4,2013,CH AABM NC,NA
5,2013,CH AABM NC,NA
6,2013,CH AABM NC,NA
8,2013,CH AABM NC,NA
1,2014,CH AABM NC,NA
2,2014,CH AABM NC,NA
3,2014,CH AABM NC,NA
4,2014,CH AABM NC,NA
5,2014,CH AABM NC,NA
6,2014,CH AABM NC,NA
8,2014,CH AABM NC,NA
1,2015,CH AABM NC,NA
2,2015,CH AABM NC,NA
3,2015,CH AABM NC,NA
4,2015,CH AABM NC,NA
5,2015,CH AABM NC,NA
6,2015,CH AABM NC,NA
8,2015,CH AABM NC,NA
1,2009,CH AABM WCVI,NA
2,2009,CH AABM WCVI,NA
3,2009,CH AABM WCVI,NA
4,2009,CH AABM WCVI,NA
5,2009,CH AABM WCVI,NA
6,2009,CH AABM WCVI,NA
8,2009,CH AABM WCVI,NA
1,2010,CH AABM WCVI,NA
2,2010,CH AABM WCVI,NA
3,2010,CH AABM WCVI,NA
4,2010,CH AABM WCVI,NA
5,2010,CH AABM WCVI,NA
6,2010,CH AABM WCVI,NA
8,2010,CH AABM WCVI,NA
1,2011,CH AABM WCVI,NA
2,2011,CH AABM WCVI,NA
3,2011,CH AABM WCVI,NA
4,2011,CH AABM WCVI,NA
5,2011,CH AABM WCVI,NA
6,2011,CH AABM WCVI,NA
8,2011,CH AABM WCVI,NA
1,2012,CH AABM WCVI,NA
2,2012,CH AABM WCVI,NA
3,2012,CH AABM WCVI,NA
4,2012,CH AABM WCVI,NA
5,2012,CH AABM WCVI,NA
6,2012,CH AABM WCVI,NA
8,2012,CH AABM WCVI,NA
1,2013,CH AABM WCVI,NA
2,2013,CH AABM WCVI,NA
3,2013,CH AABM WCVI,NA
4,2013,CH AABM WCVI,NA
5,2013,CH AABM WCVI,NA
6,2013,CH AABM WCVI,NA
8,2013,CH AABM WCVI,NA
1,2014,CH AABM WCVI,NA
2,2014,CH AABM WCVI,NA
3,2014,CH AABM WCVI,NA
4,2014,CH AABM WCVI,NA
5,2014,CH AABM WCVI,NA
6,2014,CH AABM WCVI,NA
8,2014,CH AABM WCVI,NA
1,2015,CH AABM WCVI,NA
2,2015,CH AABM WCVI,NA
3,2015,CH AABM WCVI,NA
4,2015,CH AABM WCVI,NA
5,2015,CH AABM WCVI,NA
6,2015,CH AABM WCVI,NA
8,2015,CH AABM WCVI,NA
1,2016,CH AABM WCVI,NA
2,2016,CH AABM WCVI,NA
3,2016,CH AABM WCVI,NA
4,2016,CH AABM WCVI,NA
5,2016,CH AABM WCVI,NA
6,2016,CH AABM WCVI,NA
8,2016,CH AABM WCVI,NA
1,2006,FRS ES,0.66667
2,2006,FRS ES,0.66667
3,2006,FRS ES,0.66667
4,2006,FRS ES,0.66667
5,2006,FRS ES,0.66667
6,2006,FRS ES,0.66667
8,2006,FRS ES,0.66667
1,2007,FRS ES,0.40769
2,2007,FRS ES,0.40769
3,2007,FRS ES,0.40769
4,2007,FRS ES,0.40769
5,2007,FRS ES,0.40769
6,2007,FRS ES,0.40769
8,2007,FRS ES,0.40769
1,2008,FRS ES,0.87683
2,2008,FRS ES,0.87683
3,2008,FRS ES,0.87683
4,2008,FRS ES,0.87683
5,2008,FRS ES,0.87683
6,2008,FRS ES,0.87683
8,2008,FRS ES,0.87683
1,2009,FRS ES,0.54878
2,2009,FRS ES,0.54878
3,2009,FRS ES,0.54878
4,2009,FRS ES,0.54878
5,2009,FRS ES,0.54878
6,2009,FRS ES,0.54878
8,2009,FRS ES,0.54878
1,2010,FRS ES,0.57483
2,2010,FRS ES,0.57483
3,2010,FRS ES,0.57483
4,2010,FRS ES,0.57483
5,2010,FRS ES,0.57483
6,2010,FRS ES,0.57483
8,2010,FRS ES,0.57483
1,2011,FRS ES,0.03774
2,2011,FRS ES,0.03774
3,2011,FRS ES,0.03774
4,2011,FRS ES,0.03774
5,2011,FRS ES,0.03774
6,2011,FRS ES,0.03774
8,2011,FRS ES,0.03774
1,2012,FRS ES,0.35405
2,2012,FRS ES,0.35405
3,2012,FRS ES,0.35405
4,2012,FRS ES,0.35405
5,2012,FRS ES,0.35405
6,2012,FRS ES,0.35405
8,2012,FRS ES,0.35405
1,2013,FRS ES,NA
2,2013,FRS ES,NA
3,2013,FRS ES,NA
4,2013,FRS ES,NA
5,2013,FRS ES,NA
6,2013,FRS ES,NA
8,2013,FRS ES,NA
1,2014,FRS ES,NA
2,2014,FRS ES,NA
3,2014,FRS ES,NA
4,2014,FRS ES,NA
5,2014,FRS ES,NA
6,2014,FRS ES,NA
8,2014,FRS ES,NA
1,2015,FRS ES,0.35192
2,2015,FRS ES,0.35192
3,2015,FRS ES,0.35192
4,2015,FRS ES,0.35192
5,2015,FRS ES,0.35192
6,2015,FRS ES,0.35192
8,2015,FRS ES,0.35192
1,2006,FRS ESum,0.53846
2,2006,FRS ESum,0.53846
3,2006,FRS ESum,0.53846
4,2006,FRS ESum,0.53846
5,2006,FRS ESum,0.53846
6,2006,FRS ESum,0.53846
8,2006,FRS ESum,0.53846
1,2007,FRS ESum,0.7069
2,2007,FRS ESum,0.7069
3,2007,FRS ESum,0.7069
4,2007,FRS ESum,0.7069
5,2007,FRS ESum,0.7069
6,2007,FRS ESum,0.7069
8,2007,FRS ESum,0.7069
1,2008,FRS ESum,1.04082
2,2008,FRS ESum,1.04082
3,2008,FRS ESum,1.04082
4,2008,FRS ESum,1.04082
5,2008,FRS ESum,1.04082
6,2008,FRS ESum,1.04082
8,2008,FRS ESum,1.04082
1,2009,FRS ESum,0.51751
2,2009,FRS ESum,0.51751
3,2009,FRS ESum,0.51751
4,2009,FRS ESum,0.51751
5,2009,FRS ESum,0.51751
6,2009,FRS ESum,0.51751
8,2009,FRS ESum,0.51751
1,2010,FRS ESum,1.27377
2,2010,FRS ESum,1.27377
3,2010,FRS ESum,1.27377
4,2010,FRS ESum,1.27377
5,2010,FRS ESum,1.27377
6,2010,FRS ESum,1.27377
8,2010,FRS ESum,1.27377
1,2011,FRS ESum,1.01238
2,2011,FRS ESum,1.01238
3,2011,FRS ESum,1.01238
4,2011,FRS ESum,1.01238
5,2011,FRS ESum,1.01238
6,2011,FRS ESum,1.01238
8,2011,FRS ESum,1.01238
1,2012,FRS ESum,1.28854
2,2012,FRS ESum,1.28854
3,2012,FRS ESum,1.28854
4,2012,FRS ESum,1.28854
5,2012,FRS ESum,1.28854
6,2012,FRS ESum,1.28854
8,2012,FRS ESum,1.28854
1,2013,FRS ESum,NA
2,2013,FRS ESum,NA
3,2013,FRS ESum,NA
4,2013,FRS ESum,NA
5,2013,FRS ESum,NA
6,2013,FRS ESum,NA
8,2013,FRS ESum,NA
1,2014,FRS ESum,NA
2,2014,FRS ESum,NA
3,2014,FRS ESum,NA
4,2014,FRS ESum,NA
5,2014,FRS ESum,NA
6,2014,FRS ESum,NA
8,2014,FRS ESum,NA
1,2015,FRS ESum,1.01194
2,2015,FRS ESum,1.01194
3,2015,FRS ESum,1.01194
4,2015,FRS ESum,1.01194
5,2015,FRS ESum,1.01194
6,2015,FRS ESum,1.01194
8,2015,FRS ESum,1.01194
1,2005,FRS Sum,NA
2,2005,FRS Sum,NA
3,2005,FRS Sum,NA
4,2005,FRS Sum,NA
5,2005,FRS Sum,NA
6,2005,FRS Sum,NA
8,2005,FRS Sum,NA
1,2006,FRS Sum,0.41859
2,2006,FRS Sum,0.41859
3,2006,FRS Sum,0.41859
4,2006,FRS Sum,0.41859
5,2006,FRS Sum,0.41859
6,2006,FRS Sum,0.41859
8,2006,FRS Sum,0.41859
1,2007,FRS Sum,0.71833
2,2007,FRS Sum,0.71833
3,2007,FRS Sum,0.71833
4,2007,FRS Sum,0.71833
5,2007,FRS Sum,0.71833
6,2007,FRS Sum,0.71833
8,2007,FRS Sum,0.71833
1,2008,FRS Sum,1.08538
2,2008,FRS Sum,1.08538
3,2008,FRS Sum,1.08538
4,2008,FRS Sum,1.08538
5,2008,FRS Sum,1.08538
6,2008,FRS Sum,1.08538
8,2008,FRS Sum,1.08538
1,2009,FRS Sum,0.91865
2,2009,FRS Sum,0.91865
3,2009,FRS Sum,0.91865
4,2009,FRS Sum,0.91865
5,2009,FRS Sum,0.91865
6,2009,FRS Sum,0.91865
8,2009,FRS Sum,0.91865
1,2010,FRS Sum,1.29886
2,2010,FRS Sum,1.29886
3,2010,FRS Sum,1.29886
4,2010,FRS Sum,1.29886
5,2010,FRS Sum,1.29886
6,2010,FRS Sum,1.29886
8,2010,FRS Sum,1.29886
1,2011,FRS Sum,1.29793
2,2011,FRS Sum,1.29793
3,2011,FRS Sum,1.29793
4,2011,FRS Sum,1.29793
5,2011,FRS Sum,1.29793
6,2011,FRS Sum,1.29793
8,2011,FRS Sum,1.29793
1,2012,FRS Sum,0.85914
2,2012,FRS Sum,0.85914
3,2012,FRS Sum,0.85914
4,2012,FRS Sum,0.85914
5,2012,FRS Sum,0.85914
6,2012,FRS Sum,0.85914
8,2012,FRS Sum,0.85914
1,2015,FRS Sum,0.6732
2,2015,FRS Sum,0.6732
3,2015,FRS Sum,0.6732
4,2015,FRS Sum,0.6732
5,2015,FRS Sum,0.6732
6,2015,FRS Sum,0.6732
8,2015,FRS Sum,0.6732
1,2005,FRS Late,NA
2,2005,FRS Late,NA
3,2005,FRS Late,NA
4,2005,FRS Late,NA
5,2005,FRS Late,NA
6,2005,FRS Late,NA
8,2005,FRS Late,NA
1,2006,FRS Late,0.98273
2,2006,FRS Late,0.98273
3,2006,FRS Late,0.98273
4,2006,FRS Late,0.98273
5,2006,FRS Late,0.98273
6,2006,FRS Late,0.98273
8,2006,FRS Late,0.98273
1,2007,FRS Late,0.55229
2,2007,FRS Late,0.55229
3,2007,FRS Late,0.55229
4,2007,FRS Late,0.55229
5,2007,FRS Late,0.55229
6,2007,FRS Late,0.55229
8,2007,FRS Late,0.55229
1,2008,FRS Late,0.07138
2,2008,FRS Late,0.07138
3,2008,FRS Late,0.07138
4,2008,FRS Late,0.07138
5,2008,FRS Late,0.07138
6,2008,FRS Late,0.07138
8,2008,FRS Late,0.07138
1,2009,FRS Late,0.75447
2,2009,FRS Late,0.75447
3,2009,FRS Late,0.75447
4,2009,FRS Late,0.75447
5,2009,FRS Late,0.75447
6,2009,FRS Late,0.75447
8,2009,FRS Late,0.75447
1,2010,FRS Late,1.10177
2,2010,FRS Late,1.10177
3,2010,FRS Late,1.10177
4,2010,FRS Late,1.10177
5,2010,FRS Late,1.10177
6,2010,FRS Late,1.10177
8,2010,FRS Late,1.10177
1,2011,FRS Late,1.09251
2,2011,FRS Late,1.09251
3,2011,FRS Late,1.09251
4,2011,FRS Late,1.09251
5,2011,FRS Late,1.09251
6,2011,FRS Late,1.09251
8,2011,FRS Late,1.09251
1,2012,FRS Late,0.23554
2,2012,FRS Late,0.23554
3,2012,FRS Late,0.23554
4,2012,FRS Late,0.23554
5,2012,FRS Late,0.23554
6,2012,FRS Late,0.23554
8,2012,FRS Late,0.23554
1,2015,FRS Late,0.57578
2,2015,FRS Late,0.57578
3,2015,FRS Late,0.57578
4,2015,FRS Late,0.57578
5,2015,FRS Late,0.57578
6,2015,FRS Late,0.57578
8,2015,FRS Late,0.57578
1,2005,Pink FR,1.48993
2,2005,Pink FR,1.48993
3,2005,Pink FR,1.48993
4,2005,Pink FR,1.48993
5,2005,Pink FR,1.48993
6,2005,Pink FR,1.48993
8,2005,Pink FR,1.48993
1,2007,Pink FR,1.69335
2,2007,Pink FR,1.69335
3,2007,Pink FR,1.69335
4,2007,Pink FR,1.69335
5,2007,Pink FR,1.69335
6,2007,Pink FR,1.69335
8,2007,Pink FR,1.69335
1,2009,Pink FR,2.57147
2,2009,Pink FR,2.57147
3,2009,Pink FR,2.57147
4,2009,Pink FR,2.57147
5,2009,Pink FR,2.57147
6,2009,Pink FR,2.57147
8,2009,Pink FR,2.57147
1,2011,Pink FR,2.1314
2,2011,Pink FR,2.1314
3,2011,Pink FR,2.1314
4,2011,Pink FR,2.1314
5,2011,Pink FR,2.1314
6,2011,Pink FR,2.1314
