rgn_id,year,stock,E_Et
8,2011,Pink FR,2.1314
1,2015,Pink FR,1.04863
2,2015,Pink FR,1.04863
3,2015,Pink FR,1.04863
4,2015,Pink FR,1.04863
5,2015,Pink FR,1.04863
6,2015,Pink FR,1.04863
8,2015,Pink FR,1.04863
1,2004,S Stikine - Tahltan,3.26167
2,2004,S Stikine - Tahltan,3.26167
3,2004,S Stikine - Tahltan,3.26167
4,2004,S Stikine - Tahltan,3.26167
5,2004,S Stikine - Tahltan,3.26167
6,2004,S Stikine - Tahltan,3.26167
8,2004,S Stikine - Tahltan,3.26167
1,2005,S Stikine - Tahltan,2.20228
2,2005,S Stikine - Tahltan,2.20228
3,2005,S Stikine - Tahltan,2.20228
4,2005,S Stikine - Tahltan,2.20228
5,2005,S Stikine - Tahltan,2.20228
6,2005,S Stikine - Tahltan,2.20228
8,2005,S Stikine - Tahltan,2.20228
1,2006,S Stikine - Tahltan,2.78067
2,2006,S Stikine - Tahltan,2.78067
3,2006,S Stikine - Tahltan,2.78067
4,2006,S Stikine - Tahltan,2.78067
5,2006,S Stikine - Tahltan,2.78067
6,2006,S Stikine - Tahltan,2.78067
8,2006,S Stikine - Tahltan,2.78067
1,2007,S Stikine - Tahltan,1.00194
2,2007,S Stikine - Tahltan,1.00194
3,2007,S Stikine - Tahltan,1.00194
4,2007,S Stikine - Tahltan,1.00194
5,2007,S Stikine - Tahltan,1.00194
6,2007,S Stikine - Tahltan,1.00194
8,2007,S Stikine - Tahltan,1.00194
1,2008,S Stikine - Tahltan,0.44733
2,2008,S Stikine - Tahltan,0.44733
3,2008,S Stikine - Tahltan,0.44733
4,2008,S Stikine - Tahltan,0.44733
5,2008,S Stikine - Tahltan,0.44733
6,2008,S Stikine - Tahltan,0.44733
8,2008,S Stikine - Tahltan,0.44733
1,2009,S Stikine - Tahltan,1.51733
2,2009,S Stikine - Tahltan,1.51733
3,2009,S Stikine - Tahltan,1.51733
4,2009,S Stikine - Tahltan,1.51733
5,2009,S Stikine - Tahltan,1.51733
6,2009,S Stikine - Tahltan,1.51733
8,2009,S Stikine - Tahltan,1.51733
1,2010,S Stikine - Tahltan,1.01944
2,2010,S Stikine - Tahltan,1.01944
3,2010,S Stikine - Tahltan,1.01944
4,2010,S Stikine - Tahltan,1.01944
5,2010,S Stikine - Tahltan,1.01944
6,2010,S Stikine - Tahltan,1.01944
8,2010,S Stikine - Tahltan,1.01944
1,2011,S Stikine - Tahltan,1.64939
2,2011,S Stikine - Tahltan,1.64939
3,2011,S Stikine - Tahltan,1.64939
4,2011,S Stikine - Tahltan,1.64939
5,2011,S Stikine - Tahltan,1.64939
6,2011,S Stikine - Tahltan,1.64939
8,2011,S Stikine - Tahltan,1.64939
1,2012,S Stikine - Tahltan,0.52856
2,2012,S Stikine - Tahltan,0.52856
3,2012,S Stikine - Tahltan,0.52856
4,2012,S Stikine - Tahltan,0.52856
5,2012,S Stikine - Tahltan,0.52856
6,2012,S Stikine - Tahltan,0.52856
8,2012,S Stikine - Tahltan,0.52856
1,2014,S Stikine - Tahltan,2.048
2,2014,S Stikine - Tahltan,2.048
3,2014,S Stikine - Tahltan,2.048
4,2014,S Stikine - Tahltan,2.048
5,2014,S Stikine - Tahltan,2.048
6,2014,S Stikine - Tahltan,2.048
8,2014,S Stikine - Tahltan,2.048
1,2015,S Stikine - Tahltan,1.62711
2,2015,S Stikine - Tahltan,1.62711
3,2015,S Stikine - Tahltan,1.62711
4,2015,S Stikine - Tahltan,1.62711
5,2015,S Stikine - Tahltan,1.62711
6,2015,S Stikine - Tahltan,1.62711
8,2015,S Stikine - Tahltan,1.62711
1,2004,S Stikine - Non-Tahltan,1.50625
2,2004,S Stikine - Non-Tahltan,1.50625
3,2004,S Stikine - Non-Tahltan,1.50625
4,2004,S Stikine - Non-Tahltan,1.50625
5,2004,S Stikine - Non-Tahltan,1.50625
6,2004,S Stikine - Non-Tahltan,1.50625
8,2004,S Stikine - Non-Tahltan,1.50625
1,2005,S Stikine - Non-Tahltan,1.525
2,2005,S Stikine - Non-Tahltan,1.525
3,2005,S Stikine - Non-Tahltan,1.525
4,2005,S Stikine - Non-Tahltan,1.525
5,2005,S Stikine - Non-Tahltan,1.525
6,2005,S Stikine - Non-Tahltan,1.525
8,2005,S Stikine - Non-Tahltan,1.525
1,2006,S Stikine - Non-Tahltan,2.165
2,2006,S Stikine - Non-Tahltan,2.165
3,2006,S Stikine - Non-Tahltan,2.165
4,2006,S Stikine - Non-Tahltan,2.165
5,2006,S Stikine - Non-Tahltan,2.165
6,2006,S Stikine - Non-Tahltan,2.165
8,2006,S Stikine - Non-Tahltan,2.165
1,2007,S Stikine - Non-Tahltan,1.35
2,2007,S Stikine - Non-Tahltan,1.35
3,2007,S Stikine - Non-Tahltan,1.35
4,2007,S Stikine - Non-Tahltan,1.35
5,2007,S Stikine - Non-Tahltan,1.35
6,2007,S Stikine - Non-Tahltan,1.35
8,2007,S Stikine - Non-Tahltan,1.35
1,2008,S Stikine - Non-Tahltan,0.725
2,2008,S Stikine - Non-Tahltan,0.725
3,2008,S Stikine - Non-Tahltan,0.725
4,2008,S Stikine - Non-Tahltan,0.725
5,2008,S Stikine - Non-Tahltan,0.725
6,2008,S Stikine - Non-Tahltan,0.725
8,2008,S Stikine - Non-Tahltan,0.725
1,2009,S Stikine - Non-Tahltan,1.165
2,2009,S Stikine - Non-Tahltan,1.165
3,2009,S Stikine - Non-Tahltan,1.165
4,2009,S Stikine - Non-Tahltan,1.165
5,2009,S Stikine - Non-Tahltan,1.165
6,2009,S Stikine - Non-Tahltan,1.165
8,2009,S Stikine - Non-Tahltan,1.165
1,2010,S Stikine - Non-Tahltan,1.25815
2,2010,S Stikine - Non-Tahltan,1.25815
3,2010,S Stikine - Non-Tahltan,1.25815
4,2010,S Stikine - Non-Tahltan,1.25815
5,2010,S Stikine - Non-Tahltan,1.25815
6,2010,S Stikine - Non-Tahltan,1.25815
8,2010,S Stikine - Non-Tahltan,1.25815
1,2011,S Stikine - Non-Tahltan,1.68255
2,2011,S Stikine - Non-Tahltan,1.68255
3,2011,S Stikine - Non-Tahltan,1.68255
4,2011,S Stikine - Non-Tahltan,1.68255
5,2011,S Stikine - Non-Tahltan,1.68255
6,2011,S Stikine - Non-Tahltan,1.68255
8,2011,S Stikine - Non-Tahltan,1.68255
1,2012,S Stikine - Non-Tahltan,1.6806
2,2012,S Stikine - Non-Tahltan,1.6806
3,2012,S Stikine - Non-Tahltan,1.6806
4,2012,S Stikine - Non-Tahltan,1.6806
5,2012,S Stikine - Non-Tahltan,1.6806
6,2012,S Stikine - Non-Tahltan,1.6806
8,2012,S Stikine - Non-Tahltan,1.6806
1,2014,S Stikine - Non-Tahltan,1.325
2,2014,S Stikine - Non-Tahltan,1.325
3,2014,S Stikine - Non-Tahltan,1.325
4,2014,S Stikine - Non-Tahltan,1.325
5,2014,S Stikine - Non-Tahltan,1.325
6,2014,S Stikine - Non-Tahltan,1.325
8,2014,S Stikine - Non-Tahltan,1.325
1,2015,S Stikine - Non-Tahltan,1.9547
2,2015,S Stikine - Non-Tahltan,1.9547
3,2015,S Stikine - Non-Tahltan,1.9547
4,2015,S Stikine - Non-Tahltan,1.9547
5,2015,S Stikine - Non-Tahltan,1.9547
6,2015,S Stikine - Non-Tahltan,1.9547
8,2015,S Stikine - Non-Tahltan,1.9547
1,2009,S Skeena,0.8
2,2009,S Skeena,0.8
3,2009,S Skeena,0.8
4,2009,S Skeena,0.8
5,2009,S Skeena,0.8
6,2009,S Skeena,0.8
8,2009,S Skeena,0.8
1,2010,S Skeena,0.7897
2,2010,S Skeena,0.7897
3,2010,S Skeena,0.7897
4,2010,S Skeena,0.7897
5,2010,S Skeena,0.7897
6,2010,S Skeena,0.7897
8,2010,S Skeena,0.7897
1,2011,S Skeena,1.38095
2,2011,S Skeena,1.38095
3,2011,S Skeena,1.38095
4,2011,S Skeena,1.38095
5,2011,S Skeena,1.38095
6,2011,S Skeena,1.38095
8,2011,S Skeena,1.38095
1,2012,S Skeena,1.14286
2,2012,S Skeena,1.14286
3,2012,S Skeena,1.14286
4,2012,S Skeena,1.14286
5,2012,S Skeena,1.14286
6,2012,S Skeena,1.14286
8,2012,S Skeena,1.14286
1,2013,S Skeena,0.41905
2,2013,S Skeena,0.41905
3,2013,S Skeena,0.41905
4,2013,S Skeena,0.41905
5,2013,S Skeena,0.41905
6,2013,S Skeena,0.41905
8,2013,S Skeena,0.41905
1,2014,S Skeena,2.57778
2,2014,S Skeena,2.57778
3,2014,S Skeena,2.57778
4,2014,S Skeena,2.57778
5,2014,S Skeena,2.57778
6,2014,S Skeena,2.57778
8,2014,S Skeena,2.57778
1,2015,S Skeena,1.86667
2,2015,S Skeena,1.86667
3,2015,S Skeena,1.86667
4,2015,S Skeena,1.86667
5,2015,S Skeena,1.86667
6,2015,S Skeena,1.86667
8,2015,S Skeena,1.86667
1,2003,Chum FR,1.81495
2,2003,Chum FR,1.81495
3,2003,Chum FR,1.81495
4,2003,Chum FR,1.81495
5,2003,Chum FR,1.81495
6,2003,Chum FR,1.81495
8,2003,Chum FR,1.81495
1,2004,Chum FR,3.29194
2,2004,Chum FR,3.29194
3,2004,Chum FR,3.29194
4,2004,Chum FR,3.29194
5,2004,Chum FR,3.29194
6,2004,Chum FR,3.29194
8,2004,Chum FR,3.29194
1,2005,Chum FR,1.58009
2,2005,Chum FR,1.58009
3,2005,Chum FR,1.58009
4,2005,Chum FR,1.58009
5,2005,Chum FR,1.58009
6,2005,Chum FR,1.58009
8,2005,Chum FR,1.58009
1,2006,Chum FR,2.53334
2,2006,Chum FR,2.53334
3,2006,Chum FR,2.53334
4,2006,Chum FR,2.53334
5,2006,Chum FR,2.53334
6,2006,Chum FR,2.53334
8,2006,Chum FR,2.53334
1,2007,Chum FR,1.28338
2,2007,Chum FR,1.28338
3,2007,Chum FR,1.28338
4,2007,Chum FR,1.28338
5,2007,Chum FR,1.28338
6,2007,Chum FR,1.28338
8,2007,Chum FR,1.28338
1,2008,Chum FR,1.17518
2,2008,Chum FR,1.17518
3,2008,Chum FR,1.17518
4,2008,Chum FR,1.17518
5,2008,Chum FR,1.17518
6,2008,Chum FR,1.17518
8,2008,Chum FR,1.17518
1,2009,Chum FR,0.7742
2,2009,Chum FR,0.7742
3,2009,Chum FR,0.7742
4,2009,Chum FR,0.7742
5,2009,Chum FR,0.7742
6,2009,Chum FR,0.7742
8,2009,Chum FR,0.7742
1,2010,Chum FR,0.79312
2,2010,Chum FR,0.79312
3,2010,Chum FR,0.79312
4,2010,Chum FR,0.79312
5,2010,Chum FR,0.79312
6,2010,Chum FR,0.79312
8,2010,Chum FR,0.79312
1,2011,Chum FR,1.35582
2,2011,Chum FR,1.35582
3,2011,Chum FR,1.35582
4,2011,Chum FR,1.35582
5,2011,Chum FR,1.35582
6,2011,Chum FR,1.35582
8,2011,Chum FR,1.35582
1,2012,Chum FR,1.60041
2,2012,Chum FR,1.60041
3,2012,Chum FR,1.60041
4,2012,Chum FR,1.60041
5,2012,Chum FR,1.60041
6,2012,Chum FR,1.60041
8,2012,Chum FR,1.60041
1,2013,Chum FR,0.99947
2,2013,Chum FR,0.99947
3,2013,Chum FR,0.99947
4,2013,Chum FR,0.99947
5,2013,Chum FR,0.99947
6,2013,Chum FR,0.99947
8,2013,Chum FR,0.99947
1,2003,Chum southern,NA
2,2003,Chum southern,NA
3,2003,Chum southern,NA
4,2003,Chum southern,NA
5,2003,Chum southern,NA
6,2003,Chum southern,NA
8,2003,Chum southern,NA
1,2004,Chum southern,NA
2,2004,Chum southern,NA
3,2004,Chum southern,NA
4,2004,Chum southern,NA
5,2004,Chum southern,NA
6,2004,Chum southern,NA
8,2004,Chum southern,NA
1,2005,Chum southern,NA
2,2005,Chum southern,NA
3,2005,Chum southern,NA
4,2005,Chum southern,NA
5,2005,Chum southern,NA
6,2005,Chum southern,NA
8,2005,Chum southern,NA
1,2006,Chum southern,NA
2,2006,Chum southern,NA
3,2006,Chum southern,NA
4,2006,Chum southern,NA
5,2006,Chum southern,NA
6,2006,Chum southern,NA
8,2006,Chum southern,NA
1,2007,Chum southern,NA
2,2007,Chum southern,NA
3,2007,Chum southern,NA
4,2007,Chum southern,NA
5,2007,Chum southern,NA
6,2007,Chum southern,NA
8,2007,Chum southern,NA
1,2008,Chum southern,NA
2,2008,Chum southern,NA
3,2008,Chum southern,NA
4,2008,Chum southern,NA
5,2008,Chum southern,NA
6,2008,Chum southern,NA
8,2008,Chum southern,NA
1,2009,Chum southern,NA
2,2009,Chum southern,NA
3,2009,Chum southern,NA
4,2009,Chum southern,NA
5,2009,Chum southern,NA
6,2009,Chum southern,NA
8,2009,Chum southern,NA
1,2010,Chum southern,NA
2,2010,Chum southern,NA
3,2010,Chum southern,NA
4,2010,Chum southern,NA
5,2010,Chum southern,NA
6,2010,Chum southern,NA
8,2010,Chum southern,NA
1,2011,Chum southern,NA
2,2011,Chum southern,NA
3,2011,Chum southern,NA
4,2011,Chum southern,NA
5,2011,Chum southern,NA
6,2011,Chum southern,NA
8,2011,Chum southern,NA
1,2012,Chum southern,NA
2,2012,Chum southern,NA
3,2012,Chum southern,NA
4,2012,Chum southern,NA
5,2012,Chum southern,NA
6,2012,Chum southern,NA
8,2012,Chum southern,NA
1,2013,Chum southern,NA
2,2013,Chum southern,NA
3,2013,Chum southern,NA
4,2013,Chum southern,NA
5,2013,Chum southern,NA
6,2013,Chum southern,NA
8,2013,Chum southern,NA
1,2003,Chum JS,NA
2,2003,Chum JS,NA
3,2003,Chum JS,NA
4,2003,Chum JS,NA
5,2003,Chum JS,NA
6,2003,Chum JS,NA
8,2003,Chum JS,NA
1,2004,Chum JS,NA
2,2004,Chum JS,NA
3,2004,Chum JS,NA
4,2004,Chum JS,NA
5,2004,Chum JS,NA
6,2004,Chum JS,NA
8,2004,Chum JS,NA
1,2005,Chum JS,NA
2,2005,Chum JS,NA
3,2005,Chum JS,NA
4,2005,Chum JS,NA
5,2005,Chum JS,NA
6,2005,Chum JS,NA
8,2005,Chum JS,NA
1,2006,Chum JS,NA
2,2006,Chum JS,NA
3,2006,Chum JS,NA
4,2006,Chum JS,NA
5,2006,Chum JS,NA
6,2006,Chum JS,NA
8,2006,Chum JS,NA
1,2007,Chum JS,NA
2,2007,Chum JS,NA
3,2007,Chum JS,NA
4,2007,Chum JS,NA
5,2007,Chum JS,NA
6,2007,Chum JS,NA
8,2007,Chum JS,NA
1,2008,Chum JS,NA
2,2008,Chum JS,NA
3,2008,Chum JS,NA
4,2008,Chum JS,NA
5,2008,Chum JS,NA
6,2008,Chum JS,NA
8,2008,Chum JS,NA
1,2009,Chum JS,NA
2,2009,Chum JS,NA
3,2009,Chum JS,NA
4,2009,Chum JS,NA
