rgn_id,year,n_sources,prod,score,sources,values
1,2001,1,0.9948590274384542,0.9948590274384542,path,0.0051
1,2002,4,0.5831582399859844,0.8738695450240986,"nutr, chem, path, trash","0.0102, 0.1255, 0.005, 0.3228"
1,2003,4,0.5834389567309238,0.8739746903893295,"nutr, chem, path, trash","0.0098, 0.1255, 0.0049, 0.3228"
1,2004,4,0.5830989436422971,0.8738473301082905,"nutr, chem, path, trash","0.0104, 0.1256, 0.0048, 0.3228"
1,2005,4,0.5820185985158417,0.8734422902164551,"nutr, chem, path, trash","0.0124, 0.1256, 0.0047, 0.3228"
1,2006,4,0.5838005209515553,0.874110062121561,"nutr, chem, path, trash","0.0095, 0.1256, 0.0046, 0.3228"
1,2007,4,0.5791588252781946,0.8723673835862891,"nutr, chem, path, trash","0.0171, 0.1257, 0.0046, 0.3228"
1,2008,4,0.5836267495970366,0.8740450089734164,"nutr, chem, path, trash","0.0098, 0.1255, 0.0046, 0.3228"
1,2009,4,0.5838851432750495,0.874141736127245,"nutr, chem, path, trash","0.0094, 0.1255, 0.0046, 0.3228"
1,2010,4,0.5772028744884277,0.8716299032803502,"nutr, chem, path, trash","0.0202, 0.126, 0.0046, 0.3228"
1,2011,4,0.5810386409413103,0.8730743993292736,"nutr, chem, path, trash","0.0142, 0.1255, 0.0046, 0.3228"
1,2012,4,0.5822826023277857,0.8735413217943773,"nutr, chem, path, trash","0.012, 0.1256, 0.0046, 0.3228"
1,2013,4,0.5790731809770551,0.8723351310179331,"nutr, chem, path, trash","0.0175, 0.1256, 0.0046, 0.3228"
1,2014,1,0.9953363472199799,0.9953363472199799,path,0.0047
1,2015,1,0.9953111295363714,0.9953111295363714,path,0.0047
1,2016,1,0.9952859118527629,0.9952859118527629,path,0.0047
2,2001,1,0.9976859690684681,0.9976859690684681,path,0.0023
2,2002,4,0.6837041531355932,0.9093206516696503,"nutr, chem, path, trash","0.0043, 0.0757, 0.0023, 0.2554"
2,2003,4,0.684032418061709,0.9094297794065259,"nutr, chem, path, trash","0.0038, 0.0757, 0.0023, 0.2554"
2,2004,4,0.6846229268276018,0.9096259881238762,"nutr, chem, path, trash","0.003, 0.0757, 0.0023, 0.2554"
2,2005,4,0.6839560257184062,0.9094043871956426,"nutr, chem, path, trash","0.004, 0.0757, 0.0023, 0.2554"
2,2006,4,0.6836288916638332,0.9092956263588269,"nutr, chem, path, trash","0.0044, 0.0757, 0.0023, 0.2554"
2,2007,4,0.6830594645763014,0.9091062182692297,"nutr, chem, path, trash","0.0053, 0.0757, 0.0022, 0.2554"
2,2008,4,0.676742319794473,0.9069969652411405,"nutr, chem, path, trash","0.014, 0.0762, 0.0022, 0.2554"
2,2009,4,0.6807430759195442,0.9083344967906882,"nutr, chem, path, trash","0.0086, 0.0758, 0.0021, 0.2554"
2,2010,4,0.6848568158643352,0.9097036674883942,"nutr, chem, path, trash","0.0028, 0.0757, 0.0021, 0.2554"
2,2011,4,0.6845980842893478,0.9096177362362237,"nutr, chem, path, trash","0.0033, 0.0757, 0.002, 0.2554"
2,2012,4,0.6840530615140888,0.9094366407618457,"nutr, chem, path, trash","0.004, 0.0757, 0.002, 0.2554"
2,2013,4,0.6845701299958213,0.9096084504555779,"nutr, chem, path, trash","0.0033, 0.0757, 0.002, 0.2554"
2,2014,1,0.9979627082389947,0.9979627082389947,path,0.002
2,2015,1,0.997966644763592,0.997966644763592,path,0.002
2,2016,1,0.9979705812881894,0.9979705812881894,path,0.002
3,2001,1,0.9991625333163255,0.9991625333163255,path,8e-04
3,2002,4,0.5719607474359245,0.8696441027474805,"nutr, chem, path, trash","0.0126, 0.1212, 8e-04, 0.3403"
3,2003,4,0.5730740963348191,0.8700669951201428,"nutr, chem, path, trash","0.0107, 0.1211, 8e-04, 0.3403"
3,2004,4,0.5732976422780087,0.8701518320998517,"nutr, chem, path, trash","0.0103, 0.1212, 8e-04, 0.3403"
3,2005,4,0.5730201189411708,0.870046506666774,"nutr, chem, path, trash","0.0109, 0.1211, 7e-04, 0.3403"
3,2006,4,0.5744329307838002,0.8705822981213029,"nutr, chem, path, trash","0.0085, 0.1211, 7e-04, 0.3403"
3,2007,4,0.5741864729348465,0.8704889032448216,"nutr, chem, path, trash","0.0089, 0.1211, 7e-04, 0.3403"
3,2008,4,0.5741547744024942,0.8704768889457992,"nutr, chem, path, trash","0.0089, 0.1212, 7e-04, 0.3403"
3,2009,4,0.5738247987592994,0.8703517928438679,"nutr, chem, path, trash","0.0095, 0.1211, 7e-04, 0.3403"
3,2010,4,0.573612609072731,0.8702713217274174,"nutr, chem, path, trash","0.0097, 0.1212, 7e-04, 0.3403"
3,2011,4,0.5735346840390024,0.870241763722552,"nutr, chem, path, trash","0.0101, 0.1211, 7e-04, 0.3403"
3,2012,4,0.5727584444362241,0.8699471611205221,"nutr, chem, path, trash","0.0113, 0.1212, 7e-04, 0.3403"
3,2013,4,0.5723581235964006,0.8697951121645556,"nutr, chem, path, trash","0.0121, 0.1211, 7e-04, 0.3403"
3,2014,1,0.9992577421845528,0.9992577421845528,path,7e-04
3,2015,1,0.9992514934698343,0.9992514934698343,path,7e-04
3,2016,1,0.9992452447551159,0.9992452447551159,path,8e-04
4,2001,1,0.9959291822284144,0.9959291822284144,path,0.0041
4,2002,4,0.6256651737818015,0.8893761836288091,"nutr, chem, path, trash","0.0153, 0.155, 0.0041, 0.245"
4,2003,4,0.6270855505059806,0.8898805169670608,"nutr, chem, path, trash","0.0133, 0.1548, 0.0041, 0.245"
4,2004,4,0.6272644806028687,0.8899439889177542,"nutr, chem, path, trash","0.013, 0.1548, 0.0041, 0.245"
4,2005,4,0.6253140529132234,0.889251378744638,"nutr, chem, path, trash","0.016, 0.1549, 0.0041, 0.245"
4,2006,4,0.6287622476159509,0.8904747605959268,"nutr, chem, path, trash","0.0106, 0.1548, 0.0041, 0.245"
4,2007,4,0.6241209594730182,0.888826904058309,"nutr, chem, path, trash","0.0178, 0.1549, 0.0041, 0.245"
4,2008,4,0.6289252319144749,0.890532460982335,"nutr, chem, path, trash","0.0103, 0.1548, 0.0041, 0.245"
4,2009,4,0.6285993057334726,0.8904170640115311,"nutr, chem, path, trash","0.0109, 0.1548, 0.0041, 0.245"
4,2010,4,0.628083385273327,0.8902343061584116,"nutr, chem, path, trash","0.0116, 0.1549, 0.0041, 0.245"
4,2011,4,0.6258182564663842,0.8894305799774579,"nutr, chem, path, trash","0.0152, 0.1548, 0.0041, 0.245"
4,2012,4,0.6290121730096044,0.8905632356476761,"nutr, chem, path, trash","0.0102, 0.1548, 0.0041, 0.245"
4,2013,4,0.625892632187509,0.8894570050186315,"nutr, chem, path, trash","0.0151, 0.1548, 0.0041, 0.245"
4,2014,1,0.9958761204164799,0.9958761204164799,path,0.0041
4,2015,1,0.9958639000094439,0.9958639000094439,path,0.0041
4,2016,1,0.9958516796024078,0.9958516796024078,path,0.0041
5,2001,1,0.953649439796998,0.953649439796998,path,0.0464
5,2002,4,0.5355996671923949,0.8554804212640481,"nutr, chem, path, trash","0.0401, 0.2268, 0.0468, 0.243"
5,2003,4,0.5497078228725024,0.8610591366231453,"nutr, chem, path, trash","0.0151, 0.2261, 0.0473, 0.243"
5,2004,4,0.5510786951018212,0.8615954668885164,"nutr, chem, path, trash","0.0122, 0.2261, 0.0478, 0.243"
5,2005,4,0.5466589787451342,0.8598627224359514,"nutr, chem, path, trash","0.0194, 0.2262, 0.0483, 0.243"
5,2006,4,0.5515884480063681,0.8617946437613226,"nutr, chem, path, trash","0.0103, 0.2261, 0.0488, 0.243"
5,2007,4,0.5248770979696767,0.8511662715868612,"nutr, chem, path, trash","0.0565, 0.2272, 0.0492, 0.243"
5,2008,4,0.547874003081608,0.8603401153403101,"nutr, chem, path, trash","0.0159, 0.2262, 0.0496, 0.243"
5,2009,4,0.5429971238286091,0.8584191199535399,"nutr, chem, path, trash","0.0239, 0.2265, 0.05, 0.243"
5,2010,4,0.5304199973277962,0.8534045858520141,"nutr, chem, path, trash","0.0449, 0.2275, 0.0504, 0.243"
5,2011,4,0.5035578333044257,0.8423883247961175,"nutr, chem, path, trash","0.0924, 0.2279, 0.0508, 0.243"
5,2012,4,0.5410611287767453,0.8576529456425849,"nutr, chem, path, trash","0.0261, 0.2264, 0.0513, 0.243"
5,2013,4,0.5374167369670431,0.8562050734574724,"nutr, chem, path, trash","0.0322, 0.2263, 0.0519, 0.243"
5,2014,1,0.9475266379808421,0.9475266379808421,path,0.0525
5,2015,1,0.9469538964483953,0.9469538964483953,path,0.053
5,2016,1,0.9463811549159487,0.9463811549159487,path,0.0536
