year,rgn_id,nutr_pressure
2002,1,0.010181668032592035
2002,2,0.004278137225016911
2002,3,0.012562934523314627
2002,4,0.015313993827855253
2002,5,0.04005803274289088
2002,6,0.08066937382997841
2002,8,0.002109985002516622
2003,1,0.009813371613234574
2003,2,0.0038256700151250113
2003,3,0.010717663471719562
2003,4,0.013269463255001048
2003,5,0.015086308862126759
2003,6,0.06270059452723989
2003,8,0.0021245996993233935
2004,1,0.010446193282597367
2004,2,0.0029907993812781533
2004,3,0.010345374786597535
2004,4,0.01296536836688226
2004,5,0.012170251550638172
2004,6,0.05717427883747825
2004,8,0.0020950541941540082
2005,1,0.012359213020319053
2005,2,0.003960208447986299
2005,3,0.010871104440305089
2005,4,0.01597803179920938
2005,5,0.01944712203818834
2005,6,0.06282583286809058
2005,8,0.0021585961656495583
2006,1,0.009455492496665868
2006,2,0.004401648737529168
2006,3,0.008453242808293805
2006,4,0.010620823461645123
2006,5,0.010257532950988076
2006,6,0.05427940977093883
2006,8,0.0014890536992717683
2007,1,0.017136292038468184
2007,2,0.005274522994747057
2007,3,0.008918699701072006
2007,4,0.01780471216732833
2007,5,0.056456858111571424
2007,6,0.06839803334409038
2007,8,0.0020593897692457353
2008,1,0.009792971266044195
2008,2,0.014014261043569846
2008,3,0.00888171742582454
2008,4,0.010344084584662084
2008,5,0.015938535832620164
2008,6,0.05437422685081499
2008,8,0.0020023160129372043
2009,1,0.009430227699255295
2009,2,0.008607452154833292
2009,3,0.009512019756992507
2009,4,0.010928284267064145
2009,5,0.02394440143068443
2009,6,0.059769899656956484
2009,8,0.0022652089324925995
2010,1,0.02017221511990837
2010,2,0.002810268027376228
2010,3,0.009741599699904376
2010,4,0.011561057524276682
2010,5,0.04492311191933425
2010,6,0.06362718201792812
2010,8,0.0025937802589252454
2011,1,0.01424316499159685
2011,2,0.0032735688125264733
2011,3,0.010068990402856495
2011,4,0.015247934580858978
2011,5,0.09243201786386522
2011,6,0.07726687256407552
2011,8,0.002680548944358183
2012,1,0.012025032721151019
2012,2,0.004021015171443392
2012,3,0.011255904889437646
2012,4,0.010249716497840242
2012,5,0.026094351970373443
2012,6,0.053082740811684494
2012,8,0.0022042657899172344
2013,1,0.017453157952720566
2013,2,0.003325673941798194
2013,3,0.012058997885513553
2013,4,0.015137428595047495
2013,5,0.032179277754958116
2013,6,0.0648496747768669
2013,8,0.002644375376510566
