year,rgn_id,chem_score
2002,1.0,0.8744614926681017
2002,2.0,0.9242921850628232
2002,3.0,0.8788042043494864
2002,4.0,0.8450246848247861
2002,5.0,0.7732404750946623
2002,6.0,0.6606744120055424
2002,8.0,0.9059149770274346
2003,1.0,0.8744699678839496
2003,2.0,0.9243052568226661
2003,3.0,0.8788511278326335
2003,4.0,0.8451855341812419
2003,5.0,0.7738830240096315
2003,6.0,0.6611691522560703
2003,8.0,0.9059153546258657
2004,1.0,0.8744322036413004
2004,2.0,0.9243178425533192
2004,3.0,0.8788418974032418
2004,4.0,0.8451636021181461
2004,5.0,0.7739190365914921
2004,6.0,0.6612026541832672
2004,8.0,0.9059121914596788
2005,1.0,0.8744156528533251
2005,2.0,0.9243054933456004
2005,3.0,0.878862031646083
2005,4.0,0.8451124996073794
2005,5.0,0.7738058728063901
2005,6.0,0.6611708352483803
2005,8.0,0.9059124333416407
2006,1.0,0.8744346133770093
2006,2.0,0.9242623488850797
2006,3.0,0.8788592281005645
2006,4.0,0.8451688318976076
2006,5.0,0.7739308727031939
2006,6.0,0.6611960393391085
2006,8.0,0.9059142800183951
2007,1.0,0.8742511249611367
2007,2.0,0.9242644555769665
2007,3.0,0.8788960061923076
2007,4.0,0.8450715518305737
2007,5.0,0.7728311091191896
2007,6.0,0.661166526505538
2007,8.0,0.9059119084581753
2008,1.0,0.8744519865753744
2008,2.0,0.9237950703885892
2008,3.0,0.8788159661722987
2008,4.0,0.8451623358048301
2008,5.0,0.7737965641018734
2008,6.0,0.6610546815050482
2008,8.0,0.9059020218432269
2009,1.0,0.8745086360260509
2009,2.0,0.9241500258293158
2009,3.0,0.8788710882895278
2009,4.0,0.8452287008671954
2009,5.0,0.7735189714511743
2009,6.0,0.661452855803077
2009,8.0,0.905908925188324
2010,1.0,0.8739678317947678
2010,2.0,0.9242912500863157
2010,3.0,0.8787510521766604
2010,4.0,0.8450810423287176
2010,5.0,0.772519220765443
2010,6.0,0.660413577652724
2010,8.0,0.9058749842167824
2011,1.0,0.8744739884763905
2011,2.0,0.9243331369879619
2011,3.0,0.8789235294216742
2011,4.0,0.8451912840091613
2011,5.0,0.7721074589300064
2011,6.0,0.6615082412422965
2011,8.0,0.905916072162545
2012,1.0,0.8744008144408146
2012,2.0,0.9242867366804185
2012,3.0,0.878793117402977
2012,4.0,0.8452251794957895
2012,5.0,0.7735691201965841
2012,6.0,0.6615391386491153
2012,8.0,0.9059045754887461
2013,1.0,0.8744074924961092
2013,2.0,0.9243364225008897
2013,3.0,0.8788982621123378
2013,4.0,0.8452176283137259
2013,5.0,0.7736565770554
2013,6.0,0.661757929218635
2013,8.0,0.9059205835854474
