loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
49060,0.214018691588785,-0.1,107,90,iucn
49061,0.211009174311927,-0.108695652173913,109,92,iucn
49780,0.224074074074074,-0.0955056179775281,108,89,iucn
49781,0.215596330275229,-0.0888888888888889,109,90,iucn
49782,0.199056603773585,-0.1,106,90,iucn
50494,0.242727272727273,-0.104395604395604,110,91,iucn
50495,0.242201834862385,-0.111111111111111,109,90,iucn
50496,0.237614678899083,-0.105555555555556,109,90,iucn
50497,0.278260869565217,-0.0925925925925926,69,54,iucn
50498,0.230275229357798,-0.1,109,90,iucn
50499,0.226126126126126,-0.103260869565217,111,92,iucn
50500,0.219266055045872,-0.0833333333333333,109,90,iucn
51209,0.348936170212766,-0.0441176470588235,47,34,iucn
51210,0.332,-0.0285714285714286,50,35,iucn
51211,0.295,-0.0555555555555556,60,45,iucn
51212,0.283823529411765,-0.0588235294117647,68,51,iucn
51213,0.276056338028169,-0.0648148148148148,71,54,iucn
51214,0.238532110091743,-0.0944444444444444,109,90,iucn
51215,0.237735849056604,-0.102272727272727,106,88,iucn
51216,0.240566037735849,-0.102272727272727,106,88,iucn
51217,0.239047619047619,-0.0977011494252874,105,87,iucn
51218,0.28695652173913,-0.0925925925925926,69,54,iucn
51219,0.224545454545455,-0.104395604395604,110,91,iucn
51220,0.223214285714286,-0.0967741935483871,112,93,iucn
51223,0.201904761904762,-0.0852272727272727,105,88,iucn
51924,0.351111111111111,-0.09375,45,32,iucn
51925,0.351111111111111,-0.09375,45,32,iucn
51926,0.347826086956522,-0.106060606060606,46,33,iucn
51927,0.347826086956522,-0.106060606060606,46,33,iucn
51928,0.352173913043478,-0.0757575757575758,46,33,iucn
51929,0.34468085106383,-0.0735294117647059,47,34,iucn
51930,0.348936170212766,-0.0441176470588235,47,34,iucn
51931,0.328,-0.0416666666666667,50,36,iucn
51932,0.291935483870968,-0.0434782608695652,62,46,iucn
51933,0.274285714285714,-0.0648148148148148,70,54,iucn
51934,0.22803738317757,-0.0965909090909091,107,88,iucn
51935,0.232380952380952,-0.0977011494252874,105,87,iucn
51936,0.230769230769231,-0.0930232558139535,104,86,iucn
51937,0.22843137254902,-0.0833333333333333,102,84,iucn
51938,0.285294117647059,-0.0849056603773585,68,53,iucn
51939,0.22972972972973,-0.108695652173913,111,92,iucn
51940,0.222321428571429,-0.10752688172043,112,93,iucn
51941,0.214912280701754,-0.0904255319148936,114,94,iucn
51942,0.211607142857143,-0.0815217391304348,112,92,iucn
51943,0.209174311926606,-0.0879120879120879,109,91,iucn
52643,0.378947368421053,-0.0740740740740741,38,27,iucn
52644,0.374358974358974,-0.0535714285714286,39,28,iucn
52645,0.362790697674419,-0.0833333333333333,43,30,iucn
52646,0.355555555555556,-0.09375,45,32,iucn
52647,0.355555555555556,-0.09375,45,32,iucn
52648,0.355555555555556,-0.09375,45,32,iucn
52649,0.351111111111111,-0.09375,45,32,iucn
52650,0.34468085106383,-0.0735294117647059,47,34,iucn
52651,0.341666666666667,-0.0441176470588235,48,34,iucn
52652,0.303571428571429,-0.0595238095238095,56,42,iucn
52653,0.2921875,-0.0625,64,48,iucn
52654,0.276388888888889,-0.0803571428571429,72,56,iucn
52655,0.22803738317757,-0.0965909090909091,107,88,iucn
52656,0.232380952380952,-0.0977011494252874,105,87,iucn
52657,0.230769230769231,-0.0930232558139535,104,86,iucn
52658,0.276119402985075,-0.0769230769230769,67,52,iucn
52659,0.280281690140845,-0.0892857142857143,71,56,iucn
52660,0.228318584070796,-0.102150537634409,113,93,iucn
52661,0.222321428571429,-0.108695652173913,112,92,iucn
52662,0.209649122807018,-0.0851063829787234,114,94,iucn
52663,0.211607142857143,-0.0815217391304348,112,92,iucn
52664,0.208256880733945,-0.0879120879120879,109,91,iucn
53363,0.378947368421053,-0.0740740740740741,38,27,iucn
53364,0.378947368421053,-0.0740740740740741,38,27,iucn
53365,0.36,-0.0740740740740741,40,27,iucn
53366,0.35609756097561,-0.0535714285714286,41,28,iucn
53367,0.359090909090909,-0.0967741935483871,44,31,iucn
53368,0.355555555555556,-0.09375,45,32,iucn
53369,0.355555555555556,-0.09375,45,32,iucn
53370,0.359090909090909,-0.0806451612903226,44,31,iucn
53371,0.352173913043478,-0.0909090909090909,46,33,iucn
53372,0.342857142857143,-0.0571428571428571,49,35,iucn
53373,0.296551724137931,-0.0697674418604651,58,43,iucn
53374,0.280597014925373,-0.0588235294117647,67,51,iucn
53375,0.272602739726027,-0.087719298245614,73,57,iucn
53376,0.232380952380952,-0.0988372093023256,105,86,iucn
53377,0.236274509803922,-0.107142857142857,102,84,iucn
53378,0.24,-0.103658536585366,100,82,iucn
53379,0.275,-0.0849056603773585,68,53,iucn
53380,0.269014084507042,-0.0818181818181818,71,55,iucn
53381,0.226315789473684,-0.101063829787234,114,94,iucn
53382,0.218018018018018,-0.0934065934065934,111,91,iucn
53383,0.217857142857143,-0.0978260869565217,112,92,iucn
53384,0.210810810810811,-0.0879120879120879,111,91,iucn
53386,0.208256880733945,-0.0989010989010989,109,91,iucn
53387,0.201834862385321,-0.0989010989010989,109,91,iucn
54084,0.378947368421053,-0.0740740740740741,38,27,iucn
54085,0.36,-0.0740740740740741,40,27,iucn
54086,0.36,-0.0740740740740741,40,27,iucn
54087,0.35609756097561,-0.0892857142857143,41,28,iucn
54088,0.359090909090909,-0.0967741935483871,44,31,iucn
54089,0.359090909090909,-0.0967741935483871,44,31,iucn
54090,0.356521739130435,-0.106060606060606,46,33,iucn
54091,0.36,-0.09375,45,32,iucn
54092,0.352173913043478,-0.0909090909090909,46,33,iucn
54093,0.315384615384615,-0.105263157894737,52,38,iucn
54094,0.301754385964912,-0.0714285714285714,57,42,iucn
54095,0.284848484848485,-0.0686274509803922,66,51,iucn
54096,0.275675675675676,-0.0948275862068965,74,58,iucn
54097,0.232380952380952,-0.0988372093023256,105,86,iucn
54098,0.234653465346535,-0.102409638554217,101,83,iucn
54099,0.24,-0.103658536585366,100,82,iucn
54100,0.282608695652174,-0.0660377358490566,69,53,iucn
54101,0.272602739726027,-0.0701754385964912,73,57,iucn
54102,0.271830985915493,-0.0818181818181818,71,55,iucn
54103,0.218018018018018,-0.0934065934065934,111,91,iucn
54104,0.210344827586207,-0.09375,116,96,iucn
54105,0.208849557522124,-0.0913978494623656,113,93,iucn
54106,0.204464285714286,-0.0957446808510638,112,94,iucn
54107,0.206306306306306,-0.102150537634409,111,93,iucn
54805,0.378947368421053,-0.0740740740740741,38,27,iucn
54806,0.36,-0.0740740740740741,40,27,iucn
54807,0.35609756097561,-0.0892857142857143,41,28,iucn
54808,0.35609756097561,-0.0892857142857143,41,28,iucn
54809,0.363636363636364,-0.129032258064516,44,31,iucn
54810,0.36,-0.109375,45,32,iucn
54811,0.356521739130435,-0.106060606060606,46,33,iucn
54812,0.36,-0.09375,45,32,iucn
54813,0.352173913043478,-0.0909090909090909,46,33,iucn
54814,0.309433962264151,-0.0897435897435897,53,39,iucn
54815,0.301754385964912,-0.0714285714285714,57,42,iucn
54816,0.290625,-0.0612244897959184,64,49,iucn
54817,0.280281690140845,-0.0727272727272727,71,55,iucn
54818,0.24,-0.104651162790698,105,86,iucn
54819,0.279452054794521,-0.0803571428571429,73,56,iucn
54820,0.279452054794521,-0.0727272727272727,73,55,iucn
54821,0.282666666666667,-0.0789473684210526,75,57,iucn
54822,0.272727272727273,-0.076271186440678,77,59,iucn
54823,0.288,-0.0932203389830508,75,59,iucn
54824,0.225438596491228,-0.0904255319148936,114,94,iucn
54825,0.20695652173913,-0.0894736842105263,115,95,iucn
54826,0.202631578947368,-0.106382978723404,114,94,iucn
54827,0.204464285714286,-0.0957446808510638,112,94,iucn
55526,0.36,-0.0740740740740741,40,27,iucn
55527,0.36,-0.0740740740740741,40,27,iucn
55528,0.35609756097561,-0.0892857142857143,41,28,iucn
55529,0.357142857142857,-0.103448275862069,42,29,iucn
55530,0.363636363636364,-0.129032258064516,44,31,iucn
55531,0.363636363636364,-0.129032258064516,44,31,iucn
55532,0.356521739130435,-0.106060606060606,46,33,iucn
55533,0.36,-0.09375,45,32,iucn
55534,0.352173913043478,-0.0909090909090909,46,33,iucn
55535,0.315384615384615,-0.105263157894737,52,38,iucn
55536,0.305454545454545,-0.0975609756097561,55,41,iucn
55537,0.303333333333333,-0.0777777777777778,60,45,iucn
55538,0.292857142857143,-0.0925925925925926,70,54,iucn
55539,0.283561643835616,-0.087719298245614,73,57,iucn
55540,0.285333333333333,-0.0964912280701754,75,57,iucn
55541,0.286486486486487,-0.0803571428571429,74,56,iucn
55542,0.290909090909091,-0.076271186440678,77,59,iucn
55543,0.276923076923077,-0.0916666666666667,78,60,iucn
55544,0.228448275862069,-0.0885416666666667,116,96,iucn
55545,0.211764705882353,-0.086734693877551,119,98,iucn
55546,0.203389830508475,-0.103092783505155,118,97,iucn
55547,0.201694915254237,-0.108247422680412,118,97,iucn
55549,0.200877192982456,-0.0904255319148936,114,94,iucn
56247,0.370731707317073,-0.0892857142857143,41,28,iucn
56248,0.367441860465116,-0.116666666666667,43,30,iucn
56249,0.367441860465116,-0.116666666666667,43,30,iucn
56250,0.367441860465116,-0.116666666666667,43,30,iucn
56251,0.372727272727273,-0.129032258064516,44,31,iucn
56252,0.373333333333333,-0.140625,45,32,iucn
56253,0.365957446808511,-0.117647058823529,47,34,iucn
56254,0.369565217391304,-0.106060606060606,46,33,iucn
56255,0.361702127659574,-0.102941176470588,47,34,iucn
56256,0.351020408163265,-0.125,49,36,iucn
56257,0.312280701754386,-0.127906976744186,57,43,iucn
56258,0.320967741935484,-0.125,62,48,iucn
56259,0.307692307692308,-0.09,65,50,iucn
56260,0.298550724637681,-0.0849056603773585,69,53,iucn
