loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
49060,0.207476635514019,-0.1,107,90,iucn
49061,0.204587155963303,-0.108695652173913,109,92,iucn
49780,0.212037037037037,-0.0955056179775281,108,89,iucn
49781,0.209174311926606,-0.0888888888888889,109,90,iucn
49782,0.194339622641509,-0.1,106,90,iucn
50494,0.230909090909091,-0.104395604395604,110,91,iucn
50495,0.230275229357798,-0.111111111111111,109,90,iucn
50496,0.225688073394495,-0.105555555555556,109,90,iucn
50497,0.259420289855072,-0.0925925925925926,69,54,iucn
50498,0.218348623853211,-0.1,109,90,iucn
50499,0.214414414414414,-0.103260869565217,111,92,iucn
50500,0.212844036697248,-0.0833333333333333,109,90,iucn
51209,0.334042553191489,-0.0441176470588235,47,34,iucn
51210,0.318,-0.0285714285714286,50,35,iucn
51211,0.283333333333333,-0.0555555555555556,60,45,iucn
51212,0.273529411764706,-0.0588235294117647,68,51,iucn
51213,0.266197183098592,-0.0648148148148148,71,54,iucn
51214,0.232110091743119,-0.0944444444444444,109,90,iucn
51215,0.231132075471698,-0.102272727272727,106,88,iucn
51216,0.228301886792453,-0.102272727272727,106,88,iucn
51217,0.226666666666667,-0.0977011494252874,105,87,iucn
51218,0.268115942028986,-0.0925925925925926,69,54,iucn
51219,0.218181818181818,-0.104395604395604,110,91,iucn
51220,0.216964285714286,-0.0967741935483871,112,93,iucn
51223,0.197142857142857,-0.0852272727272727,105,88,iucn
51924,0.344444444444444,-0.09375,45,32,iucn
51925,0.344444444444444,-0.09375,45,32,iucn
51926,0.341304347826087,-0.106060606060606,46,33,iucn
51927,0.341304347826087,-0.106060606060606,46,33,iucn
51928,0.345652173913043,-0.0757575757575758,46,33,iucn
51929,0.338297872340426,-0.0735294117647059,47,34,iucn
51930,0.334042553191489,-0.0441176470588235,47,34,iucn
51931,0.314,-0.0416666666666667,50,36,iucn
51932,0.280645161290323,-0.0434782608695652,62,46,iucn
51933,0.264285714285714,-0.0648148148148148,70,54,iucn
51934,0.221495327102804,-0.0965909090909091,107,88,iucn
51935,0.225714285714286,-0.0977011494252874,105,87,iucn
51936,0.224038461538462,-0.0930232558139535,104,86,iucn
51937,0.22156862745098,-0.0833333333333333,102,84,iucn
51938,0.275,-0.0849056603773585,68,53,iucn
51939,0.223423423423423,-0.108695652173913,111,92,iucn
51940,0.216071428571429,-0.10752688172043,112,93,iucn
51941,0.208771929824561,-0.0904255319148936,114,94,iucn
51942,0.205357142857143,-0.0815217391304348,112,92,iucn
51943,0.202752293577982,-0.0879120879120879,109,91,iucn
52643,0.376315789473684,-0.0740740740740741,38,27,iucn
52644,0.371794871794872,-0.0535714285714286,39,28,iucn
52645,0.355813953488372,-0.0833333333333333,43,30,iucn
52646,0.348888888888889,-0.09375,45,32,iucn
52647,0.348888888888889,-0.09375,45,32,iucn
52648,0.348888888888889,-0.09375,45,32,iucn
52649,0.344444444444444,-0.09375,45,32,iucn
52650,0.338297872340426,-0.0735294117647059,47,34,iucn
52651,0.327083333333333,-0.0441176470588235,48,34,iucn
52652,0.291071428571429,-0.0595238095238095,56,42,iucn
52653,0.28125,-0.0625,64,48,iucn
52654,0.266666666666667,-0.0803571428571429,72,56,iucn
52655,0.221495327102804,-0.0965909090909091,107,88,iucn
52656,0.225714285714286,-0.0977011494252874,105,87,iucn
52657,0.224038461538462,-0.0930232558139535,104,86,iucn
52658,0.265671641791045,-0.0769230769230769,67,52,iucn
52659,0.270422535211268,-0.0892857142857143,71,56,iucn
52660,0.22212389380531,-0.102150537634409,113,93,iucn
52661,0.216071428571429,-0.108695652173913,112,92,iucn
52662,0.203508771929825,-0.0851063829787234,114,94,iucn
52663,0.205357142857143,-0.0815217391304348,112,92,iucn
52664,0.201834862385321,-0.0879120879120879,109,91,iucn
53363,0.376315789473684,-0.0740740740740741,38,27,iucn
53364,0.376315789473684,-0.0740740740740741,38,27,iucn
53365,0.3575,-0.0740740740740741,40,27,iucn
53366,0.353658536585366,-0.0535714285714286,41,28,iucn
53367,0.352272727272727,-0.0967741935483871,44,31,iucn
53368,0.348888888888889,-0.09375,45,32,iucn
53369,0.348888888888889,-0.09375,45,32,iucn
53370,0.352272727272727,-0.0806451612903226,44,31,iucn
53371,0.345652173913043,-0.0909090909090909,46,33,iucn
53372,0.328571428571429,-0.0571428571428571,49,35,iucn
53373,0.28448275862069,-0.0697674418604651,58,43,iucn
53374,0.270149253731343,-0.0588235294117647,67,51,iucn
53375,0.263013698630137,-0.087719298245614,73,57,iucn
53376,0.225714285714286,-0.0988372093023256,105,86,iucn
53377,0.229411764705882,-0.107142857142857,102,84,iucn
53378,0.233,-0.103658536585366,100,82,iucn
53379,0.264705882352941,-0.0849056603773585,68,53,iucn
53380,0.259154929577465,-0.0818181818181818,71,55,iucn
53381,0.220175438596491,-0.101063829787234,114,94,iucn
53382,0.211711711711712,-0.0934065934065934,111,91,iucn
53383,0.211607142857143,-0.0978260869565217,112,92,iucn
53384,0.204504504504504,-0.0879120879120879,111,91,iucn
53386,0.201834862385321,-0.0989010989010989,109,91,iucn
53387,0.195412844036697,-0.0989010989010989,109,91,iucn
54084,0.376315789473684,-0.0740740740740741,38,27,iucn
54085,0.3575,-0.0740740740740741,40,27,iucn
54086,0.3575,-0.0740740740740741,40,27,iucn
54087,0.353658536585366,-0.0892857142857143,41,28,iucn
54088,0.352272727272727,-0.0967741935483871,44,31,iucn
54089,0.352272727272727,-0.0967741935483871,44,31,iucn
54090,0.35,-0.106060606060606,46,33,iucn
54091,0.353333333333333,-0.09375,45,32,iucn
54092,0.345652173913043,-0.0909090909090909,46,33,iucn
54093,0.309615384615385,-0.105263157894737,52,38,iucn
54094,0.289473684210526,-0.0714285714285714,57,42,iucn
54095,0.274242424242424,-0.0686274509803922,66,51,iucn
54096,0.266216216216216,-0.0948275862068965,74,58,iucn
54097,0.225714285714286,-0.0988372093023256,105,86,iucn
54098,0.227722772277228,-0.102409638554217,101,83,iucn
54099,0.233,-0.103658536585366,100,82,iucn
54100,0.272463768115942,-0.0660377358490566,69,53,iucn
54101,0.263013698630137,-0.0701754385964912,73,57,iucn
54102,0.261971830985915,-0.0818181818181818,71,55,iucn
54103,0.211711711711712,-0.0934065934065934,111,91,iucn
54104,0.204310344827586,-0.09375,116,96,iucn
54105,0.202654867256637,-0.0913978494623656,113,93,iucn
54106,0.198214285714286,-0.0957446808510638,112,94,iucn
54107,0.2,-0.102150537634409,111,93,iucn
54805,0.376315789473684,-0.0740740740740741,38,27,iucn
54806,0.3575,-0.0740740740740741,40,27,iucn
54807,0.353658536585366,-0.0892857142857143,41,28,iucn
54808,0.353658536585366,-0.0892857142857143,41,28,iucn
54809,0.356818181818182,-0.129032258064516,44,31,iucn
54810,0.353333333333333,-0.109375,45,32,iucn
54811,0.35,-0.106060606060606,46,33,iucn
54812,0.353333333333333,-0.09375,45,32,iucn
54813,0.345652173913043,-0.0909090909090909,46,33,iucn
54814,0.30377358490566,-0.0897435897435897,53,39,iucn
54815,0.289473684210526,-0.0714285714285714,57,42,iucn
54816,0.2796875,-0.0612244897959184,64,49,iucn
54817,0.270422535211268,-0.0727272727272727,71,55,iucn
54818,0.233333333333333,-0.104651162790698,105,86,iucn
54819,0.26986301369863,-0.0803571428571429,73,56,iucn
54820,0.26986301369863,-0.0727272727272727,73,55,iucn
54821,0.273333333333333,-0.0789473684210526,75,57,iucn
54822,0.263636363636364,-0.076271186440678,77,59,iucn
54823,0.278666666666667,-0.0932203389830508,75,59,iucn
54824,0.219298245614035,-0.0904255319148936,114,94,iucn
54825,0.200869565217391,-0.0894736842105263,115,95,iucn
54826,0.196491228070175,-0.106382978723404,114,94,iucn
54827,0.198214285714286,-0.0957446808510638,112,94,iucn
55526,0.3575,-0.0740740740740741,40,27,iucn
55527,0.3575,-0.0740740740740741,40,27,iucn
55528,0.353658536585366,-0.0892857142857143,41,28,iucn
55529,0.354761904761905,-0.103448275862069,42,29,iucn
55530,0.356818181818182,-0.129032258064516,44,31,iucn
55531,0.356818181818182,-0.129032258064516,44,31,iucn
55532,0.35,-0.106060606060606,46,33,iucn
55533,0.353333333333333,-0.09375,45,32,iucn
55534,0.345652173913043,-0.0909090909090909,46,33,iucn
55535,0.309615384615385,-0.105263157894737,52,38,iucn
55536,0.3,-0.0975609756097561,55,41,iucn
55537,0.291666666666667,-0.0777777777777778,60,45,iucn
55538,0.282857142857143,-0.0925925925925926,70,54,iucn
55539,0.273972602739726,-0.087719298245614,73,57,iucn
55540,0.276,-0.0964912280701754,75,57,iucn
55541,0.277027027027027,-0.0803571428571429,74,56,iucn
55542,0.281818181818182,-0.076271186440678,77,59,iucn
55543,0.267948717948718,-0.0916666666666667,78,60,iucn
55544,0.222413793103448,-0.0885416666666667,116,96,iucn
55545,0.205882352941176,-0.086734693877551,119,98,iucn
55546,0.197457627118644,-0.103092783505155,118,97,iucn
55547,0.195762711864407,-0.108247422680412,118,97,iucn
