loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
49060,0.157446808510638,-0.125,47,20,aquamaps
49061,0.14468085106383,-0.131578947368421,47,19,aquamaps
49780,0.0863685932388222,-0.1,131,35,aquamaps
49781,0.0796400449943757,-0.102941176470588,127,34,aquamaps
50494,0.0744773519163763,-0.102564102564103,164,39,aquamaps
50495,0.0727024567788899,-0.0810810810810811,157,37,aquamaps
50496,0.0854145854145854,-0.105263157894737,143,38,aquamaps
50497,0.0805194805194805,-0.105263157894737,143,38,aquamaps
50498,0.0822448979591837,-0.105263157894737,140,38,aquamaps
50499,0.0868303571428571,-0.111111111111111,128,36,aquamaps
50500,0.0829424307036247,-0.105263157894737,134,38,aquamaps
51209,0.0206896551724138,-0.125,116,16,aquamaps
51210,0.0206896551724138,-0.125,116,16,aquamaps
51211,0.0227642276422764,-0.117647058823529,123,17,aquamaps
51212,0.023448275862069,-0.105263157894737,145,19,aquamaps
51213,0.0375722543352601,-0.103448275862069,173,29,aquamaps
51214,0.0703231292517007,-0.102564102564103,168,39,aquamaps
51215,0.0735800344234079,-0.102564102564103,166,39,aquamaps
51216,0.0830903790087464,-0.105263157894737,147,38,aquamaps
51217,0.0848214285714286,-0.105263157894737,144,38,aquamaps
51218,0.0854145854145854,-0.105263157894737,143,38,aquamaps
51219,0.0872448979591837,-0.105263157894737,140,38,aquamaps
51220,0.093956043956044,-0.111111111111111,130,36,aquamaps
51223,0.128571428571429,-0.136363636363636,35,11,aquamaps
51924,0.0201680672268908,-0.125,119,16,aquamaps
51925,0.0206896551724138,-0.125,116,16,aquamaps
51926,0.019672131147541,-0.117647058823529,122,17,aquamaps
51927,0.022972972972973,-0.105263157894737,148,19,aquamaps
51928,0.0223684210526316,-0.1,152,20,aquamaps
51929,0.0225165562913907,-0.1,151,20,aquamaps
51930,0.0225806451612903,-0.111111111111111,124,18,aquamaps
51931,0.0235294117647059,-0.138888888888889,119,18,aquamaps
51932,0.0251968503937008,-0.131578947368421,127,19,aquamaps
51933,0.0263473053892216,-0.111111111111111,167,27,aquamaps
51934,0.0551414768806073,-0.107142857142857,207,42,aquamaps
51935,0.0824463118580766,-0.121621621621622,153,37,aquamaps
