loiczid,weighted_mean_cat,weighted_mean_trend
49060,0.229670142857143,-0.0895524776119403
49061,0.227368536842105,-0.0942026666666667
49780,0.195744914893617,-0.111764847058824
49781,0.204511082706767,-0.108433734939759
49782,0.270588,0
50494,0.177018459627329,-0.109195517241379
50495,0.177419561290323,-0.0941174588235294
50496,0.188741463576159,-0.114942528735632
50497,0.189115755102041,-0.116279069767442
50498,0.190411164383562,-0.116279069767442
50499,0.198550666666667,-0.111764847058824
50500,0.194325836879433,-0.110465372093023
51209,0.234782956521739,-0.095238
51210,0.225,-0.06818175
51211,0.196491035087719,-0.0714285714285714
51212,0.183561410958904,-0.060606
51213,0.185965052631579,-0.0727272
51214,0.173780140243902,-0.107954659090909
51215,0.177018975155279,-0.107954659090909
51216,0.186274555555556,-0.114942528735632
51217,0.188741463576159,-0.114942528735632
51218,0.193835993150685,-0.117646941176471
51219,0.192567527027027,-0.116279069767442
51220,0.193877142857143,-0.114942528735632
51223,0.214117564705882,-0.079365
51924,0.230434652173913,-0.131578842105263
51925,0.235555555555556,-0.131578842105263
51926,0.2250000625,-0.142857147619048
51927,0.196609983050847,-0.142857147619048
51928,0.190476015873016,-0.108695582608696
51929,0.190476031746032,-0.1041665625
51930,0.21999992,-0.0909090909090909
51931,0.228571265306122,-0.0869565434782609
51932,0.203278672131148,-0.0645162258064516
51933,0.167816034482759,-0.0789472236842105
51934,0.166272284023669,-0.106741768539326
51935,0.178394814814815,-0.112359438202247
51936,0.188888666666667,-0.119317840909091
51937,0.187499697368421,-0.114942528735632
51938,0.193877387755102,-0.116279069767442
51939,0.188816171052632,-0.116279069767442
51940,0.178260577639752,-0.107954659090909
51941,0.181645860759494,-0.114942528735632
51942,0.17531629113924,-0.0999998117647059
51943,0.184177506329114,-0.117977191011236
52643,0.252380785714286,-0.111111
52644,0.252380785714286,-0.111111
52645,0.240908931818182,-0.111111
52646,0.24,-0.131578842105263
52647,0.23478247826087,-0.131578842105263
52648,0.196609966101695,-0.125
52649,0.188118821782178,-0.116279072093023
52650,0.196720950819672,-0.108695630434783
52651,0.218181763636364,-0.108695782608696
52652,0.1906253125,-0.107142985714286
52653,0.199999838709677,-0.0645162258064516
52654,0.164285867346939,-0.07142875
52655,0.1652942,-0.106741768539326
52656,0.175151721212121,-0.111111311111111
52657,0.174846257668712,-0.106741280898876
52658,0.175373044776119,-0.08593725
52659,0.17937478125,-0.109195517241379
52660,0.179375025,-0.109195517241379
52661,0.185235241610738,-0.110465372093023
52662,0.182802630573248,-0.113636363636364
52663,0.207376967213115,-0.111111296296296
52664,0.208333333333333,-0.101351351351351
53363,0.252380785714286,-0.111111
53364,0.252380785714286,-0.111111
53365,0.235555266666667,-0.111111
53366,0.235555266666667,-0.111111
53367,0.24,-0.131578842105263
53368,0.24,-0.131578842105263
53369,0.238298021276596,-0.15
53370,0.243478347826087,-0.15
53371,0.238297978723404,-0.142857119047619
53372,0.233333270833333,-0.113636363636364
53373,0.206779508474576,-0.107142985714286
53374,0.20634880952381,-0.062500109375
53375,0.1888885,-0.062500109375
53376,0.167455331360947,-0.103448383908046
53377,0.1735296,-0.111111311111111
53378,0.180981742331288,-0.11363625
53379,0.18257575,-0.0923077692307692
53380,0.190000266666667,-0.0952377936507937
53381,0.18187496875,-0.119317840909091
53382,0.175627437275986,-0.137254509803922
53383,0.186792748427673,-0.119317840909091
53384,0.182208435582822,-0.117977191011236
53386,0.213333257142857,-0.0958903150684932
53387,0.258824,0.0227273
54084,0.264999775,-0.111111
54085,0.252380738095238,-0.111111
54086,0.240908931818182,-0.111111
54087,0.245454727272727,-0.131578842105263
54088,0.23478247826087,-0.131578842105263
54089,0.243478347826087,-0.15
54090,0.248888888888889,-0.15
54091,0.243478347826087,-0.15
54092,0.196721327868852,-0.130434586956522
54093,0.193939,-0.148148259259259
54094,0.206779508474576,-0.107142985714286
54095,0.216949,-0.0645161451612903
54096,0.20312471875,-0.062500109375
54097,0.167455331360947,-0.103448383908046
54098,0.172514426900585,-0.111111311111111
