loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
49060,0.21214953271028,-0.1,107,90,iucn
49061,0.209174311926606,-0.108695652173913,109,92,iucn
49780,0.222222222222222,-0.0955056179775281,108,89,iucn
49781,0.213761467889908,-0.0888888888888889,109,90,iucn
49782,0.197169811320755,-0.1,106,90,iucn
50494,0.240909090909091,-0.104395604395604,110,91,iucn
50495,0.240366972477064,-0.111111111111111,109,90,iucn
50496,0.235779816513761,-0.105555555555556,109,90,iucn
50497,0.27536231884058,-0.0925925925925926,69,54,iucn
50498,0.228440366972477,-0.1,109,90,iucn
50499,0.224324324324324,-0.103260869565217,111,92,iucn
50500,0.21743119266055,-0.0833333333333333,109,90,iucn
51209,0.34468085106383,-0.0441176470588235,47,34,iucn
51210,0.328,-0.0285714285714286,50,35,iucn
51211,0.291666666666667,-0.0555555555555556,60,45,iucn
51212,0.280882352941176,-0.0588235294117647,68,51,iucn
51213,0.273239436619718,-0.0648148148148148,71,54,iucn
51214,0.236697247706422,-0.0944444444444444,109,90,iucn
51215,0.235849056603774,-0.102272727272727,106,88,iucn
51216,0.238679245283019,-0.102272727272727,106,88,iucn
51217,0.237142857142857,-0.0977011494252874,105,87,iucn
51218,0.284057971014493,-0.0925925925925926,69,54,iucn
51219,0.222727272727273,-0.104395604395604,110,91,iucn
51220,0.221428571428571,-0.0967741935483871,112,93,iucn
51223,0.2,-0.0852272727272727,105,88,iucn
51924,0.346666666666667,-0.09375,45,32,iucn
51925,0.346666666666667,-0.09375,45,32,iucn
51926,0.343478260869565,-0.106060606060606,46,33,iucn
51927,0.343478260869565,-0.106060606060606,46,33,iucn
51928,0.347826086956522,-0.0757575757575758,46,33,iucn
51929,0.340425531914894,-0.0735294117647059,47,34,iucn
51930,0.34468085106383,-0.0441176470588235,47,34,iucn
51931,0.324,-0.0416666666666667,50,36,iucn
51932,0.288709677419355,-0.0434782608695652,62,46,iucn
51933,0.271428571428571,-0.0648148148148148,70,54,iucn
51934,0.226168224299065,-0.0965909090909091,107,88,iucn
51935,0.23047619047619,-0.0977011494252874,105,87,iucn
51936,0.228846153846154,-0.0930232558139535,104,86,iucn
51937,0.226470588235294,-0.0833333333333333,102,84,iucn
51938,0.282352941176471,-0.0849056603773585,68,53,iucn
51939,0.227927927927928,-0.108695652173913,111,92,iucn
51940,0.220535714285714,-0.10752688172043,112,93,iucn
51941,0.213157894736842,-0.0904255319148936,114,94,iucn
51942,0.209821428571429,-0.0815217391304348,112,92,iucn
51943,0.207339449541284,-0.0879120879120879,109,91,iucn
52643,0.378947368421053,-0.0740740740740741,38,27,iucn
52644,0.374358974358974,-0.0535714285714286,39,28,iucn
52645,0.358139534883721,-0.0833333333333333,43,30,iucn
52646,0.351111111111111,-0.09375,45,32,iucn
52647,0.351111111111111,-0.09375,45,32,iucn
52648,0.351111111111111,-0.09375,45,32,iucn
52649,0.346666666666667,-0.09375,45,32,iucn
52650,0.340425531914894,-0.0735294117647059,47,34,iucn
52651,0.3375,-0.0441176470588235,48,34,iucn
52652,0.3,-0.0595238095238095,56,42,iucn
52653,0.2890625,-0.0625,64,48,iucn
52654,0.273611111111111,-0.0803571428571429,72,56,iucn
52655,0.226168224299065,-0.0965909090909091,107,88,iucn
52656,0.23047619047619,-0.0977011494252874,105,87,iucn
52657,0.228846153846154,-0.0930232558139535,104,86,iucn
52658,0.273134328358209,-0.0769230769230769,67,52,iucn
52659,0.277464788732394,-0.0892857142857143,71,56,iucn
52660,0.226548672566372,-0.102150537634409,113,93,iucn
52661,0.220535714285714,-0.108695652173913,112,92,iucn
52662,0.207894736842105,-0.0851063829787234,114,94,iucn
52663,0.209821428571429,-0.0815217391304348,112,92,iucn
52664,0.206422018348624,-0.0879120879120879,109,91,iucn
53363,0.378947368421053,-0.0740740740740741,38,27,iucn
53364,0.378947368421053,-0.0740740740740741,38,27,iucn
53365,0.36,-0.0740740740740741,40,27,iucn
53366,0.35609756097561,-0.0535714285714286,41,28,iucn
53367,0.354545454545455,-0.0967741935483871,44,31,iucn
53368,0.351111111111111,-0.09375,45,32,iucn
53369,0.351111111111111,-0.09375,45,32,iucn
53370,0.354545454545455,-0.0806451612903226,44,31,iucn
53371,0.347826086956522,-0.0909090909090909,46,33,iucn
