loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
54089,0.342857142857143,-0.111111111111111,21,9,iucn
54090,0.342857142857143,-0.111111111111111,21,9,iucn
54091,0.342857142857143,-0.111111111111111,21,9,iucn
54092,0.327272727272727,-0.1,22,10,iucn
54093,0.264285714285714,-0.133333333333333,28,15,iucn
54094,0.246666666666667,-0.0625,30,16,iucn
54095,0.236363636363636,-0.0263157894736842,33,19,iucn
54096,0.236363636363636,-0.0263157894736842,66,38,iucn
54097,0.229411764705882,-0.025,68,40,iucn
54098,0.248484848484849,-0.025,33,20,iucn
54099,0.25625,-0.0263157894736842,32,19,iucn
54100,0.248484848484849,-0.0263157894736842,99,57,iucn
54101,0.241176470588235,-0.025,102,60,iucn
54102,0.241176470588235,-0.025,68,40,iucn
54103,0.241176470588235,-0.025,68,40,iucn
54104,0.234285714285714,-0.0238095238095238,35,21,iucn
54105,0.233333333333333,-0.0227272727272727,36,22,iucn
54106,0.233333333333333,-0.0227272727272727,36,22,iucn
54107,0.233333333333333,-0.0227272727272727,36,22,iucn
54805,0.388235294117647,0,17,7,iucn
54806,0.347368421052632,0,19,7,iucn
54807,0.34,-0.0625,20,8,iucn
54808,0.34,-0.0625,20,8,iucn
54809,0.342857142857143,-0.111111111111111,21,9,iucn
54810,0.342857142857143,-0.111111111111111,21,9,iucn
54811,0.342857142857143,-0.111111111111111,21,9,iucn
54812,0.342857142857143,-0.111111111111111,21,9,iucn
54813,0.327272727272727,-0.1,22,10,iucn
54814,0.264285714285714,-0.133333333333333,28,15,iucn
54815,0.246666666666667,-0.0625,30,16,iucn
54816,0.24375,-0.0277777777777778,32,18,iucn
54817,0.236363636363636,-0.0263157894736842,66,38,iucn
54818,0.236363636363636,-0.0263157894736842,66,38,iucn
54819,0.241176470588235,-0.0263157894736842,68,38,iucn
54820,0.234285714285714,-0.0263157894736842,35,19,iucn
54821,0.227777777777778,-0.025,72,40,iucn
54822,0.227777777777778,-0.025,36,20,iucn
54823,0.241176470588235,-0.025,34,20,iucn
54824,0.24,-0.0238095238095238,35,21,iucn
54825,0.233333333333333,-0.0227272727272727,36,22,iucn
54826,0.233333333333333,-0.0227272727272727,36,22,iucn
54827,0.233333333333333,-0.0227272727272727,36,22,iucn
55526,0.347368421052632,0,19,7,iucn
55527,0.347368421052632,0,19,7,iucn
55528,0.34,-0.0625,20,8,iucn
55529,0.34,-0.0625,20,8,iucn
55530,0.342857142857143,-0.111111111111111,21,9,iucn
55531,0.342857142857143,-0.111111111111111,21,9,iucn
55532,0.342857142857143,-0.111111111111111,21,9,iucn
55533,0.342857142857143,-0.111111111111111,21,9,iucn
55534,0.327272727272727,-0.1,22,10,iucn
55535,0.264285714285714,-0.133333333333333,28,15,iucn
55536,0.264285714285714,-0.133333333333333,28,15,iucn
55537,0.238709677419355,-0.0294117647058824,31,17,iucn
55538,0.236363636363636,-0.0263157894736842,33,19,iucn
55539,0.236363636363636,-0.0263157894736842,66,38,iucn
55540,0.234285714285714,-0.0263157894736842,105,57,iucn
55541,0.227777777777778,-0.025,72,40,iucn
55542,0.227777777777778,-0.025,36,20,iucn
55543,0.227777777777778,-0.025,72,40,iucn
55544,0.24,-0.0238095238095238,70,42,iucn
55545,0.233333333333333,-0.0227272727272727,72,44,iucn
55546,0.233333333333333,-0.0227272727272727,36,22,iucn
55547,0.233333333333333,-0.0227272727272727,36,22,iucn
55549,0.227777777777778,0,36,21,iucn
56247,0.37,-0.0625,20,8,iucn
56248,0.361904761904762,-0.111111111111111,21,9,iucn
56249,0.361904761904762,-0.111111111111111,21,9,iucn
56250,0.361904761904762,-0.111111111111111,21,9,iucn
56251,0.363636363636364,-0.15,22,10,iucn
56252,0.363636363636364,-0.15,22,10,iucn
56253,0.363636363636364,-0.15,22,10,iucn
56254,0.363636363636364,-0.15,22,10,iucn
56255,0.347826086956522,-0.136363636363636,23,11,iucn
56256,0.333333333333333,-0.166666666666667,24,12,iucn
56257,0.282758620689655,-0.15625,29,16,iucn
56258,0.273333333333333,-0.0882352941176471,30,17,iucn
56259,0.264516129032258,-0.0555555555555556,31,18,iucn
56260,0.252941176470588,-0.05,34,20,iucn
56261,0.238888888888889,-0.0476190476190476,72,42,iucn
56262,0.243243243243243,-0.0476190476190476,111,63,iucn
56263,0.243243243243243,-0.0476190476190476,74,42,iucn
56264,0.259459459459459,-0.0652173913043478,37,23,iucn
56265,0.255555555555556,-0.0454545454545455,36,22,iucn
56266,0.248648648648649,-0.0434782608695652,37,23,iucn
56267,0.242105263157895,-0.0434782608695652,38,23,iucn
56268,0.242105263157895,-0.0434782608695652,38,23,iucn
56269,0.242105263157895,-0.0434782608695652,38,23,iucn
56270,0.248648648648649,-0.0434782608695652,37,23,iucn
56271,0.251428571428571,-0.0238095238095238,35,21,iucn
56968,0.361904761904762,-0.111111111111111,21,9,iucn
56969,0.361904761904762,-0.111111111111111,21,9,iucn
56970,0.361904761904762,-0.111111111111111,21,9,iucn
56971,0.361904761904762,-0.111111111111111,21,9,iucn
56972,0.363636363636364,-0.15,22,10,iucn
56973,0.363636363636364,-0.15,22,10,iucn
56974,0.363636363636364,-0.15,22,10,iucn
56975,0.363636363636364,-0.15,22,10,iucn
56976,0.363636363636364,-0.15,22,10,iucn
56977,0.333333333333333,-0.166666666666667,24,12,iucn
56978,0.32,-0.166666666666667,25,12,iucn
56979,0.323076923076923,-0.115384615384615,26,13,iucn
56980,0.285714285714286,-0.0357142857142857,28,14,iucn
56981,0.234285714285714,-0.05,35,20,iucn
56982,0.243243243243243,-0.0681818181818182,37,22,iucn
56983,0.242105263157895,-0.0652173913043478,76,46,iucn
56984,0.246153846153846,-0.0652173913043478,78,46,iucn
56985,0.259459459459459,-0.0652173913043478,74,46,iucn
56986,0.252631578947368,-0.0652173913043478,38,23,iucn
56988,0.248648648648649,-0.0454545454545455,37,22,iucn
56989,0.242105263157895,-0.0434782608695652,38,23,iucn
56990,0.248648648648649,-0.0434782608695652,74,46,iucn
56991,0.255555555555556,-0.0434782608695652,36,23,iucn
56992,0.254545454545455,-0.0238095238095238,33,21,iucn
56993,0.247058823529412,0,34,22,iucn
57690,0.361904761904762,-0.111111111111111,21,9,iucn
57691,0.361904761904762,-0.111111111111111,21,9,iucn
57692,0.361904761904762,-0.111111111111111,21,9,iucn
57693,0.363636363636364,-0.15,22,10,iucn
57694,0.363636363636364,-0.15,22,10,iucn
57695,0.363636363636364,-0.15,22,10,iucn
57696,0.363636363636364,-0.15,22,10,iucn
57697,0.363636363636364,-0.15,22,10,iucn
57698,0.333333333333333,-0.166666666666667,24,12,iucn
57699,0.333333333333333,-0.166666666666667,24,12,iucn
57700,0.323076923076923,-0.115384615384615,26,13,iucn
57701,0.289655172413793,-0.1,29,15,iucn
57702,0.245714285714286,-0.075,35,20,iucn
57703,0.236842105263158,-0.0681818181818182,76,44,iucn
57704,0.241025641025641,-0.0652173913043478,117,69,iucn
57705,0.239024390243902,-0.0652173913043478,82,46,iucn
57706,0.251282051282051,-0.0652173913043478,39,23,iucn
57707,0.257894736842105,-0.0652173913043478,38,23,iucn
57708,0.261111111111111,-0.0454545454545455,36,22,iucn
57710,0.262857142857143,-0.0454545454545455,35,22,iucn
57711,0.248648648648649,-0.0208333333333333,37,24,iucn
57712,0.244444444444444,-0.0208333333333333,36,24,iucn
57713,0.247058823529412,0,34,22,iucn
57714,0.247058823529412,0,34,22,iucn
58411,0.39,-0.111111111111111,20,9,iucn
58412,0.354545454545455,-0.111111111111111,22,9,iucn
58413,0.354545454545455,-0.111111111111111,22,9,iucn
58414,0.356521739130435,-0.15,23,10,iucn
58415,0.356521739130435,-0.15,23,10,iucn
58416,0.356521739130435,-0.15,23,10,iucn
58417,0.356521739130435,-0.15,23,10,iucn
58418,0.356521739130435,-0.15,23,10,iucn
58419,0.328,-0.166666666666667,25,12,iucn
58420,0.328,-0.166666666666667,25,12,iucn
58421,0.307142857142857,-0.107142857142857,28,14,iucn
58422,0.296551724137931,-0.107142857142857,29,14,iucn
58423,0.247368421052632,-0.0909090909090909,38,22,iucn
58424,0.230769230769231,-0.0681818181818182,39,22,iucn
58425,0.235,-0.0652173913043478,80,46,iucn
58426,0.235,-0.0652173913043478,40,23,iucn
58427,0.251282051282051,-0.0652173913043478,39,23,iucn
58428,0.257894736842105,-0.0652173913043478,38,23,iucn
58429,0.254054054054054,-0.0454545454545455,37,22,iucn
58430,0.237142857142857,-0.0238095238095238,35,21,iucn
58431,0.247368421052632,-0.0217391304347826,76,46,iucn
58432,0.244444444444444,-0.0217391304347826,36,23,iucn
58433,0.232432432432432,0,37,23,iucn
58434,0.233333333333333,0,36,22,iucn
58435,0.233333333333333,0,36,22,iucn
59134,0.354545454545455,-0.111111111111111,22,9,iucn
59135,0.356521739130435,-0.15,23,10,iucn
59136,0.356521739130435,-0.15,23,10,iucn
59137,0.356521739130435,-0.15,23,10,iucn
59138,0.356521739130435,-0.15,23,10,iucn
59139,0.356521739130435,-0.15,23,10,iucn
59140,0.328,-0.166666666666667,25,12,iucn
59141,0.315384615384615,-0.153846153846154,26,13,iucn
59142,0.318518518518519,-0.107142857142857,27,14,iucn
59143,0.307142857142857,-0.107142857142857,28,14,iucn
59144,0.261111111111111,-0.125,36,20,iucn
59145,0.247368421052632,-0.0909090909090909,76,44,iucn
59146,0.230769230769231,-0.0681818181818182,78,44,iucn
59147,0.241025641025641,-0.0652173913043478,39,23,iucn
59148,0.241025641025641,-0.0454545454545455,39,22,iucn
59149,0.254054054054054,-0.0454545454545455,37,22,iucn
59150,0.247368421052632,-0.0217391304347826,38,23,iucn
59151,0.241025641025641,-0.0217391304347826,39,23,iucn
59152,0.241025641025641,-0.0217391304347826,39,23,iucn
59153,0.237837837837838,-0.0217391304347826,37,23,iucn
59154,0.237837837837838,-0.0217391304347826,74,46,iucn
59855,0.354545454545455,-0.111111111111111,22,9,iucn
59856,0.356521739130435,-0.15,23,10,iucn
59857,0.356521739130435,-0.15,23,10,iucn
59858,0.356521739130435,-0.15,23,10,iucn
59859,0.356521739130435,-0.15,23,10,iucn
59860,0.341666666666667,-0.181818181818182,24,11,iucn
59861,0.315384615384615,-0.153846153846154,26,13,iucn
59862,0.303703703703704,-0.153846153846154,27,13,iucn
59863,0.307142857142857,-0.107142857142857,28,14,iucn
59864,0.307142857142857,-0.107142857142857,28,14,iucn
59865,0.286666666666667,-0.107142857142857,30,14,iucn
59866,0.243243243243243,-0.0714285714285714,37,21,iucn
59867,0.232432432432432,-0.0476190476190476,74,42,iucn
59868,0.236842105263158,-0.0454545454545455,76,44,iucn
59869,0.241025641025641,-0.0652173913043478,39,23,iucn
59870,0.239024390243902,-0.0416666666666667,41,24,iucn
59871,0.239024390243902,-0.04,41,25,iucn
59872,0.235,-0.0208333333333333,40,24,iucn
59873,0.230769230769231,-0.0208333333333333,39,24,iucn
59874,0.231578947368421,-0.0208333333333333,38,24,iucn
60577,0.356521739130435,-0.15,23,10,iucn
60578,0.356521739130435,-0.15,23,10,iucn
60579,0.356521739130435,-0.15,23,10,iucn
60580,0.356521739130435,-0.15,23,10,iucn
60581,0.315384615384615,-0.166666666666667,26,12,iucn
60582,0.303703703703704,-0.153846153846154,27,13,iucn
60583,0.303703703703704,-0.153846153846154,27,13,iucn
60584,0.296551724137931,-0.107142857142857,29,14,iucn
60585,0.3,-0.133333333333333,30,15,iucn
60586,0.290322580645161,-0.133333333333333,31,15,iucn
60587,0.272727272727273,-0.0882352941176471,33,17,iucn
60588,0.245,-0.104166666666667,80,48,iucn
61298,0.356521739130435,-0.15,23,10,iucn
61299,0.356521739130435,-0.15,23,10,iucn
61300,0.341666666666667,-0.15,24,10,iucn
61301,0.330769230769231,-0.166666666666667,26,12,iucn
61302,0.318518518518519,-0.192307692307692,27,13,iucn
61303,0.296551724137931,-0.178571428571429,29,14,iucn
61304,0.296551724137931,-0.178571428571429,29,14,iucn
61305,0.3,-0.133333333333333,30,15,iucn
62021,0.330769230769231,-0.166666666666667,26,12,iucn
62022,0.318518518518519,-0.166666666666667,27,12,iucn
62023,0.296551724137931,-0.178571428571429,29,14,iucn
62024,0.296551724137931,-0.178571428571429,29,14,iucn
