loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
49060,0.157446808510638,-0.125,47,20,aquamaps
49061,0.140425531914894,-0.131578947368421,47,19,aquamaps
49780,0.0817884405670665,-0.1,131,35,aquamaps
49781,0.0749156355455568,-0.102941176470588,127,34,aquamaps
50494,0.0708188153310104,-0.102564102564103,164,39,aquamaps
50495,0.0688808007279345,-0.0810810810810811,157,37,aquamaps
50496,0.0812187812187812,-0.105263157894737,143,38,aquamaps
50497,0.0763236763236763,-0.105263157894737,143,38,aquamaps
50498,0.0779591836734694,-0.105263157894737,140,38,aquamaps
50499,0.0821428571428571,-0.111111111111111,128,36,aquamaps
50500,0.0784648187633262,-0.105263157894737,134,38,aquamaps
51209,0.0206896551724138,-0.125,116,16,aquamaps
51210,0.0206896551724138,-0.125,116,16,aquamaps
51211,0.0211382113821138,-0.117647058823529,123,17,aquamaps
51212,0.0220689655172414,-0.105263157894737,145,19,aquamaps
51213,0.0398843930635838,-0.103448275862069,173,29,aquamaps
51214,0.0667517006802721,-0.102564102564103,168,39,aquamaps
51215,0.0699655765920826,-0.102564102564103,166,39,aquamaps
51216,0.0790087463556851,-0.105263157894737,147,38,aquamaps
51217,0.0806547619047619,-0.105263157894737,144,38,aquamaps
51218,0.0812187812187812,-0.105263157894737,143,38,aquamaps
51219,0.0829591836734694,-0.105263157894737,140,38,aquamaps
51220,0.0893406593406593,-0.111111111111111,130,36,aquamaps
51223,0.117142857142857,-0.136363636363636,35,11,aquamaps
51924,0.0201680672268908,-0.125,119,16,aquamaps
51925,0.0206896551724138,-0.125,116,16,aquamaps
51926,0.019672131147541,-0.117647058823529,122,17,aquamaps
51927,0.0216216216216216,-0.105263157894737,148,19,aquamaps
51928,0.0210526315789474,-0.1,152,20,aquamaps
51929,0.0211920529801325,-0.1,151,20,aquamaps
51930,0.0209677419354839,-0.111111111111111,124,18,aquamaps
51931,0.0235294117647059,-0.138888888888889,119,18,aquamaps
51932,0.0236220472440945,-0.131578947368421,127,19,aquamaps
51933,0.029940119760479,-0.111111111111111,167,27,aquamaps
51934,0.0532091097308489,-0.107142857142857,207,42,aquamaps
51935,0.0785247432306256,-0.121621621621622,153,37,aquamaps
51936,0.0971215351812367,-0.118421052631579,134,38,aquamaps
51937,0.0866737739872068,-0.108108108108108,134,37,aquamaps
51938,0.0959858323494687,-0.111111111111111,121,36,aquamaps
51939,0.0841614906832298,-0.108108108108108,138,37,aquamaps
51940,0.0749308755760369,-0.102564102564103,155,39,aquamaps
51941,0.0985491071428571,-0.111111111111111,128,36,aquamaps
51942,0.0716177861873226,-0.0810810810810811,151,37,aquamaps
51943,0.0775115207373272,-0.1125,155,40,aquamaps
52643,0.0205128205128205,-0.125,117,16,aquamaps
52644,0.0205128205128205,-0.125,117,16,aquamaps
52645,0.0208695652173913,-0.125,115,16,aquamaps
52646,0.0210526315789474,-0.125,114,16,aquamaps
52647,0.0203389830508475,-0.117647058823529,118,17,aquamaps
52648,0.0219178082191781,-0.105263157894737,146,19,aquamaps
52649,0.0346153846153846,-0.1,182,30,aquamaps
52650,0.0219178082191781,-0.105263157894737,146,19,aquamaps
52651,0.0264705882352941,-0.131578947368421,136,19,aquamaps
52652,0.0253521126760563,-0.131578947368421,142,19,aquamaps
52653,0.0229007633587786,-0.131578947368421,131,19,aquamaps
52654,0.035195530726257,-0.1,179,30,aquamaps
52655,0.0532091097308489,-0.107142857142857,207,42,aquamaps
52656,0.0667532467532468,-0.1125,165,40,aquamaps
52657,0.0709764918625678,-0.1,158,40,aquamaps
52658,0.0862637362637363,-0.111111111111111,130,36,aquamaps
52659,0.0723502304147465,-0.102564102564103,155,39,aquamaps
52660,0.0744505494505494,-0.102564102564103,156,39,aquamaps
52661,0.0715257531584062,-0.102564102564103,147,39,aquamaps
52662,0.0764097744360902,-0.102564102564103,152,39,aquamaps
52663,0.134442270058708,-0.12,73,25,aquamaps
52664,0.143103448275862,-0.142857142857143,58,21,aquamaps
53363,0.0205128205128205,-0.125,117,16,aquamaps
53364,0.0203389830508475,-0.125,118,16,aquamaps
53365,0.0195121951219512,-0.117647058823529,123,17,aquamaps
53366,0.019672131147541,-0.117647058823529,122,17,aquamaps
53367,0.0201680672268908,-0.117647058823529,119,17,aquamaps
53368,0.0203389830508475,-0.117647058823529,118,17,aquamaps
53369,0.0233333333333333,-0.138888888888889,120,18,aquamaps
53370,0.0229508196721311,-0.138888888888889,122,18,aquamaps
53371,0.0231404958677686,-0.138888888888889,121,18,aquamaps
53372,0.0231404958677686,-0.138888888888889,121,18,aquamaps
53373,0.0234375,-0.131578947368421,128,19,aquamaps
53374,0.0238095238095238,-0.131578947368421,126,19,aquamaps
53375,0.027027027027027,-0.125,148,20,aquamaps
53376,0.050293542074364,-0.0975609756097561,219,41,aquamaps
53377,0.0624423963133641,-0.107142857142857,186,42,aquamaps
53378,0.0725892857142857,-0.1125,160,40,aquamaps
53379,0.0829591836734694,-0.118421052631579,140,38,aquamaps
53380,0.0638095238095238,-0.125,135,36,aquamaps
53381,0.0728138528138528,-0.109756097560976,165,41,aquamaps
53382,0.0790413533834586,-0.1125,152,40,aquamaps
53383,0.0985930735930736,-0.121621621621622,132,37,aquamaps
53384,0.0891389432485323,-0.118421052631579,146,38,aquamaps
53386,0.140350877192982,-0.142857142857143,57,21,aquamaps
54084,0.0206896551724138,-0.125,116,16,aquamaps
54085,0.0201680672268908,-0.117647058823529,119,17,aquamaps
54086,0.02,-0.117647058823529,120,17,aquamaps
54087,0.0205128205128205,-0.117647058823529,117,17,aquamaps
54088,0.02,-0.117647058823529,120,17,aquamaps
54089,0.023728813559322,-0.138888888888889,118,18,aquamaps
54090,0.0235294117647059,-0.138888888888889,119,18,aquamaps
54091,0.0233333333333333,-0.138888888888889,120,18,aquamaps
54092,0.0236842105263158,-0.119047619047619,152,21,aquamaps
54093,0.0244897959183673,-0.125,147,20,aquamaps
54094,0.0234375,-0.131578947368421,128,19,aquamaps
54095,0.026890756302521,-0.138888888888889,119,18,aquamaps
54096,0.0255639097744361,-0.131578947368421,133,19,aquamaps
54097,0.0512067840834964,-0.0952380952380952,219,42,aquamaps
54098,0.0580714285714286,-0.104651162790698,200,43,aquamaps
54099,0.0721384205856256,-0.1125,161,40,aquamaps
54100,0.0557971014492754,-0.136363636363636,138,33,aquamaps
54101,0.0657579062159215,-0.125,131,36,aquamaps
54102,0.0790413533834586,-0.1125,152,40,aquamaps
54103,0.0765241128298453,-0.1125,157,40,aquamaps
54104,0.0811776061776062,-0.118421052631579,148,38,aquamaps
54105,0.0894285714285714,-0.118421052631579,150,38,aquamaps
54106,0.147457627118644,-0.142857142857143,59,21,aquamaps
54805,0.02,-0.117647058823529,120,17,aquamaps
54806,0.02,-0.117647058823529,120,17,aquamaps
54807,0.0235294117647059,-0.138888888888889,119,18,aquamaps
54808,0.0231404958677686,-0.138888888888889,121,18,aquamaps
54809,0.0229508196721311,-0.138888888888889,122,18,aquamaps
54810,0.0231404958677686,-0.138888888888889,121,18,aquamaps
54811,0.0256,-0.138888888888889,125,18,aquamaps
54812,0.0253968253968254,-0.138888888888889,126,18,aquamaps
54813,0.0261538461538462,-0.131578947368421,130,19,aquamaps
54814,0.0253968253968254,-0.138888888888889,126,18,aquamaps
54815,0.0258064516129032,-0.138888888888889,124,18,aquamaps
54816,0.0265625,-0.131578947368421,128,19,aquamaps
54817,0.0255639097744361,-0.131578947368421,133,19,aquamaps
54818,0.0482467532467532,-0.1,220,40,aquamaps
54819,0.0535220539828835,-0.107142857142857,217,42,aquamaps
54820,0.0455056179775281,-0.125,178,36,aquamaps
54821,0.0613216715257532,-0.125,147,36,aquamaps
54822,0.0722060252672498,-0.0972222222222222,147,36,aquamaps
54823,0.080952380952381,-0.125,141,36,aquamaps
54824,0.0817298347910593,-0.121621621621622,147,37,aquamaps
54825,0.0755615453728661,-0.115384615384615,159,39,aquamaps
54826,0.136190476190476,-0.134615384615385,75,26,aquamaps
55526,0.0201680672268908,-0.117647058823529,119,17,aquamaps
55527,0.0231404958677686,-0.138888888888889,121,18,aquamaps
55528,0.0229508196721311,-0.138888888888889,122,18,aquamaps
55529,0.0231404958677686,-0.138888888888889,121,18,aquamaps
55530,0.0224,-0.138888888888889,125,18,aquamaps
55531,0.0251968503937008,-0.138888888888889,127,18,aquamaps
55532,0.0251968503937008,-0.138888888888889,127,18,aquamaps
55533,0.0258064516129032,-0.138888888888889,124,18,aquamaps
55534,0.0253968253968254,-0.138888888888889,126,18,aquamaps
55535,0.0263565891472868,-0.131578947368421,129,19,aquamaps
55536,0.0259541984732824,-0.131578947368421,131,19,aquamaps
55537,0.0265625,-0.131578947368421,128,19,aquamaps
55538,0.0263565891472868,-0.131578947368421,129,19,aquamaps
55539,0.0257575757575758,-0.131578947368421,132,19,aquamaps
55540,0.0335403726708075,-0.111111111111111,161,27,aquamaps
55541,0.0473684210526316,-0.132352941176471,171,34,aquamaps
55542,0.0624338624338624,-0.115384615384615,162,39,aquamaps
55543,0.0712273641851107,-0.118421052631579,142,38,aquamaps
55544,0.084015984015984,-0.118421052631579,143,38,aquamaps
55545,0.0819875776397515,-0.121621621621622,138,37,aquamaps
55546,0.0944250871080139,-0.121212121212121,123,33,aquamaps
55547,0.145,-0.142857142857143,60,21,aquamaps
55549,0.1,-0.136363636363636,39,11,aquamaps
56247,0.0222222222222222,-0.138888888888889,126,18,aquamaps
56248,0.0220472440944882,-0.138888888888889,127,18,aquamaps
56249,0.0262295081967213,-0.138888888888889,122,18,aquamaps
56250,0.0253968253968254,-0.138888888888889,126,18,aquamaps
56251,0.0253731343283582,-0.131578947368421,134,19,aquamaps
56252,0.0251968503937008,-0.138888888888889,127,18,aquamaps
56253,0.0251968503937008,-0.138888888888889,127,18,aquamaps
56254,0.0251968503937008,-0.138888888888889,127,18,aquamaps
56255,0.025,-0.138888888888889,128,18,aquamaps
56256,0.025,-0.138888888888889,128,18,aquamaps
56257,0.0256,-0.138888888888889,125,18,aquamaps
56258,0.027027027027027,-0.131578947368421,148,19,aquamaps
56259,0.0266666666666667,-0.119047619047619,150,21,aquamaps
56260,0.028169014084507,-0.131578947368421,142,19,aquamaps
56261,0.0382857142857143,-0.0967741935483871,175,31,aquamaps
56262,0.0551414768806073,-0.109756097560976,207,41,aquamaps
56263,0.059772565742715,-0.102272727272727,201,44,aquamaps
56264,0.0716094032549729,-0.107142857142857,158,42,aquamaps
56265,0.0723752151462995,-0.104651162790698,166,43,aquamaps
56266,0.0725274725274725,-0.107142857142857,156,42,aquamaps
56267,0.0760952380952381,-0.115384615384615,150,39,aquamaps
