filename,year,total
VCReport_all_centers.csv,2017,"558,381"
VCReport_all_centers.csv,2016,"2,242,230"
VCReport_all_centers.csv,2015,"2,268,731"
VCReport_all_centers.csv,2014,"2,205,607"
VCReport_all_centers.csv,2013,"2,156,045"
VCReport_all_centers.csv,2012,"2,269,209"
VCReport_all_centers.csv,2011,"2,426,438"
VCReport_all_centers.csv,2010,"2,566,354"
VCReport_all_centers.csv,2009,"2,557,769"
VCReport_all_centers.csv,2008,"2,497,222"
VCReport_all_centers.csv,2007,"2,666,877"
