"sid","rgn_name","rgn_type"
41755,"Sint Maarten (Dutch part)","native"
41755,"Slovenia","native"
41755,"Solomon Islands","native"
41755,"Somalia","native"
41755,"South Africa","native"
41755,"Spain","native"
41755,"Sri Lanka","native"
41755,"Suriname","native"
41755,"Syrian Arab Republic","native"
41755,"Taiwan, Province of China","native"
41755,"Tanzania, United Republic of","native"
41755,"Thailand","native"
41755,"Timor-Leste","native"
41755,"Togo","native"
41755,"Tonga","native"
41755,"Trinidad and Tobago","native"
41755,"Tunisia","native"
41755,"Turkey","native"
41755,"Tuvalu","native"
41755,"United Kingdom","native"
41755,"United States","native"
41755,"Uruguay","native"
41755,"Vanuatu","native"
41755,"Venezuela, Bolivarian Republic of","native"
41755,"Viet Nam","native"
41755,"Yemen","native"
23211,"Albania","native"
23211,"American Samoa","native"
23211,"Anguilla","native"
23211,"Antigua and Barbuda","native"
23211,"Argentina","native"
23211,"Aruba","native"
23211,"Australia","native"
23211,"Bahamas","native"
23211,"Bangladesh","native"
23211,"Barbados","native"
23211,"Belize","native"
23211,"Benin","native"
23211,"Bermuda","native"
23211,"Bonaire, Sint Eustatius and Saba","native"
23211,"Brazil","native"
23211,"Brunei Darussalam","native"
23211,"Cambodia","native"
23211,"Cameroon","native"
23211,"Canada","native"
23211,"Cape Verde","native"
23211,"Cayman Islands","native"
23211,"Chile","native"
23211,"China","native"
23211,"Cocos (Keeling) Islands","native"
23211,"Colombia","native"
23211,"Comoros","native"
23211,"Congo","native"
23211,"Congo, The Democratic Republic of the","native"
23211,"Cook Islands","native"
23211,"Costa Rica","native"
23211,"Côte d'Ivoire","native"
23211,"Croatia","native"
23211,"Cuba","native"
23211,"Curaçao","native"
23211,"Denmark","native"
23211,"Djibouti","native"
23211,"Dominica","native"
23211,"Dominican Republic","native"
23211,"Ecuador","native"
23211,"El Salvador","native"
23211,"Equatorial Guinea","native"
23211,"Falkland Islands (Malvinas)","native"
23211,"Faroe Islands","native"
23211,"Fiji","native"
23211,"France","native"
23211,"French Guiana","native"
23211,"French Polynesia","native"
23211,"Gabon","native"
23211,"Gambia","native"
23211,"Germany","native"
23211,"Ghana","native"
23211,"Gibraltar","native"
23211,"Greece","native"
23211,"Grenada","native"
23211,"Guadeloupe","native"
23211,"Guam","native"
23211,"Guatemala","native"
23211,"Guinea","native"
23211,"Guinea-Bissau","native"
23211,"Guyana","native"
23211,"Haiti","native"
23211,"Honduras","native"
23211,"India","native"
23211,"Indonesia","native"
23211,"Iran, Islamic Republic of","native"
23211,"Ireland","native"
23211,"Italy","native"
23211,"Jamaica","native"
23211,"Japan","native"
23211,"Kenya","native"
23211,"Kiribati","native"
23211,"Korea, Republic of","native"
23211,"Kuwait","native"
23211,"Liberia","native"
23211,"Madagascar","native"
23211,"Malaysia","native"
23211,"Maldives","native"
23211,"Marshall Islands","native"
23211,"Martinique","native"
23211,"Mauritania","native"
23211,"Mexico","native"
23211,"Micronesia, Federated States of ","native"
23211,"Monaco","native"
23211,"Morocco","native"
23211,"Mozambique","native"
23211,"Myanmar","native"
23211,"Namibia","native"
23211,"Nauru","native"
23211,"Netherlands","native"
23211,"New Caledonia","native"
23211,"New Zealand","native"
23211,"Nicaragua","native"
23211,"Nigeria","native"
23211,"Niue","native"
23211,"Northern Mariana Islands","native"
23211,"Norway","native"
23211,"Oman","native"
23211,"Pakistan","native"
23211,"Palau","native"
23211,"Panama","native"
23211,"Papua New Guinea","native"
23211,"Peru","native"
23211,"Philippines","native"
23211,"Pitcairn","native"
23211,"Portugal","native"
23211,"Puerto Rico","native"
23211,"Russian Federation","native"
23211,"Saint Helena, Ascension and Tristan da Cunha","native"
23211,"Saint Kitts and Nevis","native"
23211,"Saint Lucia","native"
23211,"Saint Martin (French part)","native"
23211,"Saint Pierre and Miquelon","native"
23211,"Saint Vincent and the Grenadines","native"
23211,"Samoa","native"
23211,"Senegal","native"
23211,"Seychelles","native"
23211,"Sierra Leone","native"
23211,"Singapore","native"
23211,"Sint Maarten (Dutch part)","native"
23211,"Solomon Islands","native"
23211,"Somalia","native"
23211,"South Africa","native"
23211,"Spain","native"
23211,"Sri Lanka","native"
23211,"Sudan","native"
23211,"Suriname","native"
23211,"Sweden","native"
23211,"Taiwan, Province of China","native"
23211,"Tanzania, United Republic of","native"
23211,"Thailand","native"
23211,"Timor-Leste","native"
23211,"Togo","native"
23211,"Tonga","native"
23211,"Trinidad and Tobago","native"
23211,"United Kingdom","native"
23211,"United States","native"
23211,"Uruguay","native"
23211,"Vanuatu","native"
23211,"Venezuela, Bolivarian Republic of","native"
23211,"Viet Nam","native"
23211,"Virgin Islands, British","native"
23211,"Virgin Islands, U.S.","native"
23211,"Wallis and Futuna","native"
23211,"Western Sahara","native"
23211,"Yemen","native"
10708,"Antarctica","native"
10708,"Argentina","native"
10708,"Australia","native"
10708,"Brazil","native"
10708,"Chile","native"
10708,"Falkland Islands (Malvinas)","native"
10708,"New Zealand","native"
10708,"South Africa","native"
10708,"Uruguay","native"
16564,"American Samoa","native"
16564,"Anguilla","native"
16564,"Antigua and Barbuda","native"
16564,"Aruba","native"
16564,"Australia","native"
16564,"Bahamas","native"
16564,"Bangladesh","native"
16564,"Barbados","native"
16564,"Belize","native"
16564,"Benin","native"
16564,"Bermuda","native"
16564,"Bonaire, Sint Eustatius and Saba","native"
16564,"Brazil","native"
16564,"Brunei Darussalam","native"
16564,"Cambodia","native"
16564,"Cameroon","native"
16564,"Cayman Islands","native"
16564,"Cocos (Keeling) Islands","native"
16564,"Colombia","native"
16564,"Congo","native"
16564,"Congo, The Democratic Republic of the","native"
16564,"Cook Islands","native"
16564,"Costa Rica","native"
16564,"Côte d'Ivoire","native"
16564,"Cuba","native"
16564,"Curaçao","native"
16564,"Djibouti","native"
16564,"Dominica","native"
16564,"Dominican Republic","native"
16564,"Ecuador","native"
16564,"El Salvador","native"
16564,"Equatorial Guinea","native"
16564,"Fiji","native"
16564,"French Guiana","native"
16564,"French Polynesia","native"
16564,"Gabon","native"
16564,"Gambia","native"
16564,"Ghana","native"
16564,"Grenada","native"
16564,"Guadeloupe","native"
16564,"Guam","native"
16564,"Guatemala","native"
16564,"Guinea","native"
16564,"Guinea-Bissau","native"
16564,"Guyana","native"
16564,"Haiti","native"
16564,"Honduras","native"
16564,"India","native"
16564,"Indonesia","native"
16564,"Iran, Islamic Republic of","native"
16564,"Jamaica","native"
16564,"Japan","native"
16564,"Kenya","native"
16564,"Kiribati","native"
16564,"Liberia","native"
16564,"Madagascar","native"
16564,"Malaysia","native"
16564,"Maldives","native"
16564,"Marshall Islands","native"
16564,"Martinique","native"
16564,"Mauritania","native"
16564,"Mayotte","native"
16564,"Mexico","native"
16564,"Micronesia, Federated States of ","native"
16564,"Mozambique","native"
16564,"Myanmar","native"
16564,"Namibia","native"
16564,"Nauru","native"
16564,"New Caledonia","native"
16564,"Nicaragua","native"
16564,"Nigeria","native"
16564,"Niue","native"
16564,"Northern Mariana Islands","native"
16564,"Oman","native"
16564,"Pakistan","native"
16564,"Palau","native"
16564,"Panama","native"
16564,"Papua New Guinea","native"
16564,"Peru","native"
16564,"Philippines","native"
16564,"Pitcairn","native"
16564,"Puerto Rico","native"
16564,"Saint Kitts and Nevis","native"
16564,"Saint Lucia","native"
16564,"Saint Martin (French part)","native"
16564,"Saint Vincent and the Grenadines","native"
16564,"Samoa","native"
16564,"Senegal","native"
16564,"Sierra Leone","native"
16564,"Singapore","native"
16564,"Sint Maarten (Dutch part)","native"
16564,"Solomon Islands","native"
16564,"Somalia","native"
16564,"South Africa","native"
16564,"Sri Lanka","native"
16564,"Suriname","native"
16564,"Taiwan, Province of China","native"
16564,"Tanzania, United Republic of","native"
16564,"Thailand","native"
16564,"Timor-Leste","native"
16564,"Togo","native"
16564,"Tonga","native"
16564,"Trinidad and Tobago","native"
16564,"United States","native"
16564,"Vanuatu","native"
16564,"Venezuela, Bolivarian Republic of","native"
16564,"Viet Nam","native"
16564,"Virgin Islands, British","native"
16564,"Virgin Islands, U.S.","native"
16564,"Wallis and Futuna","native"
16564,"Western Sahara","native"
16564,"Yemen","native"
20738,"Algeria","native"
20738,"American Samoa","native"
20738,"Angola","native"
20738,"Anguilla","native"
20738,"Antigua and Barbuda","native"
20738,"Aruba","native"
20738,"Australia","native"
20738,"Bahamas","native"
20738,"Bangladesh","native"
20738,"Barbados","native"
20738,"Belize","native"
20738,"Benin","native"
20738,"Bonaire, Sint Eustatius and Saba","native"
20738,"Brazil","native"
20738,"British Indian Ocean Territory","native"
20738,"Brunei Darussalam","native"
20738,"Cambodia","native"
20738,"Cameroon","native"
20738,"Cape Verde","native"
20738,"Cayman Islands","native"
20738,"Chile","native"
20738,"China","native"
20738,"Cocos (Keeling) Islands","native"
20738,"Colombia","native"
20738,"Comoros","native"
20738,"Congo","native"
20738,"Congo, The Democratic Republic of the","native"
20738,"Cook Islands","native"
20738,"Costa Rica","native"
20738,"Côte d'Ivoire","native"
20738,"Cuba","native"
20738,"Curaçao","native"
20738,"Djibouti","native"
20738,"Dominica","native"
20738,"Dominican Republic","native"
20738,"Ecuador","native"
20738,"El Salvador","native"
20738,"Equatorial Guinea","native"
20738,"Fiji","native"
20738,"France","native"
20738,"French Guiana","native"
20738,"French Polynesia","native"
20738,"Gabon","native"
20738,"Gambia","native"
20738,"Ghana","native"
20738,"Gibraltar","native"
20738,"Greece","native"
20738,"Grenada","native"
20738,"Guadeloupe","native"
20738,"Guam","native"
20738,"Guatemala","native"
20738,"Guinea","native"
20738,"Guinea-Bissau","native"
20738,"Guyana","native"
20738,"Haiti","native"
20738,"Honduras","native"
20738,"Hong Kong","native"
20738,"India","native"
20738,"Indonesia","native"
20738,"Iran, Islamic Republic of","native"
20738,"Israel","native"
20738,"Italy","native"
20738,"Jamaica","native"
20738,"Japan","native"
20738,"Kenya","native"
20738,"Kiribati","native"
20738,"Kuwait","native"
20738,"Liberia","native"
20738,"Libya","native"
20738,"Madagascar","native"
20738,"Malaysia","native"
20738,"Maldives","native"
20738,"Marshall Islands","native"
20738,"Martinique","native"
20738,"Mauritania","native"
20738,"Mexico","native"
20738,"Micronesia, Federated States of ","native"
20738,"Morocco","native"
20738,"Mozambique","native"
20738,"Myanmar","native"
20738,"Namibia","native"
20738,"Nauru","native"
20738,"New Caledonia","native"
20738,"Nicaragua","native"
20738,"Nigeria","native"
20738,"Niue","native"
20738,"Northern Mariana Islands","native"
20738,"Oman","native"
20738,"Pakistan","native"
20738,"Palau","native"
20738,"Panama","native"
20738,"Papua New Guinea","native"
20738,"Peru","native"
20738,"Philippines","native"
20738,"Pitcairn","native"
20738,"Portugal","native"
20738,"Puerto Rico","native"
20738,"Qatar","native"
20738,"Saint Helena, Ascension and Tristan da Cunha","native"
20738,"Saint Kitts and Nevis","native"
20738,"Saint Lucia","native"
20738,"Saint Martin (French part)","native"
20738,"Saint Vincent and the Grenadines","native"
20738,"Samoa","native"
20738,"Sao Tomé and Principe","native"
20738,"Senegal","native"
20738,"Seychelles","native"
20738,"Sierra Leone","native"
20738,"Singapore","native"
20738,"Sint Maarten (Dutch part)","native"
20738,"Solomon Islands","native"
20738,"Somalia","native"
20738,"South Africa","native"
20738,"Spain","native"
20738,"Sri Lanka","native"
20738,"Suriname","native"
20738,"Taiwan, Province of China","native"
20738,"Tanzania, United Republic of","native"
20738,"Thailand","native"
20738,"Timor-Leste","native"
20738,"Togo","native"
20738,"Tonga","native"
20738,"Trinidad and Tobago","native"
20738,"Turks and Caicos Islands","native"
20738,"United Arab Emirates","native"
20738,"United States","native"
20738,"Venezuela, Bolivarian Republic of","native"
20738,"Viet Nam","native"
20738,"Virgin Islands, British","native"
20738,"Virgin Islands, U.S.","native"
20738,"Wallis and Futuna","native"
20738,"Western Sahara","native"
20738,"Yemen","native"
11144,"Antarctica","native"
11144,"Argentina","native"
11144,"Australia","native"
11144,"Chile","native"
11144,"Falkland Islands (Malvinas)","native"
11144,"French Southern Territories","native"
11144,"New Zealand","native"
11144,"South Africa","native"
11144,"South Georgia and the South Sandwich Islands","native"
9461,"Algeria","native"
9461,"Angola","native"
9461,"Anguilla","native"
9461,"Antigua and Barbuda","native"
9461,"Argentina","native"
9461,"Aruba","native"
9461,"Australia","native"
9461,"Bahamas","native"
9461,"Barbados","native"
9461,"Bermuda","native"
9461,"Brazil","native"
9461,"Canada","native"
9461,"Cayman Islands","native"
9461,"Chile","native"
9461,"China","native"
9461,"Colombia","native"
9461,"Comoros","native"
9461,"Cook Islands","native"
9461,"Costa Rica","native"
9461,"Côte d'Ivoire","native"
9461,"Croatia","native"
9461,"Cuba","native"
9461,"Denmark","native"
9461,"Dominica","native"
9461,"Ecuador","native"
9461,"France","native"
9461,"French Polynesia","native"
9461,"French Southern Territories","native"
9461,"Gabon","native"
9461,"Gambia","native"
9461,"Germany","native"
9461,"Ghana","native"
9461,"Gibraltar","native"
9461,"Greece","native"
9461,"Grenada","native"
9461,"Guadeloupe","native"
9461,"Guam","native"
9461,"Guatemala","native"
9461,"Guernsey","native"
9461,"Guinea-Bissau","native"
9461,"Haiti","native"
9461,"India","native"
9461,"Indonesia","native"
9461,"Iran, Islamic Republic of","native"
9461,"Ireland","native"
9461,"Israel","native"
9461,"Italy","native"
9461,"Jamaica","native"
9461,"Japan","native"
9461,"Jersey","native"
9461,"Korea, Republic of","native"
9461,"Lebanon","native"
9461,"Madagascar","native"
9461,"Maldives","native"
9461,"Malta","native"
9461,"Mauritius","native"
9461,"Mayotte","native"
9461,"Mexico","native"
9461,"Morocco","native"
9461,"New Caledonia","native"
9461,"New Zealand","native"
9461,"Oman","native"
9461,"Panama","native"
9461,"Papua New Guinea","native"
9461,"Peru","native"
9461,"Philippines","native"
9461,"Russian Federation","native"
9461,"Samoa","native"
9461,"Seychelles","native"
9461,"Slovenia","native"
9461,"Solomon Islands","native"
9461,"Somalia","native"
9461,"South Africa","native"
9461,"Spain","native"
9461,"Sri Lanka","native"
9461,"Sweden","native"
9461,"Syrian Arab Republic","native"
9461,"Taiwan, Province of China","native"
9461,"Tanzania, United Republic of","native"
9461,"Tonga","native"
9461,"Trinidad and Tobago","native"
9461,"Tunisia","native"
9461,"Turkey","native"
9461,"United Arab Emirates","native"
9461,"United Kingdom","native"
9461,"United States","native"
9461,"United States Minor Outlying Islands","native"
9461,"Uruguay","native"
9461,"Venezuela, Bolivarian Republic of","native"
9461,"Viet Nam","native"
9461,"Yemen","native"
20729,"American Samoa","native"
20729,"Argentina","native"
20729,"Australia","native"
20729,"Bahamas","native"
20729,"Bangladesh","native"
20729,"Belize","native"
20729,"Bonaire, Sint Eustatius and Saba","native"
20729,"Brazil","native"
20729,"Cambodia","native"
20729,"Cape Verde","native"
20729,"Cayman Islands","native"
20729,"China","native"
20729,"Colombia","native"
20729,"Comoros","native"
20729,"Cook Islands","native"
20729,"Costa Rica","native"
20729,"Côte d'Ivoire","native"
20729,"Cuba","native"
20729,"Curaçao","native"
20729,"Djibouti","native"
20729,"Dominica","native"
20729,"Dominican Republic","native"
20729,"Ecuador","native"
20729,"Egypt","native"
20729,"El Salvador","native"
20729,"Equatorial Guinea","native"
20729,"Fiji","native"
20729,"French Polynesia","native"
20729,"Gabon","native"
20729,"Ghana","native"
20729,"Grenada","native"
20729,"Guadeloupe","native"
20729,"Guam","native"
20729,"Guatemala","native"
20729,"Guinea","native"
20729,"Haiti","native"
20729,"Honduras","native"
20729,"Hong Kong","native"
20729,"India","native"
20729,"Indonesia","native"
20729,"Jamaica","native"
20729,"Japan","native"
20729,"Kenya","native"
20729,"Kiribati","native"
20729,"Madagascar","native"
20729,"Malaysia","native"
20729,"Maldives","native"
20729,"Marshall Islands","native"
20729,"Martinique","native"
20729,"Mauritius","native"
20729,"Mexico","native"
20729,"Mozambique","native"
20729,"Myanmar","native"
20729,"New Caledonia","native"
20729,"New Zealand","native"
20729,"Nicaragua","native"
20729,"Northern Mariana Islands","native"
20729,"Oman","native"
20729,"Pakistan","native"
20729,"Panama","native"
20729,"Papua New Guinea","native"
20729,"Peru","native"
20729,"Philippines","native"
20729,"Puerto Rico","native"
20729,"Réunion","native"
20729,"Saint Helena, Ascension and Tristan da Cunha","native"
20729,"Saint Lucia","native"
20729,"Saint Martin (French part)","native"
20729,"Saint Vincent and the Grenadines","native"
20729,"Saudi Arabia","native"
20729,"Senegal","native"
20729,"Seychelles","native"
20729,"Singapore","native"
20729,"Sint Maarten (Dutch part)","native"
20729,"Solomon Islands","native"
20729,"Somalia","native"
20729,"South Africa","native"
20729,"Sri Lanka","native"
20729,"Taiwan, Province of China","native"
20729,"Tanzania, United Republic of","native"
20729,"Thailand","native"
20729,"Togo","native"
20729,"Tonga","native"
20729,"Trinidad and Tobago","native"
20729,"Turks and Caicos Islands","native"
20729,"Tuvalu","native"
20729,"United Arab Emirates","native"
20729,"United States","native"
20729,"Uruguay","native"
20729,"Vanuatu","native"
20729,"Venezuela, Bolivarian Republic of","native"
20729,"Viet Nam","native"
16674437,"Algeria","native"
16674437,"Croatia","native"
16674437,"Cyprus","native"
16674437,"Egypt","native"
16674437,"France","native"
16674437,"Gibraltar","native"
16674437,"Greece","native"
16674437,"Israel","native"
16674437,"Italy","native"
16674437,"Malta","native"
16674437,"Monaco","native"
16674437,"Morocco","native"
16674437,"Spain","native"
16674437,"Tunisia","native"
16674437,"Turkey","native"
20731,"Algeria","native"
20731,"American Samoa","native"
20731,"Anguilla","native"
20731,"Antigua and Barbuda","native"
20731,"Aruba","native"
20731,"Australia","native"
20731,"Bahamas","native"
20731,"Bangladesh","native"
20731,"Barbados","native"
20731,"Belize","native"
20731,"Benin","native"
20731,"Bermuda","native"
20731,"Bonaire, Sint Eustatius and Saba","native"
20731,"Brazil","native"
20731,"British Indian Ocean Territory","native"
20731,"Brunei Darussalam","native"
20731,"Cambodia","native"
20731,"Cameroon","native"
20731,"Canada","native"
20731,"Cape Verde","native"
20731,"Cayman Islands","native"
20731,"China","native"
20731,"Cocos (Keeling) Islands","native"
20731,"Colombia","native"
20731,"Comoros","native"
20731,"Congo","native"
20731,"Congo, The Democratic Republic of the","native"
20731,"Cook Islands","native"
20731,"Costa Rica","native"
20731,"Côte d'Ivoire","native"
20731,"Cuba","native"
20731,"Curaçao","native"
20731,"Cyprus","native"
20731,"Denmark","native"
20731,"Djibouti","native"
20731,"Dominica","native"
20731,"Dominican Republic","native"
20731,"Ecuador","native"
20731,"El Salvador","native"
20731,"Equatorial Guinea","native"
20731,"Ethiopia","native"
20731,"Fiji","native"
20731,"France","native"
20731,"French Guiana","native"
20731,"French Polynesia","native"
20731,"Gabon","native"
20731,"Gambia","native"
20731,"Germany","native"
20731,"Gibraltar","native"
20731,"Greece","native"
20731,"Greenland","native"
20731,"Grenada","native"
20731,"Guadeloupe","native"
20731,"Guam","native"
20731,"Guatemala","native"
20731,"Guinea","native"
20731,"Guinea-Bissau","native"
20731,"Guyana","native"
20731,"Haiti","native"
20731,"Honduras","native"
20731,"Hong Kong","native"
20731,"India","native"
20731,"Indonesia","native"
20731,"Iran, Islamic Republic of","native"
20731,"Ireland","native"
20731,"Israel","native"
20731,"Italy","native"
20731,"Jamaica","native"
20731,"Japan","native"
20731,"Kenya","native"
20731,"Kiribati","native"
20731,"Kuwait","native"
20731,"Liberia","native"
20731,"Madagascar","native"
20731,"Malaysia","native"
20731,"Maldives","native"
20731,"Marshall Islands","native"
20731,"Martinique","native"
20731,"Mauritania","native"
20731,"Mexico","native"
20731,"Micronesia, Federated States of ","native"
20731,"Monaco","native"
20731,"Morocco","native"
20731,"Mozambique","native"
20731,"Myanmar","native"
20731,"Namibia","native"
20731,"Netherlands","native"
20731,"New Caledonia","native"
20731,"New Zealand","native"
20731,"Nicaragua","native"
20731,"Nigeria","native"
20731,"Niue","native"
20731,"Northern Mariana Islands","native"
20731,"Oman","native"
20731,"Pakistan","native"
20731,"Palau","native"
20731,"Panama","native"
20731,"Papua New Guinea","native"
20731,"Peru","native"
20731,"Philippines","native"
20731,"Pitcairn","native"
20731,"Portugal","native"
20731,"Puerto Rico","native"
20731,"Qatar","native"
20731,"Russian Federation","native"
20731,"Saint Helena, Ascension and Tristan da Cunha","native"
20731,"Saint Kitts and Nevis","native"
20731,"Saint Lucia","native"
20731,"Saint Martin (French part)","native"
20731,"Saint Pierre and Miquelon","native"
20731,"Saint Vincent and the Grenadines","native"
20731,"Samoa","native"
20731,"Sao Tomé and Principe","native"
20731,"Senegal","native"
20731,"Sierra Leone","native"
20731,"Singapore","native"
20731,"Sint Maarten (Dutch part)","native"
20731,"Solomon Islands","native"
20731,"Somalia","native"
20731,"South Africa","native"
20731,"Spain","native"
20731,"Sri Lanka","native"
20731,"Suriname","native"
20731,"Taiwan, Province of China","native"
20731,"Tanzania, United Republic of","native"
20731,"Thailand","native"
20731,"Timor-Leste","native"
20731,"Togo","native"
20731,"Tonga","native"
20731,"Trinidad and Tobago","native"
20731,"Turks and Caicos Islands","native"
20731,"United Arab Emirates","native"
20731,"United Kingdom","native"
20731,"United States","native"
20731,"Uruguay","native"
20731,"Venezuela, Bolivarian Republic of","native"
20731,"Viet Nam","native"
20731,"Virgin Islands, British","native"
20731,"Virgin Islands, U.S.","native"
20731,"Wallis and Futuna","native"
20731,"Western Sahara","native"
20731,"Yemen","native"
41762,"Albania","native"
41762,"Algeria","native"
41762,"Bosnia and Herzegovina","native"
41762,"Croatia","native"
41762,"Cyprus","native"
41762,"Egypt","native"
41762,"France","native"
41762,"Gibraltar","native"
41762,"Greece","native"
41762,"Israel","native"
41762,"Italy","native"
41762,"Lebanon","native"
41762,"Libya","native"
41762,"Malta","native"
41762,"Monaco","native"
41762,"Montenegro","native"
41762,"Morocco","native"
41762,"Slovenia","native"
41762,"Spain","native"
41762,"Syrian Arab Republic","native"
41762,"Tunisia","native"
41762,"Turkey","native"
6336,"Albania","native"
6336,"Algeria","native"
6336,"Argentina","native"
6336,"Australia","native"
6336,"Belgium","native"
6336,"Bosnia and Herzegovina","native"
6336,"Brazil","native"
6336,"Bulgaria","native"
6336,"Canada","native"
6336,"Chile","native"
6336,"China","native"
6336,"Colombia","native"
6336,"Costa Rica","native"
6336,"Croatia","native"
6336,"Cyprus","native"
6336,"Denmark","native"
6336,"Ecuador","native"
6336,"Egypt","native"
6336,"El Salvador","native"
6336,"France","native"
6336,"Gabon","native"
6336,"Gambia","native"
6336,"Georgia","native"
6336,"Germany","native"
6336,"Gibraltar","native"
6336,"Greece","native"
