"region_id","rgn_name","rgn_title"
0,"GLOBAL","British Columbia"
8,"Aristazabal Island","Aristazabal Island"
3,"Central Coast","Central Coast"
2,"Haida Gwaii","Haida Gwaii"
1,"North Coast","North Coast"
4,"North Vancouver Island","North Vancouver Island"
7,"Pacific Offshore","Pacific Offshore"
6,"Strait of Georgia","Strait of Georgia"
5,"West Vancouver Island","West Vancouver Island"
