year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status,rgn_name
1931,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1934,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1936,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1937,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1938,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1939,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1940,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1941,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1943,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1944,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1946,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1947,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1948,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1949,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1950,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1951,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1953,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1954,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1955,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1956,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1957,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1958,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1959,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1960,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1961,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1962,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1963,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1964,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1965,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1966,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1967,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1968,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1969,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1970,2,0,26821,0,6705.25,0,0,0,Haida Gwaii
1971,2,2,26821,2,6705.25,0.5,1e-04,0.03,Haida Gwaii
1972,2,0,26821,2,6705.25,0.5,1e-04,0.03,Haida Gwaii
1973,2,145,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1974,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1975,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1976,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1977,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1978,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1979,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1980,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1981,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1982,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1983,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1984,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1985,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1986,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1987,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1988,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1989,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1990,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1991,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1992,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1993,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1994,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1995,2,0,26821,147,6705.25,36.75,0.0055,1.83,Haida Gwaii
1996,2,25,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
1997,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
1998,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
1999,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2000,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2001,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2002,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2003,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2004,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2005,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2006,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2007,2,0,26821,172,6705.25,43,0.0064,2.13,Haida Gwaii
2008,2,6527,26821,6699,6705.25,1674.75,0.2498,83.27,Haida Gwaii
2009,2,0,26821,6699,6705.25,1674.75,0.2498,83.27,Haida Gwaii
2010,2,9148,26821,15847,6705.25,3961.75,0.5908,100,Haida Gwaii
2011,2,0,26821,15847,6705.25,3961.75,0.5908,100,Haida Gwaii
2012,2,0,26821,15847,6705.25,3961.75,0.5908,100,Haida Gwaii
2013,2,0,26821,15847,6705.25,3961.75,0.5908,100,Haida Gwaii
1886,3,0,20562,0,5140.5,0,0,0,Central Coast
1911,3,0,20562,0,5140.5,0,0,0,Central Coast
1913,3,0,20562,0,5140.5,0,0,0,Central Coast
1914,3,0,20562,0,5140.5,0,0,0,Central Coast
1920,3,0,20562,0,5140.5,0,0,0,Central Coast
1921,3,0,20562,0,5140.5,0,0,0,Central Coast
1922,3,0,20562,0,5140.5,0,0,0,Central Coast
1923,3,0,20562,0,5140.5,0,0,0,Central Coast
1927,3,0,20562,0,5140.5,0,0,0,Central Coast
1928,3,0,20562,0,5140.5,0,0,0,Central Coast
1931,3,0,20562,0,5140.5,0,0,0,Central Coast
1934,3,0,20562,0,5140.5,0,0,0,Central Coast
1936,3,0,20562,0,5140.5,0,0,0,Central Coast
1937,3,0,20562,0,5140.5,0,0,0,Central Coast
1938,3,0,20562,0,5140.5,0,0,0,Central Coast
1939,3,0,20562,0,5140.5,0,0,0,Central Coast
1940,3,0,20562,0,5140.5,0,0,0,Central Coast
1941,3,0,20562,0,5140.5,0,0,0,Central Coast
1943,3,0,20562,0,5140.5,0,0,0,Central Coast
1944,3,0,20562,0,5140.5,0,0,0,Central Coast
1946,3,0,20562,0,5140.5,0,0,0,Central Coast
1947,3,0,20562,0,5140.5,0,0,0,Central Coast
1948,3,0,20562,0,5140.5,0,0,0,Central Coast
1949,3,0,20562,0,5140.5,0,0,0,Central Coast
1950,3,0,20562,0,5140.5,0,0,0,Central Coast
1951,3,0,20562,0,5140.5,0,0,0,Central Coast
1953,3,0,20562,0,5140.5,0,0,0,Central Coast
1954,3,0,20562,0,5140.5,0,0,0,Central Coast
1955,3,0,20562,0,5140.5,0,0,0,Central Coast
1956,3,0,20562,0,5140.5,0,0,0,Central Coast
1957,3,0,20562,0,5140.5,0,0,0,Central Coast
1958,3,0,20562,0,5140.5,0,0,0,Central Coast
1959,3,0,20562,0,5140.5,0,0,0,Central Coast
1960,3,0,20562,0,5140.5,0,0,0,Central Coast
1961,3,0,20562,0,5140.5,0,0,0,Central Coast
1962,3,0,20562,0,5140.5,0,0,0,Central Coast
1963,3,0,20562,0,5140.5,0,0,0,Central Coast
1964,3,0,20562,0,5140.5,0,0,0,Central Coast
1965,3,0,20562,0,5140.5,0,0,0,Central Coast
1966,3,0,20562,0,5140.5,0,0,0,Central Coast
1967,3,0,20562,0,5140.5,0,0,0,Central Coast
1968,3,0,20562,0,5140.5,0,0,0,Central Coast
1969,3,0,20562,0,5140.5,0,0,0,Central Coast
1970,3,0,20562,0,5140.5,0,0,0,Central Coast
1971,3,37,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1972,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1973,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1974,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1975,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1976,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1977,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1978,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1979,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1980,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1981,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1982,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1983,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1984,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1985,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1986,3,0,20562,37,5140.5,9.25,0.0018,0.6,Central Coast
1987,3,299,20562,336,5140.5,84,0.0163,5.43,Central Coast
1988,3,0,20562,336,5140.5,84,0.0163,5.43,Central Coast
1989,3,0,20562,336,5140.5,84,0.0163,5.43,Central Coast
1990,3,0,20562,336,5140.5,84,0.0163,5.43,Central Coast
1991,3,0,20562,336,5140.5,84,0.0163,5.43,Central Coast
1992,3,62,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
1993,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
1994,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
1995,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
1996,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
1997,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
1998,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
1999,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
2000,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
2001,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
2002,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
2003,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
2004,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
2005,3,0,20562,398,5140.5,99.5,0.0194,6.47,Central Coast
2006,3,20,20562,418,5140.5,104.5,0.0203,6.77,Central Coast
2007,3,47,20562,465,5140.5,116.25,0.0226,7.53,Central Coast
2008,3,2664,20562,3129,5140.5,782.25,0.1522,50.73,Central Coast
2009,3,0,20562,3129,5140.5,782.25,0.1522,50.73,Central Coast
2010,3,0,20562,3129,5140.5,782.25,0.1522,50.73,Central Coast
2011,3,0,20562,3129,5140.5,782.25,0.1522,50.73,Central Coast
2012,3,0,20562,3129,5140.5,782.25,0.1522,50.73,Central Coast
2013,3,0,20562,3129,5140.5,782.25,0.1522,50.73,Central Coast
1886,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1911,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1913,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1914,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1920,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1921,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1922,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1923,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1927,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1928,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1931,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1934,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1936,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1937,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1938,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1939,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1940,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1941,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1943,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1944,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1946,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1947,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1948,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1949,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1950,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1951,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1953,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1954,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1955,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1956,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1957,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1958,4,0,25642,0,6410.5,0,0,0,North Vancouver Island
1959,4,7,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1960,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1961,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1962,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1963,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1964,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1965,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1966,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1967,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1968,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1969,4,0,25642,7,6410.5,1.75,3e-04,0.1,North Vancouver Island
1970,4,11,25642,18,6410.5,4.5,7e-04,0.23,North Vancouver Island
1971,4,59,25642,77,6410.5,19.25,0.003,1,North Vancouver Island
1972,4,0,25642,77,6410.5,19.25,0.003,1,North Vancouver Island
1973,4,209,25642,286,6410.5,71.5,0.0112,3.73,North Vancouver Island
1974,4,14,25642,300,6410.5,75,0.0117,3.9,North Vancouver Island
1975,4,0,25642,300,6410.5,75,0.0117,3.9,North Vancouver Island
1976,4,0,25642,300,6410.5,75,0.0117,3.9,North Vancouver Island
1977,4,0,25642,300,6410.5,75,0.0117,3.9,North Vancouver Island
1978,4,0,25642,300,6410.5,75,0.0117,3.9,North Vancouver Island
1979,4,0,25642,300,6410.5,75,0.0117,3.9,North Vancouver Island
1980,4,0,25642,300,6410.5,75,0.0117,3.9,North Vancouver Island
1981,4,0,25642,300,6410.5,75,0.0117,3.9,North Vancouver Island
1982,4,50,25642,350,6410.5,87.5,0.0136,4.53,North Vancouver Island
1983,4,0,25642,350,6410.5,87.5,0.0136,4.53,North Vancouver Island
1984,4,0,25642,350,6410.5,87.5,0.0136,4.53,North Vancouver Island
1985,4,0,25642,350,6410.5,87.5,0.0136,4.53,North Vancouver Island
1986,4,64,25642,414,6410.5,103.5,0.0161,5.37,North Vancouver Island
1987,4,0,25642,414,6410.5,103.5,0.0161,5.37,North Vancouver Island
1988,4,18,25642,432,6410.5,108,0.0168,5.6,North Vancouver Island
1989,4,0,25642,432,6410.5,108,0.0168,5.6,North Vancouver Island
1990,4,12,25642,444,6410.5,111,0.0173,5.77,North Vancouver Island
1991,4,0,25642,444,6410.5,111,0.0173,5.77,North Vancouver Island
1992,4,421,25642,865,6410.5,216.25,0.0337,11.23,North Vancouver Island
1993,4,0,25642,865,6410.5,216.25,0.0337,11.23,North Vancouver Island
1994,4,0,25642,865,6410.5,216.25,0.0337,11.23,North Vancouver Island
1995,4,234,25642,1099,6410.5,274.75,0.0429,14.3,North Vancouver Island
1996,4,24,25642,1123,6410.5,280.75,0.0438,14.6,North Vancouver Island
1997,4,10,25642,1133,6410.5,283.25,0.0442,14.73,North Vancouver Island
1998,4,0,25642,1133,6410.5,283.25,0.0442,14.73,North Vancouver Island
1999,4,0,25642,1133,6410.5,283.25,0.0442,14.73,North Vancouver Island
2000,4,0,25642,1133,6410.5,283.25,0.0442,14.73,North Vancouver Island
2001,4,4,25642,1137,6410.5,284.25,0.0443,14.77,North Vancouver Island
2002,4,0,25642,1137,6410.5,284.25,0.0443,14.77,North Vancouver Island
2003,4,0,25642,1137,6410.5,284.25,0.0443,14.77,North Vancouver Island
2004,4,0,25642,1137,6410.5,284.25,0.0443,14.77,North Vancouver Island
2005,4,0,25642,1137,6410.5,284.25,0.0443,14.77,North Vancouver Island
2006,4,259,25642,1396,6410.5,349,0.0544,18.13,North Vancouver Island
2007,4,691,25642,2087,6410.5,521.75,0.0814,27.13,North Vancouver Island
2008,4,7,25642,2094,6410.5,523.5,0.0817,27.23,North Vancouver Island
2009,4,2,25642,2096,6410.5,524,0.0817,27.23,North Vancouver Island
2010,4,0,25642,2096,6410.5,524,0.0817,27.23,North Vancouver Island
2011,4,0,25642,2096,6410.5,524,0.0817,27.23,North Vancouver Island
2012,4,0,25642,2096,6410.5,524,0.0817,27.23,North Vancouver Island
2013,4,2,25642,2098,6410.5,524.5,0.0818,27.27,North Vancouver Island
1886,5,0,18100,0,4525,0,0,0,West Vancouver Island
1911,5,27,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1913,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1914,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1920,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1921,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1922,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1923,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1927,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1928,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1931,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1934,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1936,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1937,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1938,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1939,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1940,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1941,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1943,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1944,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1946,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1947,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1948,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1949,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1950,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1951,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1953,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1954,5,0,18100,27,4525,6.75,0.0015,0.5,West Vancouver Island
1955,5,54,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1956,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1957,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1958,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1959,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1960,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1961,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1962,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1963,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1964,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1965,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1966,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1967,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1968,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1969,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1970,5,0,18100,81,4525,20.25,0.0045,1.5,West Vancouver Island
1971,5,6,18100,87,4525,21.75,0.0048,1.6,West Vancouver Island
1972,5,0,18100,87,4525,21.75,0.0048,1.6,West Vancouver Island
1973,5,0,18100,87,4525,21.75,0.0048,1.6,West Vancouver Island
1974,5,0,18100,87,4525,21.75,0.0048,1.6,West Vancouver Island
1975,5,0,18100,87,4525,21.75,0.0048,1.6,West Vancouver Island
1976,5,0,18100,87,4525,21.75,0.0048,1.6,West Vancouver Island
1977,5,0,18100,87,4525,21.75,0.0048,1.6,West Vancouver Island
1978,5,0,18100,87,4525,21.75,0.0048,1.6,West Vancouver Island
1979,5,8,18100,95,4525,23.75,0.0052,1.73,West Vancouver Island
1980,5,8,18100,103,4525,25.75,0.0057,1.9,West Vancouver Island
1981,5,952,18100,1055,4525,263.75,0.0583,19.43,West Vancouver Island
1982,5,0,18100,1055,4525,263.75,0.0583,19.43,West Vancouver Island
