rgn_id,year,a_prot_1km
1,1980,34
1,1981,34
1,1982,34
1,1983,34
1,1984,34
1,1985,34
1,1986,34
1,1987,34
1,1988,34
1,1989,34
1,1990,34
1,1991,34
1,1992,34
1,1993,51.5
1,1994,65.75
1,1995,65.75
1,1996,65.75
1,1997,65.75
1,1998,65.75
1,1999,65.75
1,2000,65.75
1,2001,65.75
1,2002,65.75
1,2003,65.75
1,2004,107.75
1,2005,109
1,2006,614.75
1,2007,647.5
1,2008,928.5
1,2009,928.5
1,2010,928.5
1,2011,928.5
1,2012,928.5
1,2013,928.5
2,1980,126.5
2,1981,126.75
2,1982,126.75
2,1983,126.75
2,1984,126.75
2,1985,126.75
2,1986,126.75
2,1987,126.75
2,1988,126.75
2,1989,126.75
2,1990,126.75
2,1991,126.75
2,1992,126.75
2,1993,126.75
2,1994,126.75
2,1995,126.75
2,1996,935.75
2,1997,935.75
2,1998,935.75
2,1999,935.75
2,2000,935.75
2,2001,935.75
2,2002,935.75
2,2003,935.75
2,2004,935.75
2,2005,935.75
2,2006,935.75
2,2007,935.75
2,2008,1669.75
2,2009,1669.75
2,2010,1673
2,2011,1673
2,2012,1673
2,2013,1673
3,1980,1
3,1981,1
3,1982,1
3,1983,1
3,1984,1
3,1985,1
3,1986,1
3,1987,125
3,1988,125
3,1989,125
3,1990,125
3,1991,125
3,1992,139.75
3,1993,139.75
3,1994,139.75
3,1995,139.75
3,1996,139.75
3,1997,139.75
3,1998,139.75
3,1999,139.75
3,2000,139.75
3,2001,139.75
3,2002,139.75
3,2003,139.75
3,2004,139.75
3,2005,139.75
3,2006,524.75
3,2007,795.25
3,2008,1393
3,2009,1393
3,2010,1393
3,2011,1393
3,2012,1393
3,2013,1393
4,1980,93.5
4,1981,93.5
4,1982,98.5
4,1983,98.5
4,1984,98.5
4,1985,98.5
4,1986,123.25
4,1987,123.25
4,1988,124.5
4,1989,124.5
4,1990,129.75
4,1991,129.75
4,1992,152.25
4,1993,152.25
4,1994,152.25
4,1995,190
4,1996,207.5
4,1997,210.75
4,1998,210.75
4,1999,210.75
4,2000,210.75
4,2001,210.75
4,2002,210.75
4,2003,210.75
4,2004,210.75
4,2005,210.75
4,2006,265
4,2007,376.25
4,2008,379
4,2009,421.5
4,2010,421.5
4,2011,421.5
4,2012,421.5
4,2013,422.25
5,1980,33.25
5,1981,37.75
5,1982,37.75
5,1983,37.75
5,1984,37.75
5,1985,37.75
5,1986,105.25
5,1987,105.25
5,1988,106
5,1989,107.75
5,1990,107.75
5,1991,112
5,1992,112
5,1993,112
5,1994,112
5,1995,232
5,1996,258.75
5,1997,262
5,1998,262
5,1999,262
5,2000,262
5,2001,400
5,2002,400
5,2003,401.25
5,2004,401.5
5,2005,401.5
5,2006,401.5
5,2007,401.5
5,2008,401.5
5,2009,401.5
5,2010,401.5
5,2011,401.75
5,2012,401.75
5,2013,401.75
6,1980,114.75
6,1981,114.75
6,1982,123.25
6,1983,123.25
6,1984,123.75
6,1985,123.75
6,1986,128.5
6,1987,128.5
6,1988,131.25
6,1989,138.25
6,1990,140.25
6,1991,141.5
6,1992,141.75
6,1993,152
6,1994,152
6,1995,185.5
6,1996,186.25
6,1997,194
6,1998,194
6,1999,198.75
6,2000,199
6,2001,208.5
6,2002,209.75
6,2003,230.25
6,2004,236.75
6,2005,236.75
6,2006,236.75
6,2007,238.75
6,2008,238.75
6,2009,238.75
6,2010,238.75
6,2011,238.75
6,2012,238.75
6,2013,239.5
8,1980,2
8,1981,3.5
8,1982,3.5
8,1983,3.5
8,1984,3.5
8,1985,3.5
8,1986,3.5
8,1987,3.5
8,1988,3.5
8,1989,3.5
8,1990,3.5
8,1991,3.5
8,1992,3.5
8,1993,3.5
8,1994,3.5
8,1995,3.5
8,1996,3.5
8,1997,3.5
8,1998,3.5
8,1999,3.5
8,2000,3.5
8,2001,3.5
8,2002,3.5
8,2003,3.5
8,2004,3.5
8,2005,3.5
8,2006,40.75
8,2007,41.5
8,2008,41.5
8,2009,41.5
8,2010,41.5
8,2011,41.5
8,2012,41.5
8,2013,41.5
NA,1980,52329.75
NA,1981,53455.75
NA,1982,53710.5
NA,1983,54214
NA,1984,54530.75
NA,1985,55107.5
NA,1986,62763.25
NA,1987,67996.5
NA,1988,68021.25
NA,1989,68045.5
NA,1990,68056.75
NA,1991,68231.25
NA,1992,68531.25
NA,1993,78089.75
NA,1994,80959.25
NA,1995,89289.75
NA,1996,95653.25
NA,1997,96367.75
NA,1998,97264.5
NA,1999,102924.5
NA,2000,104973.5
NA,2001,118267.75
NA,2002,118268.5
NA,2003,118406
NA,2004,119246
NA,2005,119271.75
NA,2006,123210.25
NA,2007,124621.75
NA,2008,142465.25
NA,2009,142698
NA,2010,146966.25
NA,2011,147111.5
NA,2012,151443.75
NA,2013,154228.25
