rgn_id,year,lsp_status
1,1980,1.62
1,1981,1.62
1,1982,1.62
1,1983,1.62
1,1984,1.62
1,1985,1.62
1,1986,1.62
1,1987,1.62
1,1988,1.62
1,1989,1.62
1,1990,1.62
1,1991,1.62
1,1992,1.62
1,1993,2.535
1,1994,3.27
1,1995,3.27
1,1996,3.27
1,1997,3.27
1,1998,3.27
1,1999,3.27
1,2000,3.27
1,2001,3.27
1,2002,3.27
1,2003,3.27
1,2004,5.58
1,2005,5.65
1,2006,34.035
1,2007,35.65
1,2008,52.135
1,2009,52.135
1,2010,52.135
1,2011,52.135
1,2012,52.135
1,2013,52.135
2,1980,9.2
2,1981,9.215
2,1982,9.215
2,1983,9.215
2,1984,9.215
2,1985,9.215
2,1986,9.215
2,1987,9.215
2,1988,9.215
2,1989,9.215
2,1990,9.215
2,1991,9.215
2,1992,9.215
2,1993,9.215
2,1994,9.215
2,1995,9.215
2,1996,51.065
2,1997,51.065
2,1998,51.065
2,1999,51.065
2,2000,51.065
2,2001,51.065
2,2002,51.065
2,2003,51.065
2,2004,51.065
2,2005,51.065
2,2006,51.065
2,2007,51.065
2,2008,91.635
2,2009,91.635
2,2010,100
2,2011,100
2,2012,100
2,2013,100
3,1980,0.35
3,1981,0.35
3,1982,0.35
3,1983,0.35
3,1984,0.35
3,1985,0.35
3,1986,0.35
3,1987,8.53
3,1988,8.53
3,1989,8.53
3,1990,8.53
3,1991,8.53
3,1992,9.735
3,1993,9.735
3,1994,9.735
3,1995,9.735
3,1996,9.735
3,1997,9.735
3,1998,9.735
3,1999,9.735
3,2000,9.735
3,2001,9.735
3,2002,9.735
3,2003,9.735
3,2004,9.735
3,2005,9.735
3,2006,27.77
3,2007,40.715
3,2008,75.365
3,2009,75.365
3,2010,75.365
3,2011,75.365
3,2012,75.365
3,2013,75.365
4,1980,6.2
4,1981,6.2
4,1982,6.75
4,1983,6.75
4,1984,6.75
4,1985,6.75
4,1986,8.3
4,1987,8.3
4,1988,8.465
4,1989,8.465
4,1990,8.785
4,1991,8.785
4,1992,12.55
4,1993,12.55
4,1994,12.55
4,1995,15.8
4,1996,16.75
4,1997,16.965
4,1998,16.965
4,1999,16.965
4,2000,16.965
4,2001,16.985
4,2002,16.985
4,2003,16.985
4,2004,16.985
4,2005,16.985
4,2006,21.13
4,2007,30.7
4,2008,30.865
4,2009,32.8
4,2010,32.8
4,2011,32.8
4,2012,32.8
4,2013,32.85
5,1980,3.685
5,1981,12.815
5,1982,12.815
5,1983,12.815
5,1984,12.815
5,1985,12.815
5,1986,19.185
5,1987,19.185
5,1988,19.235
5,1989,19.435
5,1990,19.435
5,1991,19.785
5,1992,19.785
5,1993,19.785
5,1994,19.785
5,1995,34.93
5,1996,37.98
5,1997,38.735
5,1998,38.735
5,1999,38.735
5,2000,38.735
5,2001,58.35
5,2002,58.35
5,2003,58.5
5,2004,58.515
5,2005,58.515
5,2006,58.515
5,2007,58.515
5,2008,58.515
5,2009,58.515
5,2010,58.515
5,2011,58.535
5,2012,58.535
5,2013,58.535
6,1980,9.085
6,1981,9.1
6,1982,14.52
6,1983,14.52
6,1984,14.535
6,1985,14.535
6,1986,14.835
6,1987,14.835
6,1988,15.02
6,1989,15.5
6,1990,15.635
6,1991,15.72
6,1992,15.75
6,1993,16.65
6,1994,16.65
6,1995,18.95
6,1996,19
6,1997,19.485
6,1998,19.5
6,1999,19.8
6,2000,19.815
6,2001,20.985
6,2002,21.085
6,2003,23.25
6,2004,23.65
6,2005,23.65
6,2006,23.65
6,2007,23.8
6,2008,23.8
6,2009,23.8
6,2010,23.8
6,2011,25.515
6,2012,25.515
6,2013,25.565
8,1980,1.37
8,1981,22.015
8,1982,22.015
8,1983,22.015
8,1984,22.015
8,1985,22.015
8,1986,22.015
8,1987,22.015
8,1988,22.015
8,1989,22.015
8,1990,22.015
8,1991,22.015
8,1992,22.015
8,1993,22.015
8,1994,22.015
8,1995,22.015
8,1996,22.015
8,1997,22.015
8,1998,22.015
8,1999,22.015
8,2000,22.015
8,2001,22.015
8,2002,22.015
8,2003,22.015
8,2004,22.015
8,2005,22.015
8,2006,45.15
8,2007,45.615
8,2008,45.615
8,2009,45.615
8,2010,45.615
8,2011,45.615
8,2012,45.615
8,2013,45.615
NA,1980,6.6
NA,1981,6.715
NA,1982,6.73
NA,1983,6.8
NA,1984,6.83
NA,1985,6.915
NA,1986,7.885
NA,1987,8.55
NA,1988,8.55
NA,1989,8.55
NA,1990,8.55
NA,1991,8.585
NA,1992,8.615
NA,1993,9.815
NA,1994,10.185
NA,1995,11.215
NA,1996,12.085
NA,1997,12.165
NA,1998,12.285
NA,1999,12.985
NA,2000,13.25
NA,2001,14.915
NA,2002,14.915
NA,2003,14.935
NA,2004,15.05
NA,2005,15.05
NA,2006,15.585
NA,2007,15.765
NA,2008,17.97
NA,2009,18
NA,2010,18.38
NA,2011,18.4
NA,2012,18.95
NA,2013,19.28
