rgn_id,year,a_tot_1km
1,1980,3804
1,1981,3804
1,1982,3804
1,1983,3804
1,1984,3804
1,1985,3804
1,1986,3804
1,1987,3804
1,1988,3804
1,1989,3804
1,1990,3804
1,1991,3804
1,1992,3804
1,1993,3804
1,1994,3804
1,1995,3804
1,1996,3804
1,1997,3804
1,1998,3804
1,1999,3804
1,2000,3804
1,2001,3804
1,2002,3804
1,2003,3804
1,2004,3804
1,2005,3804
1,2006,3804
1,2007,3804
1,2008,3804
1,2009,3804
1,2010,3804
1,2011,3804
1,2012,3804
1,2013,3804
2,1980,2543
2,1981,2543
2,1982,2543
2,1983,2543
2,1984,2543
2,1985,2543
2,1986,2543
2,1987,2543
2,1988,2543
2,1989,2543
2,1990,2543
2,1991,2543
2,1992,2543
2,1993,2543
2,1994,2543
2,1995,2543
2,1996,2543
2,1997,2543
2,1998,2543
2,1999,2543
2,2000,2543
2,2001,2543
2,2002,2543
2,2003,2543
2,2004,2543
2,2005,2543
2,2006,2543
2,2007,2543
2,2008,2543
2,2009,2543
2,2010,2543
2,2011,2543
2,2012,2543
2,2013,2543
3,1980,3586.75
3,1981,3586.75
3,1982,3586.75
3,1983,3586.75
3,1984,3586.75
3,1985,3586.75
3,1986,3586.75
3,1987,3586.75
3,1988,3586.75
3,1989,3586.75
3,1990,3586.75
3,1991,3586.75
3,1992,3586.75
3,1993,3586.75
3,1994,3586.75
3,1995,3586.75
3,1996,3586.75
3,1997,3586.75
3,1998,3586.75
3,1999,3586.75
3,2000,3586.75
3,2001,3586.75
3,2002,3586.75
3,2003,3586.75
3,2004,3586.75
3,2005,3586.75
3,2006,3586.75
3,2007,3586.75
3,2008,3586.75
3,2009,3586.75
3,2010,3586.75
3,2011,3586.75
3,2012,3586.75
3,2013,3586.75
4,1980,3661.75
4,1981,3661.75
4,1982,3661.75
4,1983,3661.75
4,1984,3661.75
4,1985,3661.75
4,1986,3661.75
4,1987,3661.75
4,1988,3661.75
4,1989,3661.75
4,1990,3661.75
4,1991,3661.75
4,1992,3661.75
4,1993,3661.75
4,1994,3661.75
4,1995,3661.75
4,1996,3661.75
4,1997,3661.75
4,1998,3661.75
4,1999,3661.75
4,2000,3661.75
4,2001,3661.75
4,2002,3661.75
4,2003,3661.75
4,2004,3661.75
4,2005,3661.75
4,2006,3661.75
4,2007,3661.75
4,2008,3661.75
4,2009,3661.75
4,2010,3661.75
4,2011,3661.75
4,2012,3661.75
4,2013,3661.75
5,1980,2033
5,1981,2033
5,1982,2033
5,1983,2033
5,1984,2033
5,1985,2033
5,1986,2033
5,1987,2033
5,1988,2033
5,1989,2033
5,1990,2033
5,1991,2033
5,1992,2033
5,1993,2033
5,1994,2033
5,1995,2033
5,1996,2033
5,1997,2033
5,1998,2033
5,1999,2033
5,2000,2033
5,2001,2033
5,2002,2033
5,2003,2033
5,2004,2033
5,2005,2033
5,2006,2033
5,2007,2033
5,2008,2033
5,2009,2033
5,2010,2033
5,2011,2033
5,2012,2033
5,2013,2033
6,1980,2641.5
6,1981,2641.5
6,1982,2641.5
6,1983,2641.5
6,1984,2641.5
6,1985,2641.5
6,1986,2641.5
6,1987,2641.5
6,1988,2641.5
6,1989,2641.5
6,1990,2641.5
6,1991,2641.5
6,1992,2641.5
6,1993,2641.5
6,1994,2641.5
6,1995,2641.5
6,1996,2641.5
6,1997,2641.5
6,1998,2641.5
6,1999,2641.5
6,2000,2641.5
6,2001,2641.5
6,2002,2641.5
6,2003,2641.5
6,2004,2641.5
6,2005,2641.5
6,2006,2641.5
6,2007,2641.5
6,2008,2641.5
6,2009,2641.5
6,2010,2641.5
6,2011,2641.5
6,2012,2641.5
6,2013,2641.5
8,1980,269
8,1981,269
8,1982,269
8,1983,269
8,1984,269
8,1985,269
8,1986,269
8,1987,269
8,1988,269
8,1989,269
8,1990,269
8,1991,269
8,1992,269
8,1993,269
8,1994,269
8,1995,269
8,1996,269
8,1997,269
8,1998,269
8,1999,269
8,2000,269
8,2001,269
8,2002,269
8,2003,269
8,2004,269
8,2005,269
8,2006,269
8,2007,269
8,2008,269
8,2009,269
8,2010,269
8,2011,269
8,2012,269
8,2013,269
NA,1980,2657317
NA,1981,2657317
NA,1982,2657317
NA,1983,2657317
NA,1984,2657317
NA,1985,2657317
NA,1986,2657317
NA,1987,2657317
NA,1988,2657317
NA,1989,2657317
NA,1990,2657317
NA,1991,2657317
NA,1992,2657317
NA,1993,2657317
NA,1994,2657317
NA,1995,2657317
NA,1996,2657317
NA,1997,2657317
NA,1998,2657317
NA,1999,2657317
NA,2000,2657317
NA,2001,2657317
NA,2002,2657317
NA,2003,2657317
NA,2004,2657317
NA,2005,2657317
NA,2006,2657317
NA,2007,2657317
NA,2008,2657317
NA,2009,2657317
NA,2010,2657317
NA,2011,2657317
NA,2012,2657317
NA,2013,2657317
