rgn_id,year,n_sources,prod,score,sources,values
1,2001,1,0.9945062404570272,0.9945062404570272,path,0.0055
1,2002,4,0.5829969033005172,0.873809097517873,"nutr, chem, path, trash","0.0102, 0.1255, 0.0053, 0.3228"
1,2003,4,0.5833230122804608,0.8739312667944416,"nutr, chem, path, trash","0.0098, 0.1255, 0.0051, 0.3228"
1,2004,4,0.5830285011143196,0.8738209371588093,"nutr, chem, path, trash","0.0104, 0.1256, 0.005, 0.3228"
1,2005,4,0.5819936276482371,0.8734329215456069,"nutr, chem, path, trash","0.0124, 0.1256, 0.0048, 0.3228"
1,2006,4,0.5838209445451512,0.874117706956494,"nutr, chem, path, trash","0.0095, 0.1256, 0.0046, 0.3228"
1,2007,4,0.579124503253367,0.8723544587722707,"nutr, chem, path, trash","0.0171, 0.1257, 0.0047, 0.3228"
1,2008,4,0.58353715975362,0.8740114643905249,"nutr, chem, path, trash","0.0098, 0.1255, 0.0048, 0.3228"
1,2009,4,0.5837404876498724,0.8740875896609912,"nutr, chem, path, trash","0.0094, 0.1255, 0.0049, 0.3228"
1,2010,4,0.5770054792638446,0.871555372444774,"nutr, chem, path, trash","0.0202, 0.126, 0.0049, 0.3228"
1,2011,4,0.5807851786197001,0.8729791700030904,"nutr, chem, path, trash","0.0142, 0.1255, 0.005, 0.3228"
1,2012,4,0.582027417069278,0.8734455987248796,"nutr, chem, path, trash","0.012, 0.1256, 0.005, 0.3228"
1,2013,4,0.5788182284004612,0.8722390978973275,"nutr, chem, path, trash","0.0175, 0.1256, 0.0051, 0.3228"
1,2014,1,0.9948961058032588,0.9948961058032588,path,0.0051
1,2015,1,0.9948688814614215,0.9948688814614215,path,0.0051
1,2016,1,0.9948416571195842,0.9948416571195842,path,0.0052
2,2001,1,0.9976979930823584,0.9976979930823584,path,0.0023
2,2002,4,0.6837065377855341,0.9093214445595984,"nutr, chem, path, trash","0.0043, 0.0757, 0.0023, 0.2554"
2,2003,4,0.6840289458950006,0.9094286253319049,"nutr, chem, path, trash","0.0038, 0.0757, 0.0023, 0.2554"
2,2004,4,0.6846135887804019,0.9096228863529869,"nutr, chem, path, trash","0.003, 0.0757, 0.0023, 0.2554"
2,2005,4,0.6839408397310309,0.9093993392400682,"nutr, chem, path, trash","0.004, 0.0757, 0.0023, 0.2554"
2,2006,4,0.6836078588401316,0.9092886323319899,"nutr, chem, path, trash","0.0044, 0.0757, 0.0023, 0.2554"
