sgc,pop,year,csdname,csdtype,rgn_id,area_total_km2,area_ohibc_km2,prop_area,fn
5927008,12983,2001,Powell River,DM,6,30.173527625005867,30.173530871659814,1.0000001075994158,FALSE
5927010,988,2001,Powell River A,RDA,6,4040.7821251867044,4040.782297567261,1.0000000426601958,TRUE
5927012,1450,2001,Powell River B,RDA,6,155.97985484171025,155.9798415557202,0.9999999148223978,TRUE
5927016,2135,2001,Powell River C,RDA,6,704.0647401709273,704.0647510685752,1.0000000154781903,TRUE
5927018,1129,2001,Powell River D,RDA,6,309.34760069993877,309.3477868956648,1.0000006018980772,TRUE
5927020,367,2001,Powell River E,RDA,6,70.64704803020393,70.6470553629855,1.0000001037945925,TRUE
5927802,677,2001,Sliammon 1,R,6,8.041015413122949,8.041019105186344,1.000000459153876,TRUE
5927805,0,2001,Harwood Island 2,R,6,9.063698574286304,9.06369853717485,0.9999999959054846,TRUE
5927806,36,2001,Sechelt (Part),IGD,6,0.2402600759728309,0.240260287014693,1.0000008783892258,TRUE
5929005,3906,2001,Gibsons,T,6,4.339185377781603,4.339185475419881,1.0000000225015226,FALSE
5929011,7775,2001,Sechelt,DM,6,40.67884578900853,40.67885222562229,1.00000015823,FALSE
5929018,2374,2001,Sunshine Coast A,RDA,6,1941.5886717599055,1941.5886697322728,0.9999999989556837,TRUE
5929022,2353,2001,Sunshine Coast B,RDA,6,1295.0230317141268,1295.0232289501253,1.0000001523030815,TRUE
5929024,3090,2001,Sunshine Coast D,RDA,6,144.39008348600336,144.3900957708991,1.0000000850812982,TRUE
5929026,3311,2001,Sunshine Coast E,RDA,6,21.318523666634942,21.318556771618024,1.000001552874092,TRUE
5929028,1971,2001,Sunshine Coast F,RDA,6,379.8632092689236,379.8631800955221,0.9999999232002448,TRUE
5929801,24,2001,Chekwelp 26,R,6,0.13808850261579814,0.13808851463673635,1.0000000870524193,TRUE
5929802,0,2001,Chekwelp 26A,R,6,0.01141603217305243,0.011416031710883602,0.9999999595158089,TRUE
5929803,795,2001,Sechelt (Part),IGD,6,10.703489564862066,10.703493913042754,1.0000004062395411,TRUE
5929804,0,2001,Schaltuuch 27,R,6,0.004562438992634882,0.0045624428105149415,1.000000836806819,TRUE
5931006,14247,2001,Squamish,DM,6,109.0795301966397,109.07945924491689,0.9999993495413605,FALSE
5931012,1637,2001,Pemberton,VL,6,4.510094761105363,4.510094732755098,0.9999999937140421,FALSE
5931017,1504,2001,Squamish-Lillooet C,RDA,6,5685.163402823968,5298.752827578549,0.9320317556653731,TRUE
5931020,8896,2001,Whistler,DM,6,164.88434988056937,164.8842989068851,0.9999996908518953,FALSE
5931021,750,2001,Squamish-Lillooet D,RDA,6,3212.1053588488044,3212.105336685876,0.9999999931001863,TRUE
5931032,223,2001,Squamish-Lillooet A,RDA,6,3808.6303394416677,18.649526976874792,0.004896649271456665,TRUE
5931034,428,2001,Squamish-Lillooet B,RDA,6,3523.327439806034,1.98741325380734,5.640728225693241e-4,TRUE
5931801,45,2001,Cheakamus 11,R,6,18.878079156897652,18.878095055408235,1.0000008421678102,TRUE
5931802,23,2001,Kowtain 17,R,6,0.27033525697563215,0.27033516714305805,0.9999996676993776,TRUE
5931803,117,2001,Mount Currie  1,R,6,0.8218124661540687,0.8218115152147897,0.999998842875573,TRUE
5931804,183,2001,Mount Currie 10,R,6,0.33401546832436135,0.33401542808227885,0.9999998795203028,TRUE
5931806,0,2001,Seaichem 16,R,6,0.08095405247369782,0.08095405433538556,1.0000000229968444,TRUE
5931807,50,2001,Stawamus 24,R,6,0.1936735554663667,0.19367362692370638,1.0000003689576489,TRUE
5931808,91,2001,Waiwakum 14,R,6,0.16955171059604177,0.16955173387731054,1.0000001373107277,TRUE
5931809,24,2001,Yekwaupsum 18,R,6,0.029291029231220483,0.029291012823086233,0.9999994398239092,TRUE
5931811,0,2001,Mount Currie  2,R,6,0.5037699577035029,0.5037699722867608,1.0000000289482485,TRUE
5931812,88,2001,Nesuch 3,R,6,5.069022025135206,5.069020908119352,0.9999997796387847,TRUE
5931837,50,2001,Mount Currie  8,R,6,3.6573497352804836,3.657351166333027,1.0000003912812958,TRUE
5931838,704,2001,Mount Currie  6,R,6,16.885168690516792,16.88517267634526,1.0000002360549982,TRUE
5933037,1302,2001,Thompson-Nicola I,RDA,6,5828.7317130709025,0.2570408049304966,4.409892538956353e-5,TRUE
5941039,880,2001,Cariboo J,RDA,3,26667.698354716897,1670.2154778343904,0.06263065734501111,TRUE
5941039,880,2001,Cariboo J,RDA,4,26667.698354716897,5750.1983027030665,0.2156240942213144,TRUE
5941039,880,2001,Cariboo J,RDA,6,26667.698354716897,6.315846922355822,2.368350968406201e-4,TRUE
5943008,583,2001,Alert Bay,VL,4,2.462348517884071,2.462348880352065,1.0000001472041797,FALSE
5943012,2821,2001,Port McNeill,T,4,7.371427698293234,7.37142248862005,0.9999992932613062,FALSE
5943017,1126,2001,Port Alice,VL,4,9.065890345382766,9.06588610753995,0.9999995325508413,FALSE
5943023,4574,2001,Port Hardy,DM,4,39.76775068641559,39.76774375738091,0.9999998257624694,FALSE
5943027,169,2001,Mount Waddington B,RDA,4,2599.677210591206,2549.1622143029585,0.9805687428875989,TRUE
5943027,169,2001,Mount Waddington B,RDA,5,2599.677210591206,50.51501517008002,0.019431264375546122,TRUE
5943031,829,2001,Mount Waddington C,RDA,4,1557.2958611679812,1550.013982086686,0.9953240233517131,TRUE
5943031,829,2001,Mount Waddington C,RDA,5,1557.2958611679812,7.281837712273048,0.00467595008363512,TRUE
5943033,401,2001,Mount Waddington D,RDA,4,3435.0524022460163,3426.2484334288533,0.9974370205207331,TRUE
5943033,401,2001,Mount Waddington D,RDA,5,3435.0524022460163,8.803896432168603,0.002562958406809793,TRUE
5943037,886,2001,Mount Waddington A,RDA,3,13175.56142140408,143.04310915784842,0.010856699352899738,TRUE
5943037,886,2001,Mount Waddington A,RDA,4,13175.56142140408,13032.518343449972,0.9891433030154048,TRUE
5943801,281,2001,Alert Bay 1,R,4,0.24924568878391384,0.24924582074318827,1.0000005294345313,TRUE
5943802,411,2001,Alert Bay 1A,R,4,1.7279533932395252,1.7279533777086622,0.9999999910119898,TRUE
5943804,36,2001,Fort Rupert 1,R,4,0.014039260725964791,0.014039260369617492,0.9999999746178017,TRUE
5943805,0,2001,Quattishe 1,R,4,0.8600174960343092,0.8600189799934328,1.0000017254987605,TRUE
5943806,387,2001,Tsulquate 4,R,4,0.1320943534922395,0.13209433995799952,0.9999998975411166,TRUE
5943807,0,2001,Dead Point 5,R,4,0.3740797566285059,0.3740797371620983,0.9999999479618791,TRUE
5943808,35,2001,Gwayasdums 1,R,4,0.3204119658714668,0.32041199408681875,1.0000000880596076,TRUE
5943809,5,2001,Hopetown 10A,R,4,0.41789674368894847,0.4178971415684819,1.0000009521001048,TRUE
5943810,0,2001,Karlukwees 1,R,4,0.10567145061493013,0.10567149638126791,1.0000004331003076,TRUE
5943813,95,2001,Quaee 7,R,4,2.2022203285121917,2.202220055718489,0.9999998761278791,TRUE
5943815,269,2001,Kippase 2,R,4,0.1661482220567502,0.1661481690895632,0.9999996812052132,TRUE
5943816,198,2001,Quatsino Subdivision 18,R,4,0.12972269079865514,0.12972278946119548,1.0000007605650154,TRUE
5943817,0,2001,Thomas Point 5,R,4,0.25312411074520275,0.2531241151763331,1.0000000175057617,TRUE
5943820,0,2001,Apsagayu 1A,R,4,0.11197491663809121,0.11197490530434251,0.9999998987831468,TRUE
5943824,0,2001,Compton Island 6,R,4,0.6021510711329542,0.6021510588664561,0.9999999796288694,TRUE
5943828,0,2001,Mahmalillikullah 1,R,4,1.7820249114608466,1.7820247804746627,0.9999999264958739,TRUE
5943832,0,2001,Glen-Gla-Ouch 5,R,4,0.1649246153715551,0.16492451344546302,0.9999993819837516,TRUE
5943836,5,2001,Hope Island 1,R,4,36.23060225620778,36.230602547511786,1.0000000080402751,TRUE
5945006,143,2001,Central Coast A,RDA,3,21095.867415628152,19545.90510174181,0.9265276803579973,TRUE
5945006,143,2001,Central Coast A,RDA,4,21095.867415628152,1519.665569722092,0.07203617371032109,TRUE
5945006,143,2001,Central Coast A,RDA,8,21095.867415628152,25.7262125738205,0.001219490626622071,TRUE
5945010,697,2001,Central Coast C,RDA,3,4049.6643011290284,3287.9609091373054,0.811909497836805,TRUE
5945010,697,2001,Central Coast C,RDA,4,4049.6643011290284,0.20937718504109018,5.1702355916937796e-5,TRUE
5945012,516,2001,Central Coast D,RDA,3,306.3467549673796,306.34675277289557,0.9999999928366011,TRUE
5945014,167,2001,Central Coast E,RDA,3,378.69512373159466,378.6952436410794,1.000000316638576,TRUE
5945801,1253,2001,Bella Bella 1,R,3,6.522562590460055,6.5225614305796435,0.9999998221741233,TRUE
5945802,909,2001,Bella Coola 1,R,3,16.238917194096008,16.238925261269568,1.0000004967802636,TRUE
5945803,96,2001,Katit 1,R,3,7.095206938488776,7.095218035845675,1.0000015640638806,TRUE
5947007,659,2001,Port Edward,DM,1,185.02628077153247,185.02623309387332,0.9999997423195292,FALSE
5947012,14643,2001,Prince Rupert,C,1,54.11884104845866,54.11884091389168,0.999999997513491,FALSE
5947016,91,2001,Skeena-Queen Charlotte A,RDA,1,3001.1429466735367,3001.1428248759516,0.9999999594162666,TRUE
5947021,50,2001,Skeena-Queen Charlotte C,RDA,1,6903.6007495084305,6903.600946179993,1.0000000284882584,TRUE
5947023,926,2001,Masset,VL,2,22.242761724136976,22.242767204131663,1.0000002463720448,FALSE
5947025,1045,2001,Skeena-Queen Charlotte F,RDA,2,36.02125424602802,36.021259140764805,1.0000001358846848,TRUE
5947027,538,2001,Skeena-Queen Charlotte D,RDA,2,6522.559410670935,6522.559305412232,0.9999999838623619,TRUE
5947030,516,2001,Port Clements,VL,2,15.000670059560429,15.000670448339894,1.0000000259174733,FALSE
5947032,460,2001,Skeena-Queen Charlotte E,RDA,2,3460.5803887801885,3460.580381627572,0.9999999979331164,TRUE
5947803,707,2001,Masset 1,R,2,3.261057323149938,3.26105733688084,1.0000000042105677,TRUE
5947804,743,2001,Skidegate 1,R,2,3.4249936492831337,3.4249941401161514,1.000000143309176,TRUE
5947806,162,2001,Kulkayu (Hartley Bay) 4,R,1,1.2866671188725605,1.2866670724374447,0.9999999639105444,TRUE
5947807,368,2001,Dolphin Island 1,R,1,15.111144112619948,15.111144090129494,0.9999999985116644,TRUE
5947809,785,2001,Lax Kw'alaams,R,1,144.37811455340065,144.37825790040506,1.0000009928582656,TRUE
5949005,10285,2001,Kitimat,DM,1,319.04515044188406,319.044734473779,0.9999986962092842,FALSE
5949011,12109,2001,Terrace,C,1,42.922535884262295,42.92253476327224,0.9999999738834151,FALSE
5949013,2998,2001,Kitimat-Stikine C (Part 1),RDA,1,9833.275024017972,8617.771515393024,0.8763887407139477,TRUE
5949018,4475,2001,Kitimat-Stikine E,RDA,1,17.229422346910642,17.22942287200296,1.00000003047649,TRUE
5949020,10,2001,Kitimat-Stikine C (Part 2),RDA,1,19809.526205328035,12565.044244305534,0.6342930221585007,TRUE
5949020,10,2001,Kitimat-Stikine C (Part 2),RDA,3,19809.526205328035,4594.554431690822,0.23193661393350518,TRUE
5949020,10,2001,Kitimat-Stikine C (Part 2),RDA,8,19809.526205328035,2638.3739285844986,0.13318712932542895,TRUE
5949028,1948,2001,Kitimat-Stikine B,RDA,1,7541.253594219323,288.6605522986906,0.03827752888723444,TRUE
5949032,661,2001,Stewart,DM,1,578.8039150264754,39.55769033546824,0.06834385412486164,FALSE
5949035,85,2001,Nisga'a,NL,1,2066.486873932357,793.5142949862375,0.3839919357804795,TRUE
5949039,81,2001,Kitimat-Stikine A,RDA,1,26073.596558280235,4598.9755728595555,0.17638439570773565,TRUE
5949802,295,2001,Kitasoo 1,R,3,3.7479613082419885,3.7479617591490846,1.0000001203072975,TRUE
5949803,511,2001,Kitamaat 2,R,1,1.7768854507509526,1.7768854559385916,1.0000000029195124,TRUE
5949804,265,2001,Kitsumkaylum 1,R,1,5.122442994371012,5.122442091044672,0.9999998236532176,TRUE
5949805,58,2001,Kshish 4,R,1,2.944872385503255,2.9448706187072395,0.9999994000432672,TRUE
5949807,75,2001,Kulspai 6,R,1,0.03642509153326415,0.03642509152707458,0.999999999830074,TRUE
5949831,0,2001,Gitzault 24,R,1,0.8333486955824159,0.8333486208016873,0.9999999102647799,TRUE
5949842,339,2001,Gingolx,NVL,1,5.2588955743997285,5.258891863224948,0.9999992943052913,TRUE
5951031,1750,2001,Bulkley-Nechako E,RDA,1,17753.080493708618,7.613003718117945,4.288271954163595e-4,TRUE
5951031,1750,2001,Bulkley-Nechako E,RDA,3,17753.080493708618,213.45566361145026,0.01202358450901494,TRUE
5951051,5696,2001,Bulkley-Nechako A,RDA,1,3727.657587547706,313.13951109906725,0.08400436567594467,TRUE
5951053,1099,2001,Bulkley-Nechako G,RDA,1,15035.832223712774,10.606322361765535,7.054030800528933e-4,TRUE
5909014,478,2006,Fraser Valley A,RDA,6,2351.4504362529074,4.497613756410376,0.0019126976639904992,TRUE
5909016,796,2006,Fraser Valley B,RDA,6,3108.0646144562816,50.10178510639512,0.0161199303493759,TRUE
5909020,69217,2006,Chilliwack,CY,6,281.0589672874737,281.05896246065936,0.9999999828263288,FALSE
5909027,1573,2006,Harrison Hot Springs,VL,6,7.242229771941674,7.2422349830256,1.0000007195413692,FALSE
5909032,4738,2006,Kent,DM,6,198.4465060690509,197.60298522712617,0.9957493792224731,FALSE
5909034,1296,2006,Fraser Valley D,RDA,6,234.08258227667878,204.1053779422954,0.8719374844431989,TRUE
5909036,3481,2006,Fraser Valley E,RDA,6,772.3050361778102,770.5646109196343,0.9977464535686711,TRUE
5909048,952,2006,Fraser Valley C,RDA,6,3924.977396496562,3915.2722387280073,0.9975273340994989,TRUE
5909052,123864,2006,Abbotsford,CY,6,367.67752763065704,367.67744174920057,0.9999997664217963,FALSE
5909056,34505,2006,Mission,DM,6,260.463132888099,260.463159272323,1.0000001012973458,FALSE
5909060,1339,2006,Fraser Valley F,RDA,6,2126.709721595068,2126.709705363968,0.9999999923679759,TRUE
5909062,1914,2006,Fraser Valley G,RDA,6,92.22753828467431,92.2275817637041,1.0000004714321837,TRUE
5909064,394,2006,Fraser Valley H,RDA,6,39.29416845114932,39.294169961482126,1.0000000384365637,TRUE
5909807,89,2006,Ohamil 1,IRI,6,2.132435004751779,2.1324352461892886,1.0000001132215093,TRUE
5909810,20,2006,Lukseetsissum 9,IRI,6,0.6209506308474969,0.47396570925454795,0.7632904867294549,TRUE
5909821,351,2006,Kwawkwawapilt 6,IRI,6,0.7107033545450032,0.710703548746124,1.0000002732520108,TRUE
5909822,423,2006,Skowkale 10,IRI,6,0.5735214260756782,0.5735214723919034,1.0000000807576197,TRUE
5909823,215,2006,Skowkale 11,IRI,6,0.11198819972944027,0.11198810009730154,0.9999991103335979,TRUE
5909824,230,2006,Skwah 4,IRI,6,1.3121955682874247,1.31219546231094,0.9999999192372789,TRUE
5909825,10,2006,Skwali 3,IRI,6,1.3774422744852919,1.3774422780790827,1.0000000026090319,TRUE
5909826,89,2006,Skway 5,IRI,6,2.737250816949835,2.7372510847601976,1.0000000978391752,TRUE
5909827,211,2006,Soowahlie 14,IRI,6,4.027511114025338,4.027510361745626,0.9999998132147394,TRUE
5909828,99,2006,Squiaala 7,IRI,6,0.9426170321557675,0.9426170310488748,0.9999999988257239,TRUE
5909829,15,2006,Squiaala 8,IRI,6,0.5160104844305218,0.5160105472625568,1.0000001217650358,TRUE
5909830,1188,2006,Tzeachten 13,IRI,6,2.514984303847484,2.5149847125872737,1.0000001625218053,TRUE
5909831,37,2006,Yakweakwioose 12,IRI,6,0.2093198114642985,0.2093198384741766,1.000000129036415,TRUE
5909832,548,2006,Seabird Island,IRI,6,16.92423471194132,16.924234864015176,1.0000000089855676,TRUE
5909833,10,2006,Scowlitz 1,IRI,6,0.853885155514508,0.8538854060068549,1.0000002933560155,TRUE
5909834,10,2006,Tseatah 2,IRI,6,0.9812538586493506,0.9812543386787586,1.0000004892000207,TRUE
5909835,15,2006,Aitchelitch 9,IRI,6,0.20400440978517012,0.20400444592407346,1.0000001771476577,TRUE
5909837,205,2006,Cheam 1,IRI,6,3.6616708700843787,3.6616701145606805,0.9999997936669556,TRUE
5909838,5,2006,Schelowat 1,IRI,6,0.9356112824826263,0.9356115070340484,1.0000002400050387,TRUE
5909839,560,2006,Chehalis 5,IRI,6,9.6206035260049525,9.62061022225648,1.0000006960323757,TRUE
5909842,10,2006,Douglas 8,IRI,6,4.275482585036526,4.275485008845802,1.0000005669089342,TRUE
5909843,43,2006,Peters 1,IRI,6,1.2428060557206497,1.2428058723590794,0.9999998524616375,TRUE
5909844,15,2006,Popkum 1,IRI,6,1.3778191410383656,1.3778190257709464,0.9999999163406751,TRUE
5909845,72,2006,Skookumchuck 4,IRI,6,2.091872369627692,2.091873650410652,1.000000612266302,TRUE
5909846,0,2006,Franks 10,IRI,6,0.41991555074811776,0.41991590664735434,1.0000008475495514,TRUE
5909848,34,2006,Tipella 7,IRI,6,0.002234881798123184,0.002234885480388999,1.0000016476333637,TRUE
5909849,0,2006,Skwahla 2,IRI,6,0.12114735782331228,0.1211473430659175,0.9999998781864082,TRUE
5909852,10,2006,Baptiste Smith 1A,IRI,6,0.23344174547322466,0.2334418048576396,1.0000002543864415,TRUE
5909855,0,2006,Sachteen 2,IRI,6,0.06311906566213071,0.06311907145088912,1.000000091711725,TRUE
5909860,0,2006,Sachteen 2A,IRI,6,0.17518944398410619,0.17518948114404082,1.0000002121128637,TRUE
5909865,0,2006,Samahquam 1,IRI,6,1.2953188381417529,1.295318557359457,0.9999997832330638,TRUE
5909875,71,2006,Baptiste Smith 1B,IRI,6,0.3063143888321018,0.3063141728135534,0.9999992947815828,TRUE
5909877,182,2006,Upper Sumas 6,IRI,6,2.6109636670388783,2.6109639126707616,1.0000000940770972,TRUE
5909878,75,2006,Matsqui Main 2,IRI,6,1.6070604326422184,1.6070609385534282,1.0000003148053425,TRUE
5909879,266,2006,Holachten 8,IRI,6,1.2943209251782086,1.2943215053386836,1.0000004482354135,TRUE
5909880,214,2006,Lakahahmen 11,IRI,6,0.4134752917260057,0.4134753013891876,1.0000000233706392,TRUE
5909881,304,2006,Skweahm 10,IRI,6,0.7259046757262452,0.7259045800558627,0.999999868205309,TRUE
5909882,97,2006,Squawkum Creek 3,IRI,6,1.638222143831145,1.638222522453798,1.0000002311180167,TRUE
5915001,93726,2006,Langley,DM,6,314.1728658140496,314.17286609023586,1.00000000087909,FALSE
5915002,23606,2006,Langley,CY,6,10.254715924313915,10.25471607378411,1.0000000145757517,FALSE
5915004,394976,2006,Surrey,CY,6,326.1870461421551,326.18705994527613,1.0000000423165825,FALSE
5915007,18755,2006,White Rock,CY,6,5.164224958553206,5.1642249480853675,0.999999997973009,FALSE
5915011,96723,2006,Delta,DM,6,197.03921540940496,197.03893775417382,0.9999985908630901,FALSE
5915015,174461,2006,Richmond,CY,6,155.13679329916775,155.13674400891617,0.9999996822787778,FALSE
5915020,11050,2006,Greater Vancouver A,RDA,6,867.0773711361406,867.0774276860822,1.000000065219026,TRUE
5915022,578041,2006,Vancouver,CY,6,116.13966002067689,116.13965454202803,0.9999999528270631,FALSE
5915025,202799,2006,Burnaby,CY,6,91.53800310028144,91.53800134723429,0.9999999808489687,FALSE
5915029,58549,2006,New Westminster,CY,6,18.201868533420075,18.201865186415443,0.9999998161175251,FALSE
5915034,114565,2006,Coquitlam,CY,6,129.77934075395285,129.7793365841204,0.9999999678698285,FALSE
5915036,676,2006,Belcarra,VL,6,5.394143730124996,5.394141497186301,0.9999995860439013,FALSE
5915038,1785,2006,Anmore,VL,6,29.172471137835842,29.1724801417412,1.0000003086439033,FALSE
5915039,52687,2006,Port Coquitlam,CY,6,34.312803582236846,34.31279452419067,0.9999997360155618,FALSE
5915043,27512,2006,Port Moody,CY,6,26.117966426662107,26.117969426297265,1.0000001148494915,FALSE
5915046,82562,2006,North Vancouver,DM,6,163.45024034636285,163.4502784570816,1.000000233164042,FALSE
5915051,45165,2006,North Vancouver,CY,6,11.93617634282888,11.936176132816405,0.999999982405381,FALSE
5915055,42131,2006,West Vancouver,DM,6,88.72062824841366,88.72064567896419,1.0000001964655894,FALSE
5915062,3362,2006,Bowen Island,IM,6,50.31282427611694,50.312824273592206,0.9999999999498191,FALSE
5915065,1328,2006,Lions Bay,VL,6,2.5565015279934578,2.5565020054209526,1.0000001867503263,FALSE
5915070,15623,2006,Pitt Meadows,DM,6,95.42214611852084,95.42216320123842,1.0000001790225674,FALSE
5915075,68949,2006,Maple Ridge,DM,6,284.158644565636,284.15870427093245,1.0000002101125467,FALSE
5915801,109,2006,Semiahmoo,IRI,6,1.3350375136539063,1.335037461868609,0.999999961210605,TRUE
5915802,674,2006,Tsawwassen,IRI,6,2.102554443405166,2.1025558846163936,1.0000006854572696,TRUE
5915803,1371,2006,Musqueam 2,IRI,6,3.2170440481207034,3.217040598743841,0.9999989277806549,TRUE
5915804,5,2006,Coquitlam 2,IRI,6,0.7954730663775024,0.7954716836524202,0.9999982617575117,TRUE
5915805,24,2006,Coquitlam 1,IRI,6,0.021427316617533564,0.021427325419615954,1.0000004107878997,TRUE
5915806,1405,2006,Burrard Inlet 3,IRI,6,1.0873331703394562,1.087333421000613,1.0000002305283822,TRUE
5915807,569,2006,Mission 1,IRI,6,0.2775642074002572,0.27756421250408514,1.000000018387918,TRUE
5915808,2492,2006,Capilano 5,IRI,6,1.7925227760785292,1.7925227998957503,1.0000000132869837,TRUE
5915809,49,2006,Barnston Island 3,IRI,6,0.5815076771125242,0.5815083368750215,1.0000011345722908,TRUE
5915810,5,2006,Musqueam 4,IRI,6,0.5304837830828615,0.5304841845467985,1.0000007567883313,TRUE
5915811,75,2006,Seymour Creek 2,IRI,6,0.46518937391203274,0.46518934823723135,0.9999999448078507,TRUE
5915813,37,2006,Katzie 2,IRI,6,0.30498508919958583,0.3049850748931095,0.9999999530912269,TRUE
5915816,63,2006,McMillan Island 6,IRI,6,1.783248471074369,1.7832484902600647,1.000000010758846,TRUE
5915825,426,2006,Matsqui 4,IRI,6,0.23487505818613338,0.23487508994048834,1.0000001351967944,TRUE
5915830,246,2006,Katzie 1,IRI,6,0.43148793007172503,0.4314880301537625,1.00000023194632,TRUE
5915835,0,2006,Langley 5,IRI,6,1.3444824566324391,1.3444832251958767,1.000000571642593,TRUE
5915840,0,2006,Whonnock 1,IRI,6,0.379720586736273,0.3797207103060782,1.0000003254229808,TRUE
5917005,10823,2006,North Saanich,DM,6,37.17590441194001,37.175905799545845,1.000000037325409,FALSE
5917010,11315,2006,Sidney,T,6,5.0275333861698295,5.027533209150575,0.999999964790039,FALSE
5917015,15745,2006,Central Saanich,DM,5,41.5436205173162,3.4041202874102594,0.08194086709393456,FALSE
5917015,15745,2006,Central Saanich,DM,6,41.5436205173162,38.139500158473844,0.9180591311866174,FALSE
5917021,108265,2006,Saanich,DM,5,106.76869174934855,92.08478379245281,0.862469908394421,FALSE
5917021,108265,2006,Saanich,DM,6,106.76869174934855,14.683909164164227,0.13753010291290585,FALSE
5917027,9640,2006,Capital F,RDA,6,184.9843019468169,184.98430254326632,1.0000000032243244,TRUE
5917029,5101,2006,Capital G,RDA,5,186.77139455027447,0.795216745010747,0.0042577009553606635,TRUE
5917029,5101,2006,Capital G,RDA,6,186.77139455027447,185.97618007427167,0.9957423111932233,TRUE
5917030,17908,2006,Oak Bay,DM,5,10.360652127691642,10.360652490650933,1.0000000350324756,FALSE
5917034,78057,2006,Victoria,CY,5,19.699058922337635,19.69905893286134,1.0000000005342236,FALSE
5917040,16840,2006,Esquimalt,DM,5,7.032646180314567,7.032646405309215,1.0000000319928861,FALSE
5917041,14687,2006,Colwood,CY,5,17.787101668948356,17.787098531611875,0.9999998236173302,FALSE
5917042,4795,2006,Metchosin,DM,5,71.51056038509202,71.51058011791557,1.00000027594279,FALSE
5917044,22459,2006,Langford,CY,5,40.55390769538459,29.189272763620377,0.719764738403801,FALSE
5917044,22459,2006,Langford,CY,6,40.55390769538459,11.364635486488597,0.28023527527489045,FALSE
5917047,8768,2006,View Royal,T,5,14.916897994936273,14.851477084918935,0.995614308682707,FALSE
5917047,8768,2006,View Royal,T,6,14.916897994936273,0.06541827703425288,0.004385514807197846,FALSE
5917049,1903,2006,Highlands,DM,5,38.183000868758924,2.49830318432942,0.06542972337131091,FALSE
5917049,1903,2006,Highlands,DM,6,38.183000868758924,35.684696465659165,0.9345702447095022,FALSE
5917052,9704,2006,Sooke,DM,5,50.528892902235455,50.528967192032646,1.0000014702439124,FALSE
5917054,4250,2006,Capital H (Part 1),RDA,5,230.90396330876015,169.06334555860226,0.7321803538405884,TRUE
5917054,4250,2006,Capital H (Part 1),RDA,6,230.90396330876015,61.84057963337444,0.2678194810830616,TRUE
5917056,234,2006,Capital H (Part 2),RDA,5,1283.8161793792278,1247.4376901143003,0.9716637865691037,TRUE
5917056,234,2006,Capital H (Part 2),RDA,6,1283.8161793792278,36.378723786810426,0.028336396106490008,TRUE
5917801,258,2006,Cole Bay 3,IRI,6,2.821719035490792,2.821713156582892,0.9999979165509302,TRUE
5917802,111,2006,Union Bay 4,IRI,6,0.30275433022693543,0.3027552781594396,1.0000031310287236,TRUE
5917803,1637,2006,East Saanich 2,IRI,6,2.5394524422136335,2.5394509990574208,0.9999994317057533,TRUE
5917804,571,2006,South Saanich 1,IRI,6,2.0680304829300087,2.068033136063085,1.000001282927451,TRUE
5917805,0,2006,Galiano Island 9,IRI,6,0.24651772145062034,0.2465180097384418,1.0000011694405568,TRUE
5917806,0,2006,Mayne Island 6,IRI,6,1.3404699674445182,1.3404674460440222,0.9999981190175408,TRUE
5917809,140,2006,Becher Bay 1,IRI,5,2.689854918655334,2.689858433476925,1.0000013066956015,TRUE
5917811,NA,2006,Esquimalt,IRI,5,0.23073588095866143,0.2307359977934547,1.0000005063572808,TRUE
5917812,1643,2006,New Songhees 1A,IRI,5,0.6998950833994627,0.6998949112213086,0.9999997539943368,TRUE
5917815,101,2006,Gordon River 2,IRI,5,0.9144399884011173,0.9144400808743518,1.0000001011255366,TRUE
5917816,0,2006,Pacheena 1,IRI,5,0.830001430944366,0.8300004035566263,0.9999987621855803,TRUE
5917817,88,2006,T'Sou-ke 1 (Sooke 1),IRI,5,0.27141208532292677,0.271412271803258,1.000000687074531,TRUE
5917818,121,2006,T'Sou-ke 2 (Sooke 2),IRI,5,0.5074235171391871,0.5074243541696742,1.0000016495697555,TRUE
5919008,27557,2006,North Cowichan,DM,6,198.56265539956067,198.56265073422688,0.9999999765044753,FALSE
5919012,4986,2006,Duncan,CY,6,2.0511616886188846,2.051161960430937,1.0000001325161512,FALSE
5919013,2823,2006,Cowichan Valley D,RDA,6,15.440168097054283,15.440166350671019,0.9999998868935072,TRUE
5919015,2249,2006,Cowichan Valley G,RDA,6,285.12810098184394,285.12807888741264,0.9999999225105095,TRUE
5919016,2948,2006,Lake Cowichan,T,6,9.695546130462395,9.695544089074307,0.9999997894509436,FALSE
5919017,2274,2006,Cowichan Valley H,RDA,6,83.48457920123383,83.48457827960588,0.9999999889605007,TRUE
5919021,7538,2006,Ladysmith,T,6,12.164103136987912,12.16410117790862,0.99999983894585,FALSE
5919033,1744,2006,Cowichan Valley F,RDA,5,1841.8422147130696,1179.9230534957182,0.6406211368542946,TRUE
5919033,1744,2006,Cowichan Valley F,RDA,6,1841.8422147130696,661.919339745709,0.3593789600749409,TRUE
5919035,1176,2006,Cowichan Valley I,RDA,5,542.746459717299,169.0276059179086,0.31143013996986774,TRUE
5919035,1176,2006,Cowichan Valley I,RDA,6,542.746459717299,373.71795660022184,0.6885682069577769,TRUE
