rgn_id,year,fn,pop
1,2001,FALSE,37741.161355621916
1,2001,TRUE,10414.262592047497
1,2006,FALSE,33732.89756390354
1,2006,TRUE,9783.392825234394
1,2011,FALSE,32902.99194638735
1,2011,TRUE,10072.742583644627
1,2016,FALSE,33626.65611725125
1,2016,TRUE,10530.147004963776
2,2001,FALSE,1442.0002415139297
2,2001,TRUE,3493.000241822269
2,2006,FALSE,2328.000403713792
2,2006,TRUE,2484.0000633678105
2,2011,FALSE,2206.000339965085
2,2011,TRUE,2164.0000519200617
2,2016,FALSE,1987.5696713523375
2,2016,TRUE,2340.4547241758396
3,2001,TRUE,4022.4894949843865
3,2006,TRUE,3440.3726920055406
3,2011,TRUE,3475.1449269614886
3,2016,TRUE,3625.212922512745
4,2001,FALSE,25096.342764459125
4,2001,TRUE,7527.701274817101
4,2006,FALSE,25180.461212320562
4,2006,TRUE,7319.540722440471
4,2011,FALSE,26002.710985989626
4,2011,TRUE,6752.76944455018
4,2016,FALSE,26824.355592229593
4,2016,TRUE,6420.804209498262
5,2001,FALSE,269926.6760816347
5,2001,TRUE,17787.662914785822
5,2006,FALSE,284282.7360831589
5,2006,TRUE,18571.46383678818
5,2011,FALSE,296105.0978545562
5,2011,TRUE,18950.011512707788
5,2016,FALSE,313666.94724250183
5,2016,TRUE,19164.20956647606
6,2001,FALSE,2469745.9382357644
6,2001,TRUE,164346.95534055316
6,2006,FALSE,2637702.450753509
6,2006,TRUE,175164.39424568196
6,2011,FALSE,2872603.3495455966
6,2011,TRUE,181163.31340662477
6,2016,FALSE,3061693.8749367786
6,2016,TRUE,192134.7834119347
8,2001,TRUE,1.5062584528612457
8,2006,TRUE,0.8816557140518507
8,2011,TRUE,0.8822776711415959
8,2016,TRUE,1.0098624992431995
