rgn_id,rgn_name,year,landuse,area_calc_km2,area_tot_km2,area_per_year_km2,pct_area
1,North Coast,1995,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,1996,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,1997,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,1998,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,1999,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2000,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2001,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2002,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2003,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2004,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2005,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2006,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2007,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2008,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2009,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2010,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2011,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2012,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2013,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2014,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,2015,cropland,0.0,3813.7400000000002,0.0,0.0
1,North Coast,1995,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,1996,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,1997,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,1998,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,1999,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2000,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2001,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2002,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2003,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2004,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2005,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2006,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2007,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2008,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2009,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2010,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2011,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2012,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2013,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2014,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
1,North Coast,2015,urban,4.09,3813.7400000000002,0.0,0.10724380791558942
2,Haida Gwaii,1995,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,1996,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,1997,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,1998,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,1999,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2000,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2001,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2002,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2003,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2004,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2005,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2006,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2007,cropland,0.0,2533.9500000000003,0.0,0.0
2,Haida Gwaii,2008,cropland,0.0,2533.9500000000003,0.0,0.0
