goal,dimension,region_id,score,yr_text,year
AO,resilience,1,69.79,2001,2001
CPP,resilience,1,76.12,2001,2001
CSS,resilience,1,76.12,2001,2001
CW,resilience,1,76.12,2001,2001
FIS,resilience,1,80.52,2001,2001
HAB,resilience,1,80.52,2001,2001
ICO,resilience,1,80.52,2001,2001
LSP,resilience,1,76.12,2001,2001
LVF,resilience,1,55.75,2001,2001
LVO,resilience,1,76.12,2001,2001
MAR,resilience,1,76.12,2001,2001
SAL,resilience,1,80.52,2001,2001
SPP,resilience,1,76.12,2001,2001
TR,resilience,1,76.12,2001,2001
AO,resilience,2,77.24,2001,2001
CPP,resilience,2,76.3,2001,2001
CSS,resilience,2,76.3,2001,2001
CW,resilience,2,76.3,2001,2001
FIS,resilience,2,82.54,2001,2001
HAB,resilience,2,82.54,2001,2001
ICO,resilience,2,82.54,2001,2001
LSP,resilience,2,76.3,2001,2001
LVF,resilience,2,68,2001,2001
LVO,resilience,2,76.3,2001,2001
MAR,resilience,2,76.3,2001,2001
SAL,resilience,2,82.54,2001,2001
SPP,resilience,2,76.3,2001,2001
TR,resilience,2,76.3,2001,2001
AO,resilience,3,73.4,2001,2001
CPP,resilience,3,67.25,2001,2001
CSS,resilience,3,67.25,2001,2001
CW,resilience,3,67.25,2001,2001
FIS,resilience,3,77.97,2001,2001
HAB,resilience,3,77.97,2001,2001
ICO,resilience,3,77.97,2001,2001
LSP,resilience,3,67.25,2001,2001
LVF,resilience,3,60.44,2001,2001
LVO,resilience,3,67.25,2001,2001
MAR,resilience,3,67.25,2001,2001
SAL,resilience,3,77.97,2001,2001
SPP,resilience,3,67.25,2001,2001
TR,resilience,3,67.25,2001,2001
AO,resilience,4,73.53,2001,2001
CPP,resilience,4,76.56,2001,2001
CSS,resilience,4,76.56,2001,2001
CW,resilience,4,76.56,2001,2001
FIS,resilience,4,81.98,2001,2001
HAB,resilience,4,81.98,2001,2001
ICO,resilience,4,81.98,2001,2001
LSP,resilience,4,76.56,2001,2001
LVF,resilience,4,61.06,2001,2001
LVO,resilience,4,76.56,2001,2001
MAR,resilience,4,76.56,2001,2001
SAL,resilience,4,81.98,2001,2001
SPP,resilience,4,76.56,2001,2001
TR,resilience,4,76.56,2001,2001
AO,resilience,5,74.85,2001,2001
CPP,resilience,5,81.27,2001,2001
CSS,resilience,5,81.27,2001,2001
CW,resilience,5,81.27,2001,2001
FIS,resilience,5,85.67,2001,2001
HAB,resilience,5,85.67,2001,2001
ICO,resilience,5,85.67,2001,2001
LSP,resilience,5,81.27,2001,2001
LVF,resilience,5,64.01,2001,2001
LVO,resilience,5,81.27,2001,2001
MAR,resilience,5,81.27,2001,2001
SAL,resilience,5,85.67,2001,2001
SPP,resilience,5,81.27,2001,2001
TR,resilience,5,81.27,2001,2001
AO,resilience,6,76.11,2001,2001
CPP,resilience,6,80.52,2001,2001
CSS,resilience,6,80.52,2001,2001
CW,resilience,6,80.52,2001,2001
FIS,resilience,6,82.71,2001,2001
HAB,resilience,6,82.71,2001,2001
ICO,resilience,6,82.71,2001,2001
LSP,resilience,6,80.52,2001,2001
LVF,resilience,6,67.33,2001,2001
LVO,resilience,6,80.52,2001,2001
MAR,resilience,6,80.52,2001,2001
SAL,resilience,6,82.71,2001,2001
SPP,resilience,6,80.52,2001,2001
TR,resilience,6,80.52,2001,2001
FIS,resilience,7,94.43,2001,2001
HAB,resilience,7,94.43,2001,2001
ICO,resilience,7,94.43,2001,2001
SAL,resilience,7,94.43,2001,2001
AO,resilience,8,83.65,2001,2001
FIS,resilience,8,86.53,2001,2001
HAB,resilience,8,86.53,2001,2001
ICO,resilience,8,86.53,2001,2001
SAL,resilience,8,86.53,2001,2001
AO,resilience,1,69.54,2002,2002
CPP,resilience,1,76.53,2002,2002
CSS,resilience,1,76.53,2002,2002
CW,resilience,1,76.53,2002,2002
FIS,resilience,1,80.72,2002,2002
HAB,resilience,1,80.72,2002,2002
ICO,resilience,1,80.72,2002,2002
LSP,resilience,1,76.53,2002,2002
LVF,resilience,1,55.26,2002,2002
LVO,resilience,1,76.53,2002,2002
MAR,resilience,1,76.53,2002,2002
SAL,resilience,1,80.72,2002,2002
SPP,resilience,1,76.53,2002,2002
TR,resilience,1,76.53,2002,2002
AO,resilience,2,76.82,2002,2002
CPP,resilience,2,75.89,2002,2002
CSS,resilience,2,75.89,2002,2002
CW,resilience,2,75.89,2002,2002
FIS,resilience,2,82.34,2002,2002
HAB,resilience,2,82.34,2002,2002
ICO,resilience,2,82.34,2002,2002
LSP,resilience,2,75.89,2002,2002
LVF,resilience,2,67.15,2002,2002
LVO,resilience,2,75.89,2002,2002
MAR,resilience,2,75.89,2002,2002
SAL,resilience,2,82.34,2002,2002
