goal,dimension,region_id,score,yr_text,year
MAR,resilience,3,86.65,2016,2016
SAL,resilience,3,35.09,2016,2016
SPP,resilience,3,35.09,2016,2016
CW,resilience,4,86.65,2016,2016
FIS,resilience,4,8.96,2016,2016
ICO,resilience,4,34.86,2016,2016
MAR,resilience,4,86.65,2016,2016
SAL,resilience,4,34.86,2016,2016
SPP,resilience,4,34.86,2016,2016
CW,resilience,5,86.65,2016,2016
FIS,resilience,5,9.31,2016,2016
ICO,resilience,5,35.09,2016,2016
MAR,resilience,5,86.65,2016,2016
SAL,resilience,5,35.09,2016,2016
SPP,resilience,5,35.09,2016,2016
CW,resilience,6,86.65,2016,2016
FIS,resilience,6,12.26,2016,2016
ICO,resilience,6,37.06,2016,2016
MAR,resilience,6,86.65,2016,2016
SAL,resilience,6,37.06,2016,2016
SPP,resilience,6,37.06,2016,2016
FIS,resilience,7,4.6,2016,2016
ICO,resilience,7,4.6,2016,2016
SAL,resilience,7,4.6,2016,2016
SPP,resilience,7,4.6,2016,2016
CW,resilience,8,86.65,2016,2016
FIS,resilience,8,8.69,2016,2016
ICO,resilience,8,34.68,2016,2016
MAR,resilience,8,86.65,2016,2016
SAL,resilience,8,34.68,2016,2016
SPP,resilience,8,34.68,2016,2016
