goal,dimension,region_id,score,yr_text,year
SPP,resilience,5,29.86,2004,2004
CW,resilience,6,68.44,2004,2004
FIS,resilience,6,11.08,2004,2004
ICO,resilience,6,30.2,2004,2004
MAR,resilience,6,68.44,2004,2004
SAL,resilience,6,30.2,2004,2004
SPP,resilience,6,30.2,2004,2004
FIS,resilience,7,0.08,2004,2004
ICO,resilience,7,0.08,2004,2004
SAL,resilience,7,0.08,2004,2004
SPP,resilience,7,0.08,2004,2004
CW,resilience,8,68.44,2004,2004
FIS,resilience,8,9.84,2004,2004
ICO,resilience,8,29.37,2004,2004
MAR,resilience,8,68.44,2004,2004
SAL,resilience,8,29.37,2004,2004
SPP,resilience,8,29.37,2004,2004
CW,resilience,1,68.44,2005,2005
FIS,resilience,1,0.63,2005,2005
ICO,resilience,1,23.23,2005,2005
MAR,resilience,1,68.44,2005,2005
SAL,resilience,1,23.23,2005,2005
SPP,resilience,1,23.23,2005,2005
CW,resilience,2,68.44,2005,2005
FIS,resilience,2,0.25,2005,2005
ICO,resilience,2,22.98,2005,2005
MAR,resilience,2,68.44,2005,2005
SAL,resilience,2,22.98,2005,2005
SPP,resilience,2,22.98,2005,2005
CW,resilience,3,68.44,2005,2005
FIS,resilience,3,1.29,2005,2005
ICO,resilience,3,23.67,2005,2005
MAR,resilience,3,68.44,2005,2005
SAL,resilience,3,23.67,2005,2005
SPP,resilience,3,23.67,2005,2005
CW,resilience,4,68.44,2005,2005
FIS,resilience,4,5.51,2005,2005
ICO,resilience,4,26.49,2005,2005
MAR,resilience,4,68.44,2005,2005
SAL,resilience,4,26.49,2005,2005
SPP,resilience,4,26.49,2005,2005
CW,resilience,5,68.44,2005,2005
FIS,resilience,5,10.57,2005,2005
ICO,resilience,5,29.86,2005,2005
MAR,resilience,5,68.44,2005,2005
SAL,resilience,5,29.86,2005,2005
SPP,resilience,5,29.86,2005,2005
CW,resilience,6,68.44,2005,2005
FIS,resilience,6,11.08,2005,2005
ICO,resilience,6,30.2,2005,2005
MAR,resilience,6,68.44,2005,2005
SAL,resilience,6,30.2,2005,2005
SPP,resilience,6,30.2,2005,2005
FIS,resilience,7,0.08,2005,2005
ICO,resilience,7,0.08,2005,2005
SAL,resilience,7,0.08,2005,2005
SPP,resilience,7,0.08,2005,2005
CW,resilience,8,68.44,2005,2005
FIS,resilience,8,9.84,2005,2005
ICO,resilience,8,29.37,2005,2005
MAR,resilience,8,68.44,2005,2005
SAL,resilience,8,29.37,2005,2005
SPP,resilience,8,29.37,2005,2005
CW,resilience,1,68.44,2006,2006
FIS,resilience,1,4.23,2006,2006
ICO,resilience,1,25.63,2006,2006
MAR,resilience,1,68.44,2006,2006
SAL,resilience,1,25.63,2006,2006
SPP,resilience,1,25.63,2006,2006
CW,resilience,2,68.44,2006,2006
FIS,resilience,2,0.2,2006,2006
ICO,resilience,2,22.95,2006,2006
MAR,resilience,2,68.44,2006,2006
SAL,resilience,2,22.95,2006,2006
SPP,resilience,2,22.95,2006,2006
CW,resilience,3,68.44,2006,2006
FIS,resilience,3,1.11,2006,2006
ICO,resilience,3,23.55,2006,2006
MAR,resilience,3,68.44,2006,2006
SAL,resilience,3,23.55,2006,2006
SPP,resilience,3,23.55,2006,2006
CW,resilience,4,68.44,2006,2006
FIS,resilience,4,5.56,2006,2006
ICO,resilience,4,26.52,2006,2006
MAR,resilience,4,68.44,2006,2006
SAL,resilience,4,26.52,2006,2006
SPP,resilience,4,26.52,2006,2006
CW,resilience,5,68.44,2006,2006
FIS,resilience,5,8.69,2006,2006
ICO,resilience,5,28.61,2006,2006
MAR,resilience,5,68.44,2006,2006
SAL,resilience,5,28.61,2006,2006
SPP,resilience,5,28.61,2006,2006
CW,resilience,6,68.44,2006,2006
FIS,resilience,6,9.11,2006,2006
ICO,resilience,6,28.89,2006,2006
MAR,resilience,6,68.44,2006,2006
SAL,resilience,6,28.89,2006,2006
SPP,resilience,6,28.89,2006,2006
FIS,resilience,7,0.07,2006,2006
ICO,resilience,7,0.07,2006,2006
SAL,resilience,7,0.07,2006,2006
SPP,resilience,7,0.07,2006,2006
CW,resilience,8,68.44,2006,2006
FIS,resilience,8,8.11,2006,2006
ICO,resilience,8,28.22,2006,2006
MAR,resilience,8,68.44,2006,2006
SAL,resilience,8,28.22,2006,2006
SPP,resilience,8,28.22,2006,2006
CW,resilience,1,68.44,2007,2007
FIS,resilience,1,4.34,2007,2007
ICO,resilience,1,25.71,2007,2007
MAR,resilience,1,68.44,2007,2007
SAL,resilience,1,25.71,2007,2007
SPP,resilience,1,25.71,2007,2007
CW,resilience,2,68.44,2007,2007
FIS,resilience,2,0.2,2007,2007
ICO,resilience,2,22.95,2007,2007
MAR,resilience,2,68.44,2007,2007
SAL,resilience,2,22.95,2007,2007
SPP,resilience,2,22.95,2007,2007
CW,resilience,3,68.44,2007,2007
FIS,resilience,3,1.24,2007,2007
ICO,resilience,3,23.64,2007,2007
MAR,resilience,3,68.44,2007,2007
SAL,resilience,3,23.64,2007,2007
SPP,resilience,3,23.64,2007,2007
CW,resilience,4,68.44,2007,2007
FIS,resilience,4,8.31,2007,2007
ICO,resilience,4,28.35,2007,2007
MAR,resilience,4,68.44,2007,2007
SAL,resilience,4,28.35,2007,2007
SPP,resilience,4,28.35,2007,2007
CW,resilience,5,68.44,2007,2007
FIS,resilience,5,8.69,2007,2007
ICO,resilience,5,28.61,2007,2007
MAR,resilience,5,68.44,2007,2007
SAL,resilience,5,28.61,2007,2007
SPP,resilience,5,28.61,2007,2007
CW,resilience,6,68.44,2007,2007
FIS,resilience,6,9.13,2007,2007
ICO,resilience,6,28.9,2007,2007
MAR,resilience,6,68.44,2007,2007
SAL,resilience,6,28.9,2007,2007
SPP,resilience,6,28.9,2007,2007
FIS,resilience,7,0.07,2007,2007
ICO,resilience,7,0.07,2007,2007
SAL,resilience,7,0.07,2007,2007
SPP,resilience,7,0.07,2007,2007
CW,resilience,8,68.44,2007,2007
FIS,resilience,8,8.11,2007,2007
ICO,resilience,8,28.22,2007,2007
MAR,resilience,8,68.44,2007,2007
SAL,resilience,8,28.22,2007,2007
SPP,resilience,8,28.22,2007,2007
CW,resilience,1,68.44,2008,2008
FIS,resilience,1,6.84,2008,2008
ICO,resilience,1,27.37,2008,2008
MAR,resilience,1,68.44,2008,2008
SAL,resilience,1,27.37,2008,2008
SPP,resilience,1,27.37,2008,2008
CW,resilience,2,68.44,2008,2008
FIS,resilience,2,8.12,2008,2008
ICO,resilience,2,28.23,2008,2008
MAR,resilience,2,68.44,2008,2008
SAL,resilience,2,28.23,2008,2008
SPP,resilience,2,28.23,2008,2008
CW,resilience,3,68.44,2008,2008
FIS,resilience,3,8.69,2008,2008
ICO,resilience,3,28.61,2008,2008
MAR,resilience,3,68.44,2008,2008
SAL,resilience,3,28.61,2008,2008
SPP,resilience,3,28.61,2008,2008
CW,resilience,4,68.44,2008,2008
FIS,resilience,4,8.34,2008,2008
ICO,resilience,4,28.37,2008,2008
MAR,resilience,4,68.44,2008,2008
SAL,resilience,4,28.37,2008,2008
SPP,resilience,4,28.37,2008,2008
CW,resilience,5,68.44,2008,2008
FIS,resilience,5,8.69,2008,2008
ICO,resilience,5,28.61,2008,2008
MAR,resilience,5,68.44,2008,2008
SAL,resilience,5,28.61,2008,2008
SPP,resilience,5,28.61,2008,2008
CW,resilience,6,68.44,2008,2008
FIS,resilience,6,9.13,2008,2008
ICO,resilience,6,28.9,2008,2008
MAR,resilience,6,68.44,2008,2008
SAL,resilience,6,28.9,2008,2008
SPP,resilience,6,28.9,2008,2008
FIS,resilience,7,4.29,2008,2008
ICO,resilience,7,4.29,2008,2008
SAL,resilience,7,4.29,2008,2008
SPP,resilience,7,4.29,2008,2008
CW,resilience,8,68.44,2008,2008
FIS,resilience,8,8.11,2008,2008
ICO,resilience,8,28.22,2008,2008
MAR,resilience,8,68.44,2008,2008
SAL,resilience,8,28.22,2008,2008
SPP,resilience,8,28.22,2008,2008
CW,resilience,1,68.44,2009,2009
FIS,resilience,1,6.84,2009,2009
ICO,resilience,1,27.37,2009,2009
MAR,resilience,1,68.44,2009,2009
SAL,resilience,1,27.37,2009,2009
SPP,resilience,1,27.37,2009,2009
CW,resilience,2,68.44,2009,2009
FIS,resilience,2,8.12,2009,2009
ICO,resilience,2,28.23,2009,2009
MAR,resilience,2,68.44,2009,2009
SAL,resilience,2,28.23,2009,2009
SPP,resilience,2,28.23,2009,2009
CW,resilience,3,68.44,2009,2009
FIS,resilience,3,8.69,2009,2009
ICO,resilience,3,28.61,2009,2009
MAR,resilience,3,68.44,2009,2009
SAL,resilience,3,28.61,2009,2009
SPP,resilience,3,28.61,2009,2009
CW,resilience,4,68.44,2009,2009
FIS,resilience,4,8.35,2009,2009
ICO,resilience,4,28.38,2009,2009
MAR,resilience,4,68.44,2009,2009
SAL,resilience,4,28.38,2009,2009
SPP,resilience,4,28.38,2009,2009
CW,resilience,5,68.44,2009,2009
FIS,resilience,5,8.69,2009,2009
ICO,resilience,5,28.61,2009,2009
MAR,resilience,5,68.44,2009,2009
SAL,resilience,5,28.61,2009,2009
SPP,resilience,5,28.61,2009,2009
CW,resilience,6,68.44,2009,2009
FIS,resilience,6,9.13,2009,2009
ICO,resilience,6,28.9,2009,2009
MAR,resilience,6,68.44,2009,2009
SAL,resilience,6,28.9,2009,2009
SPP,resilience,6,28.9,2009,2009
FIS,resilience,7,4.29,2009,2009
ICO,resilience,7,4.29,2009,2009
SAL,resilience,7,4.29,2009,2009
SPP,resilience,7,4.29,2009,2009
CW,resilience,8,68.44,2009,2009
FIS,resilience,8,8.11,2009,2009
ICO,resilience,8,28.22,2009,2009
MAR,resilience,8,68.44,2009,2009
SAL,resilience,8,28.22,2009,2009
SPP,resilience,8,28.22,2009,2009
CW,resilience,1,68.44,2010,2010
FIS,resilience,1,6.84,2010,2010
ICO,resilience,1,27.37,2010,2010
MAR,resilience,1,68.44,2010,2010
SAL,resilience,1,27.37,2010,2010
SPP,resilience,1,27.37,2010,2010
CW,resilience,2,68.44,2010,2010
FIS,resilience,2,24.53,2010,2010
ICO,resilience,2,39.17,2010,2010
MAR,resilience,2,68.44,2010,2010
SAL,resilience,2,39.17,2010,2010
SPP,resilience,2,39.17,2010,2010
CW,resilience,3,68.44,2010,2010
FIS,resilience,3,8.69,2010,2010
ICO,resilience,3,28.61,2010,2010
MAR,resilience,3,68.44,2010,2010
SAL,resilience,3,28.61,2010,2010
SPP,resilience,3,28.61,2010,2010
CW,resilience,4,68.44,2010,2010
FIS,resilience,4,8.35,2010,2010
ICO,resilience,4,28.38,2010,2010
MAR,resilience,4,68.44,2010,2010
SAL,resilience,4,28.38,2010,2010
SPP,resilience,4,28.38,2010,2010
CW,resilience,5,68.44,2010,2010
FIS,resilience,5,8.69,2010,2010
ICO,resilience,5,28.61,2010,2010
MAR,resilience,5,68.44,2010,2010
SAL,resilience,5,28.61,2010,2010
SPP,resilience,5,28.61,2010,2010
CW,resilience,6,68.44,2010,2010
FIS,resilience,6,9.13,2010,2010
ICO,resilience,6,28.9,2010,2010
MAR,resilience,6,68.44,2010,2010
SAL,resilience,6,28.9,2010,2010
SPP,resilience,6,28.9,2010,2010
FIS,resilience,7,4.29,2010,2010
ICO,resilience,7,4.29,2010,2010
SAL,resilience,7,4.29,2010,2010
SPP,resilience,7,4.29,2010,2010
CW,resilience,8,68.44,2010,2010
FIS,resilience,8,8.11,2010,2010
ICO,resilience,8,28.22,2010,2010
MAR,resilience,8,68.44,2010,2010
SAL,resilience,8,28.22,2010,2010
SPP,resilience,8,28.22,2010,2010
CW,resilience,1,68.44,2011,2011
FIS,resilience,1,6.84,2011,2011
ICO,resilience,1,27.37,2011,2011
MAR,resilience,1,68.44,2011,2011
SAL,resilience,1,27.37,2011,2011
SPP,resilience,1,27.37,2011,2011
CW,resilience,2,68.44,2011,2011
FIS,resilience,2,24.53,2011,2011
ICO,resilience,2,39.17,2011,2011
MAR,resilience,2,68.44,2011,2011
SAL,resilience,2,39.17,2011,2011
SPP,resilience,2,39.17,2011,2011
CW,resilience,3,68.44,2011,2011
FIS,resilience,3,8.69,2011,2011
ICO,resilience,3,28.61,2011,2011
MAR,resilience,3,68.44,2011,2011
SAL,resilience,3,28.61,2011,2011
SPP,resilience,3,28.61,2011,2011
CW,resilience,4,68.44,2011,2011
FIS,resilience,4,8.35,2011,2011
ICO,resilience,4,28.38,2011,2011
MAR,resilience,4,68.44,2011,2011
SAL,resilience,4,28.38,2011,2011
SPP,resilience,4,28.38,2011,2011
CW,resilience,5,68.44,2011,2011
FIS,resilience,5,8.69,2011,2011
ICO,resilience,5,28.61,2011,2011
MAR,resilience,5,68.44,2011,2011
SAL,resilience,5,28.61,2011,2011
SPP,resilience,5,28.61,2011,2011
CW,resilience,6,68.44,2011,2011
FIS,resilience,6,11.44,2011,2011
ICO,resilience,6,30.44,2011,2011
MAR,resilience,6,68.44,2011,2011
SAL,resilience,6,30.44,2011,2011
SPP,resilience,6,30.44,2011,2011
FIS,resilience,7,4.29,2011,2011
ICO,resilience,7,4.29,2011,2011
SAL,resilience,7,4.29,2011,2011
SPP,resilience,7,4.29,2011,2011
CW,resilience,8,68.44,2011,2011
FIS,resilience,8,8.11,2011,2011
ICO,resilience,8,28.22,2011,2011
MAR,resilience,8,68.44,2011,2011
SAL,resilience,8,28.22,2011,2011
SPP,resilience,8,28.22,2011,2011
CW,resilience,1,90.83,2012,2012
FIS,resilience,1,7.33,2012,2012
ICO,resilience,1,35.16,2012,2012
MAR,resilience,1,90.83,2012,2012
SAL,resilience,1,35.16,2012,2012
SPP,resilience,1,35.16,2012,2012
CW,resilience,2,90.83,2012,2012
FIS,resilience,2,26.3,2012,2012
ICO,resilience,2,47.81,2012,2012
MAR,resilience,2,90.83,2012,2012
SAL,resilience,2,47.81,2012,2012
SPP,resilience,2,47.81,2012,2012
CW,resilience,3,90.83,2012,2012
FIS,resilience,3,9.31,2012,2012
ICO,resilience,3,36.48,2012,2012
MAR,resilience,3,90.83,2012,2012
SAL,resilience,3,36.48,2012,2012
SPP,resilience,3,36.48,2012,2012
CW,resilience,4,90.83,2012,2012
FIS,resilience,4,8.95,2012,2012
ICO,resilience,4,36.24,2012,2012
MAR,resilience,4,90.83,2012,2012
SAL,resilience,4,36.24,2012,2012
SPP,resilience,4,36.24,2012,2012
CW,resilience,5,90.83,2012,2012
FIS,resilience,5,9.31,2012,2012
ICO,resilience,5,36.48,2012,2012
MAR,resilience,5,90.83,2012,2012
SAL,resilience,5,36.48,2012,2012
SPP,resilience,5,36.48,2012,2012
CW,resilience,6,90.83,2012,2012
FIS,resilience,6,12.26,2012,2012
ICO,resilience,6,38.45,2012,2012
MAR,resilience,6,90.83,2012,2012
SAL,resilience,6,38.45,2012,2012
SPP,resilience,6,38.45,2012,2012
FIS,resilience,7,4.6,2012,2012
ICO,resilience,7,4.6,2012,2012
SAL,resilience,7,4.6,2012,2012
SPP,resilience,7,4.6,2012,2012
CW,resilience,8,90.83,2012,2012
FIS,resilience,8,8.69,2012,2012
ICO,resilience,8,36.07,2012,2012
MAR,resilience,8,90.83,2012,2012
SAL,resilience,8,36.07,2012,2012
SPP,resilience,8,36.07,2012,2012
CW,resilience,1,88.1,2013,2013
FIS,resilience,1,7.33,2013,2013
ICO,resilience,1,34.25,2013,2013
MAR,resilience,1,88.1,2013,2013
SAL,resilience,1,34.25,2013,2013
SPP,resilience,1,34.25,2013,2013
CW,resilience,2,88.1,2013,2013
FIS,resilience,2,26.3,2013,2013
ICO,resilience,2,46.9,2013,2013
MAR,resilience,2,88.1,2013,2013
SAL,resilience,2,46.9,2013,2013
SPP,resilience,2,46.9,2013,2013
CW,resilience,3,88.1,2013,2013
FIS,resilience,3,9.31,2013,2013
ICO,resilience,3,35.57,2013,2013
MAR,resilience,3,88.1,2013,2013
SAL,resilience,3,35.57,2013,2013
SPP,resilience,3,35.57,2013,2013
CW,resilience,4,88.1,2013,2013
FIS,resilience,4,8.96,2013,2013
ICO,resilience,4,35.34,2013,2013
MAR,resilience,4,88.1,2013,2013
SAL,resilience,4,35.34,2013,2013
SPP,resilience,4,35.34,2013,2013
CW,resilience,5,88.1,2013,2013
FIS,resilience,5,9.31,2013,2013
ICO,resilience,5,35.57,2013,2013
MAR,resilience,5,88.1,2013,2013
SAL,resilience,5,35.57,2013,2013
SPP,resilience,5,35.57,2013,2013
CW,resilience,6,88.1,2013,2013
FIS,resilience,6,12.26,2013,2013
ICO,resilience,6,37.54,2013,2013
MAR,resilience,6,88.1,2013,2013
SAL,resilience,6,37.54,2013,2013
SPP,resilience,6,37.54,2013,2013
FIS,resilience,7,4.6,2013,2013
ICO,resilience,7,4.6,2013,2013
SAL,resilience,7,4.6,2013,2013
SPP,resilience,7,4.6,2013,2013
CW,resilience,8,88.1,2013,2013
FIS,resilience,8,8.69,2013,2013
ICO,resilience,8,35.16,2013,2013
MAR,resilience,8,88.1,2013,2013
SAL,resilience,8,35.16,2013,2013
SPP,resilience,8,35.16,2013,2013
CW,resilience,1,85.99,2014,2014
FIS,resilience,1,7.33,2014,2014
ICO,resilience,1,33.55,2014,2014
MAR,resilience,1,85.99,2014,2014
SAL,resilience,1,33.55,2014,2014
SPP,resilience,1,33.55,2014,2014
CW,resilience,2,85.99,2014,2014
FIS,resilience,2,26.3,2014,2014
ICO,resilience,2,46.2,2014,2014
MAR,resilience,2,85.99,2014,2014
SAL,resilience,2,46.2,2014,2014
SPP,resilience,2,46.2,2014,2014
CW,resilience,3,85.99,2014,2014
FIS,resilience,3,9.31,2014,2014
ICO,resilience,3,34.87,2014,2014
MAR,resilience,3,85.99,2014,2014
SAL,resilience,3,34.87,2014,2014
SPP,resilience,3,34.87,2014,2014
CW,resilience,4,85.99,2014,2014
FIS,resilience,4,8.96,2014,2014
ICO,resilience,4,34.64,2014,2014
MAR,resilience,4,85.99,2014,2014
SAL,resilience,4,34.64,2014,2014
SPP,resilience,4,34.64,2014,2014
CW,resilience,5,85.99,2014,2014
FIS,resilience,5,9.31,2014,2014
ICO,resilience,5,34.87,2014,2014
MAR,resilience,5,85.99,2014,2014
SAL,resilience,5,34.87,2014,2014
SPP,resilience,5,34.87,2014,2014
CW,resilience,6,85.99,2014,2014
FIS,resilience,6,12.26,2014,2014
ICO,resilience,6,36.84,2014,2014
MAR,resilience,6,85.99,2014,2014
SAL,resilience,6,36.84,2014,2014
SPP,resilience,6,36.84,2014,2014
FIS,resilience,7,4.6,2014,2014
ICO,resilience,7,4.6,2014,2014
SAL,resilience,7,4.6,2014,2014
SPP,resilience,7,4.6,2014,2014
CW,resilience,8,85.99,2014,2014
FIS,resilience,8,8.69,2014,2014
ICO,resilience,8,34.46,2014,2014
MAR,resilience,8,85.99,2014,2014
SAL,resilience,8,34.46,2014,2014
SPP,resilience,8,34.46,2014,2014
CW,resilience,1,88.38,2015,2015
FIS,resilience,1,7.33,2015,2015
ICO,resilience,1,34.35,2015,2015
MAR,resilience,1,88.38,2015,2015
SAL,resilience,1,34.35,2015,2015
SPP,resilience,1,34.35,2015,2015
CW,resilience,2,88.38,2015,2015
FIS,resilience,2,26.3,2015,2015
ICO,resilience,2,46.99,2015,2015
MAR,resilience,2,88.38,2015,2015
SAL,resilience,2,46.99,2015,2015
SPP,resilience,2,46.99,2015,2015
CW,resilience,3,88.38,2015,2015
FIS,resilience,3,9.31,2015,2015
ICO,resilience,3,35.67,2015,2015
MAR,resilience,3,88.38,2015,2015
SAL,resilience,3,35.67,2015,2015
SPP,resilience,3,35.67,2015,2015
CW,resilience,4,88.38,2015,2015
FIS,resilience,4,8.96,2015,2015
ICO,resilience,4,35.43,2015,2015
MAR,resilience,4,88.38,2015,2015
SAL,resilience,4,35.43,2015,2015
SPP,resilience,4,35.43,2015,2015
CW,resilience,5,88.38,2015,2015
FIS,resilience,5,9.31,2015,2015
ICO,resilience,5,35.67,2015,2015
MAR,resilience,5,88.38,2015,2015
SAL,resilience,5,35.67,2015,2015
SPP,resilience,5,35.67,2015,2015
CW,resilience,6,88.38,2015,2015
FIS,resilience,6,12.26,2015,2015
ICO,resilience,6,37.63,2015,2015
MAR,resilience,6,88.38,2015,2015
SAL,resilience,6,37.63,2015,2015
SPP,resilience,6,37.63,2015,2015
FIS,resilience,7,4.6,2015,2015
ICO,resilience,7,4.6,2015,2015
SAL,resilience,7,4.6,2015,2015
SPP,resilience,7,4.6,2015,2015
CW,resilience,8,88.38,2015,2015
FIS,resilience,8,8.69,2015,2015
ICO,resilience,8,35.25,2015,2015
MAR,resilience,8,88.38,2015,2015
SAL,resilience,8,35.25,2015,2015
SPP,resilience,8,35.25,2015,2015
CW,resilience,1,86.65,2016,2016
FIS,resilience,1,7.33,2016,2016
ICO,resilience,1,33.77,2016,2016
MAR,resilience,1,86.65,2016,2016
SAL,resilience,1,33.77,2016,2016
SPP,resilience,1,33.77,2016,2016
CW,resilience,2,86.65,2016,2016
FIS,resilience,2,26.3,2016,2016
ICO,resilience,2,46.42,2016,2016
MAR,resilience,2,86.65,2016,2016
SAL,resilience,2,46.42,2016,2016
SPP,resilience,2,46.42,2016,2016
CW,resilience,3,86.65,2016,2016
FIS,resilience,3,9.31,2016,2016
ICO,resilience,3,35.09,2016,2016
