ISO_3DIGIT,OHI gridcode,Country,Specie Common Name,Specie Scientific Name,Flagship Species,Priority Species_Regional and Local,Priority Species_Global,Nation Specific List,Taxa,Current Red List Category (Status),for pivot count,"Population Increasing, Decreasing, Stable or Unknown? (over 3 generations)",Year of last status assessment
NA,144,Guinea-Bissau,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,119,Guyana,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,99,Honduras,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,153,India,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,165,Indonesia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,142,"Iran, Islamic Republic of",Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,143,Iraq,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,135,Italy,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,160,Japan,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,29,Kenya,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,161,Kiribati,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,37,Kuwait,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,delete,Lao People's Democratic Republic,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,70,Liberia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,50,Libyan Arab Jamahiriya,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,28,Madagascar,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,156,Malaysia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,25,Maldives,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,9,Marshall Islands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,106,Martinique,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,47,Mauritania,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,23,Mauritius,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,21,Mayotte,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,101,Mexico,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,7,"Micronesia, Federated States of",Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,137,Montenegro,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,85,Montserrat,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,45,Morocco,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,27,Mozambique,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,155,Myanmar,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,74,Namibia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,8,Nauru,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,128,Netherlands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,94,Netherlands Antilles,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,3,New Caledonia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,115,New Zealand,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,97,Nicaragua,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,147,Nigeria,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,115,Niue,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,111,Northern Mariana Islands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,169,Norway,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,34,Oman,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,39,Pakistan,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,6,Palau,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,95,Panama,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,13,Papua New Guinea,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,104,Peru,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,11,Philippines,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,108,Pitcairn,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,134,Portugal,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,84,Puerto Rico,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,141,Qatar,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,21,R_union,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,86,Saint Kitts and Nevis,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,88,Saint Lucia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,93,Saint Vincent and the Grenadines,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,112,Samoa,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,36,Saudi Arabia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,49,Senegal,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,69,Sierra Leone,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,158,Singapore,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,139,Slovenia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,5,Solomon Islands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,30,Somalia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,75,South Africa,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,68,South Georgia and the South Sandwich Islands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,133,Spain,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,26,Sri Lanka,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,35,Sudan,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,120,Suriname,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,168,Sweden,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,10,Taiwan,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,159,Province of China,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,152,"Tanzania, United Republic of",Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,19,Thailand,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,71,Togo,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,115,Tokelau,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,113,Tonga,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,44,Tunisia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,59,Turkey,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,85,Turks and Caicos Islands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,15,Tuvalu,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,40,United Arab Emirates,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,131,United Kingdom,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,116,United States,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,124,Uruguay,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,4,Vanuatu,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,105,Venezuela,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,157,Viet Nam,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,85,"Virgin Islands, British",Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,84,"Virgin Islands, U.S.",Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,109,Wallis and Futuna,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,46,Western Sahara,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,33,Yemen,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,12,Australia,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,122,Brazil,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,81,Cuba,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,78,Ghana,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,144,Guinea-Bissau,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,160,Japan,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,70,Liberia,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,28,Madagascar,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,47,Mauritania,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,7,"Micronesia, Federated States of",Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,45,Morocco,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,8,Nauru,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,134,Portugal,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,5,Solomon Islands,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,133,Spain,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,10,"Taiwan, Province of China",Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,116,United States,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,46,Western Sahara,Longfin Mako,Isurus paucus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2006
NA,65,Albania,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,66,Algeria,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,151,Angola,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,85,Anguilla,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,87,Antigua and Barbuda,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,123,Argentina,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,12,Australia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,80,Bahamas,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,154,Bangladesh,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,90,Barbados,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,117,Belize,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,72,Benin,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,85,Bermuda,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,122,Brazil,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,ask,Brunei Darussalam,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,18,Cambodia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,148,Cameroon,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,166,Canada,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,41,Cape Verde,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,85,Cayman Islands,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,170,Chile,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,159,China,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,98,Colombia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,73,Congo,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,115,Cook Islands,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,96,Costa Rica,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,146,Cªte d'Ivoire,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,138,Croatia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,81,Cuba,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,64,Cyprus,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,89,Dominica,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,103,Dominican Republic Ecuador,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,163,Egypt,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,100,El Salvador,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,77,Equatorial Guinea,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,31,Eritrea,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,14,Fiji,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,130,France,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,121,French Guiana,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,109,French Polynesia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,149,Gabon,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,48,Gambia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,78,Ghana,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,43,Gibraltar,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,63,Greece,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,91,Grenada,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,106,Guadeloupe,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,102,Guatemala,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,145,Guinea,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,144,Guinea-Bissau,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,119,Guyana,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,82,Haiti,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,99,Honduras,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,153,India,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,165,Indonesia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,142,"Iran, Islamic Republic of",Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,132,Ireland,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,62,Israel,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,135,Italy,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,118,Jamaica,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,160,Japan,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,29,Kenya,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,161,Kiribati,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,17,"Korea, Democratic People's Republic of",Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,16,"Korea, Republic of",Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,70,Liberia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,50,Libyan Arab Jamahiriya,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,159,Macao,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,28,Madagascar,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,156,Malaysia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,25,Maldives,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,51,Malta,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,9,Marshall Islands,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,106,Martinique,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,47,Mauritania,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,23,Mauritius,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,101,Mexico,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,7,"Micronesia, Federated States of",Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,137,Montenegro,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,85,Montserrat,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,45,Morocco,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,27,Mozambique,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,155,Myanmar,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,74,Namibia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,8,Nauru,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,94,Netherlands Antilles,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,3,New Caledonia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,115,New Zealand,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,97,Nicaragua,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,147,Nigeria,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,111,Northern Mariana Islands,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,169,Norway,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,34,Oman,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,39,Pakistan,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,6,Palau,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,95,Panama,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,13,Papua New Guinea,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,104,Peru,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,11,Philippines,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,108,Pitcairn,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,134,Portugal,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,84,Puerto Rico,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,56,Russian Federation,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,86,Saint Kitts and Nevis,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,88,Saint Lucia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,93,Saint Vincent and the Grenadines,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,112,Samoa,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,36,Saudi Arabia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,49,Senegal,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,69,Sierra Leone,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,158,Singapore,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,5,Solomon Islands,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,30,Somalia,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
NA,75,South Africa,Shortfin Mako,Isurus oxyrinchus,NA,NA,1,NA,Shark,Vulnerable,1,decreasing,2004
