stock_id,stock_name,param,year,value,sciname,ram_area_id,ram_area_name
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1966,0.588,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1967,0.72,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1968,0.601,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1969,0.639,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1970,0.574,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1971,0.762,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1972,0.907,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1973,0.93,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1974,1.03,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1975,0.915,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1976,1.26,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1977,0.679,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1978,1.06,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1979,0.797,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1980,0.87,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1981,0.854,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1982,0.908,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1983,0.693,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1984,0.899,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1985,0.754,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1986,0.603,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1987,0.633,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1988,0.578,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1989,0.547,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1990,0.617,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1991,0.389,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1992,0.51,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1993,0.463,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1994,0.58,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1995,0.512,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1996,0.629,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1997,0.777,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1998,0.73,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,1999,0.971,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2000,0.695,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2001,0.728,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2002,0.856,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2003,0.78,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2004,0.785,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2005,0.563,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2006,0.583,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2007,0.821,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2008,0.636,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2009,0.731,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2010,0.6,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2011,0.68,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
ALBANPAC,Albacore tuna North Pacific,F/Fmsy,2012,0.71,Thunnus alalunga,Multinational-ISC-NPAC,North Pacific Ocean
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1956,1.01769911504425,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1957,0.809734513274336,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1958,0.429203539823009,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1959,0.615044247787611,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1960,0.84070796460177,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1961,0.712389380530973,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1962,0.800884955752212,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1963,0.495575221238938,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1964,0.539823008849557,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
PCODWCVANI,Pacific cod West Coast of Vancouver Island,F/Fmsy,1965,1.28761061946903,Gadus macrocephalus,Canada-DFO-WCVANI,West Coast of Vancouver Island
