rgn_name,year,species,stockid,catch,rgn_catch,rgn_ass_catch_prop
West Vancouver Island,2008,pacific_cod,PCODWCVANI,87776.94,44447984.55,0.001974823850590094
Strait of Georgia,2008,pacific_cod,NA,2120.77,12169803.32048056,NA
North Coast,2008,pacific_cod,PCODHS,154575.94,3751913.03,0.04119923323489191
Haida Gwaii,2008,pacific_cod,PCOD5AB,15837.473808368562,7449780.51,0.0021258980431852433
Haida Gwaii,2008,pacific_cod,PCODHS,66466.04619163144,7449780.51,0.008921879792621091
Central Coast,2008,pacific_cod,PCOD5AB,20418.966715077768,22705959.03,8.992778806699788e-4
Central Coast,2008,pacific_cod,PCODHS,2620.8332849222347,22705959.03,1.1542491032682157e-4
North Vancouver Island,2008,pacific_cod,PCOD5AB,3969.904751013819,2432808.94,0.0016318193696763623
North Vancouver Island,2008,pacific_cod,PCODWCVANI,2850.055248986181,2432808.94,0.0011715080465735962
Aristazabal Island,2008,pacific_cod,PCOD5AB,16.82842916743745,27200.52,6.186804210889147e-4
Aristazabal Island,2008,pacific_cod,PCODHS,619.5715708325625,27200.52,0.02277793111427879
West Vancouver Island,2007,pacific_cod,PCODWCVANI,38883.14,28149583.85,0.0013813042568300703
Strait of Georgia,2007,pacific_cod,NA,1459.98,13400668.095038457,NA
North Coast,2007,pacific_cod,PCODHS,82107.32,2272795.24,0.036126140426094876
Haida Gwaii,2007,pacific_cod,PCOD5AB,25390.16400944765,7386760.319999999,0.0034372529917753784
Haida Gwaii,2007,pacific_cod,PCODHS,106556.37599055235,7386760.319999999,0.014425319270485326
Central Coast,2007,pacific_cod,PCOD5AB,54322.420600237485,29969006.09,0.001812620026072993
Central Coast,2007,pacific_cod,PCODHS,6972.43939976252,29969006.09,2.32655009606377e-4
North Vancouver Island,2007,pacific_cod,PCOD5AB,5942.877490309393,9642762.209999999,6.163044738515224e-4
North Vancouver Island,2007,pacific_cod,PCODWCVANI,4266.482509690608,9642762.209999999,4.424543939563359e-4
Aristazabal Island,2007,pacific_cod,PCOD5AB,8.358155077378424,27757.55,3.0111285316529826e-4
Aristazabal Island,2007,pacific_cod,PCODHS,307.72184492262153,27757.55,0.011086059285586139
West Vancouver Island,2015,halibut,PHALNPAC,250033.36,23123694.650000002,0.010812863765263392
Strait of Georgia,2015,halibut,PHALNPAC,0,5132995.22,0
North Coast,2015,halibut,PHALNPAC,394196.54,714184.1599999999,0.5519536305593784
Haida Gwaii,2015,halibut,PHALNPAC,2290002.19,6495333.24,0.3525611551225045
Central Coast,2015,halibut,PHALNPAC,499046.55,5495709.58,0.09080657242444751
North Vancouver Island,2015,halibut,PHALNPAC,143060.29,13240157.73,0.010805029133138582
Aristazabal Island,2015,halibut,PHALNPAC,20401.06,28485.460000000003,0.7161920502600274
Pacific Offshore,2015,halibut,PHALNPAC,12083.53,125158.3,0.0965459741783006
West Vancouver Island,2014,halibut,PHALNPAC,178270.58,31301029.080000002,0.0056953584351610706
Strait of Georgia,2014,halibut,PHALNPAC,0,2958121.59,0
North Coast,2014,halibut,PHALNPAC,325511,830930.46,0.3917427699064011
Haida Gwaii,2014,halibut,PHALNPAC,2239611.23,5381161.89,0.41619473187787703
Central Coast,2014,halibut,PHALNPAC,610364.96,2235712.94,0.27300685570125116
North Vancouver Island,2014,halibut,PHALNPAC,121314.39,4623223.77,0.026240215926212892
Aristazabal Island,2014,halibut,PHALNPAC,43026.37,43925.350000000006,0.9795339137878241
Pacific Offshore,2014,halibut,PHALNPAC,7880.29,571227.6799999999,0.013795357395846084
West Vancouver Island,2013,halibut,PHALNPAC,256989.35,31231243.810000002,0.008228597988713917
Strait of Georgia,2013,halibut,PHALNPAC,0,2220359.48,0
North Coast,2013,halibut,PHALNPAC,428153.67,1183364.02,0.36181062020121246
Haida Gwaii,2013,halibut,PHALNPAC,2184970.32,5786972.91,0.3775670551739285
Central Coast,2013,halibut,PHALNPAC,574513.71,4682897.63,0.12268338011907383
North Vancouver Island,2013,halibut,PHALNPAC,162416.67,18195198.150000002,0.008926347966152817
Aristazabal Island,2013,halibut,PHALNPAC,27019.31,32967.89,0.8195644307233494
Pacific Offshore,2013,halibut,PHALNPAC,8915.75,320986.21,0.02777611536645141
West Vancouver Island,2012,halibut,PHALNPAC,185911.82,27955083.53,0.006650376122127795
Strait of Georgia,2012,halibut,PHALNPAC,0,459578.76,0
North Coast,2012,halibut,PHALNPAC,296805.08,1012947.5,0.29301131598626784
Haida Gwaii,2012,halibut,PHALNPAC,2166394.47,5858837.890000001,0.36976521806443086
Central Coast,2012,halibut,PHALNPAC,648801.66,6651097.05,0.09754806690123399
North Vancouver Island,2012,halibut,PHALNPAC,225569.2,15882505.030000001,0.014202369183823895
Aristazabal Island,2012,halibut,PHALNPAC,28125.16,28531.95,0.9857426499065083
Pacific Offshore,2012,halibut,PHALNPAC,6954.42,308783.42000000004,0.02252199940009732
West Vancouver Island,2011,halibut,PHALNPAC,185911.82,37483061.97,0.004959888819883409
Strait of Georgia,2011,halibut,PHALNPAC,0,5808.61,0
North Coast,2011,halibut,PHALNPAC,296805.08,1116084.9,0.26593414174853547
Haida Gwaii,2011,halibut,PHALNPAC,2166394.47,6398602.08,0.3385730887644134
Central Coast,2011,halibut,PHALNPAC,648801.66,9315430.09,0.06964806280887456
North Vancouver Island,2011,halibut,PHALNPAC,225569.2,12880619.940000001,0.017512293744457768
Aristazabal Island,2011,halibut,PHALNPAC,28125.16,30500.67,0.9221161371209223
Pacific Offshore,2011,halibut,PHALNPAC,6954.42,387591.51,0.01794265307823693
West Vancouver Island,2010,halibut,PHALNPAC,268583.77,48255117.88,0.005565912628540449
Strait of Georgia,2010,halibut,PHALNPAC,564.2,5777.28,0.09765841364794507
North Coast,2010,halibut,PHALNPAC,391459.93,1510411.17,0.2591744140769298
Haida Gwaii,2010,halibut,PHALNPAC,2373431.02,9266914.43,0.25611880177898655
Central Coast,2010,halibut,PHALNPAC,750404.56,8696099.86,0.08629208174709255
North Vancouver Island,2010,halibut,PHALNPAC,175089.05,2632440.65,0.0665120598255463
Aristazabal Island,2010,halibut,PHALNPAC,24964.63,50359.26,0.4957306759471843
Pacific Offshore,2010,halibut,PHALNPAC,5871.03,366517.52,0.016018415709022585
West Vancouver Island,2009,halibut,PHALNPAC,268583.77,37271476.04,0.007206147932315696
Strait of Georgia,2009,halibut,PHALNPAC,564.2,39409.399999999994,0.01431638137094196
North Coast,2009,halibut,PHALNPAC,391459.93,842187.1699999999,0.4648134570846051
Haida Gwaii,2009,halibut,PHALNPAC,2373431.02,7717113.55,0.30755424351634686
Central Coast,2009,halibut,PHALNPAC,750404.56,12261406.66,0.06120052786830904
North Vancouver Island,2009,halibut,PHALNPAC,175089.05,5608324.96,0.03121949089055638
Aristazabal Island,2009,halibut,PHALNPAC,24964.63,25609.350000000002,0.9748248198411907
Pacific Offshore,2009,halibut,PHALNPAC,5871.03,169631.05,0.03461058573887269
West Vancouver Island,2008,halibut,PHALNPAC,268583.77,44447984.55,0.006042653513296365
Strait of Georgia,2008,halibut,PHALNPAC,564.2,4651.72,0.12128846964133697
North Coast,2008,halibut,PHALNPAC,391459.93,3751913.03,0.10433608851535667
Haida Gwaii,2008,halibut,PHALNPAC,2373431.02,7449780.51,0.3185907312053144
Central Coast,2008,halibut,PHALNPAC,750404.56,22705959.03,0.033048793887478445
North Vancouver Island,2008,halibut,PHALNPAC,175089.05,2432808.94,0.07196991392180596
Aristazabal Island,2008,halibut,PHALNPAC,24964.63,27200.52,0.917799733240394
Pacific Offshore,2008,halibut,PHALNPAC,5871.03,405129.13,0.014491749828011626
West Vancouver Island,2007,halibut,PHALNPAC,268583.77,28149583.85,0.009541305172793878
Strait of Georgia,2007,halibut,PHALNPAC,564.2,7543.88,0.074789100568938
North Coast,2007,halibut,PHALNPAC,391459.93,2272795.24,0.1722372183426431
Haida Gwaii,2007,halibut,PHALNPAC,2373431.02,7386760.319999999,0.3213087899405406
Central Coast,2007,halibut,PHALNPAC,750404.56,29969006.09,0.025039354249735815
North Vancouver Island,2007,halibut,PHALNPAC,175089.05,9642762.209999999,0.01815756172214061
Aristazabal Island,2007,halibut,PHALNPAC,24964.63,27757.55,0.899381609688175
Pacific Offshore,2007,halibut,PHALNPAC,5871.03,302963.38,0.01937867870367699
West Vancouver Island,2015,herring,NA,0,32733550.720067725,NA
Strait of Georgia,2015,herring,NA,10367717.490999999,16916651.25803751,NA
North Coast,2015,herring,NA,1091341.1874799998,6183163.396933077,NA
Haida Gwaii,2015,herring,NA,0,13542664.750681318,NA
Central Coast,2015,herring,NA,0,4916529.47,NA
North Vancouver Island,2015,herring,NA,0,5466401.905034657,NA
Aristazabal Island,2015,herring,NA,0,130331.65999999999,NA
Pacific Offshore,2015,herring,NA,0,41301.17,NA
West Vancouver Island,2014,herring,NA,0,22189020.67017055,NA
Strait of Georgia,2014,herring,NA,9386816.05721,15508684.950623112,NA
North Coast,2014,herring,NA,1359403.8143200001,8738613.755689513,NA
Haida Gwaii,2014,herring,NA,0,9029312.29,NA
Central Coast,2014,herring,NA,0,4845805.251217306,NA
North Vancouver Island,2014,herring,NA,0,5490220.951330182,NA
Aristazabal Island,2014,herring,NA,545008.113384,1330071.9520534652,NA
Pacific Offshore,2014,herring,NA,0,9361.24,NA
West Vancouver Island,2013,herring,NA,0,17316756.11883684,NA
Strait of Georgia,2013,herring,NA,7591816.08438,14096211.830460355,NA
North Coast,2013,herring,NA,976023.37265,4330308.408733,NA
Haida Gwaii,2013,herring,NA,0,6216991.811604084,NA
Central Coast,2013,herring,NA,0,9412649.495147534,NA
North Vancouver Island,2013,herring,NA,0,4996359.600110408,NA
Aristazabal Island,2013,herring,NA,0,679871.7443152436,NA
Pacific Offshore,2013,herring,NA,0,30041.54,NA
West Vancouver Island,2012,herring,NA,0,15713811.249980953,NA
Strait of Georgia,2012,herring,NA,4463907.093640001,11309120.898615398,NA
North Coast,2012,herring,NA,793271.102905,3888577.477974049,NA
Haida Gwaii,2012,herring,NA,0,10845063.119959434,NA
Central Coast,2012,herring,NA,0,5370408.079975308,NA
North Vancouver Island,2012,herring,NA,0,5365299.907356744,NA
Aristazabal Island,2012,herring,NA,0,85526.64,NA
Pacific Offshore,2012,herring,NA,0,14818.8,NA
West Vancouver Island,2011,herring,NA,0,15620818.084793031,NA
Strait of Georgia,2011,herring,NA,1375867.2266000002,7687581.640764271,NA
North Coast,2011,herring,NA,472099.623203,8595484.047202013,NA
Haida Gwaii,2011,herring,NA,0,7319205.81,NA
Central Coast,2011,herring,NA,0,5212590.872784705,NA
North Vancouver Island,2011,herring,NA,0,6452203.007632233,NA
Aristazabal Island,2011,herring,NA,0,993976.140166846,NA
Pacific Offshore,2011,herring,NA,0,6367.5,NA
West Vancouver Island,2010,herring,NA,0,10583536.314029172,NA
Strait of Georgia,2010,herring,NA,1019501.3748400001,7873037.449448899,NA
North Coast,2010,herring,NA,826832.054138,3841450.283543457,NA
Haida Gwaii,2010,herring,NA,0,9241521.132846788,NA
Central Coast,2010,herring,NA,0,9532951.747544048,NA
North Vancouver Island,2010,herring,NA,0,5870856.955335896,NA
Aristazabal Island,2010,herring,NA,0,588791.5203010635,NA
Pacific Offshore,2010,herring,NA,0,34715.009999999995,NA
West Vancouver Island,2009,herring,NA,0,14065268.216425687,NA
Strait of Georgia,2009,herring,NA,9385237.08946,18544835.568107594,NA
North Coast,2009,herring,NA,1004910.89106,5081576.212980492,NA
Haida Gwaii,2009,herring,NA,0,14117849.720231751,NA
Central Coast,2009,herring,NA,0,5085115.877180197,NA
North Vancouver Island,2009,herring,NA,0,6671595.270052206,NA
Aristazabal Island,2009,herring,NA,0,454057.20029877074,NA
Pacific Offshore,2009,herring,NA,0,9615.72,NA
West Vancouver Island,2008,herring,NA,0,14536209.030206352,NA
Strait of Georgia,2008,herring,NA,4203521.6596099995,12169803.32048056,NA
Haida Gwaii,2008,herring,NA,0,11240284.73,NA
Central Coast,2008,herring,NA,0,4152124.140710771,NA
North Vancouver Island,2008,herring,NA,0,4130771.8948168396,NA
Aristazabal Island,2008,herring,NA,0,1142380.2229039313,NA
Pacific Offshore,2008,herring,NA,0,12437.29,NA
West Vancouver Island,2007,herring,NA,0,9911612.701645885,NA
Strait of Georgia,2007,herring,NA,4798357.2704799995,13400668.095038457,NA
North Coast,2007,herring,NA,174474.063873,4634037.613483222,NA
Haida Gwaii,2007,herring,NA,0,11755290.6,NA
North Vancouver Island,2007,herring,NA,0,4732867.0501448,NA
Aristazabal Island,2007,herring,NA,0,187168.9044411718,NA
Pacific Offshore,2007,herring,NA,0,9217.08,NA
West Vancouver Island,2015,geoduck,NA,1065331.840067726,32733550.720067725,NA
Strait of Georgia,2015,geoduck,NA,792633.0270375139,16916651.25803751,NA
North Coast,2015,geoduck,NA,1497801.9894530769,6183163.396933077,NA
Haida Gwaii,2015,geoduck,NA,3331059.6306813173,13542664.750681318,NA
Central Coast,2015,geoduck,NA,0,4916529.47,NA
North Vancouver Island,2015,geoduck,NA,40267.4650346567,5466401.905034657,NA
Aristazabal Island,2015,geoduck,NA,0,130331.65999999999,NA
Pacific Offshore,2015,geoduck,NA,0,41301.17,NA
West Vancouver Island,2014,geoduck,NA,1119598.6701705498,22189020.67017055,NA
Strait of Georgia,2014,geoduck,NA,745577.5234131113,15508684.950623112,NA
North Coast,2014,geoduck,NA,4561332.651369513,8738613.755689513,NA
Haida Gwaii,2014,geoduck,NA,0,9029312.29,NA
Central Coast,2014,geoduck,NA,6303.02121730542,4845805.251217306,NA
North Vancouver Island,2014,geoduck,NA,115189.42133018219,5490220.951330182,NA
Aristazabal Island,2014,geoduck,NA,700876.5586694651,1330071.9520534652,NA
West Vancouver Island,2013,geoduck,NA,1165069.04883684,17316756.11883684,NA
Strait of Georgia,2013,geoduck,NA,500169.75608035416,14096211.830460355,NA
North Coast,2013,geoduck,NA,317174.9060829997,4330308.408733,NA
Haida Gwaii,2013,geoduck,NA,2455.951604084728,6216991.811604084,NA
Central Coast,2013,geoduck,NA,4524153.865147534,9412649.495147534,NA
North Vancouver Island,2013,geoduck,NA,321348.2601104076,4996359.600110408,NA
Aristazabal Island,2013,geoduck,NA,594333.6743152436,679871.7443152436,NA
Pacific Offshore,2013,geoduck,NA,0,30041.54,NA
West Vancouver Island,2012,geoduck,NA,1067562.919980952,15713811.249980953,NA
Strait of Georgia,2012,geoduck,NA,889352.1049753964,11309120.898615398,NA
North Coast,2012,geoduck,NA,286334.4150690488,3888577.477974049,NA
Haida Gwaii,2012,geoduck,NA,4597587.699959435,10845063.119959434,NA
Central Coast,2012,geoduck,NA,124618.59997530821,5370408.079975308,NA
North Vancouver Island,2012,geoduck,NA,127921.12735674351,5365299.907356744,NA
Aristazabal Island,2012,geoduck,NA,0,85526.64,NA
Pacific Offshore,2012,geoduck,NA,0,14818.8,NA
West Vancouver Island,2011,geoduck,NA,1170463.76479303,15620818.084793031,NA
Strait of Georgia,2011,geoduck,NA,745573.1141642709,7687581.640764271,NA
North Coast,2011,geoduck,NA,4634984.743999013,8595484.047202013,NA
Haida Gwaii,2011,geoduck,NA,0,7319205.81,NA
Central Coast,2011,geoduck,NA,4620.892784705197,5212590.872784705,NA
North Vancouver Island,2011,geoduck,NA,155390.74763223337,6452203.007632233,NA
Aristazabal Island,2011,geoduck,NA,875791.4601668459,993976.140166846,NA
Pacific Offshore,2011,geoduck,NA,0,6367.5,NA
West Vancouver Island,2010,geoduck,NA,1173843.4540291715,10583536.314029172,NA
Strait of Georgia,2010,geoduck,NA,781905.3246088997,7873037.449448899,NA
North Coast,2010,geoduck,NA,166709.2894054569,3841450.283543457,NA
Haida Gwaii,2010,geoduck,NA,2008.4128467874214,9241521.132846788,NA
Central Coast,2010,geoduck,NA,4921885.747544048,9532951.747544048,NA
North Vancouver Island,2010,geoduck,NA,369920.5453358966,5870856.955335896,NA
Aristazabal Island,2010,geoduck,NA,425186.07030106353,588791.5203010635,NA
Pacific Offshore,2010,geoduck,NA,0,34715.009999999995,NA
West Vancouver Island,2009,geoduck,NA,1196575.3364256865,14065268.216425687,NA
Strait of Georgia,2009,geoduck,NA,796967.3186475952,18544835.568107594,NA
North Coast,2009,geoduck,NA,741271.8919204924,5081576.212980492,NA
Haida Gwaii,2009,geoduck,NA,4469651.14023175,14117849.720231751,NA
Central Coast,2009,geoduck,NA,6444.117180197181,5085115.877180197,NA
North Vancouver Island,2009,geoduck,NA,97234.96005220551,6671595.270052206,NA
Aristazabal Island,2009,geoduck,NA,292114.94029877073,454057.20029877074,NA
Pacific Offshore,2009,geoduck,NA,0,9615.72,NA
West Vancouver Island,2008,geoduck,NA,1226401.7002063529,14536209.030206352,NA
Strait of Georgia,2008,geoduck,NA,699161.3608705621,12169803.32048056,NA
North Coast,2008,geoduck,NA,4462741.847298894,9152255.537298894,NA
Haida Gwaii,2008,geoduck,NA,0,11240284.73,NA
Central Coast,2008,geoduck,NA,2050.300710770913,4152124.140710771,NA
North Vancouver Island,2008,geoduck,NA,148510.1148168398,4130771.8948168396,NA
Aristazabal Island,2008,geoduck,NA,1049319.6529039312,1142380.2229039313,NA
Pacific Offshore,2008,geoduck,NA,0,12437.29,NA
West Vancouver Island,2007,geoduck,NA,1236137.3216458843,9911612.701645885,NA
Strait of Georgia,2007,geoduck,NA,479340.46455845784,13400668.095038457,NA
North Coast,2007,geoduck,NA,2907.8996102224023,4634037.613483222,NA
Haida Gwaii,2007,geoduck,NA,0,11755290.6,NA
Central Coast,2007,geoduck,NA,5279971.8689923985,9862748.438992398,NA
North Vancouver Island,2007,geoduck,NA,442415.2101447997,4732867.0501448,NA
Aristazabal Island,2007,geoduck,NA,133778.8144411718,187168.9044411718,NA
Pacific Offshore,2007,geoduck,NA,0,9217.08,NA
West Vancouver Island,2015,lingcod,LINGCODSOG,718578.76,23123694.650000002,0.0310754302405563
Strait of Georgia,2015,lingcod,LINGCODSOG,0,5132995.22,0
North Coast,2015,lingcod,NA,54641.55,6183163.396933077,NA
Haida Gwaii,2015,lingcod,NA,225834.74,13542664.750681318,NA
Central Coast,2015,lingcod,NA,491346.93,4916529.47,NA
North Vancouver Island,2015,lingcod,LINGCODSOG,207748.39,13240157.73,0.01569077908560535
Aristazabal Island,2015,lingcod,NA,7655.87,130331.65999999999,NA
Pacific Offshore,2015,lingcod,NA,3578.17,41301.17,NA
West Vancouver Island,2014,lingcod,LINGCODSOG,527508.76,31301029.080000002,0.016852760931654328
Strait of Georgia,2014,lingcod,LINGCODSOG,0,2958121.59,0
North Coast,2014,lingcod,NA,68154.83,8738613.755689513,NA
Haida Gwaii,2014,lingcod,NA,181758.73,9029312.29,NA
Central Coast,2014,lingcod,NA,459019.02,4845805.251217306,NA
North Vancouver Island,2014,lingcod,LINGCODSOG,152806.92,4623223.77,0.03305202767635018
Aristazabal Island,2014,lingcod,NA,6417.39,1330071.9520534652,NA
Pacific Offshore,2014,lingcod,NA,857.37,9361.24,NA
West Vancouver Island,2013,lingcod,LINGCODSOG,550790.88,31231243.810000002,0.01763589318923126
Strait of Georgia,2013,lingcod,LINGCODSOG,0,2220359.48,0
North Coast,2013,lingcod,NA,66633.8,4330308.408733,NA
Haida Gwaii,2013,lingcod,NA,183396.15,6216991.811604084,NA
Central Coast,2013,lingcod,NA,492513.74,9412649.495147534,NA
North Vancouver Island,2013,lingcod,LINGCODSOG,231639.17,18195198.150000002,0.012730785787018207
Aristazabal Island,2013,lingcod,NA,4996.91,679871.7443152436,NA
Pacific Offshore,2013,lingcod,NA,1664.51,30041.54,NA
West Vancouver Island,2012,lingcod,LINGCODSOG,547553.18,27955083.53,0.019586891214701373
Strait of Georgia,2012,lingcod,LINGCODSOG,0,459578.76,0
North Coast,2012,lingcod,NA,65123.46,3888577.477974049,NA
Haida Gwaii,2012,lingcod,NA,254300.65,10845063.119959434,NA
Central Coast,2012,lingcod,NA,359883.18,5370408.079975308,NA
North Vancouver Island,2012,lingcod,LINGCODSOG,239187.83,15882505.030000001,0.015059830269104594
Aristazabal Island,2012,lingcod,NA,10190.21,85526.64,NA
Pacific Offshore,2012,lingcod,NA,1841.72,14818.8,NA
West Vancouver Island,2011,lingcod,LINGCODSOG,580727.19,37483061.97,0.015493056316071287
Strait of Georgia,2011,lingcod,LINGCODSOG,0,5808.61,0
North Coast,2011,lingcod,NA,86242.78,8595484.047202013,NA
Haida Gwaii,2011,lingcod,NA,228626.19,7319205.81,NA
Central Coast,2011,lingcod,NA,551493.79,5212590.872784705,NA
North Vancouver Island,2011,lingcod,LINGCODSOG,203139.67,12880619.940000001,0.015770954421934446
Aristazabal Island,2011,lingcod,NA,25774.49,993976.140166846,NA
Pacific Offshore,2011,lingcod,NA,1020.99,6367.5,NA
West Vancouver Island,2010,lingcod,LINGCODSOG,546608.69,48255117.88,0.011327476006986388
Strait of Georgia,2010,lingcod,LINGCODSOG,39.98,5777.28,0.006920211587459843
North Coast,2010,lingcod,NA,116927.16,3841450.283543457,NA
Haida Gwaii,2010,lingcod,NA,213408.31,9241521.132846788,NA
Central Coast,2010,lingcod,NA,513432.68,9532951.747544048,NA
North Vancouver Island,2010,lingcod,LINGCODSOG,192444.5,2632440.65,0.07310497199623475
Aristazabal Island,2010,lingcod,NA,13653.51,588791.5203010635,NA
Pacific Offshore,2010,lingcod,NA,36.03,34715.009999999995,NA
West Vancouver Island,2009,lingcod,LINGCODSOG,769212.23,37271476.04,0.020638094106454927
Strait of Georgia,2009,lingcod,LINGCODSOG,0,39409.399999999994,0
North Coast,2009,lingcod,NA,125443.69,5081576.212980492,NA
Haida Gwaii,2009,lingcod,NA,352352.75,14117849.720231751,NA
Central Coast,2009,lingcod,NA,559603.85,5085115.877180197,NA
North Vancouver Island,2009,lingcod,LINGCODSOG,189462.29,5608324.96,0.03378233097249058
Aristazabal Island,2009,lingcod,NA,12305.17,454057.20029877074,NA
Pacific Offshore,2009,lingcod,NA,1198.09,9615.72,NA
West Vancouver Island,2008,lingcod,LINGCODSOG,975781.34,44447984.55,0.02195333151500567
Strait of Georgia,2008,lingcod,LINGCODSOG,41.51,4651.72,0.00892358095500159
North Coast,2008,lingcod,NA,85577.22,9152255.537298894,NA
Haida Gwaii,2008,lingcod,NA,430427.32,11240284.73,NA
Central Coast,2008,lingcod,NA,503307.23,4152124.140710771,NA
North Vancouver Island,2008,lingcod,LINGCODSOG,292115.78,2432808.94,0.12007345714538521
Aristazabal Island,2008,lingcod,NA,10435.69,1142380.2229039313,NA
Pacific Offshore,2008,lingcod,NA,712.93,12437.29,NA
West Vancouver Island,2007,lingcod,LINGCODSOG,755489.55,28149583.85,0.026838391431495353
North Coast,2007,lingcod,NA,94211.94,4634037.613483222,NA
Haida Gwaii,2007,lingcod,NA,378575.07,11755290.6,NA
Central Coast,2007,lingcod,NA,554295.71,9862748.438992398,NA
North Vancouver Island,2007,lingcod,LINGCODSOG,206927.79,9642762.209999999,0.021459389487527354
Aristazabal Island,2007,lingcod,NA,5362.22,187168.9044411718,NA
Pacific Offshore,2007,lingcod,NA,3489.6,9217.08,NA
West Vancouver Island,2015,pacific_ocean_perch,PERCHWCVANI,349605.53,23123694.650000002,0.015118930399818266
Strait of Georgia,2015,pacific_ocean_perch,NA,0,16916651.25803751,NA
North Coast,2015,pacific_ocean_perch,PERCHQCI,302.99,714184.1599999999,4.242463176444575e-4
Haida Gwaii,2015,pacific_ocean_perch,PERCHQCI,2303672.95,6495333.24,0.3546658600690979
Central Coast,2015,pacific_ocean_perch,PERCHQCI,1027674.39,5495709.58,0.1869957600634348
North Vancouver Island,2015,pacific_ocean_perch,PERCHQCI,73891.43518098525,13240157.73,0.005580857621775874
North Vancouver Island,2015,pacific_ocean_perch,PERCHWCVANI,38821.62481901475,13240157.73,0.0029321119589875723
Aristazabal Island,2015,pacific_ocean_perch,PERCHQCI,7197.83,28485.460000000003,0.252684351946572
West Vancouver Island,2014,pacific_ocean_perch,PERCHWCVANI,524803.31,31301029.080000002,0.01676632767116678
Strait of Georgia,2014,pacific_ocean_perch,NA,0,15508684.950623112,NA
North Coast,2014,pacific_ocean_perch,PERCHQCI,139.51,830930.46,1.6789611973064508e-4
Haida Gwaii,2014,pacific_ocean_perch,PERCHQCI,1690926.49,5381161.89,0.3142307413464567
Central Coast,2014,pacific_ocean_perch,PERCHQCI,977895.54,2235712.94,0.4373976294112249
North Vancouver Island,2014,pacific_ocean_perch,PERCHQCI,126744.52220606769,4623223.77,0.027414749644719814
North Vancouver Island,2014,pacific_ocean_perch,PERCHWCVANI,66589.9677939323,4623223.77,0.01440336248183209
Pacific Offshore,2014,pacific_ocean_perch,NA,513.42,9361.24,NA
West Vancouver Island,2013,pacific_ocean_perch,PERCHWCVANI,640929.97,31231243.810000002,0.020522076350823374
Strait of Georgia,2013,pacific_ocean_perch,NA,0,14096211.830460355,NA
North Coast,2013,pacific_ocean_perch,PERCHQCI,854.46,1183364.02,7.220601484909098e-4
Haida Gwaii,2013,pacific_ocean_perch,PERCHQCI,2112040.48,5786972.91,0.36496463917264127
Central Coast,2013,pacific_ocean_perch,PERCHQCI,988009.91,4682897.63,0.21098259839602773
North Vancouver Island,2013,pacific_ocean_perch,PERCHQCI,234485.8514669584,18195198.150000002,0.012887238134692058
North Vancouver Island,2013,pacific_ocean_perch,PERCHWCVANI,123195.89853304159,18195198.150000002,0.006770791805476522
Aristazabal Island,2013,pacific_ocean_perch,PERCHQCI,5622.35,32967.89,0.170540183190371
Pacific Offshore,2013,pacific_ocean_perch,NA,0,30041.54,NA
West Vancouver Island,2012,pacific_ocean_perch,PERCHWCVANI,322941.24,27955083.53,0.011552147202616495
Strait of Georgia,2012,pacific_ocean_perch,NA,0,11309120.898615398,NA
North Coast,2012,pacific_ocean_perch,PERCHQCI,695.2,1012947.5,6.86313950130683e-4
Haida Gwaii,2012,pacific_ocean_perch,PERCHQCI,1879629.61,5858837.890000001,0.32081952859767554
Central Coast,2012,pacific_ocean_perch,PERCHQCI,1362836.48,6651097.05,0.20490401354164572
North Vancouver Island,2012,pacific_ocean_perch,PERCHQCI,212994.0250499052,15882505.030000001,0.013410606491078517
North Vancouver Island,2012,pacific_ocean_perch,PERCHWCVANI,111904.36495009482,15882505.030000001,0.007045762915781983
Pacific Offshore,2012,pacific_ocean_perch,NA,2564.93,14818.8,NA
West Vancouver Island,2011,pacific_ocean_perch,PERCHWCVANI,440606.69,37483061.97,0.011754821160358902
Strait of Georgia,2011,pacific_ocean_perch,NA,0,7687581.640764271,NA
North Coast,2011,pacific_ocean_perch,PERCHQCI,107.78,1116084.9,9.656971436491973e-5
Haida Gwaii,2011,pacific_ocean_perch,PERCHQCI,2191133.89,6398602.08,0.3424394676532222
Central Coast,2011,pacific_ocean_perch,PERCHQCI,1434495.86,9315430.09,0.15399137196466256
North Vancouver Island,2011,pacific_ocean_perch,PERCHQCI,218769.81048496824,12880619.940000001,0.016984416239593528
North Vancouver Island,2011,pacific_ocean_perch,PERCHWCVANI,114938.88951503178,12880619.940000001,0.008923397324852034
Aristazabal Island,2011,pacific_ocean_perch,PERCHQCI,198.31,30500.67,0.006501824386152829
West Vancouver Island,2010,pacific_ocean_perch,PERCHWCVANI,312276.58,48255117.88,0.006471367053263947
Strait of Georgia,2010,pacific_ocean_perch,NA,0,7873037.449448899,NA
North Coast,2010,pacific_ocean_perch,PERCHQCI,302.32,1510411.17,2.0015741806252664e-4
Haida Gwaii,2010,pacific_ocean_perch,PERCHQCI,2646114.27,9266914.43,0.2855442650288938
Central Coast,2010,pacific_ocean_perch,PERCHQCI,2052144.15,8696099.86,0.23598442785131496
North Vancouver Island,2010,pacific_ocean_perch,PERCHQCI,239143.5798999481,2632440.65,0.09084481350033403
North Vancouver Island,2010,pacific_ocean_perch,PERCHWCVANI,125643.01010005192,2632440.65,0.04772871521340925
