filename,rgn_id,location,spp,area_km2
Shellfish_Tenure_Clams,4,Smith Inlet,"Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Nuttall's cockle (Clinocardium nuttallii), Butter clam (Saxidomus gigantea)",0.052
Shellfish_Tenure_Clams,4,McBride Bay,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Nuttall's cockle (Clinocardium nuttallii), Butter clam (Saxidomus gigantea)",0.07
Shellfish_Tenure_Clams,4,McBride Bay,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Nuttall's cockle (Clinocardium nuttallii), Butter clam (Saxidomus gigantea)",0.005
Shellfish_Tenure_Clams,4,Smith Inlet,"Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Nuttall's cockle (Clinocardium nuttallii), Butter clam (Saxidomus gigantea)",0.009
Shellfish_Tenure_Clams,4,Smith Inlet,"Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Nuttall's cockle (Clinocardium nuttallii), Butter clam (Saxidomus gigantea)",0.052
Shellfish_Tenure_Clams,4,"White Rock Passage, Read Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Eastern blue mussel (Mytilus edulis), Gallo mussel (Mytilus galloprovincialis)",0.023
Shellfish_Tenure_Clams,4,"Middle Bay, Georgia Strait",Geoduck clam (Panopea abrupta),0.049
Shellfish_Tenure_Clams,4,"Burdwood Bay, Read Island","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.015
Shellfish_Tenure_Clams,4,"Hecate Cove, Quatsino Sound","Pacific oyster (Crassostrea gigas), Geoduck clam (Panopea abrupta)",0.019
Shellfish_Tenure_Clams,5,"San Mateo Bay, Barclay Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.031
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.042
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.102
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.015
Shellfish_Tenure_Clams,5,"Anderson Cove, Sooke","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.01
Shellfish_Tenure_Clams,5,"Near Whiffen Spit, Sooke Harbour","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.019
Shellfish_Tenure_Clams,5,Sooke Basin,Manila clam (Venerupis philippinarum),0.135
Shellfish_Tenure_Clams,5,Roche Cove,Manila clam (Venerupis philippinarum),0.024
Shellfish_Tenure_Clams,5,"Billings Spit, Sooke Harbour","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.054
Shellfish_Tenure_Clams,5,Sooke Basin,Manila clam (Venerupis philippinarum),0.028
Shellfish_Tenure_Clams,5,Sooke Basin,Manila clam (Venerupis philippinarum),0.022
Shellfish_Tenure_Clams,5,"Hutchinson Cove, Sooke Basin",Manila clam (Venerupis philippinarum),0.017
Shellfish_Tenure_Clams,5,"Cooper Cove, Sooke Basin",Manila clam (Venerupis philippinarum),0.009
Shellfish_Tenure_Clams,5,"Roquefeuil Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.03
Shellfish_Tenure_Clams,5,"NE Roquefeuil Bay, Barclay District","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.015
Shellfish_Tenure_Clams,5,"Poett Nook, Numukamis Bay","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.042
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.02
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.05
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.075
Shellfish_Tenure_Clams,5,"Tzartus Island, Sproat Bay","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.077
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.019
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.03
Shellfish_Tenure_Clams,5,NE Congreve Island,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.013
Shellfish_Tenure_Clams,5,"San Mateo Bay, Barclay Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.031
Shellfish_Tenure_Clams,5,San Mateo Bay,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Eastern blue mussel (Mytilus edulis), Gallo mussel (Mytilus galloprovincialis)",0.067
Shellfish_Tenure_Clams,5,Sechart Channel,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.032
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.042
Shellfish_Tenure_Clams,5,Pinkerton Islands,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.008
Shellfish_Tenure_Clams,5,Pinkerton Islands,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.008
Shellfish_Tenure_Clams,5,Pinkerton Islands,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.005
Shellfish_Tenure_Clams,5,"U/F Equis Beach, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.007
Shellfish_Tenure_Clams,5,"U/F Equis Beach, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.059
Shellfish_Tenure_Clams,5,"Useless Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.006
Shellfish_Tenure_Clams,5,"Fatty Basin, Alberni Inlet","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Eastern blue mussel (Mytilus edulis), Gallo mussel (Mytilus galloprovincialis)",0.098
Shellfish_Tenure_Clams,5,"Useless Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Geoduck clam (Panopea abrupta), Gallo mussel (Mytilus galloprovincialis), Kumamoto oyster (Crassostrea sikamea)",0.019
Shellfish_Tenure_Clams,5,"Useless Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Geoduck clam (Panopea abrupta), Gallo mussel (Mytilus galloprovincialis), Kumamoto oyster (Crassostrea sikamea)",0.069
Shellfish_Tenure_Clams,5,"Fatty Basin, Alberni Inlet","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Eastern blue mussel (Mytilus edulis), Gallo mussel (Mytilus galloprovincialis)",0.005
Shellfish_Tenure_Clams,5,"Useless Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.038
Shellfish_Tenure_Clams,5,"Useless Inlet, Barclay Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.029
Shellfish_Tenure_Clams,5,"Useless Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.035
Shellfish_Tenure_Clams,5,"Useless Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.026
Shellfish_Tenure_Clams,5,"Effingham Inlet, North of Webster Island","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.024
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.102
Shellfish_Tenure_Clams,5,Effingham Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Eastern blue mussel (Mytilus edulis), Gallo mussel (Mytilus galloprovincialis)",0.108
Shellfish_Tenure_Clams,5,Toquart Bay,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.099
Shellfish_Tenure_Clams,5,Little Espinosa Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Giant rock-scallop (Crassadoma gigantea), Western blue mussel (Mytilus trossulus), Pink scallop (Chlamys rubida), Spiny scallop (Chlamys hastata)",0.101
Shellfish_Tenure_Clams,5,Little Espinosa Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.11
Shellfish_Tenure_Clams,5,Espinosa Inlet,Manila clam (Venerupis philippinarum),0.061
Shellfish_Tenure_Clams,5,Cachalot Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.12
Shellfish_Tenure_Clams,5,"Silverado Creek, King Passage","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.017
Shellfish_Tenure_Clams,5,"Hanna Channel, Nootka Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.031
Shellfish_Tenure_Clams,5,"Kendrick Inlet, Nootka Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.016
Shellfish_Tenure_Clams,5,"West side Kendrick Inlet, Nootka Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.011
Shellfish_Tenure_Clams,5,KENDRICK CREEK,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.059
Shellfish_Tenure_Clams,5,"Tsowwin Narrows, Nootka Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.037
Shellfish_Tenure_Clams,5,"Pt. Langfrd, Nuchatlitz Inlet","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.019
Shellfish_Tenure_Clams,5,"Pt. Langfrd, Nuchatlitz Inlet","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.004
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.015
Shellfish_Tenure_Clams,5,Malksope Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.003
Shellfish_Tenure_Clams,5,Malksope Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0
Shellfish_Tenure_Clams,5,Malksope Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0
Shellfish_Tenure_Clams,5,Malksope Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.019
Shellfish_Tenure_Clams,5,Malksope Inlet,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.022
Shellfish_Tenure_Clams,5,"NE Roquefeuil Bay, Barclay District","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.015
Shellfish_Tenure_Clams,5,"San Mateo Bay, Barclay Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.031
Shellfish_Tenure_Clams,5,Sechart Channel,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.032
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.042
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.102
Shellfish_Tenure_Clams,5,"Effingham Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Varnish clam (Nuttalia obscurata)",0.015
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.02
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.05
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.075
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.019
Shellfish_Tenure_Clams,5,"Numukamis Bay, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.03
Shellfish_Tenure_Clams,5,"Useless Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Geoduck clam (Panopea abrupta), Gallo mussel (Mytilus galloprovincialis), Kumamoto oyster (Crassostrea sikamea)",0.019
Shellfish_Tenure_Clams,5,"Useless Inlet, Barkley Sound","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Pacific Scallop (Patinopecten x), Geoduck clam (Panopea abrupta), Gallo mussel (Mytilus galloprovincialis), Kumamoto oyster (Crassostrea sikamea)",0.069
Shellfish_Tenure_Clams,5,"Ay-li-sayh Beach, Hesquiaht Peninsula",Geoduck clam (Panopea abrupta),0.124
Shellfish_Tenure_Clams,6,"South of Willy's Island, Stuart Channel","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,"South of Willy's Island, Stuart Channel","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,"South of Willy's Island, Stuart Channel","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.495
Shellfish_Tenure_Clams,6,"Stuart Channel, Coffin Point","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Geoduck clam (Panopea abrupta), Kumamoto oyster (Crassostrea sikamea)",0.019
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Eastern oyster (Crassostrea virginica), European oyster (Ostrea edulis), Kumamoto oyster (Crassostrea sik",0.054
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Eastern oyster (Crassostrea virginica), European oyster (Ostrea edulis), Kumamoto oyster (Crassostrea sik",0.014
Shellfish_Tenure_Clams,6,"Jedediah Island, Bull Passage","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Geoduck clam (Panopea abrupta)",0.035
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,"Jedediah Island, Bull Passage","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Geoduck clam (Panopea abrupta)",0.012
Shellfish_Tenure_Clams,6,"Denman Island, Baynes Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.046
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.224
Shellfish_Tenure_Clams,6,"W. Coast Denman Island, Baynes Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.006
Shellfish_Tenure_Clams,6,"Denman Island, Baynes Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.028
Shellfish_Tenure_Clams,6,West side of Hornby Island,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.085
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.119
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.141
Shellfish_Tenure_Clams,6,"Fanny Bay, Baynes Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.038
Shellfish_Tenure_Clams,6,Lambert Channel,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.081
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.022
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.23
Shellfish_Tenure_Clams,6,Twin Islands,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.038
Shellfish_Tenure_Clams,6,"Uganda Pass, Marina Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.025
Shellfish_Tenure_Clams,6,Northwest Denman Island,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.023
Shellfish_Tenure_Clams,6,Baynes Sound,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.011
Shellfish_Tenure_Clams,6,"Henry Bay, West Denman Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Kumamoto oyster (Crassostrea sikamea)",0.178
Shellfish_Tenure_Clams,6,Ladysmith Harbour,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.204
Shellfish_Tenure_Clams,6,Decourcy Island,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.033
Shellfish_Tenure_Clams,6,"Stuart Channel, Mudge Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.021
Shellfish_Tenure_Clams,6,"Stuart Channel, Mudge Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.011
Shellfish_Tenure_Clams,6,"Stuart Channel, Mudge Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.005
Shellfish_Tenure_Clams,6,Head of Nanoose Harbour,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,Head of Nanoose Harbour,"Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.119
Shellfish_Tenure_Clams,6,"Maelstrom Cove, Nanoose Harbour","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.018
Shellfish_Tenure_Clams,6,"Deep Bay, Baynes Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Geoduck clam (Panopea abrupta)",0.049
Shellfish_Tenure_Clams,6,"Mud Bay, Baynes Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Geoduck clam (Panopea abrupta)",0.033
Shellfish_Tenure_Clams,6,"Mud Bay, Baynes Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0
Shellfish_Tenure_Clams,6,"Mud Bay, Baynes Sound","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.018
Shellfish_Tenure_Clams,6,"Shark Spit, Marina Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.019
Shellfish_Tenure_Clams,6,"Gorge Harbour, Cortes Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum)",0.019
Shellfish_Tenure_Clams,6,"Cortes Island, Gorge Harbour","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.007
Shellfish_Tenure_Clams,6,"Redonda Bay, West Redonda Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.002
Shellfish_Tenure_Clams,6,"Redonda Bay, West Redonda Island","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.116
Shellfish_Tenure_Clams,6,"Burgoyne Bay, Saltspring Island","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.039
Shellfish_Tenure_Clams,6,"South of Willy's Island, Stuart Channel","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,"South of Willy's Island, Stuart Channel","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0
Shellfish_Tenure_Clams,6,"South of Willy's Island, Stuart Channel","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata)",0.495
Shellfish_Tenure_Clams,6,Halalt Island,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.323
Shellfish_Tenure_Clams,6,Saltspring Island,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.008
Shellfish_Tenure_Clams,6,"Houston Passage, Saltspring Island","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.151
Shellfish_Tenure_Clams,6,Kuper Island,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.134
Shellfish_Tenure_Clams,6,Kuper Island,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.05
Shellfish_Tenure_Clams,6,"Davis Lagoon, Ladysmith Harbour","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.061
Shellfish_Tenure_Clams,6,Dayman Island,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.051
Shellfish_Tenure_Clams,6,Ladysmith Harbour,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.281
Shellfish_Tenure_Clams,6,Scott Island,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum), Geoduck clam (Panopea abrupta)",0.047
Shellfish_Tenure_Clams,6,Ladysmith Harbour,"Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.147
Shellfish_Tenure_Clams,6,"Ladysmith Harbour, Sibell Bay","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.037
Shellfish_Tenure_Clams,6,Kuper Island,Manila clam (Venerupis philippinarum),0.126
Shellfish_Tenure_Clams,6,"Stuart Channel, Coffin Point","Pacific oyster (Crassostrea gigas), Littleneck clam (Protothaca staminea), Manila clam (Venerupis philippinarum), Varnish clam (Nuttalia obscurata), Geoduck clam (Panopea abrupta), Kumamoto oyster (Crassostrea sikamea)",0.019
Shellfish_Tenure_Clams,6,"Ladysmith Harbour, Sibell Bay","Pacific oyster (Crassostrea gigas), Manila clam (Venerupis philippinarum)",0.02
