year,species,aq_type,rgn_id,harvest
2011,atlantic_salmon_salmo_salar_,finfish,3,7309.569850200949
2011,atlantic_salmon_salmo_salar_,finfish,4,45149.099526932085
2011,atlantic_salmon_salmo_salar_,finfish,5,21915.88
2011,atlantic_salmon_salmo_salar_,finfish,6,4954.905473067916
2011,atlantic_salmon_salmo_salar_,finfish,8,24.115149799050055
2011,chinook_salmon_oncorhynchus_tshawytscha_,finfish,3,0
2011,chinook_salmon_oncorhynchus_tshawytscha_,finfish,4,1.3835316868923428
2011,chinook_salmon_oncorhynchus_tshawytscha_,finfish,5,2487.014
2011,chinook_salmon_oncorhynchus_tshawytscha_,finfish,6,18.261831949471294
2011,chinook_salmon_oncorhynchus_tshawytscha_,finfish,8,0
2011,clams_spp_varnish_littleneck_geoduck_,shellfish,2,0
2011,clams_spp_varnish_littleneck_geoduck_,shellfish,4,4.7613884749130655
2011,clams_spp_varnish_littleneck_geoduck_,shellfish,5,15.72045454545454
2011,clams_spp_varnish_littleneck_geoduck_,shellfish,6,116.57297516145056
2011,coho_salmon_oncorhynchus_kisutch_,finfish,3,0
2011,coho_salmon_oncorhynchus_kisutch_,finfish,4,0
2011,coho_salmon_oncorhynchus_kisutch_,finfish,5,0
2011,coho_salmon_oncorhynchus_kisutch_,finfish,6,1303.1619999999998
2011,coho_salmon_oncorhynchus_kisutch_,finfish,8,0
2011,manila_clam,shellfish,2,0
2011,manila_clam,shellfish,4,42.49199489035555
2011,manila_clam,shellfish,5,61.40363636363636
2011,manila_clam,shellfish,6,1069.7530051096444
2011,mussels,shellfish,2,0
2011,mussels,shellfish,4,151.49443616492798
2011,mussels,shellfish,5,0
2011,mussels,shellfish,6,208.70465474416295
2011,pacific_oyster,shellfish,2,1.0855454545454546
2011,pacific_oyster,shellfish,4,239.65869952451922
2011,pacific_oyster,shellfish,5,271.6639090909091
2011,pacific_oyster,shellfish,6,4163.013755020936
2011,sablefish_anaplopoma_fimbria_,finfish,3,0
2011,sablefish_anaplopoma_fimbria_,finfish,4,208.52373480662985
2011,sablefish_anaplopoma_fimbria_,finfish,5,41.87526519337017
2011,sablefish_anaplopoma_fimbria_,finfish,6,2.317
2011,sablefish_anaplopoma_fimbria_,finfish,8,0
2011,scallops,shellfish,2,0.897272727272727
2011,scallops,shellfish,4,44.52442906819953
2011,scallops,shellfish,5,0.356
2011,scallops,shellfish,6,225.9111163863458
2011,sea_cucumber,shellfish,2,0
2011,sea_cucumber,shellfish,4,0
2011,sea_cucumber,shellfish,5,0
2011,sea_cucumber,shellfish,6,0
2012,atlantic_salmon_salmo_salar_,finfish,3,5477.002347095359
2012,atlantic_salmon_salmo_salar_,finfish,4,36144.735564402814
2012,atlantic_salmon_salmo_salar_,finfish,5,20690.025
2012,atlantic_salmon_salmo_salar_,finfish,6,11761.495435597191
2012,atlantic_salmon_salmo_salar_,finfish,8,18.069289268276478
2012,chinook_salmon_oncorhynchus_tshawytscha_,finfish,3,0
2012,chinook_salmon_oncorhynchus_tshawytscha_,finfish,4,0
2012,chinook_salmon_oncorhynchus_tshawytscha_,finfish,5,3414.3309999999997
