loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source,year
49060.0,0.12592592592592594,0.0,54,54,aquamaps,1999.0
49061.0,0.11272727272727273,5.290909090909091e-4,55,55,aquamaps,1999.0
49780.0,0.07272727272727272,2.2045454545454546e-4,132,132,aquamaps,1999.0
49781.0,0.06666666666666667,2.3095238095238095e-4,126,126,aquamaps,1999.0
50494.0,0.07034883720930232,1.691860465116279e-4,172,172,aquamaps,1999.0
50495.0,0.07333333333333333,1.7636363636363637e-4,165,165,aquamaps,1999.0
50496.0,0.0773972602739726,1.993150684931507e-4,146,146,aquamaps,1999.0
50497.0,0.06853146853146853,2.034965034965035e-4,143,143,aquamaps,1999.0
50498.0,0.06950354609929078,2.0638297872340426e-4,141,141,aquamaps,1999.0
50499.0,0.0734375,2.2734375e-4,128,128,aquamaps,1999.0
50500.0,0.07067669172932331,2.18796992481203e-4,133,133,aquamaps,1999.0
51209.0,0.017391304347826087,0.0,115,115,aquamaps,1999.0
51210.0,0.017391304347826087,0.0,115,115,aquamaps,1999.0
51211.0,0.016666666666666666,0.0,120,120,aquamaps,1999.0
51212.0,0.01870503597122302,0.0,139,139,aquamaps,1999.0
51213.0,0.027950310559006212,0.0,161,161,aquamaps,1999.0
51214.0,0.06759776536312849,1.6256983240223465e-4,179,179,aquamaps,1999.0
51215.0,0.06914285714285714,1.662857142857143e-4,175,175,aquamaps,1999.0
51216.0,0.07583892617449664,1.953020134228188e-4,149,149,aquamaps,1999.0
51217.0,0.07241379310344828,2.006896551724138e-4,145,145,aquamaps,1999.0
51218.0,0.07291666666666667,2.0208333333333333e-4,144,144,aquamaps,1999.0
51219.0,0.075,2.0785714285714288e-4,140,140,aquamaps,1999.0
51220.0,0.07954545454545454,2.2045454545454546e-4,132,132,aquamaps,1999.0
51223.0,0.08297872340425533,0.0018574468085106384,47,47,aquamaps,1999.0
51924.0,0.01694915254237288,0.0,118,118,aquamaps,1999.0
51925.0,0.017391304347826087,0.0,115,115,aquamaps,1999.0
51926.0,0.016666666666666666,0.0,120,120,aquamaps,1999.0
51927.0,0.018055555555555557,0.0,144,144,aquamaps,1999.0
51928.0,0.017687074829931974,0.0,147,147,aquamaps,1999.0
51929.0,0.01780821917808219,0.0,146,146,aquamaps,1999.0
51930.0,0.01652892561983471,0.0,121,121,aquamaps,1999.0
51931.0,0.02033898305084746,0.0,118,118,aquamaps,1999.0
51932.0,0.01935483870967742,0.0,124,124,aquamaps,1999.0
51933.0,0.02345679012345679,0.0,162,162,aquamaps,1999.0
51934.0,0.054337899543379,1.3287671232876713e-4,219,219,aquamaps,1999.0
51935.0,0.07865853658536585,1.7743902439024391e-4,164,164,aquamaps,1999.0
51936.0,0.09507042253521127,2.0492957746478873e-4,142,142,aquamaps,1999.0
51937.0,0.0852112676056338,2.0492957746478873e-4,142,142,aquamaps,1999.0
51938.0,0.09603174603174604,2.3095238095238095e-4,126,126,aquamaps,1999.0
51939.0,0.08402777777777778,2.0208333333333333e-4,144,144,aquamaps,1999.0
51940.0,0.07378048780487804,1.7743902439024391e-4,164,164,aquamaps,1999.0
51941.0,0.09562043795620438,2.124087591240876e-4,137,137,aquamaps,1999.0
51942.0,0.07515527950310559,1.8074534161490683e-4,161,161,aquamaps,1999.0
51943.0,0.07763975155279504,1.8074534161490683e-4,161,161,aquamaps,1999.0
52643.0,0.017241379310344827,0.0,116,116,aquamaps,1999.0
52644.0,0.017241379310344827,0.0,116,116,aquamaps,1999.0
52645.0,0.017543859649122806,0.0,114,114,aquamaps,1999.0
52646.0,0.017699115044247787,0.0,113,113,aquamaps,1999.0
52647.0,0.017094017094017096,0.0,117,117,aquamaps,1999.0
52648.0,0.01793103448275862,0.0,145,145,aquamaps,1999.0
52649.0,0.026404494382022473,0.0,178,178,aquamaps,1999.0
52650.0,0.01818181818181818,0.0,143,143,aquamaps,1999.0
52651.0,0.022388059701492536,0.0,134,134,aquamaps,1999.0
52652.0,0.021897810218978103,0.0,137,137,aquamaps,1999.0
