loiczid,mean_cat_score,n_cat_species,n_trend_species,source,year
49060.0,0.2076923076923077,104,37,iucn,1965.0
49061.0,0.2057142857142857,105,38,iucn,1965.0
49780.0,0.21495327102803738,107,38,iucn,1965.0
49781.0,0.21203703703703705,108,39,iucn,1965.0
49782.0,0.1980952380952381,105,39,iucn,1965.0
50494.0,0.22545454545454546,110,42,iucn,1965.0
50495.0,0.22752293577981653,109,41,iucn,1965.0
50496.0,0.21743119266055047,109,43,iucn,1965.0
50497.0,0.24125,80,36,iucn,1965.0
50498.0,0.21944444444444444,108,41,iucn,1965.0
50499.0,0.21545454545454545,110,40,iucn,1965.0
50500.0,0.21588785046728973,107,38,iucn,1965.0
51209.0,0.2888888888888889,45,23,iucn,1965.0
51210.0,0.2549019607843137,51,28,iucn,1965.0
51211.0,0.2265625,64,34,iucn,1965.0
51212.0,0.22467532467532467,77,39,iucn,1965.0
51213.0,0.2271604938271605,81,39,iucn,1965.0
51214.0,0.21727272727272728,110,43,iucn,1965.0
51215.0,0.22727272727272727,110,41,iucn,1965.0
51216.0,0.21559633027522937,109,43,iucn,1965.0
51217.0,0.2179245283018868,106,41,iucn,1965.0
51218.0,0.2417721518987342,79,36,iucn,1965.0
51219.0,0.22,110,40,iucn,1965.0
51220.0,0.21875,112,38,iucn,1965.0
51223.0,0.19813084112149534,107,40,iucn,1965.0
51924.0,0.3076923076923077,39,20,iucn,1965.0
51925.0,0.3076923076923077,39,20,iucn,1965.0
51926.0,0.2975609756097561,41,22,iucn,1965.0
51927.0,0.2975609756097561,41,22,iucn,1965.0
51928.0,0.2930232558139535,43,22,iucn,1965.0
51929.0,0.2826086956521739,46,25,iucn,1965.0
51930.0,0.2888888888888889,45,23,iucn,1965.0
51931.0,0.25555555555555554,54,30,iucn,1965.0
51932.0,0.2211267605633803,71,40,iucn,1965.0
51933.0,0.21518987341772153,79,40,iucn,1965.0
51934.0,0.2,106,44,iucn,1965.0
51935.0,0.21333333333333335,105,40,iucn,1965.0
51936.0,0.21714285714285714,105,40,iucn,1965.0
51937.0,0.21666666666666667,102,39,iucn,1965.0
51938.0,0.2506493506493507,77,34,iucn,1965.0
51939.0,0.22,110,40,iucn,1965.0
51940.0,0.21785714285714286,112,39,iucn,1965.0
51941.0,0.2105263157894737,114,41,iucn,1965.0
51942.0,0.20714285714285716,112,41,iucn,1965.0
51943.0,0.20454545454545456,110,41,iucn,1965.0
52643.0,0.33125,32,16,iucn,1965.0
52644.0,0.32727272727272727,33,16,iucn,1965.0
52645.0,0.31891891891891894,37,19,iucn,1965.0
52646.0,0.305,40,21,iucn,1965.0
52647.0,0.305,40,21,iucn,1965.0
52648.0,0.3073170731707317,41,22,iucn,1965.0
52649.0,0.2863636363636364,44,24,iucn,1965.0
52650.0,0.2888888888888889,45,24,iucn,1965.0
52651.0,0.2641509433962264,53,31,iucn,1965.0
52652.0,0.23125,64,37,iucn,1965.0
52653.0,0.2232876712328767,73,40,iucn,1965.0
52654.0,0.21851851851851853,81,40,iucn,1965.0
52655.0,0.20654205607476636,107,44,iucn,1965.0
52656.0,0.2111111111111111,108,43,iucn,1965.0
52657.0,0.21714285714285714,105,40,iucn,1965.0
52658.0,0.244,75,34,iucn,1965.0
52659.0,0.24936708860759493,79,34,iucn,1965.0
52660.0,0.21607142857142858,112,42,iucn,1965.0
52661.0,0.215929203539823,113,42,iucn,1965.0
52662.0,0.20526315789473684,114,42,iucn,1965.0
52663.0,0.20714285714285716,112,41,iucn,1965.0
52664.0,0.20454545454545456,110,41,iucn,1965.0
53363.0,0.3419354838709677,31,15,iucn,1965.0
53364.0,0.33125,32,16,iucn,1965.0
53365.0,0.3142857142857143,35,19,iucn,1965.0
53366.0,0.3111111111111111,36,19,iucn,1965.0
53367.0,0.31,40,22,iucn,1965.0
53368.0,0.3073170731707317,41,22,iucn,1965.0
53369.0,0.3073170731707317,41,22,iucn,1965.0
53370.0,0.3,42,22,iucn,1965.0
53371.0,0.2977777777777778,45,24,iucn,1965.0
53372.0,0.27169811320754716,53,30,iucn,1965.0
53373.0,0.22028985507246376,69,41,iucn,1965.0
53374.0,0.2207792207792208,77,42,iucn,1965.0
53375.0,0.22073170731707317,82,41,iucn,1965.0
53376.0,0.20849056603773586,106,44,iucn,1965.0
53377.0,0.2142857142857143,105,42,iucn,1965.0
53378.0,0.231,100,38,iucn,1965.0
53379.0,0.24805194805194805,77,34,iucn,1965.0
53380.0,0.24074074074074076,81,36,iucn,1965.0
53381.0,0.2142857142857143,112,43,iucn,1965.0
53382.0,0.21160714285714285,112,42,iucn,1965.0
53383.0,0.21339285714285716,112,41,iucn,1965.0
53384.0,0.20625000000000002,112,41,iucn,1965.0
53386.0,0.20270270270270271,111,41,iucn,1965.0
53387.0,0.19910714285714287,112,40,iucn,1965.0
54084.0,0.34375,32,16,iucn,1965.0
54085.0,0.3142857142857143,35,19,iucn,1965.0
54086.0,0.3142857142857143,35,19,iucn,1965.0
54087.0,0.3027027027027027,37,21,iucn,1965.0
