fish_dir,fishery,shp,year,fields,values,include,tot_catch_field,mult_catch_fields, reproject
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,Crab2012_legal_limfields,2012,"OID_1, Count_, Sum_HoursS, Sum_clc_wg, Shape_Leng, Shape_Area","54563, 27, 5496, 1309, 0.179745506881, 0.00194009304095",TRUE,Sum_clc_wg,,TRUE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,Crab2013_legal_limfields,2013,"OID_1, Count_, Sum_HoursS, Sum_clc_wg, Shape_Leng, Shape_Area","54563, 23, 3408, 1239, 0.179745506881, 0.00194009304095",TRUE,Sum_clc_wg,,TRUE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,Crab2014_legal_limfields,2014,"OID_1, Count_, Sum_HoursS, Sum_clc_wg, Shape_Leng, Shape_Area","53729, 3, 672, 130, 0.179590988512, 0.00193739020505",TRUE,Sum_clc_wg,,TRUE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,Crab2015_legal_limfields,2015,"OID_1, Count_, Sum_HoursS, Sum_clc_wg, Shape_Leng, Shape_Area","54563, 20, 3288, 2459, 0.179745506881, 0.00194009304095",TRUE,Sum_clc_wg,,TRUE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2001_20110222_115633,2001,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 21178, 509, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2002_20110222_115904,2002,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 23266, 517, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2003_20110222_120131,2003,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 23619, 507, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2004_20110222_120352,2004,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 23960, 515, 2, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2005_20110222_120611,2005,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 23960, 523, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2006_20110222_120814,2006,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 23966, 668, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2007_20110222_121038,2007,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 23965, 712, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2008_20110222_121322,2008,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 24308, 595, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2009_20110222_121547,2009,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 23964, 659, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2010_20130411_104901,2010,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 24308, 651, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/dungeness_crab_2001_2015,dungeness_crab_2001_2015,CrabTrap_Dungeness2011_20130411_110100,2011,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 24308, 557, 2, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2003_20110222_132620,2003,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 26405, 228, 3, 776, 12, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2004_20110222_132708,2004,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 26405, 232, 2, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2005_20110222_132754,2005,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 26403, 218, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2006_20110222_132836,2006,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 24311, 208, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2007_20110222_132918,2007,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 29847, 157, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2008_20110222_132952,2008,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 29847, 185, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2009_20110222_133030,2009,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 26753, 247, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2010_20130412_132545,2010,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 29505, 168, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Dive_Geoduck2011_20130412_132843,2011,"ID, ET_ID, GRIDCELL, PNT_COUNT, Catch_kg, Effort_hr, SEASON, Shape_Leng, Shape_Area","0, 29505, 182, 1, 0, 0, 1, 16000, 1.6e+07",TRUE,Catch_kg,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Geoduck2012_legal_limfields,2012,"OID_1, Count_, Sum_Dive_t, Sum_Tt_lnd, Shape_Leng, Shape_Area","57486, 6, 457, 1518, 16000, 1.6e+07",TRUE,Sum_Tt_lnd,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Geoduck2013_legal_limfields,2013,"OID_1, Count_, Sum_Dive_t, Sum_Tt_lnd, Shape_Leng, Shape_Area","61207, 13, 919, 5790, 16000, 1.6e+07",TRUE,Sum_Tt_lnd,,FALSE
/home/shares/ohi/git-annex/bcprep/_raw_data/dfo_khunter/d2016/fisheries/geoduck_2003_2014,geoduck_2003_2014,Geoduck2014_legal_limfields,2014,"OID_1, Count_, Sum_Dive_t, Sum_Tt_lnd, Shape_Leng, Shape_Area","61207, 9, 654, 3445, 16000, 1.6e+07",TRUE,Sum_Tt_lnd,,FALSE
