rgn_id,popwt,year
1,637.18499560775,2012
2,1350195.84453522,2012
3,1296136.76000073,2012
4,349172.978757716,2012
5,342258.041897317,2012
6,1.36,2012
7,0,2012
8,0,2012
1,18.655000111125,2011
2,1524919.51405354,2011
3,1225306.8902686,2011
4,336354.109393999,2011
5,451123.29614426,2011
6,0.45,2011
7,0,2011
8,0,2011
1,79.93999858,2010
2,1916214.67800182,2010
3,1898768.06993037,2010
4,354435.88,2010
5,323295.096181127,2010
6,2.27,2010
7,0,2010
8,188.38,2010
1,216.29749866375,2009
2,1819948.40202825,2009
3,1285280.95899673,2009
4,485556.134337748,2009
5,395422.226764791,2009
6,6.743125,2009
7,0,2009
8,0,2009
1,301.845000108875,2008
2,1358158.72324666,2008
3,1285655.88509371,2008
4,324760.798136207,2008
5,615652.49671064,2008
6,6.35,2008
7,0,2008
8,0,2008
1,687.8337503895,2007
2,1486682.67501444,2007
3,1384993.55688439,2007
4,210064.943882492,2007
5,250717.95358618,2007
6,0,2007
7,0,2007
8,0,2007
1,1735.20813244475,2006
2,2430120.33122797,2006
3,1730613.01345907,2006
4,219933.322601773,2006
5,399138.81179947,2006
6,0,2006
7,0,2006
8,0,2006
1,1241.78499808025,2005
2,2188905.38800454,2005
3,1424283.47953974,2005
4,343634.060756456,2005
5,446037.87809215,2005
6,3.20875,2005
7,0,2005
8,7903.73,2005
1,3736.49503348062,2004
2,2793145.68276401,2004
3,1479483.12166663,2004
4,388149.508882847,2004
5,468101.666339518,2004
6,0,2004
7,0,2004
8,0,2004
1,1245.03875920601,2003
2,2939655.54309088,2003
3,1275821.90682571,2003
4,609150.155939389,2003
5,453472.69998742,2003
6,0,2003
7,0,2003
8,0,2003
1,2827.56628258358,2002
2,2925349.11968053,2002
3,1479623.60079408,2002
4,428756.171993176,2002
5,420440.607791098,2002
6,0,2002
7,0,2002
8,228.45999714425,2002
1,4646.1887391883,2001
2,2501907.08549947,2001
3,1599307.64501847,2001
4,388087.686429265,2001
5,370197.992207212,2001
6,0,2001
7,0,2001
8,0,2001
1,9917.49181347919,2000
2,3082835.97686232,2000
3,1664672.78051363,2000
4,244512.893892217,2000
5,423831.957429183,2000
6,0,2000
7,0,2000
8,3469.996875,2000
1,15720.7275279737,1999
2,2802801.02038469,1999
3,1490561.99434105,1999
4,503606.367114772,1999
5,457817.581779697,1999
6,0,1999
7,0,1999
8,47141.488125,1999
1,5502.09006462125,1998
2,2978038.464912,1998
3,1547565.2822614,1998
4,368248.736881582,1998
5,430144.039525191,1998
6,0,1998
7,0,1998
8,5321.815,1998
1,9729.43315873822,1997
2,2529730.64042918,1997
3,2054668.29647235,1997
4,257501.105713866,1997
5,386023.253162629,1997
6,0,1997
7,0,1997
8,1172.6625,1997
1,64457.4984146811,1996
2,4067129.73149166,1996
3,1051291.1030313,1996
4,271227.277280782,1996
5,443306.340404688,1996
6,0,1996
7,0,1996
8,865.29687171018,1996
