rgn_id,effort_hr,year
1,21335,2011
2,34977.3125,2011
3,120473.75,2011
4,388526.0625,2011
5,249515.625,2011
6,805667.5,2011
7,0,2011
8,25,2011
1,4662.1875,2010
2,21559.6875,2010
3,67017.8125,2010
4,302904.6875,2010
5,187075.8125,2010
6,783732.25,2010
7,0,2010
8,0,2010
