repo,dir,level,readme,html,rmd
~/github/ohibc,/home/ohara/github/ohibc,0,"readme_old.md, README.md",NA,st_area_test.Rmd
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc,1,,_calc_scores_ohibc.html,_calc_scores_ohibc.Rmd
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/conf,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/explore,2,,_plot_flowers.html,_plot_flowers.Rmd
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/explore,2,,_plot_prs_res.html,_plot_prs_res.Rmd
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/explore,2,,_plot_status_trend.html,_plot_status_trend.Rmd
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/explore,2,,_plot_status_vs_score.html,_plot_status_vs_score.Rmd
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/explore,2,,assemble_layers_info.html,assemble_layers_info.Rmd
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/explore,2,,plot_st_tr_prs_res.html,plot_st_tr_prs_res.Rmd
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/explore/Figs,3,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/explore/int,3,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/Figs,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/gapfill,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/layers,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/master,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/master/dummy_layers,3,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/prov,2,,calc_scores_ohibc.Rmd_workflow.html,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/prov/calc_scores_ohibc.Rmd_workflow_files,3,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/shiny_bcscores,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/shiny_bcscores/data,3,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/shiny_bcscores/pages,3,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/shiny_bcscores/rsconnect,3,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/spatial,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/post_analysis,1,,model_selection.html,model_selection.Rmd
~/github/ohibc,/home/ohara/github/ohibc/post_analysis,1,,regr_lfs_model.html,regr_lfs_model.Rmd
~/github/ohibc,/home/ohara/github/ohibc/post_analysis,1,,regr_prs_res_fe.html,regr_prs_res_fe.Rmd
~/github/ohibc,/home/ohara/github/ohibc/post_analysis,1,,regr_status_prs_fe.html,regr_status_prs_fe.Rmd
~/github/ohibc,/home/ohara/github/ohibc/post_analysis,1,,NA,old_regr_causal_chain_re_fe_te.Rmd
~/github/ohibc,/home/ohara/github/ohibc/post_analysis,1,,NA,old_regr_causal_chain.Rmd
~/github/ohibc,/home/ohara/github/ohibc/post_analysis/Figs,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/post_analysis/int,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/post_analysis/tables,2,,NA,NA
~/github/ohibc,/home/ohara/github/ohibc/prep,1,"readme_old.md, README.md",NA,NA
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures,2,"readme_old.md, README_test.md, README.md",NA,pressures_list.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",fish_compare_saup_watson.html,fish_compare_saup_watson.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_alien_spp.html,pressures_alien_spp.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_fishing_prep_old.html,pressures_fishing_prep_old.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_fishing_prep.html,pressures_fishing_prep.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_gen_escapes.html,pressures_gen_escapes.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_hd_intertidal_prep.html,pressures_hd_intertidal_prep.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_logging_prep.html,pressures_logging_prep.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_oa_prep.html,pressures_oa_prep.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_slr_prep.html,pressures_slr_prep.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_sst_prep.html,pressures_sst_prep.Rmd
~/github/ohibc,/home/ohara/github/ohibc/prep/_pressures/v2017,3,"readme_old.md, README_test.md, README.md",pressures_uv_prep.html,pressures_uv_prep.Rmd
