am_sid,rgn_id,spp_area,spp_pct_area
Chn-0721ac0c-7d19-46fa-9dcc-02da54310867,5,5914.2897,0.2102546456135121
Chn-0721ac0c-7d19-46fa-9dcc-02da54310867,7,25953.2955,0.08249120436701537
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,2,15639.1225,0.3408880930831732
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,3,58.043099999999995,0.002863384388818505
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,4,1524.0028,0.11140935884265714
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,5,5338.769,0.1897947244801695
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,7,34182.2344,0.10864646008487142
Fis-10690,1,14542.455800000002,0.8293674970172334
Fis-10690,2,26928.2668,0.5869591161196495
Fis-10690,3,6230.3588,0.3073562942823177
Fis-10690,4,10896.2451,0.7965495079034267
Fis-10690,5,12965.912,0.4609417818366226
Fis-10690,6,8158.171,1.0
Fis-10690,7,1855.1782,0.0058965877390573275
Fis-10690,8,992.4846,0.31135124899746475
Fis-10768,1,17516.7743,0.9989951805118639
Fis-10768,2,42972.212400000004,0.9366711937067498
Fis-10768,3,20063.0681,0.9897520289120075
Fis-10768,4,13639.3626,0.9970799543731266
Fis-10768,5,24438.5072,0.8687957356331841
Fis-10768,6,6730.3199,0.8249790179686108
Fis-10768,7,8917.420900000001,0.028343560064986513
Fis-10768,8,3187.6686000000004,1.0
Fis-1099,1,15850.7283,0.9039792891150632
Fis-1099,2,31198.594100000002,0.6800400246001614
Fis-1099,3,13609.229200000002,0.6713710059444267
Fis-1099,4,11767.1012,0.8602118054695578
Fis-1099,5,12965.912,0.4609417818366226
Fis-1099,6,8158.171,1.0
Fis-1099,7,2363.668,0.007512796209012243
Fis-1099,8,1825.1406000000002,0.572562844205323
Fis-11256,1,17429.1284,0.9939966670759954
Fis-11256,2,42972.212400000004,0.9366711937067498
Fis-11256,3,20006.9381,0.9869830216442292
Fis-11256,4,11431.4831,0.8356770753909839
Fis-11256,5,18491.0939,0.6573635368167162
Fis-11256,6,338.2855,0.041465850617742626
Fis-11256,7,6966.9762,0.022144172694151004
