rgn_id,loiczid,prop_area_rgn,cell_area,sciname,iucn_sid,subpop
5,56984.0,0.01,1976.54,Corvus caurinus,22705986,NA
5,56984.0,0.01,1976.54,Euphagus cyanocephalus,22724332,NA
5,56984.0,0.01,1976.54,Geothlypis trichas,22721836,NA
5,56984.0,0.01,1976.54,Melospiza melodia,22721058,NA
5,56984.0,0.01,1976.54,Tachycineta thalassina,22712077,NA
5,56984.0,0.01,1976.54,Anas acuta,22680301,NA
5,56984.0,0.01,1976.54,Ardea herodias,22696998,NA
5,56984.0,0.01,1976.54,Ardenna bulleri,22698182,NA
5,56984.0,0.01,1976.54,Arenaria melanocephala,22693341,NA
5,56984.0,0.01,1976.54,Aythya marila,22680398,NA
5,56984.0,0.01,1976.54,Brachyramphus marmoratus,22694870,NA
5,56984.0,0.01,1976.54,Bucephala albeola,22680462,NA
5,56984.0,0.01,1976.54,Bucephala islandica,22680459,NA
5,56984.0,0.01,1976.54,Calidris alpina,22693427,NA
5,56984.0,0.01,1976.54,Calidris canutus,22693363,NA
5,56984.0,0.01,1976.54,Calidris minutilla,22693396,NA
5,56984.0,0.01,1976.54,Calidris ptilocnemis,22693424,NA
5,56984.0,0.01,1976.54,Calidris pusilla,22693373,NA
5,56984.0,0.01,1976.54,Calidris virgata,22693356,NA
5,56984.0,0.01,1976.54,Cepphus columba,22694864,NA
5,56984.0,0.01,1976.54,Charadrius semipalmatus,22693764,NA
5,56984.0,0.01,1976.54,Chordeiles minor,22689714,NA
5,56984.0,0.01,1976.54,Cygnus buccinator,22679859,NA
5,56984.0,0.01,1976.54,Falco columbarius,22696453,NA
5,56984.0,0.01,1976.54,Fratercula cirrhata,22694934,NA
5,56984.0,0.01,1976.54,Fulica americana,62169677,NA
5,56984.0,0.01,1976.54,Gallinago delicata,22729867,NA
5,56984.0,0.01,1976.54,Gavia adamsii,22697847,NA
5,56984.0,0.01,1976.54,Gavia immer,22697842,NA
5,56984.0,0.01,1976.54,Gavia pacifica,22697839,NA
5,56984.0,0.01,1976.54,Gavia stellata,22697829,NA
5,56984.0,0.01,1976.54,Histrionicus histrionicus,22680423,NA
5,56984.0,0.01,1976.54,Hydrobates furcatus,22698572,NA
5,56984.0,0.01,1976.54,Hydrobates leucorhous,22698511,NA
5,56984.0,0.01,1976.54,Ardenna creatopus,22698195,NA
5,56984.0,0.01,1976.54,Cerorhinca monocerata,22694924,NA
5,56984.0,0.01,1976.54,Fulmarus glacialis,22697866,NA
5,56984.0,0.01,1976.54,Larus canus,22694308,NA
5,56984.0,0.01,1976.54,Larus glaucescens,22694334,NA
5,56984.0,0.01,1976.54,Larus heermanni,22694296,NA
5,56984.0,0.01,1976.54,Larus philadelphia,22694432,NA
5,56984.0,0.01,1976.54,Larus smithsonianus,62030590,NA
5,56984.0,0.01,1976.54,Larus thayeri,22728995,NA
5,56984.0,0.01,1976.54,Limnodromus griseus,22693344,NA
5,56984.0,0.01,1976.54,Limnodromus scolopaceus,22693348,NA
5,56984.0,0.01,1976.54,Mareca americana,22680163,NA
5,56984.0,0.01,1976.54,Melanitta americana,22732425,NA
5,56984.0,0.01,1976.54,Melanitta deglandi,22734194,NA
5,56984.0,0.01,1976.54,Melanitta perspicillata,22680441,NA
