iucn_sid,risk_trend,year,cat_ts,cat_ts_score,assess_year
233,0.0,1999.0,VU,0.4,2000
234,0.0,1999.0,NT,0.2,2000
2474,0.0,1999.0,NT,0.2,2000
2475,0.0291,1999.0,EN,0.6,2000
2477,0.0,1999.0,EN,0.6,2000
2478,0.0291,1999.0,EN,0.6,2000
2763,0.0,1999.0,VU,0.4,2000
3590,0.0,1999.0,VU,0.4,2000
3855,0.0,1999.0,VU,0.4,2000
3897,0.0291,1999.0,EN,0.6,2000
4292,0.0,1999.0,VU,0.4,2000
5363,0.0,1999.0,LC,0.0,2000
6335,0.0,1999.0,VU,0.4,2000
6336,0.0,1999.0,LC,0.0,2000
7750,0.0,1999.0,LC,0.0,2000
8005,0.0291,1999.0,CR,0.8,2000
8010,0.0,1999.0,LC,0.0,2000
8097,0.0,1999.0,VU,0.4,2000
8239,0.0291,1999.0,EN,0.6,2000
8951,0.0,1999.0,LC,0.0,2000
9249,0.0,1999.0,VU,0.4,2000
9461,0.0,1999.0,LC,0.0,2000
10030,0.0,1999.0,VU,0.4,2000
10303,0.0,1999.0,EX,1.0,2000
11047,0.0,1999.0,LC,0.0,2000
11145,0.0,1999.0,LC,0.0,2000
11534,0.0,1999.0,EN,0.6,2000
12103,0.0,1999.0,VU,0.4,2000
12125,0.0,1999.0,LC,0.0,2000
12302,0.0,1999.0,LC,0.0,2000
13006,0.0,1999.0,VU,0.4,2000
13581,0.0,1999.0,LC,0.0,2000
14214,-0.0582,1999.0,LC,0.0,2000
15106,0.0,1999.0,LC,0.0,2000
15421,0.0,1999.0,VU,0.4,2000
17013,0.0,1999.0,LC,0.0,2000
17027,0.0,1999.0,VU,0.4,2000
17032,0.0,1999.0,VU,0.4,2000
18596,0.0,1999.0,LC,0.0,2000
18878,0.0,1999.0,LC,0.0,2000
19488,0.0,1999.0,VU,0.4,2000
20085,0.0,1999.0,CR,0.8,2000
20731,0.0,1999.0,VU,0.4,2000
21856,0.0,1999.0,NT,0.2,2000
21857,0.0,1999.0,LC,0.0,2000
21859,0.0,1999.0,VU,0.4,2000
22563,0.0,1999.0,LC,0.0,2000
23148,0.0,1999.0,LC,0.0,2000
23211,0.0,1999.0,LC,0.0,2000
29609,0.0,1999.0,EN,0.6,2000
39328,0.0,1999.0,NT,0.2,2000
39339,0.0,1999.0,VU,0.4,2000
39341,0.0,1999.0,NT,0.2,2000
39342,0.0,1999.0,LC,0.0,2000
39352,0.0,1999.0,VU,0.4,2000
39378,0.0,1999.0,NT,0.2,2000
39381,0.0,1999.0,NT,0.2,2000
39388,0.0,1999.0,NT,0.2,2000
39396,0.0,1999.0,LC,0.0,2000
41666,-0.1164,1999.0,LC,0.0,2000
41670,0.0,1999.0,LC,0.0,2000
41672,0.0,1999.0,LC,0.0,2000
41711,0.0,1999.0,EN,0.6,2000
41755,0.0,1999.0,VU,0.4,2000
44183,0.0,1999.0,NT,0.2,2000
44566,0.0,1999.0,LC,0.0,2000
44993,0.0,1999.0,NT,0.2,2000
60140,0.0,1999.0,LC,0.0,2000
60191,0.0,1999.0,LC,0.0,2000
60225,0.0,1999.0,VU,0.4,2000
60231,0.0,1999.0,LC,0.0,2000
61743,0.0,1999.0,EN,0.6,2000
62223,0.0,1999.0,LC,0.0,2000
63107,0.0,1999.0,LC,0.0,2000
63119,0.0,1999.0,LC,0.0,2000
135301,0.0,1999.0,LC,0.0,2000
135567,0.0,1999.0,LC,0.0,2000
135574,0.0,1999.0,LC,0.0,2000
135660,0.0,1999.0,LC,0.0,2000
135719,0.0,1999.0,LC,0.0,2000
153538,0.0,1999.0,LC,0.0,2000
154635,0.0,1999.0,LC,0.0,2000
154663,0.0,1999.0,LC,0.0,2000
154674,0.0,1999.0,LC,0.0,2000
154698,0.0,1999.0,LC,0.0,2000
154722,0.0,1999.0,LC,0.0,2000
154750,0.0,1999.0,LC,0.0,2000
154755,0.0,1999.0,NT,0.2,2000
154803,0.0,1999.0,LC,0.0,2000
154820,0.0,1999.0,LC,0.0,2000
154845,0.0,1999.0,LC,0.0,2000
154866,0.0,1999.0,LC,0.0,2000
154953,0.0,1999.0,LC,0.0,2000
154969,0.0,1999.0,LC,0.0,2000
154973,0.0,1999.0,LC,0.0,2000
154977,0.0,1999.0,LC,0.0,2000
154998,0.0,1999.0,LC,0.0,2000
155009,0.0,1999.0,LC,0.0,2000
155012,0.0,1999.0,LC,0.0,2000
155030,0.0,1999.0,LC,0.0,2000
155068,0.0,1999.0,LC,0.0,2000
155077,0.0,1999.0,LC,0.0,2000
155093,0.0,1999.0,LC,0.0,2000
155094,0.0,1999.0,LC,0.0,2000
155179,0.0,1999.0,LC,0.0,2000
155189,0.0,1999.0,LC,0.0,2000
155203,0.0,1999.0,LC,0.0,2000
155216,0.0,1999.0,LC,0.0,2000
155320,0.0,1999.0,LC,0.0,2000
155322,0.0,1999.0,LC,0.0,2000
161350,0.0,1999.0,LC,0.0,2000
161375,0.0,1999.0,LC,0.0,2000
161402,0.0,1999.0,LC,0.0,2000
161430,0.0,1999.0,LC,0.0,2000
161452,0.0,1999.0,LC,0.0,2000
161466,0.0,1999.0,LC,0.0,2000
161471,0.0,1999.0,LC,0.0,2000
161486,0.0,1999.0,LC,0.0,2000
161595,0.0,1999.0,LC,0.0,2000
161629,0.0,1999.0,LC,0.0,2000
161661,0.0,1999.0,LC,0.0,2000
161731,0.0,1999.0,LC,0.0,2000
162909,0.0,1999.0,LC,0.0,2000
162926,0.0,1999.0,LC,0.0,2000
162941,0.0,1999.0,LC,0.0,2000
162950,0.0,1999.0,LC,0.0,2000
162952,0.0,1999.0,LC,0.0,2000
162961,0.0,1999.0,LC,0.0,2000
162986,0.0,1999.0,LC,0.0,2000
162988,0.0,1999.0,LC,0.0,2000
163080,0.0,1999.0,LC,0.0,2000
163089,0.0,1999.0,LC,0.0,2000
163094,0.0,1999.0,LC,0.0,2000
163163,0.0,1999.0,LC,0.0,2000
163207,0.0,1999.0,LC,0.0,2000
163211,0.0,1999.0,LC,0.0,2000
163218,0.0,1999.0,LC,0.0,2000
163228,0.0,1999.0,LC,0.0,2000
163247,0.0,1999.0,LC,0.0,2000
163256,0.0,1999.0,LC,0.0,2000
163267,0.0,1999.0,LC,0.0,2000
163294,0.0,1999.0,LC,0.0,2000
163312,0.0,1999.0,LC,0.0,2000
163338,0.0,1999.0,LC,0.0,2000
163353,0.0,1999.0,LC,0.0,2000
165701,0.0,1999.0,LC,0.0,2000
170306,0.0,1999.0,LC,0.0,2000
170310,0.0,1999.0,LC,0.0,2000
170331,0.0,1999.0,LC,0.0,2000
170341,0.0,1999.0,LC,0.0,2000
170344,0.0,1999.0,LC,0.0,2000
170350,0.0,1999.0,LC,0.0,2000
170352,0.0,1999.0,LC,0.0,2000
170355,0.0,1999.0,LC,0.0,2000
173320,0.0,1999.0,LC,0.0,2000
173348,0.0,1999.0,LC,0.0,2000
173366,0.0,1999.0,LC,0.0,2000
173367,0.0,1999.0,LC,0.0,2000
173373,0.0,1999.0,LC,0.0,2000
176066,0.0,1999.0,LC,0.0,2000
176070,0.0,1999.0,LC,0.0,2000
176079,0.0,1999.0,LC,0.0,2000
176085,0.0,1999.0,LC,0.0,2000
178105,0.0,1999.0,LC,0.0,2000
178902,0.0,1999.0,LC,0.0,2000
178917,0.0,1999.0,LC,0.0,2000
180331,0.0,1999.0,LC,0.0,2000
180414,0.0,1999.0,LC,0.0,2000
180436,0.0,1999.0,LC,0.0,2000
183283,0.0,1999.0,LC,0.0,2000
183337,0.0,1999.0,LC,0.0,2000
183346,0.0,1999.0,LC,0.0,2000
183353,0.0,1999.0,LC,0.0,2000
183355,0.0,1999.0,LC,0.0,2000
183411,0.0,1999.0,LC,0.0,2000
183514,0.0,1999.0,LC,0.0,2000
183593,0.0,1999.0,LC,0.0,2000
183618,0.0,1999.0,LC,0.0,2000
183696,0.0,1999.0,LC,0.0,2000
183724,0.0,1999.0,LC,0.0,2000
183729,0.0,1999.0,LC,0.0,2000
183750,0.0,1999.0,LC,0.0,2000
183761,0.0,1999.0,LC,0.0,2000
183848,0.0,1999.0,LC,0.0,2000
183856,0.0,1999.0,LC,0.0,2000
183926,0.0,1999.0,LC,0.0,2000
183957,0.0,1999.0,LC,0.0,2000
183991,0.0,1999.0,LC,0.0,2000
184042,0.0,1999.0,LC,0.0,2000
184056,0.0,1999.0,LC,0.0,2000
184099,0.0,1999.0,LC,0.0,2000
185000,0.0,1999.0,LC,0.0,2000
185023,0.0,1999.0,LC,0.0,2000
185038,0.0,1999.0,LC,0.0,2000
185061,0.0,1999.0,LC,0.0,2000
185064,0.0,1999.0,LC,0.0,2000
185067,0.0,1999.0,LC,0.0,2000
185077,0.0,1999.0,LC,0.0,2000
187583,0.0,1999.0,LC,0.0,2000
190067,0.0,1999.0,LC,0.0,2000
190089,0.0,1999.0,LC,0.0,2000
190107,0.0,1999.0,LC,0.0,2000
190109,0.0,1999.0,LC,0.0,2000
190116,0.0,1999.0,LC,0.0,2000
190133,0.0,1999.0,LC,0.0,2000
190147,0.0,1999.0,LC,0.0,2000
190149,0.0,1999.0,LC,0.0,2000
190157,0.0,1999.0,LC,0.0,2000
190163,0.0,1999.0,LC,0.0,2000
190217,0.0,1999.0,LC,0.0,2000
190239,0.0,1999.0,LC,0.0,2000
190261,0.0,1999.0,LC,0.0,2000
190264,0.0,1999.0,LC,0.0,2000
190278,0.0,1999.0,LC,0.0,2000
190287,0.0,1999.0,LC,0.0,2000
190298,0.0,1999.0,LC,0.0,2000
190315,0.0,1999.0,LC,0.0,2000
190316,0.0,1999.0,LC,0.0,2000
190317,0.0,1999.0,LC,0.0,2000
190324,0.0,1999.0,LC,0.0,2000
190346,0.0,1999.0,LC,0.0,2000
190350,0.0,1999.0,LC,0.0,2000
190353,0.0,1999.0,LC,0.0,2000
190356,0.0,1999.0,LC,0.0,2000
190378,0.0,1999.0,LC,0.0,2000
190384,0.0,1999.0,LC,0.0,2000
190385,0.0,1999.0,LC,0.0,2000
190403,0.0,1999.0,LC,0.0,2000
190422,0.0,1999.0,VU,0.4,2000
190425,0.0,1999.0,LC,0.0,2000
190432,0.0,1999.0,LC,0.0,2000
190447,0.0,1999.0,LC,0.0,2000
190452,0.0,1999.0,LC,0.0,2000
190464,0.0,1999.0,LC,0.0,2000
190485,0.0,1999.0,LC,0.0,2000
192929,0.0,1999.0,LC,0.0,2000
194989,0.0,1999.0,LC,0.0,2000
194997,0.0,1999.0,LC,0.0,2000
195038,0.0,1999.0,LC,0.0,2000
195097,0.0,1999.0,LC,0.0,2000
195488,0.0,1999.0,LC,0.0,2000
195838,0.0,1999.0,LC,0.0,2000
195852,0.0,1999.0,LC,0.0,2000
196052,0.0,1999.0,LC,0.0,2000
196058,0.0,1999.0,LC,0.0,2000
198578,0.0,1999.0,LC,0.0,2000
198579,0.0,1999.0,LC,0.0,2000
198614,0.0,1999.0,LC,0.0,2000
198615,0.0,1999.0,LC,0.0,2000
198628,0.0,1999.0,LC,0.0,2000
198650,0.0,1999.0,LC,0.0,2000
198651,0.0,1999.0,LC,0.0,2000
198716,0.0,1999.0,LC,0.0,2000
198757,0.0,1999.0,LC,0.0,2000
198758,0.0,1999.0,LC,0.0,2000
199068,0.0,1999.0,LC,0.0,2000
199187,0.0,1999.0,LC,0.0,2000
202413,0.0,1999.0,LC,0.0,2000
202415,0.0,1999.0,LC,0.0,2000
202625,0.0,1999.0,LC,0.0,2000
202670,0.0,1999.0,LC,0.0,2000
13462250,0.0,1999.0,LC,0.0,2000
13462713,0.0,1999.0,LC,0.0,2000
13462731,0.0,1999.0,LC,0.0,2000
13485635,0.0,1999.0,LC,0.0,2000
13485675,0.0,1999.0,LC,0.0,2000
15147816,0.0,1999.0,LC,0.0,2000
15148566,0.0,1999.0,LC,0.0,2000
15148858,0.0,1999.0,LC,0.0,2000
15149121,0.0,1999.0,LC,0.0,2000
15522140,0.0,1999.0,LC,0.0,2000
15598524,0.0,1999.0,LC,0.0,2000
15598887,0.0,1999.0,LC,0.0,2000
15601872,0.0,1999.0,LC,0.0,2000
15601909,0.0,1999.0,LC,0.0,2000
15601934,0.0,1999.0,LC,0.0,2000
15622831,0.0,1999.0,LC,0.0,2000
16509242,0.0,1999.0,LC,0.0,2000
16509297,0.0,1999.0,LC,0.0,2000
18123960,0.0,1999.0,LC,0.0,2000
18125776,0.0,1999.0,LC,0.0,2000
18127741,0.0,1999.0,LC,0.0,2000
18127840,0.0,1999.0,LC,0.0,2000
18128749,0.0,1999.0,LC,0.0,2000
18139045,0.0,1999.0,LC,0.0,2000
18140291,0.0,1999.0,LC,0.0,2000
18155920,0.0,1999.0,LC,0.0,2000
18155933,0.0,1999.0,LC,0.0,2000
18158583,0.0,1999.0,LC,0.0,2000
18180983,0.0,1999.0,LC,0.0,2000
18227109,0.0,1999.0,LC,0.0,2000
18227119,0.0,1999.0,LC,0.0,2000
18252612,0.0,1999.0,LC,0.0,2000
18252619,0.0,1999.0,LC,0.0,2000
18252629,0.0,1999.0,LC,0.0,2000
18253296,0.0,1999.0,LC,0.0,2000
18253303,0.0,1999.0,LC,0.0,2000
18256560,0.0,1999.0,LC,0.0,2000
18257303,0.0,1999.0,LC,0.0,2000
18257501,0.0,1999.0,LC,0.0,2000
19014407,0.0,1999.0,LC,0.0,2000
19711843,0.0,1999.0,LC,0.0,2000
19717509,0.0,1999.0,LC,0.0,2000
19718050,0.0,1999.0,LC,0.0,2000
19743170,0.0,1999.0,LC,0.0,2000
20431538,0.0,1999.0,LC,0.0,2000
