am_sid,iucn_sid,sciname,spp_group,map_iucn_sid,map_subpop,pr_score,pop_trend,spatial_source,year,cat_ts,cat_ts_score
Fis-23071,3855,Carcharodon carcharias,CHONDRICHTHYES,3855,NA,NA,unknown,iucn,1996,VU,0.4
Fis-23071,3855,Carcharodon carcharias,CHONDRICHTHYES,3855,NA,NA,unknown,iucn,2000,VU,0.4
Fis-23071,3855,Carcharodon carcharias,CHONDRICHTHYES,3855,NA,NA,unknown,iucn,2009,VU,0.4
Rep-2666,3897,Caretta caretta,REPTILES_marine,3897,NA,NA,decreasing,iucn,1982,VU,0.4
Rep-2666,3897,Caretta caretta,REPTILES_marine,3897,NA,NA,decreasing,iucn,1986,VU,0.4
Rep-2666,3897,Caretta caretta,REPTILES_marine,3897,NA,NA,decreasing,iucn,1988,VU,0.4
Rep-2666,3897,Caretta caretta,REPTILES_marine,3897,NA,NA,decreasing,iucn,1990,VU,0.4
Rep-2666,3897,Caretta caretta,REPTILES_marine,3897,NA,NA,decreasing,iucn,1994,VU,0.4
Rep-2666,3897,Caretta caretta,REPTILES_marine,3897,NA,NA,decreasing,iucn,1996,EN,0.6
Rep-2666,3897,Caretta caretta,REPTILES_marine,3897,NA,NA,decreasing,iucn,2015,VU,0.4
Fis-22747,4292,Cetorhinus maximus,CHONDRICHTHYES,4292,NA,NA,decreasing,iucn,1996,VU,0.4
Fis-22747,4292,Cetorhinus maximus,CHONDRICHTHYES,4292,NA,NA,decreasing,iucn,2000,VU,0.4
Fis-22747,4292,Cetorhinus maximus,CHONDRICHTHYES,4292,NA,NA,decreasing,iucn,2005,VU,0.4
ITS-Mam-180438,6336,Delphinus delphis,MARINE_MAMMALS,6336,NA,NA,unknown,iucn,1996,LC,0
ITS-Mam-180438,6336,Delphinus delphis,MARINE_MAMMALS,6336,NA,NA,unknown,iucn,2008,LC,0
ITS-Mam-180547,7750,Enhydra lutris,TERRESTRIAL_MAMMALS_marine,7750,NA,0.4,decreasing,iucn,1996,LC,0.4
ITS-Mam-180547,7750,Enhydra lutris,TERRESTRIAL_MAMMALS_marine,7750,NA,0.4,decreasing,iucn,2000,EN,0.4
ITS-Mam-180547,7750,Enhydra lutris,TERRESTRIAL_MAMMALS_marine,7750,NA,0.4,decreasing,iucn,2008,EN,0.4
ITS-Mam-180547,7750,Enhydra lutris,TERRESTRIAL_MAMMALS_marine,7750,NA,0.4,decreasing,iucn,2011,EN,0.4
ITS-Mam-180547,7750,Enhydra lutris,TERRESTRIAL_MAMMALS_marine,7750,NA,0.4,decreasing,iucn,2015,EN,0.4
Rep-5181,8005,Eretmochelys imbricata,REPTILES_marine,8005,NA,NA,decreasing,iucn,1982,EN,0.6
Rep-5181,8005,Eretmochelys imbricata,REPTILES_marine,8005,NA,NA,decreasing,iucn,1986,EN,0.6
Rep-5181,8005,Eretmochelys imbricata,REPTILES_marine,8005,NA,NA,decreasing,iucn,1988,EN,0.6
Rep-5181,8005,Eretmochelys imbricata,REPTILES_marine,8005,NA,NA,decreasing,iucn,1990,EN,0.6
Rep-5181,8005,Eretmochelys imbricata,REPTILES_marine,8005,NA,NA,decreasing,iucn,1994,EN,0.6
Rep-5181,8005,Eretmochelys imbricata,REPTILES_marine,8005,NA,NA,decreasing,iucn,1996,CR,0.8
Rep-5181,8005,Eretmochelys imbricata,REPTILES_marine,8005,NA,NA,decreasing,iucn,2008,CR,0.8
ITS-Mam-180521,8097,Eschrichtius robustus,MARINE_MAMMALS,8097,NA,0.4,stable,iucn,1996,VU,0.4
ITS-Mam-180521,8097,Eschrichtius robustus,MARINE_MAMMALS,8097,NA,0.4,stable,iucn,2008,LC,0.4
ITS-Mam-180625,8239,Eumetopias jubatus,MARINE_MAMMALS,8239,NA,0.4,increasing,iucn,1994,VU,0.4
ITS-Mam-180625,8239,Eumetopias jubatus,MARINE_MAMMALS,8239,NA,0.4,increasing,iucn,1996,EN,0.4
ITS-Mam-180625,8239,Eumetopias jubatus,MARINE_MAMMALS,8239,NA,0.4,increasing,iucn,2008,EN,0.4
ITS-Mam-180625,8239,Eumetopias jubatus,MARINE_MAMMALS,8239,NA,0.4,increasing,iucn,2012,NT,0.4
ITS-Mam-180625,8239,Eumetopias jubatus,MARINE_MAMMALS,8239,NA,0.4,increasing,iucn,2016,NT,0.4
ITS-Mam-180466,9249,Globicephala macrorhynchus,MARINE_MAMMALS,9249,NA,NA,NA,iucn,1996,VU,0.4
ITS-Mam-180457,9461,Grampus griseus,MARINE_MAMMALS,9461,NA,0.2,unknown,iucn,2008,LC,0.2
ITS-Mam-180457,9461,Grampus griseus,MARINE_MAMMALS,9461,NA,0.2,unknown,iucn,2012,LC,0.2
Fis-23157,10030,Hexanchus griseus,CHONDRICHTHYES,10030,NA,NA,unknown,iucn,1996,VU,0.4
Fis-23157,10030,Hexanchus griseus,CHONDRICHTHYES,10030,NA,NA,unknown,iucn,2000,NT,0.2
Fis-23157,10030,Hexanchus griseus,CHONDRICHTHYES,10030,NA,NA,unknown,iucn,2005,NT,0.2
ITS-Mam-180491,11047,Kogia breviceps,MARINE_MAMMALS,11047,NA,NA,NA,iucn,1996,LC,0
ITS-Mam-180444,11145,Lagenorhynchus obliquidens,MARINE_MAMMALS,11145,NA,0.1,unknown,iucn,1996,LC,0.1
ITS-Mam-180444,11145,Lagenorhynchus obliquidens,MARINE_MAMMALS,11145,NA,0.1,unknown,iucn,2008,LC,0.1
ITS-Mam-180444,11145,Lagenorhynchus obliquidens,MARINE_MAMMALS,11145,NA,0.1,unknown,iucn,2012,LC,0.1
Rep-6936,11534,Lepidochelys olivacea,REPTILES_marine,11534,NA,NA,decreasing,iucn,1982,EN,0.6
Rep-6936,11534,Lepidochelys olivacea,REPTILES_marine,11534,NA,NA,decreasing,iucn,1986,EN,0.6
Rep-6936,11534,Lepidochelys olivacea,REPTILES_marine,11534,NA,NA,decreasing,iucn,1988,EN,0.6
Rep-6936,11534,Lepidochelys olivacea,REPTILES_marine,11534,NA,NA,decreasing,iucn,1990,EN,0.6
Rep-6936,11534,Lepidochelys olivacea,REPTILES_marine,11534,NA,NA,decreasing,iucn,1994,EN,0.6
Rep-6936,11534,Lepidochelys olivacea,REPTILES_marine,11534,NA,NA,decreasing,iucn,1996,EN,0.6
Rep-6936,11534,Lepidochelys olivacea,REPTILES_marine,11534,NA,NA,decreasing,iucn,2008,VU,0.4
ITS-Mam-180454,12125,Lissodelphis borealis,MARINE_MAMMALS,12125,NA,0.2,unknown,iucn,1996,LC,0.2
ITS-Mam-180454,12125,Lissodelphis borealis,MARINE_MAMMALS,12125,NA,0.2,unknown,iucn,2008,LC,0.2
ITS-Mam-180454,12125,Lissodelphis borealis,MARINE_MAMMALS,12125,NA,0.2,unknown,iucn,2012,LC,0.2
NA,12302,Lontra canadensis,TERRESTRIAL_MAMMALS_marine,12302,NA,0,stable,iucn,2000,LC,0
NA,12302,Lontra canadensis,TERRESTRIAL_MAMMALS_marine,12302,NA,0,stable,iucn,2004,LC,0
NA,12302,Lontra canadensis,TERRESTRIAL_MAMMALS_marine,12302,NA,0,stable,iucn,2008,LC,0
NA,12302,Lontra canadensis,TERRESTRIAL_MAMMALS_marine,12302,NA,0,stable,iucn,2015,LC,0
ITS-Mam-180530,13006,Megaptera novaeangliae,MARINE_MAMMALS,13006,NA,0.4,increasing,iucn,1965,EN,0.4
ITS-Mam-180530,13006,Megaptera novaeangliae,MARINE_MAMMALS,13006,NA,0.4,increasing,iucn,1986,EN,0.4
ITS-Mam-180530,13006,Megaptera novaeangliae,MARINE_MAMMALS,13006,NA,0.4,increasing,iucn,1988,EN,0.4
ITS-Mam-180530,13006,Megaptera novaeangliae,MARINE_MAMMALS,13006,NA,0.4,increasing,iucn,1990,VU,0.4
ITS-Mam-180530,13006,Megaptera novaeangliae,MARINE_MAMMALS,13006,NA,0.4,increasing,iucn,1994,VU,0.4
ITS-Mam-180530,13006,Megaptera novaeangliae,MARINE_MAMMALS,13006,NA,0.4,increasing,iucn,1996,VU,0.4
ITS-Mam-180530,13006,Megaptera novaeangliae,MARINE_MAMMALS,13006,NA,0.4,increasing,iucn,2008,LC,0.4
ITS-Mam-180512,13243,Mesoplodon carlhubbsi,MARINE_MAMMALS,13243,NA,NA,NA,iucn,NA,DD,NA
ITS-Mam-180514,13252,Mesoplodon stejnegeri,MARINE_MAMMALS,13252,NA,NA,NA,iucn,NA,DD,NA
ITS-Mam-180672,13581,Mirounga angustirostris,MARINE_MAMMALS,13581,NA,0.8,increasing,iucn,1996,LC,0.8
ITS-Mam-180672,13581,Mirounga angustirostris,MARINE_MAMMALS,13581,NA,0.8,increasing,iucn,2008,LC,0.8
ITS-Mam-180672,13581,Mirounga angustirostris,MARINE_MAMMALS,13581,NA,0.8,increasing,iucn,2015,LC,0.8
ITS-Mam-180469,15421,Orcinus orca,MARINE_MAMMALS,15421,NA,0.6,NA,iucn,1996,VU,0.6
ITS-Mam-180649,17013,Phoca vitulina,MARINE_MAMMALS,17013,NA,0,unknown,iucn,1996,LC,0
ITS-Mam-180649,17013,Phoca vitulina,MARINE_MAMMALS,17013,NA,0,unknown,iucn,2008,LC,0
ITS-Mam-180649,17013,Phoca vitulina,MARINE_MAMMALS,17013,NA,0,unknown,iucn,2016,LC,0
ITS-Mam-180473,17027,Phocoena phocoena,MARINE_MAMMALS,17027,NA,0.4,unknown,iucn,1996,VU,0.4
ITS-Mam-180473,17027,Phocoena phocoena,MARINE_MAMMALS,17027,NA,0.4,unknown,iucn,2008,LC,0.4
ITS-Mam-180480,17032,Phocoenoides dalli,MARINE_MAMMALS,17032,NA,0.1,unknown,iucn,1996,VU,0.1
ITS-Mam-180480,17032,Phocoenoides dalli,MARINE_MAMMALS,17032,NA,0.1,unknown,iucn,2008,LC,0.1
ITS-Mam-180480,17032,Phocoenoides dalli,MARINE_MAMMALS,17032,NA,0.1,unknown,iucn,2012,LC,0.1
ITS-Mam-180463,18596,Pseudorca crassidens,MARINE_MAMMALS,18596,NA,NA,NA,iucn,1996,LC,0
ITS-Mam-180434,20731,Stenella coeruleoalba,MARINE_MAMMALS,20731,NA,NA,unknown,iucn,1996,VU,0.4
ITS-Mam-180434,20731,Stenella coeruleoalba,MARINE_MAMMALS,20731,NA,NA,unknown,iucn,2008,LC,0
Fis-22832,21856,Thunnus alalunga,TUNAS_BILLFISHES,21856,NA,NA,decreasing,iucn,2011,NT,0.2
Fis-22836,21859,Thunnus obesus,TUNAS_BILLFISHES,21859,NA,NA,decreasing,iucn,1996,VU,0.4
Fis-22836,21859,Thunnus obesus,TUNAS_BILLFISHES,21859,NA,NA,decreasing,iucn,2011,VU,0.4
ITS-Mam-180498,23211,Ziphius cavirostris,MARINE_MAMMALS,23211,NA,NA,unknown,iucn,2008,LC,0
Fis-24153,39324,Notorynchus cepedianus,CHONDRICHTHYES,39324,NA,NA,NA,iucn,NA,DD,NA
Fis-29541,39328,Squatina californica,CHONDRICHTHYES,39328,NA,NA,decreasing,iucn,2000,NT,0.2
Fis-29541,39328,Squatina californica,CHONDRICHTHYES,39328,NA,NA,decreasing,iucn,2005,NT,0.2
Fis-29541,39328,Squatina californica,CHONDRICHTHYES,39328,NA,NA,decreasing,iucn,2016,NT,0.2
Fis-23899,39339,Alopias vulpinus,CHONDRICHTHYES,39339,NA,NA,decreasing,iucn,2009,VU,0.4
Fis-58485,39341,Isurus oxyrinchus,CHONDRICHTHYES,39341,NA,NA,decreasing,iucn,2000,NT,0.2
Fis-58485,39341,Isurus oxyrinchus,CHONDRICHTHYES,39341,NA,NA,decreasing,iucn,2009,VU,0.4
Fis-29426,39342,Lamna ditropis,CHONDRICHTHYES,39342,NA,NA,stable,iucn,2009,LC,0
Fis-25233,39352,Galeorhinus galeus,CHONDRICHTHYES,39352,NA,NA,decreasing,iucn,2000,VU,0.4
Fis-25233,39352,Galeorhinus galeus,CHONDRICHTHYES,39352,NA,NA,decreasing,iucn,2006,VU,0.4
Fis-23222,39381,Prionace glauca,CHONDRICHTHYES,39381,NA,NA,unknown,iucn,2000,NT,0.2
Fis-23222,39381,Prionace glauca,CHONDRICHTHYES,39381,NA,NA,unknown,iucn,2009,NT,0.2
Fis-30722,39396,Tetronarce californica,CHONDRICHTHYES,39396,NA,NA,unknown,iucn,2000,LC,0
Fis-30722,39396,Tetronarce californica,CHONDRICHTHYES,39396,NA,NA,unknown,iucn,2005,LC,0
Fis-30722,39396,Tetronarce californica,CHONDRICHTHYES,39396,NA,NA,unknown,iucn,2015,LC,0
ITS-Mam-180621,41666,Zalophus californianus,MARINE_MAMMALS,41666,NA,0,increasing,iucn,1965,CR,0
ITS-Mam-180621,41666,Zalophus californianus,MARINE_MAMMALS,41666,NA,0,increasing,iucn,1996,LC,0
ITS-Mam-180621,41666,Zalophus californianus,MARINE_MAMMALS,41666,NA,0,increasing,iucn,2008,LC,0
ITS-Mam-180621,41666,Zalophus californianus,MARINE_MAMMALS,41666,NA,0,increasing,iucn,2015,LC,0
ITS-Mam-180488,41755,Physeter macrocephalus,MARINE_MAMMALS,41755,NA,0.3,unknown,iucn,1996,VU,0.3
ITS-Mam-180488,41755,Physeter macrocephalus,MARINE_MAMMALS,41755,NA,0.3,unknown,iucn,2008,VU,0.3
Fis-30562,44183,Beringraja binoculata,CHONDRICHTHYES,44183,NA,NA,stable,iucn,2000,NT,0.2
Fis-30562,44183,Beringraja binoculata,CHONDRICHTHYES,44183,NA,NA,stable,iucn,2005,NT,0.2
Fis-30562,44183,Beringraja binoculata,CHONDRICHTHYES,44183,NA,NA,stable,iucn,2016,LC,0
Fis-22998,44209,Apristurus brunneus,CHONDRICHTHYES,44209,NA,NA,NA,iucn,NA,DD,NA
Fis-24068,60191,Hydrolagus colliei,CHONDRICHTHYES,60191,NA,NA,increasing,iucn,2006,LC,0
Fis-24068,60191,Hydrolagus colliei,CHONDRICHTHYES,60191,NA,NA,increasing,iucn,2015,LC,0
Fis-23213,60231,Parmaturus xaniurus,CHONDRICHTHYES,60231,NA,NA,unknown,iucn,2015,LC,0
Fis-131852,63119,Amblyraja hyperborea,CHONDRICHTHYES,63119,NA,NA,unknown,iucn,2007,LC,0
Fis-131852,63119,Amblyraja hyperborea,CHONDRICHTHYES,63119,NA,NA,unknown,iucn,2016,LC,0
NA,153538,Zostera marina,SEAGRASSES,153538,NA,0,decreasing,iucn,2010,LC,0
Fis-131458,161350,Bathyraja maculata,CHONDRICHTHYES,161350,NA,NA,unknown,iucn,2009,LC,0
Fis-131458,161350,Bathyraja maculata,CHONDRICHTHYES,161350,NA,NA,unknown,iucn,2015,LC,0
Fis-24315,161375,Bathyraja trachura,CHONDRICHTHYES,161375,NA,NA,stable,iucn,2009,LC,0
Fis-24315,161375,Bathyraja trachura,CHONDRICHTHYES,161375,NA,NA,stable,iucn,2015,LC,0
NA,161402,Bathyraja interrupta,CHONDRICHTHYES,161402,NA,NA,increasing,iucn,2009,LC,0
NA,161402,Bathyraja interrupta,CHONDRICHTHYES,161402,NA,NA,increasing,iucn,2016,LC,0
Fis-30664,161403,Somniosus pacificus,CHONDRICHTHYES,161403,NA,NA,NA,iucn,NA,DD,NA
Fis-131850,161452,Amblyraja badia,CHONDRICHTHYES,161452,NA,NA,unknown,iucn,2009,LC,0
Fis-131850,161452,Amblyraja badia,CHONDRICHTHYES,161452,NA,NA,unknown,iucn,2016,LC,0
Fis-30566,161466,Raja inornata,CHONDRICHTHYES,161466,NA,NA,stable,iucn,2016,LC,0
Fis-24311,161471,Bathyraja parmifera,CHONDRICHTHYES,161471,NA,NA,unknown,iucn,2009,LC,0
Fis-24311,161471,Bathyraja parmifera,CHONDRICHTHYES,161471,NA,NA,unknown,iucn,2015,LC,0
Fis-24312,161595,Raja rhina,CHONDRICHTHYES,161595,NA,NA,stable,iucn,2009,LC,0
Fis-24314,161629,Raja stellulata,CHONDRICHTHYES,161629,NA,NA,unknown,iucn,2009,LC,0
Fis-24314,161629,Raja stellulata,CHONDRICHTHYES,161629,NA,NA,unknown,iucn,2016,LC,0
Fis-24308,161661,Bathyraja aleutica,CHONDRICHTHYES,161661,NA,NA,stable,iucn,2009,LC,0
Fis-24308,161661,Bathyraja aleutica,CHONDRICHTHYES,161661,NA,NA,stable,iucn,2015,LC,0
Fis-24310,161706,Bathyraja kincaidii,CHONDRICHTHYES,161706,NA,NA,NA,iucn,NA,DD,NA
Fis-29507,170306,Scomber japonicus,TUNAS_BILLFISHES,170306,NA,NA,stable,iucn,2011,LC,0
Fis-22777,170310,Katsuwonus pelamis,TUNAS_BILLFISHES,170310,NA,NA,stable,iucn,2011,LC,0
Fis-123736,170341,Thunnus orientalis,TUNAS_BILLFISHES,170341,NA,NA,decreasing,iucn,2011,LC,0
Fis-123736,170341,Thunnus orientalis,TUNAS_BILLFISHES,170341,NA,NA,decreasing,iucn,2014,VU,0.4
Fis-21631,170352,Sarda chiliensis,TUNAS_BILLFISHES,170352,NA,NA,decreasing,iucn,2011,LC,0
NA,173320,Phyllospadix torreyi,SEAGRASSES,173320,NA,0.2,stable,iucn,2010,LC,0.2
NA,173348,Zostera japonica,SEAGRASSES,173348,NA,NA,increasing,iucn,2010,LC,0
NA,173366,Phyllospadix serrulatus,SEAGRASSES,173366,NA,0.2,stable,iucn,2010,LC,0.2
NA,173367,Phyllospadix scouleri,SEAGRASSES,173367,NA,0,stable,iucn,2010,LC,0
NA,173373,Zostera pacifica,SEAGRASSES,173373,NA,NA,unknown,iucn,2010,LC,0
NA,180325,Paelopatides confundens,SEACUCUMBERS,180325,NA,NA,NA,iucn,NA,DD,NA
NA,180331,Mesothuria murrayi,SEACUCUMBERS,180331,NA,NA,unknown,iucn,2013,LC,0
W-Hol-152565,180381,Pseudostichopus mollis,SEACUCUMBERS,180381,NA,NA,NA,iucn,NA,DD,NA
W-Hol-529363,180436,Parastichopus californicus,SEACUCUMBERS,180436,NA,NA,stable,iucn,2013,LC,0
NA,180446,Holothuria stocki,SEACUCUMBERS,180446,NA,NA,NA,iucn,NA,DD,NA
Fis-164793,195488,Squalus suckleyi,CHONDRICHTHYES,195488,NA,NA,stable,iucn,2016,LC,0
NA,19711843,Apostichopus leukothele,SEACUCUMBERS,19711843,NA,NA,unknown,iucn,2013,LC,0
NA,19717509,Capheira sulcata,SEACUCUMBERS,19717509,NA,NA,unknown,iucn,2013,LC,0
NA,19718050,Capheira mollis,SEACUCUMBERS,19718050,NA,NA,unknown,iucn,2013,LC,0
NA,19743170,Synallactes challengeri,SEACUCUMBERS,19743170,NA,NA,unknown,iucn,2013,LC,0
NA,22679859,Cygnus buccinator,BOTW_marine,22679859,NA,0.2,increasing,iucn,1988,LC,0.2
NA,22679859,Cygnus buccinator,BOTW_marine,22679859,NA,0.2,increasing,iucn,1994,NT,0.2
NA,22679859,Cygnus buccinator,BOTW_marine,22679859,NA,0.2,increasing,iucn,2000,LC,0.2
NA,22679859,Cygnus buccinator,BOTW_marine,22679859,NA,0.2,increasing,iucn,2004,LC,0.2
NA,22679859,Cygnus buccinator,BOTW_marine,22679859,NA,0.2,increasing,iucn,2008,LC,0.2
NA,22679859,Cygnus buccinator,BOTW_marine,22679859,NA,0.2,increasing,iucn,2009,LC,0.2
NA,22679859,Cygnus buccinator,BOTW_marine,22679859,NA,0.2,increasing,iucn,2012,LC,0.2
NA,22679859,Cygnus buccinator,BOTW_marine,22679859,NA,0.2,increasing,iucn,2016,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,1988,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,1994,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,2000,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,2004,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,2008,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,2009,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,2012,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,2015,LC,0.2
NA,22679881,Anser albifrons,BOTW_marine,22679881,NA,0.2,unknown,iucn,2016,LC,0.2
NA,22679896,Anser caerulescens,BOTW_marine,22679896,NA,NA,increasing,iucn,1988,LC,0
NA,22679896,Anser caerulescens,BOTW_marine,22679896,NA,NA,increasing,iucn,1994,LC,0
NA,22679896,Anser caerulescens,BOTW_marine,22679896,NA,NA,increasing,iucn,2000,LC,0
NA,22679896,Anser caerulescens,BOTW_marine,22679896,NA,NA,increasing,iucn,2004,LC,0
NA,22679896,Anser caerulescens,BOTW_marine,22679896,NA,NA,increasing,iucn,2008,LC,0
NA,22679896,Anser caerulescens,BOTW_marine,22679896,NA,NA,increasing,iucn,2009,LC,0
NA,22679896,Anser caerulescens,BOTW_marine,22679896,NA,NA,increasing,iucn,2012,LC,0
NA,22679896,Anser caerulescens,BOTW_marine,22679896,NA,NA,increasing,iucn,2016,LC,0
NA,22679946,Branta bernicla,BOTW_marine,22679946,NA,0.4,unknown,iucn,1988,LC,0.4
NA,22679946,Branta bernicla,BOTW_marine,22679946,NA,0.4,unknown,iucn,1994,LC,0.4
NA,22679946,Branta bernicla,BOTW_marine,22679946,NA,0.4,unknown,iucn,2000,LC,0.4
NA,22679946,Branta bernicla,BOTW_marine,22679946,NA,0.4,unknown,iucn,2004,LC,0.4
NA,22679946,Branta bernicla,BOTW_marine,22679946,NA,0.4,unknown,iucn,2008,LC,0.4
NA,22679946,Branta bernicla,BOTW_marine,22679946,NA,0.4,unknown,iucn,2009,LC,0.4
NA,22679946,Branta bernicla,BOTW_marine,22679946,NA,0.4,unknown,iucn,2012,LC,0.4
NA,22679946,Branta bernicla,BOTW_marine,22679946,NA,0.4,unknown,iucn,2016,LC,0.4
NA,22680157,Mareca penelope,BOTW_marine,22680157,NA,NA,decreasing,iucn,1988,LC,0
NA,22680157,Mareca penelope,BOTW_marine,22680157,NA,NA,decreasing,iucn,1994,LC,0
NA,22680157,Mareca penelope,BOTW_marine,22680157,NA,NA,decreasing,iucn,2000,LC,0
NA,22680157,Mareca penelope,BOTW_marine,22680157,NA,NA,decreasing,iucn,2004,LC,0
NA,22680157,Mareca penelope,BOTW_marine,22680157,NA,NA,decreasing,iucn,2008,LC,0
NA,22680157,Mareca penelope,BOTW_marine,22680157,NA,NA,decreasing,iucn,2009,LC,0
NA,22680157,Mareca penelope,BOTW_marine,22680157,NA,NA,decreasing,iucn,2012,LC,0
NA,22680157,Mareca penelope,BOTW_marine,22680157,NA,NA,decreasing,iucn,2016,LC,0
NA,22680163,Mareca americana,BOTW_marine,22680163,NA,NA,stable,iucn,1988,LC,0
NA,22680163,Mareca americana,BOTW_marine,22680163,NA,NA,stable,iucn,1994,LC,0
NA,22680163,Mareca americana,BOTW_marine,22680163,NA,NA,stable,iucn,2000,LC,0
NA,22680163,Mareca americana,BOTW_marine,22680163,NA,NA,stable,iucn,2004,LC,0
NA,22680163,Mareca americana,BOTW_marine,22680163,NA,NA,stable,iucn,2008,LC,0
NA,22680163,Mareca americana,BOTW_marine,22680163,NA,NA,stable,iucn,2009,LC,0
NA,22680163,Mareca americana,BOTW_marine,22680163,NA,NA,stable,iucn,2012,LC,0
NA,22680163,Mareca americana,BOTW_marine,22680163,NA,NA,stable,iucn,2016,LC,0
NA,22680229,Spatula discors,BOTW_marine,22680229,NA,NA,decreasing,iucn,1988,LC,0
NA,22680229,Spatula discors,BOTW_marine,22680229,NA,NA,decreasing,iucn,1994,LC,0
NA,22680229,Spatula discors,BOTW_marine,22680229,NA,NA,decreasing,iucn,2000,LC,0
NA,22680229,Spatula discors,BOTW_marine,22680229,NA,NA,decreasing,iucn,2004,LC,0
NA,22680229,Spatula discors,BOTW_marine,22680229,NA,NA,decreasing,iucn,2008,LC,0
NA,22680229,Spatula discors,BOTW_marine,22680229,NA,NA,decreasing,iucn,2009,LC,0
NA,22680229,Spatula discors,BOTW_marine,22680229,NA,NA,decreasing,iucn,2012,LC,0
NA,22680229,Spatula discors,BOTW_marine,22680229,NA,NA,decreasing,iucn,2016,LC,0
NA,22680247,Spatula clypeata,BOTW_marine,22680247,NA,NA,decreasing,iucn,1988,LC,0
NA,22680247,Spatula clypeata,BOTW_marine,22680247,NA,NA,decreasing,iucn,1994,LC,0
