iucn_sid,rgn_id,subpop,spp_area,spp_pct_area
2474,1,NA,17534.393200000002,0.9999999999999999
2474,2,NA,45877.585100000004,0.9999999999999999
2474,3,NA,20214.6727,0.9972309927322217
2474,4,NA,13405.5046,0.9799842050475832
2474,5,NA,28129.1749,1
2474,6,NA,6369.1813,0.780711914472006
2474,7,NA,314618.9427,1
2474,8,NA,3187.6686000000004,1
2475,1,NA,17534.393200000002,0.9999999999999999
2475,2,NA,45877.585100000004,0.9999999999999999
2475,3,NA,20270.8027,1
2475,4,NA,13679.3068,1
2475,5,NA,28129.1749,1
2475,6,NA,8158.171,1
2475,7,NA,314618.9427,1
2475,8,NA,3187.6686000000004,1
2477,1,NA,17534.393200000002,0.9999999999999999
2477,2,NA,45877.585100000004,0.9999999999999999
2477,3,NA,20270.8027,1
2477,4,NA,13679.3068,1
2477,5,NA,28129.1749,1
2477,6,NA,8158.171,1
2477,7,NA,314618.9427,1
2477,8,NA,3187.6686000000004,1
2478,1,NA,17534.393200000002,0.9999999999999999
2478,2,NA,45877.585100000004,0.9999999999999999
2478,3,NA,20270.8027,1
2478,4,NA,13679.3068,1
2478,5,NA,28129.1749,1
2478,6,NA,8158.171,1
2478,7,NA,314618.9427,1
2478,8,NA,3187.6686000000004,1
2636,1,NA,75.69600000000001,0.004317001400424852
2636,2,NA,24098.3699,0.525275466166592
2636,3,NA,4114.2284,0.20296326992517172
2636,4,NA,3955.3523,0.28914859194473214
2636,5,NA,23522.051900000002,0.8362154945397989
2636,7,NA,199821.7983,0.6351232274355997
2636,8,NA,113.544,0.03561976298288975
2763,1,NA,17534.393200000002,0.9999999999999999
2763,2,NA,45877.585100000004,0.9999999999999999
2763,3,NA,20270.8027,1
2763,4,NA,13679.3068,1
2763,5,NA,28129.1749,1
2763,6,NA,8158.171,1
2763,7,NA,314618.9427,1
2763,8,NA,3187.6686000000004,1
3590,1,NA,17534.393200000002,0.9999999999999999
3590,2,NA,45877.585100000004,0.9999999999999999
3590,3,NA,20270.8027,1
3590,4,NA,13679.3068,1
3590,5,NA,28129.1749,1
3590,6,NA,8158.171,1
3590,7,NA,314618.9427,1
3590,8,NA,3187.6686000000004,1
3855,1,NA,17534.393200000002,0.9999999999999999
3855,2,NA,45877.585100000004,0.9999999999999999
3855,3,NA,20270.8027,1
3855,4,NA,13679.3068,1
3855,5,NA,28129.1749,1
3855,6,NA,8158.171,1
3855,7,NA,314618.9427,1
3855,8,NA,3187.6686000000004,1
3897,1,NA,17498.7148,0.9979652332651009
3897,2,NA,45877.585100000004,0.9999999999999999
3897,3,NA,20270.8027,1
3897,4,NA,13679.3068,1
3897,5,NA,27019.930500000002,0.9605660527212976
3897,6,NA,2432.4462,0.2981607274473653
3897,7,NA,314618.9427,1
3897,8,NA,3187.6686000000004,1
4292,1,NA,17534.393200000002,0.9999999999999999
4292,2,NA,45877.585100000004,0.9999999999999999
4292,3,NA,20270.8027,1
4292,4,NA,13679.3068,1
4292,5,NA,28129.1749,1
4292,6,NA,8158.171,1
4292,7,NA,314618.9427,1
4292,8,NA,3187.6686000000004,1
6336,4,NA,2884.0750000000003,0.21083487943994356
6336,5,NA,27155.502800000002,0.9653856857351333
6336,6,NA,8158.171,1
6336,7,NA,48250.8203,0.15336273107372564
6494,1,West Pacific,17498.7148,0.9979652332651009
6494,2,West Pacific,45877.585100000004,0.9999999999999999
6494,3,West Pacific,20270.8027,1
6494,4,West Pacific,13679.3068,1
6494,5,West Pacific,28068.6433,0.9978480847655435
