rgn_id,year,area_km2_tot,cf_expos_area_tot
1,1990,21885.59,90.83
1,1991,21885.59,90.83
1,1992,21885.59,90.83
1,1993,21885.59,90.83
1,1994,21885.59,90.83
1,1995,21885.59,90.83
1,1996,21885.59,90.83
1,1997,21885.59,90.83
1,1998,21885.59,90.83
1,1999,21885.59,90.83
1,2000,21885.59,90.83
1,2001,21885.59,90.83
1,2002,21885.59,90.83
1,2003,21885.59,90.83
1,2004,21885.59,90.83
1,2005,21885.59,90.83
1,2006,21885.59,90.83
1,2007,21885.59,90.83
1,2008,21885.59,90.83
1,2009,21885.59,90.83
1,2010,21885.59,90.83
2,1990,14681.38,69.42
2,1991,14681.38,69.42
2,1992,14681.38,69.42
2,1993,14681.38,69.42
2,1994,14681.38,69.42
2,1995,14681.38,69.42
2,1996,14681.38,69.42
2,1997,14681.38,69.42
2,1998,14681.38,69.42
2,1999,14681.38,69.42
2,2000,14681.38,69.42
2,2001,14681.38,69.41
2,2002,14681.38,69.41
2,2003,14681.38,69.41
2,2004,14681.38,69.41
2,2005,14681.38,69.41
2,2006,14681.38,69.41
2,2007,14681.38,69.41
2,2008,14681.38,69.41
2,2009,14681.38,69.41
2,2010,14681.38,69.41
3,1990,18021.35,95.09
3,1991,18021.35,95.09
3,1992,18021.35,95.09
3,1993,18021.35,95.09
3,1994,18021.35,95.09
3,1995,18021.35,95.09
3,1996,18021.35,95.09
3,1997,18021.35,95.09
3,1998,18021.35,95.09
3,1999,18021.35,95.09
3,2000,18021.35,95.09
3,2001,18021.35,95.09
3,2002,18021.35,95.09
3,2003,18021.35,95.09
3,2004,18021.35,95.09
3,2005,18021.35,95.09
3,2006,18021.35,95.09
3,2007,18021.35,95.09
3,2008,18021.35,95.09
3,2009,18021.35,95.09
3,2010,18021.35,95.09
4,1990,19146.05,50.9
4,1991,19146.05,50.89
4,1992,19146.05,50.88
4,1993,19146.05,50.87
4,1994,19146.05,50.86
4,1995,19146.05,50.85
4,1996,19146.05,50.84
4,1997,19146.05,50.83
4,1998,19146.05,50.82
4,1999,19146.05,50.81
4,2000,19146.05,50.8
4,2001,19146.05,50.79
4,2002,19146.05,50.78
4,2003,19146.05,50.76
4,2004,19146.05,50.75
4,2005,19146.05,50.74
4,2006,19146.05,50.73
4,2007,19146.05,50.72
4,2008,19146.05,50.7
4,2009,19146.05,50.69
4,2010,19146.05,50.68
5,1990,13021.82,76.17
5,1991,13021.82,76.51
5,1992,13021.82,76.85
5,1993,13021.82,77.18
5,1994,13021.82,77.52
5,1995,13021.82,77.86
5,1996,13021.82,78.2
5,1997,13021.82,78.54
5,1998,13021.82,78.87
5,1999,13021.82,79.21
5,2000,13021.82,79.55
5,2001,13021.82,79.47
5,2002,13021.82,79.4
5,2003,13021.82,79.32
5,2004,13021.82,79.25
5,2005,13021.82,79.17
5,2006,13021.82,79.1
5,2007,13021.82,79.02
5,2008,13021.82,78.95
5,2009,13021.82,78.87
5,2010,13021.82,78.8
6,1990,17090.57,54.63
6,1991,17090.57,54.5
6,1992,17090.57,54.37
6,1993,17090.57,54.24
6,1994,17090.57,54.1
6,1995,17090.57,53.97
6,1996,17090.57,53.84
6,1997,17090.57,53.71
6,1998,17090.57,53.57
6,1999,17090.57,53.44
6,2000,17090.57,53.31
6,2001,17090.57,53.12
6,2002,17090.57,52.94
6,2003,17090.57,52.75
6,2004,17090.57,52.56
6,2005,17090.57,52.38
6,2006,17090.57,52.19
6,2007,17090.57,52.01
6,2008,17090.57,51.82
6,2009,17090.57,51.64
6,2010,17090.57,51.45
8,1990,2059.91,6.38
8,1991,2059.91,6.38
8,1992,2059.91,6.38
8,1993,2059.91,6.38
8,1994,2059.91,6.38
8,1995,2059.91,6.38
8,1996,2059.91,6.38
8,1997,2059.91,6.38
8,1998,2059.91,6.38
8,1999,2059.91,6.38
8,2000,2059.91,6.38
8,2001,2059.91,6.38
8,2002,2059.91,6.38
8,2003,2059.91,6.38
8,2004,2059.91,6.38
8,2005,2059.91,6.38
8,2006,2059.91,6.38
8,2007,2059.91,6.38
8,2008,2059.91,6.38
8,2009,2059.91,6.38
8,2010,2059.91,6.38
