rgn_id,year,pct_prot
1,2e3,0.0062
1,2001,0.0062
1,2002,0.0062
1,2003,0.0062
1,2004,0.0138
1,2005,0.0138
1,2006,0.0931
1,2007,0.0955
1,2008,0.1503
1,2009,0.1503
1,2010,0.1503
1,2011,0.1503
1,2012,0.1611
1,2013,0.1611
1,2014,0.1611
1,2015,0.1611
1,2016,0.1611
2,2e3,0.017
2,2001,0.017
2,2002,0.017
2,2003,0.017
2,2004,0.017
2,2005,0.017
2,2006,0.014
2,2007,0.014
2,2008,0.5461
2,2009,0.5461
2,2010,1
2,2011,1
2,2012,1
2,2013,1
2,2014,1
2,2015,1
2,2016,1
3,2e3,0.0515
3,2001,0.0515
3,2002,0.0515
3,2003,0.0515
3,2004,0.0515
3,2005,0.0515
3,2006,0.0444
3,2007,0.0494
3,2008,0.3327
3,2009,0.3327
3,2010,0.3327
3,2011,0.3327
3,2012,0.3566
3,2013,0.3566
3,2014,0.3566
3,2015,0.3566
3,2016,0.3566
4,2e3,0.1176
4,2001,0.118
4,2002,0.118
4,2003,0.118
4,2004,0.118
4,2005,0.118
4,2006,0.1191
4,2007,0.178
4,2008,0.1786
4,2009,0.1788
4,2010,0.1788
4,2011,0.1788
4,2012,0.1916
4,2013,0.1918
4,2014,0.1918
4,2015,0.1918
4,2016,0.1918
5,2e3,0.3913
5,2001,0.5238
5,2002,0.5238
5,2003,0.5247
5,2004,0.5247
5,2005,0.5247
5,2006,0.4315
5,2007,0.4315
5,2008,0.4315
5,2009,0.4315
5,2010,0.4315
5,2011,0.4315
5,2012,0.4624
5,2013,0.4624
5,2014,0.4624
5,2015,0.4624
5,2016,0.4624
6,2e3,0.1169
6,2001,0.1261
6,2002,0.1264
6,2003,0.14
6,2004,0.1402
6,2005,0.1402
6,2006,0.1153
6,2007,0.1155
6,2008,0.1155
6,2009,0.1155
6,2010,0.1155
6,2011,0.1379
6,2012,0.1479
6,2013,0.1479
6,2014,0.1479
6,2015,0.1479
6,2016,0.1479
8,2e3,0.3167
8,2001,0.3167
8,2002,0.3167
8,2003,0.3167
8,2004,0.3167
8,2005,0.3167
8,2006,0.261
8,2007,0.261
8,2008,0.261
8,2009,0.261
8,2010,0.261
8,2011,0.261
8,2012,0.2798
8,2013,0.2798
8,2014,0.2798
8,2015,0.2798
8,2016,0.2798
