rgn_id,year,cf_area_km2,area_km2_tot
1,1990,12518.13,21885.59
1,1991,12517.78,21885.59
1,1992,12517.44,21885.59
1,1993,12517.09,21885.59
1,1994,12516.75,21885.59
1,1995,12516.41,21885.59
1,1996,12516.06,21885.59
1,1997,12515.72,21885.59
1,1998,12515.38,21885.59
1,1999,12515.03,21885.59
1,2000,12514.69,21885.59
1,2001,12514.62,21885.59
1,2002,12514.55,21885.59
1,2003,12514.48,21885.59
1,2004,12514.41,21885.59
1,2005,12514.35,21885.59
1,2006,12514.28,21885.59
1,2007,12514.21,21885.59
1,2008,12514.14,21885.59
1,2009,12514.07,21885.59
1,2010,12514,21885.59
2,1990,7064.84,14681.38
2,1991,7064.84,14681.38
2,1992,7064.84,14681.38
2,1993,7064.84,14681.38
2,1994,7064.84,14681.38
2,1995,7064.84,14681.38
2,1996,7064.84,14681.38
2,1997,7064.84,14681.38
2,1998,7064.84,14681.38
2,1999,7064.84,14681.38
2,2000,7064.84,14681.38
2,2001,7064.84,14681.38
2,2002,7064.84,14681.38
2,2003,7064.84,14681.38
2,2004,7064.84,14681.38
2,2005,7064.84,14681.38
2,2006,7064.83,14681.38
2,2007,7064.83,14681.38
2,2008,7064.83,14681.38
2,2009,7064.83,14681.38
2,2010,7064.83,14681.38
3,1990,11539.89,18021.35
3,1991,11539.82,18021.35
3,1992,11539.74,18021.35
3,1993,11539.67,18021.35
3,1994,11539.6,18021.35
3,1995,11539.53,18021.35
3,1996,11539.46,18021.35
3,1997,11539.39,18021.35
3,1998,11539.32,18021.35
3,1999,11539.25,18021.35
3,2000,11539.18,18021.35
3,2001,11539.1,18021.35
3,2002,11539.03,18021.35
3,2003,11538.96,18021.35
3,2004,11538.89,18021.35
3,2005,11538.82,18021.35
3,2006,11538.74,18021.35
3,2007,11538.67,18021.35
3,2008,11538.6,18021.35
3,2009,11538.53,18021.35
3,2010,11538.45,18021.35
4,1990,12139.4,19146.05
4,1991,12138.65,19146.05
4,1992,12137.9,19146.05
4,1993,12137.16,19146.05
4,1994,12136.41,19146.05
4,1995,12135.66,19146.05
4,1996,12134.91,19146.05
4,1997,12134.16,19146.05
4,1998,12133.41,19146.05
4,1999,12132.66,19146.05
4,2000,12131.91,19146.05
4,2001,12131.52,19146.05
4,2002,12131.12,19146.05
4,2003,12130.72,19146.05
4,2004,12130.33,19146.05
4,2005,12129.93,19146.05
4,2006,12129.54,19146.05
4,2007,12129.14,19146.05
4,2008,12128.75,19146.05
4,2009,12128.35,19146.05
4,2010,12127.95,19146.05
5,1990,8177.13,13021.82
5,1991,8174.79,13021.82
5,1992,8172.46,13021.82
5,1993,8170.13,13021.82
5,1994,8167.8,13021.82
5,1995,8165.47,13021.82
5,1996,8163.14,13021.82
5,1997,8160.81,13021.82
5,1998,8158.48,13021.82
5,1999,8156.15,13021.82
5,2000,8153.81,13021.82
5,2001,8152.43,13021.82
5,2002,8151.04,13021.82
5,2003,8149.66,13021.82
5,2004,8148.27,13021.82
5,2005,8146.89,13021.82
5,2006,8145.5,13021.82
5,2007,8144.12,13021.82
5,2008,8142.73,13021.82
5,2009,8141.35,13021.82
5,2010,8139.96,13021.82
6,1990,9123.51,17090.57
6,1991,9109.14,17090.57
6,1992,9094.78,17090.57
6,1993,9080.41,17090.57
6,1994,9066.05,17090.57
6,1995,9051.68,17090.57
6,1996,9037.32,17090.57
6,1997,9022.95,17090.57
6,1998,9008.59,17090.57
6,1999,8994.23,17090.57
6,2000,8979.86,17090.57
6,2001,8972.04,17090.57
6,2002,8964.21,17090.57
6,2003,8956.39,17090.57
6,2004,8948.56,17090.57
6,2005,8940.74,17090.57
6,2006,8932.92,17090.57
6,2007,8925.09,17090.57
6,2008,8917.27,17090.57
6,2009,8909.44,17090.57
6,2010,8901.62,17090.57
8,1990,1038.55,2059.91
8,1991,1038.55,2059.91
8,1992,1038.55,2059.91
8,1993,1038.55,2059.91
8,1994,1038.55,2059.91
8,1995,1038.55,2059.91
8,1996,1038.55,2059.91
8,1997,1038.55,2059.91
8,1998,1038.55,2059.91
8,1999,1038.55,2059.91
8,2000,1038.55,2059.91
8,2001,1038.55,2059.91
8,2002,1038.55,2059.91
8,2003,1038.55,2059.91
8,2004,1038.55,2059.91
8,2005,1038.55,2059.91
8,2006,1038.55,2059.91
8,2007,1038.55,2059.91
8,2008,1038.55,2059.91
8,2009,1038.55,2059.91
8,2010,1038.55,2059.91
