rgn_id,year,shi_tot,rgn_name,rgn_code
1,1940,1093006,North Coast,NC
1,1941,868600,North Coast,NC
1,1942,856639,North Coast,NC
1,1943,209642,North Coast,NC
1,1944,367538,North Coast,NC
1,1945,353523,North Coast,NC
1,1946,1183617,North Coast,NC
1,1947,1113905,North Coast,NC
1,1948,1332458,North Coast,NC
1,1949,1421199,North Coast,NC
1,1950,1517402,North Coast,NC
1,1951,1238317,North Coast,NC
1,1952,754372,North Coast,NC
1,1953,1123634,North Coast,NC
1,1954,983895,North Coast,NC
1,1955,1091043,North Coast,NC
1,1956,1099250,North Coast,NC
1,1957,1369411,North Coast,NC
1,1958,443878,North Coast,NC
1,1959,1442924,North Coast,NC
1,1960,1258038,North Coast,NC
1,1961,1114811,North Coast,NC
1,1962,1671661,North Coast,NC
1,1963,865823,North Coast,NC
1,1964,1321620,North Coast,NC
1,1965,564484,North Coast,NC
1,1966,371272,North Coast,NC
1,1967,246160,North Coast,NC
1,1968,468262,North Coast,NC
1,1969,117929,North Coast,NC
1,1970,1032717,North Coast,NC
1,1971,811944,North Coast,NC
1,1972,1153135,North Coast,NC
1,1973,910530,North Coast,NC
1,1974,772214,North Coast,NC
1,1975,961340,North Coast,NC
1,1976,1416735,North Coast,NC
1,1977,1609583,North Coast,NC
1,1978,831641,North Coast,NC
1,1979,987075,North Coast,NC
1,1980,1619726,North Coast,NC
1,1981,1330640,North Coast,NC
1,1982,1251333,North Coast,NC
1,1983,2144088,North Coast,NC
1,1984,2327085,North Coast,NC
1,1985,2292418,North Coast,NC
1,1986,2318062,North Coast,NC
1,1987,3034117,North Coast,NC
1,1988,2311451,North Coast,NC
1,1989,1582241,North Coast,NC
1,1990,2039987,North Coast,NC
1,1991,3049251,North Coast,NC
1,1992,2195942,North Coast,NC
1,1993,1941276,North Coast,NC
1,1994,1936355,North Coast,NC
1,1995,1661291,North Coast,NC
1,1996,2119528,North Coast,NC
1,1997,2811067,North Coast,NC
1,1998,1964804,North Coast,NC
1,1999,3273453,North Coast,NC
1,2000,2644307,North Coast,NC
1,2001,4237167,North Coast,NC
1,2002,2508465,North Coast,NC
1,2003,2954818,North Coast,NC
1,2004,2364663,North Coast,NC
1,2005,2556534,North Coast,NC
1,2006,1323326,North Coast,NC
1,2007,1953011,North Coast,NC
1,2008,1904679,North Coast,NC
1,2009,1336429,North Coast,NC
1,2010,2268117,North Coast,NC
1,2011,2172629,North Coast,NC
1,2012,2378708,North Coast,NC
1,2013,1811105,North Coast,NC
1,2014,2231929,North Coast,NC
1,2015,2420986,North Coast,NC
1,2016,1984161,North Coast,NC
2,1940,1109760,Haida Gwaii,HG
2,1941,919742,Haida Gwaii,HG
2,1942,905031,Haida Gwaii,HG
2,1943,563939,Haida Gwaii,HG
2,1944,504277,Haida Gwaii,HG
2,1945,868361,Haida Gwaii,HG
2,1946,422826,Haida Gwaii,HG
2,1947,731078,Haida Gwaii,HG
2,1948,887139,Haida Gwaii,HG
2,1949,273695,Haida Gwaii,HG
2,1950,353812,Haida Gwaii,HG
2,1951,325929,Haida Gwaii,HG
2,1952,195960,Haida Gwaii,HG
2,1953,397742,Haida Gwaii,HG
2,1954,764537,Haida Gwaii,HG
2,1955,445243,Haida Gwaii,HG
2,1956,557254,Haida Gwaii,HG
2,1957,125248,Haida Gwaii,HG
2,1958,79577,Haida Gwaii,HG
2,1959,773057,Haida Gwaii,HG
2,1960,417042,Haida Gwaii,HG
2,1961,838348,Haida Gwaii,HG
2,1962,530006,Haida Gwaii,HG
2,1963,335023,Haida Gwaii,HG
2,1964,404374,Haida Gwaii,HG
2,1965,143286,Haida Gwaii,HG
2,1966,265712,Haida Gwaii,HG
2,1967,102509,Haida Gwaii,HG
2,1968,129939,Haida Gwaii,HG
2,1969,191314,Haida Gwaii,HG
2,1970,507769,Haida Gwaii,HG
2,1971,747927,Haida Gwaii,HG
2,1972,842601,Haida Gwaii,HG
2,1973,777221,Haida Gwaii,HG
2,1974,1147143,Haida Gwaii,HG
2,1975,1041754,Haida Gwaii,HG
2,1976,2013708,Haida Gwaii,HG
2,1977,2283405,Haida Gwaii,HG
2,1978,2296933,Haida Gwaii,HG
2,1979,1523640,Haida Gwaii,HG
2,1980,2044466,Haida Gwaii,HG
2,1981,2060158,Haida Gwaii,HG
2,1982,2177161,Haida Gwaii,HG
2,1983,1473652,Haida Gwaii,HG
2,1984,1416604,Haida Gwaii,HG
2,1985,1581973,Haida Gwaii,HG
2,1986,735003,Haida Gwaii,HG
2,1987,1103308,Haida Gwaii,HG
2,1988,1193422,Haida Gwaii,HG
2,1989,1963474,Haida Gwaii,HG
2,1990,1607126,Haida Gwaii,HG
2,1991,1144722,Haida Gwaii,HG
2,1992,1037968,Haida Gwaii,HG
2,1993,1133506,Haida Gwaii,HG
2,1994,950205,Haida Gwaii,HG
2,1995,538048,Haida Gwaii,HG
2,1996,476652,Haida Gwaii,HG
2,1997,923619,Haida Gwaii,HG
2,1998,1385240,Haida Gwaii,HG
2,1999,980744,Haida Gwaii,HG
2,2000,493646,Haida Gwaii,HG
2,2001,694617,Haida Gwaii,HG
2,2002,335477,Haida Gwaii,HG
2,2003,498590,Haida Gwaii,HG
2,2004,809420,Haida Gwaii,HG
2,2005,720749,Haida Gwaii,HG
2,2006,643360,Haida Gwaii,HG
2,2007,789669,Haida Gwaii,HG
2,2008,603024,Haida Gwaii,HG
2,2009,1287025,Haida Gwaii,HG
2,2010,857607,Haida Gwaii,HG
2,2011,918671,Haida Gwaii,HG
2,2012,1237360,Haida Gwaii,HG
2,2013,1380987,Haida Gwaii,HG
2,2014,1118109,Haida Gwaii,HG
2,2015,1168199,Haida Gwaii,HG
2,2016,779365,Haida Gwaii,HG
3,1940,1005487.494,Central Coast,CC
3,1941,1376384.88,Central Coast,CC
3,1942,1366607.4780000001,Central Coast,CC
3,1943,1146429.9079999998,Central Coast,CC
3,1944,1015892.9639999999,Central Coast,CC
3,1945,693014.746,Central Coast,CC
3,1946,1301675.4759999998,Central Coast,CC
3,1947,1139802.936,Central Coast,CC
3,1948,1247642.156,Central Coast,CC
3,1949,761946.618,Central Coast,CC
3,1950,1029966.816,Central Coast,CC
3,1951,849862.738,Central Coast,CC
3,1952,424535.866,Central Coast,CC
3,1953,861866.996,Central Coast,CC
3,1954,639103.3,Central Coast,CC
3,1955,718121.764,Central Coast,CC
3,1956,506036.758,Central Coast,CC
3,1957,283332,Central Coast,CC
3,1958,390586.628,Central Coast,CC
3,1959,471592.816,Central Coast,CC
3,1960,802710.576,Central Coast,CC
3,1961,353254.476,Central Coast,CC
3,1962,1213599.8199999998,Central Coast,CC
3,1963,543958.024,Central Coast,CC
3,1964,683335.102,Central Coast,CC
3,1965,371750.886,Central Coast,CC
3,1966,310002.026,Central Coast,CC
3,1967,635481.71,Central Coast,CC
3,1968,617054.006,Central Coast,CC
3,1969,294236.332,Central Coast,CC
3,1970,1286307.7280000001,Central Coast,CC
3,1971,1074395.882,Central Coast,CC
3,1972,1627383.43,Central Coast,CC
3,1973,2151771.398,Central Coast,CC
3,1974,1584753.65,Central Coast,CC
3,1975,1722471.262,Central Coast,CC
3,1976,2405445.538,Central Coast,CC
3,1977,2326549.402,Central Coast,CC
3,1978,1245617.068,Central Coast,CC
3,1979,1053720.354,Central Coast,CC
3,1980,1620723.632,Central Coast,CC
3,1981,1942063.812,Central Coast,CC
3,1982,1674704.646,Central Coast,CC
3,1983,1873549.358,Central Coast,CC
3,1984,1502044.862,Central Coast,CC
3,1985,1401785.908,Central Coast,CC
3,1986,1741796.8059999999,Central Coast,CC
3,1987,1623692.444,Central Coast,CC
3,1988,2678332.122,Central Coast,CC
3,1989,1862462.8,Central Coast,CC
3,1990,2416925.744,Central Coast,CC
3,1991,2166917.312,Central Coast,CC
3,1992,3802927.458,Central Coast,CC
3,1993,2595938.058,Central Coast,CC
3,1994,2473396.2,Central Coast,CC
3,1995,1806094.626,Central Coast,CC
3,1996,1880336.436,Central Coast,CC
3,1997,1863869.562,Central Coast,CC
3,1998,2259535.91,Central Coast,CC
3,1999,2201357.27,Central Coast,CC
3,2000,1674882.242,Central Coast,CC
3,2001,1456047.122,Central Coast,CC
3,2002,1837550.616,Central Coast,CC
3,2003,1608056.692,Central Coast,CC
3,2004,1813834.362,Central Coast,CC
3,2005,1425343.176,Central Coast,CC
3,2006,853647.0160000001,Central Coast,CC
3,2007,809195.27,Central Coast,CC
3,2008,394708.32999999996,Central Coast,CC
3,2009,1151151.038,Central Coast,CC
3,2010,1058951.4679999999,Central Coast,CC
3,2011,1637850.7719999999,Central Coast,CC
3,2012,1503994.896,Central Coast,CC
3,2013,1944184.4440000001,Central Coast,CC
3,2014,1981031.174,Central Coast,CC
