rgn_id,year,pct_prot
1,2e3,0.0028
1,2001,0.0028
1,2002,0.0028
1,2003,0.0028
1,2004,0.0063
1,2005,0.0063
1,2006,0.0423
1,2007,0.0434
1,2008,0.0684
1,2009,0.0684
1,2010,0.0684
1,2011,0.0684
1,2012,0.0733
1,2013,0.0733
1,2014,0.0733
1,2015,0.0733
1,2016,0.0733
2,2e3,0.0025
2,2001,0.0025
2,2002,0.0025
2,2003,0.0025
2,2004,0.0025
2,2005,0.0025
2,2006,0.002
2,2007,0.002
2,2008,0.0812
2,2009,0.0812
2,2010,0.2453
2,2011,0.2453
2,2012,0.263
2,2013,0.263
2,2014,0.263
2,2015,0.263
2,2016,0.263
3,2e3,0.0129
3,2001,0.0129
3,2002,0.0129
3,2003,0.0129
3,2004,0.0129
3,2005,0.0129
3,2006,0.0111
3,2007,0.0124
3,2008,0.0869
3,2009,0.0869
3,2010,0.0869
3,2011,0.0869
3,2012,0.0931
3,2013,0.0931
3,2014,0.0931
3,2015,0.0931
3,2016,0.0931
4,2e3,0.0549
4,2001,0.0551
4,2002,0.0551
4,2003,0.0551
4,2004,0.0551
4,2005,0.0551
4,2006,0.0556
4,2007,0.0831
4,2008,0.0834
4,2009,0.0835
4,2010,0.0835
4,2011,0.0835
4,2012,0.0895
4,2013,0.0896
4,2014,0.0896
4,2015,0.0896
4,2016,0.0896
5,2e3,0.0843
5,2001,0.1055
5,2002,0.1055
5,2003,0.1057
5,2004,0.1057
5,2005,0.1057
5,2006,0.0869
5,2007,0.0869
5,2008,0.0869
5,2009,0.0869
5,2010,0.0869
5,2011,0.0869
5,2012,0.0931
5,2013,0.0931
5,2014,0.0931
5,2015,0.0931
5,2016,0.0931
6,2e3,0.093
6,2001,0.1
6,2002,0.1003
6,2003,0.1107
6,2004,0.1108
6,2005,0.1108
6,2006,0.0911
6,2007,0.0913
6,2008,0.0913
6,2009,0.0913
6,2010,0.0913
6,2011,0.1144
6,2012,0.1226
6,2013,0.1226
6,2014,0.1226
6,2015,0.1226
6,2016,0.1226
7,2e3,0
7,2001,0
7,2002,0
7,2003,8e-4
7,2004,8e-4
7,2005,8e-4
7,2006,7e-4
7,2007,7e-4
7,2008,0.0429
7,2009,0.0429
7,2010,0.0429
7,2011,0.0429
7,2012,0.046
7,2013,0.046
7,2014,0.046
7,2015,0.046
7,2016,0.046
8,2e3,0.0984
8,2001,0.0984
8,2002,0.0984
8,2003,0.0984
8,2004,0.0984
8,2005,0.0984
8,2006,0.0811
8,2007,0.0811
8,2008,0.0811
8,2009,0.0811
8,2010,0.0811
8,2011,0.0811
8,2012,0.0869
8,2013,0.0869
8,2014,0.0869
8,2015,0.0869
8,2016,0.0869
