rgn_name,rgn_id,year,species,stockid,catch,rgn_catch,rgn_ass_catch_prop
Haida Gwaii,2,2011,pacific_cod,PCOD5AB,88360.6707916644,6944092.757467857,0.012724581003996389
Haida Gwaii,2,2011,pacific_cod,PCODHS,370828.3592083356,6944092.757467857,0.05340198815886167
Central Coast,3,2011,pacific_cod,PCOD5AB,292372.17754267715,9898788.07529295,0.02953615890337409
Central Coast,3,2011,pacific_cod,PCODHS,37526.81245732287,9898788.07529295,0.003791051204640754
North Vancouver Island,4,2011,pacific_cod,PCOD5AB,33635.94872406946,12968920.78462711,0.002593581168599649
North Vancouver Island,4,2011,pacific_cod,PCODWCVANI,24147.761275930545,12968920.78462711,0.0018619715300099934
Aristazabal Island,8,2011,pacific_cod,PCOD5AB,47.042387631790106,30500.67,0.0015423394840765828
Aristazabal Island,8,2011,pacific_cod,PCODHS,1731.9576123682098,30500.67,0.056784248095802806
West Vancouver Island,5,2010,pacific_cod,PCODWCVANI,486190.62,50293848.72181379,0.009666999689946698
Strait of Georgia,6,2010,pacific_cod,NA,5913.51,7877646.3494489,NA
North Coast,1,2010,pacific_cod,PCODHS,534028.64,1510411.17,0.3535650759256501
Haida Gwaii,2,2010,pacific_cod,PCOD5AB,94124.09859257472,9271802.082339548,0.010151650968893897
Haida Gwaii,2,2010,pacific_cod,PCODHS,395016.0714074252,9271802.082339548,0.042604023241590926
Central Coast,3,2010,pacific_cod,PCOD5AB,381801.24831369275,8697299.17568458,0.0438988288894455
Central Coast,3,2010,pacific_cod,PCODHS,49005.29168630727,8697299.17568458,0.005634541332476351
North Vancouver Island,4,2010,pacific_cod,PCOD5AB,40767.62174657523,2809721.113500238,0.014509490479568827
North Vancouver Island,4,2010,pacific_cod,PCODWCVANI,29267.698253424784,2809721.113500238,0.010416584803665535
Aristazabal Island,8,2010,pacific_cod,PCOD5AB,6.38893270135852,50359.26,1.2686708862200358e-4
Aristazabal Island,8,2010,pacific_cod,PCODHS,235.2210672986415,50359.26,0.004670860280684058
West Vancouver Island,5,2009,pacific_cod,PCODWCVANI,314497.17,37598428.74554375,0.008364635983286267
Strait of Georgia,6,2009,pacific_cod,NA,3138.64,18583680.768107597,NA
North Coast,1,2009,pacific_cod,PCODHS,242527.99,842187.1699999999,0.2879739785159634
Haida Gwaii,2,2009,pacific_cod,PCOD5AB,56216.68844945081,7728132.262852078,0.00727429170948272
Haida Gwaii,2,2009,pacific_cod,PCODHS,235927.8415505492,7728132.262852078,0.030528442517038352
Central Coast,3,2009,pacific_cod,PCOD5AB,67143.64009049739,12261406.66,0.005476014453507848
Central Coast,3,2009,pacific_cod,PCODHS,8618.079909502625,12261406.66,7.028622529596963e-4
North Vancouver Island,4,2009,pacific_cod,PCOD5AB,17051.888692129207,5620329.139967901,0.0030339662086456727
North Vancouver Island,4,2009,pacific_cod,PCODWCVANI,12241.811307870792,5620329.139967901,0.0021781306758025046
Aristazabal Island,8,2009,pacific_cod,PCOD5AB,4.344082878105946,25609.350000000002,1.6962878316341282e-4
Aristazabal Island,8,2009,pacific_cod,PCODHS,159.93591712189405,25609.350000000002,0.006245215795086328
Pacific Offshore,7,2009,pacific_cod,NA,0,9615.72,NA
West Vancouver Island,5,2008,pacific_cod,PCODWCVANI,87776.94,44525792.283606194,0.0019713728941847105
Strait of Georgia,6,2008,pacific_cod,NA,2120.77,12173825.160480563,NA
North Coast,1,2008,pacific_cod,PCODHS,154575.94,3751913.03,0.04119923323489191
Haida Gwaii,2,2008,pacific_cod,PCOD5AB,15837.473808368562,7450265.52737244,0.0021257596457711922
Haida Gwaii,2,2008,pacific_cod,PCODHS,66466.04619163144,7450265.52737244,0.00892129897215525
Central Coast,3,2008,pacific_cod,PCOD5AB,20418.966715077768,22705959.03,8.992778806699788e-4
Central Coast,3,2008,pacific_cod,PCODHS,2620.8332849222347,22705959.03,1.1542491032682157e-4
North Vancouver Island,4,2008,pacific_cod,PCOD5AB,3969.904751013819,2432808.94,0.0016318193696763623
North Vancouver Island,4,2008,pacific_cod,PCODWCVANI,2850.055248986181,2432808.94,0.0011715080465735962
Aristazabal Island,8,2008,pacific_cod,PCOD5AB,16.82842916743745,27200.52,6.186804210889147e-4
Aristazabal Island,8,2008,pacific_cod,PCODHS,619.5715708325625,27200.52,0.02277793111427879
West Vancouver Island,5,2007,pacific_cod,PCODWCVANI,38883.14,30681373.5779273,0.0012673207052233538
Strait of Georgia,6,2007,pacific_cod,NA,1459.98,13407178.275038457,NA
North Coast,1,2007,pacific_cod,PCODHS,82107.32,2272795.24,0.036126140426094876
Haida Gwaii,2,2007,pacific_cod,PCOD5AB,25390.16400944765,8397989.8538013,0.003023362072526789
Haida Gwaii,2,2007,pacific_cod,PCODHS,106556.37599055235,8397989.8538013,0.012688319210378687
Central Coast,3,2007,pacific_cod,PCOD5AB,54322.420600237485,30044714.924770676,0.0018080524556899958
Central Coast,3,2007,pacific_cod,PCODHS,6972.43939976252,30044714.924770676,2.3206874877065387e-4
North Vancouver Island,4,2007,pacific_cod,PCOD5AB,5942.877490309393,9928354.334587734,5.985762886811961e-4
North Vancouver Island,4,2007,pacific_cod,PCODWCVANI,4266.482509690608,9928354.334587734,4.2972705907839357e-4
Aristazabal Island,8,2007,pacific_cod,PCOD5AB,8.358155077378424,27757.55,3.0111285316529826e-4
Aristazabal Island,8,2007,pacific_cod,PCODHS,307.72184492262153,27757.55,0.011086059285586139
West Vancouver Island,5,2015,halibut,PHALNPAC,250033.36,25031930.69394478,0.009988576712561889
Strait of Georgia,6,2015,halibut,PHALNPAC,0,0,0
North Coast,1,2015,halibut,PHALNPAC,394196.54,728413.965742319,0.5411710353442749
Haida Gwaii,2,2015,halibut,PHALNPAC,2290002.19,11900006.517350571,0.19243705343027392
Central Coast,3,2015,halibut,PHALNPAC,499046.55,7489814.761486887,0.06663002569384355
North Vancouver Island,4,2015,halibut,PHALNPAC,143060.29,14080445.392822538,0.010160210562154841
Aristazabal Island,8,2015,halibut,PHALNPAC,20401.06,28485.460000000003,0.7161920502600274
Pacific Offshore,7,2015,halibut,PHALNPAC,12083.53,3525191.056640329,0.0034277659865380936
West Vancouver Island,5,2014,halibut,PHALNPAC,178270.58,32062018.96479735,0.005560179482013689
Strait of Georgia,6,2014,halibut,PHALNPAC,0,0,0
North Coast,1,2014,halibut,PHALNPAC,325511,835639.5377615126,0.38953518268411474
Haida Gwaii,2,2014,halibut,PHALNPAC,2239611.23,10173143.454467628,0.22014938057483643
Central Coast,3,2014,halibut,PHALNPAC,610364.96,2313565.739100734,0.2638200201898064
North Vancouver Island,4,2014,halibut,PHALNPAC,121314.39,4692213.0761389965,0.025854407724344854
Aristazabal Island,8,2014,halibut,PHALNPAC,43026.37,43925.350000000006,0.9795339137878241
Pacific Offshore,7,2014,halibut,PHALNPAC,7880.29,7443349.461424717,0.0010587021395192762
West Vancouver Island,5,2013,halibut,PHALNPAC,256989.35,35427766.426492356,0.007253896475049221
Strait of Georgia,6,2013,halibut,PHALNPAC,0,0,0
North Coast,1,2013,halibut,PHALNPAC,428153.67,1183364.02,0.36181062020121246
Haida Gwaii,2,2013,halibut,PHALNPAC,2184970.32,6443468.015006261,0.33909849709991563
Central Coast,3,2013,halibut,PHALNPAC,574513.71,4688138.166383292,0.12254624108982137
North Vancouver Island,4,2013,halibut,PHALNPAC,162416.67,18249848.253834505,0.008899617560703519
Aristazabal Island,8,2013,halibut,PHALNPAC,27019.31,32967.89,0.8195644307233494
Pacific Offshore,7,2013,halibut,PHALNPAC,8915.75,9924771.960718708,8.983329828924715e-4
West Vancouver Island,5,2012,halibut,PHALNPAC,185911.82,31486315.389975484,0.005904527655820599
Strait of Georgia,6,2012,halibut,PHALNPAC,0,7.99,0
North Coast,1,2012,halibut,PHALNPAC,296805.08,1012947.5,0.29301131598626784
Haida Gwaii,2,2012,halibut,PHALNPAC,2166394.47,6389441.196061395,0.33905851912924995
Central Coast,3,2012,halibut,PHALNPAC,648801.66,6656683.4033447895,0.09746620361635287
North Vancouver Island,4,2012,halibut,PHALNPAC,225569.2,15909815.066224184,0.014177990068462404
Aristazabal Island,8,2012,halibut,PHALNPAC,28125.16,28531.95,0.9857426499065083
Pacific Offshore,7,2012,halibut,PHALNPAC,6954.42,5900517.581515194,0.001178611859709801
West Vancouver Island,5,2011,halibut,PHALNPAC,185911.82,38430000.49333815,0.004837674150751777
Strait of Georgia,6,2011,halibut,PHALNPAC,0,0,0
North Coast,1,2011,halibut,PHALNPAC,296805.08,1116084.9,0.26593414174853547
Haida Gwaii,2,2011,halibut,PHALNPAC,2166394.47,6944092.757467857,0.3119766030875961
Central Coast,3,2011,halibut,PHALNPAC,648801.66,9898788.07529295,0.06554354483246162
North Vancouver Island,4,2011,halibut,PHALNPAC,225569.2,12968920.78462711,0.017393058662782613
Aristazabal Island,8,2011,halibut,PHALNPAC,28125.16,30500.67,0.9221161371209223
Pacific Offshore,7,2011,halibut,PHALNPAC,6954.42,1307708.5958635071,0.0053180196429066465
West Vancouver Island,5,2010,halibut,PHALNPAC,268583.77,50293848.72181379,0.0053402906483772045
Strait of Georgia,6,2010,halibut,PHALNPAC,564.2,1168.38,0.48289084030880364
North Coast,1,2010,halibut,PHALNPAC,391459.93,1510411.17,0.2591744140769298
Haida Gwaii,2,2010,halibut,PHALNPAC,2373431.02,9271802.082339548,0.25598378814845385
Central Coast,3,2010,halibut,PHALNPAC,750404.56,8697299.17568458,0.08628018248445896
North Vancouver Island,4,2010,halibut,PHALNPAC,175089.05,2809721.113500238,0.06231545513849276
Aristazabal Island,8,2010,halibut,PHALNPAC,24964.63,50359.26,0.4957306759471843
Pacific Offshore,7,2010,halibut,PHALNPAC,5871.03,8853016.400050795,6.631671889782463e-4
West Vancouver Island,5,2009,halibut,PHALNPAC,268583.77,37598428.74554375,0.00714348388911952
Strait of Georgia,6,2009,halibut,PHALNPAC,564.2,564.2,1
North Coast,1,2009,halibut,PHALNPAC,391459.93,842187.1699999999,0.4648134570846051
Haida Gwaii,2,2009,halibut,PHALNPAC,2373431.02,7728132.262852078,0.30711573498925626
Central Coast,3,2009,halibut,PHALNPAC,750404.56,12261406.66,0.06120052786830904
North Vancouver Island,4,2009,halibut,PHALNPAC,175089.05,5620329.139967901,0.031152810741080544
Aristazabal Island,8,2009,halibut,PHALNPAC,24964.63,25609.350000000002,0.9748248198411907
Pacific Offshore,7,2009,halibut,PHALNPAC,5871.03,1363114.621520221,0.004307069931839116
West Vancouver Island,5,2008,halibut,PHALNPAC,268583.77,44525792.283606194,0.006032094123991343
Strait of Georgia,6,2008,halibut,PHALNPAC,564.2,629.88,0.8957261700641392
North Coast,1,2008,halibut,PHALNPAC,391459.93,3751913.03,0.10433608851535667
Haida Gwaii,2,2008,halibut,PHALNPAC,2373431.02,7450265.52737244,0.3185699907311977
Central Coast,3,2008,halibut,PHALNPAC,750404.56,22705959.03,0.033048793887478445
North Vancouver Island,4,2008,halibut,PHALNPAC,175089.05,2432808.94,0.07196991392180596
Aristazabal Island,8,2008,halibut,PHALNPAC,24964.63,27200.52,0.917799733240394
Pacific Offshore,7,2008,halibut,PHALNPAC,5871.03,1109404.8105741723,0.005292053850894561
West Vancouver Island,5,2007,halibut,PHALNPAC,268583.77,30681373.5779273,0.00875396824453856
Strait of Georgia,6,2007,halibut,PHALNPAC,564.2,1033.7,0.545806326787269
North Coast,1,2007,halibut,PHALNPAC,391459.93,2272795.24,0.1722372183426431
Haida Gwaii,2,2007,halibut,PHALNPAC,2373431.02,8397989.8538013,0.2826189434993995
Central Coast,3,2007,halibut,PHALNPAC,750404.56,30044714.924770676,0.0249762582829941
North Vancouver Island,4,2007,halibut,PHALNPAC,175089.05,9928354.334587734,0.01763525395039906
Aristazabal Island,8,2007,halibut,PHALNPAC,24964.63,27757.55,0.899381609688175
Pacific Offshore,7,2007,halibut,PHALNPAC,5871.03,1981902.384389407,0.0029623204685778567
West Vancouver Island,5,2015,herring,"alternative assessment method, excluded from scoring",0,32733550.720067725,NA
Strait of Georgia,6,2015,herring,"alternative assessment method, excluded from scoring",10367717.490999999,22049646.478037514,NA
North Coast,1,2015,herring,"alternative assessment method, excluded from scoring",1091341.1874799998,6183163.396933077,NA
Haida Gwaii,2,2015,herring,"alternative assessment method, excluded from scoring",0,13542664.750681318,NA
Central Coast,3,2015,herring,"alternative assessment method, excluded from scoring",0,4916529.47,NA
North Vancouver Island,4,2015,herring,"alternative assessment method, excluded from scoring",0,5466401.905034657,NA
Aristazabal Island,8,2015,herring,"alternative assessment method, excluded from scoring",0,130331.65999999999,NA
Pacific Offshore,7,2015,herring,"alternative assessment method, excluded from scoring",0,41301.17,NA
West Vancouver Island,5,2014,herring,"alternative assessment method, excluded from scoring",0,22189020.67017055,NA
Strait of Georgia,6,2014,herring,"alternative assessment method, excluded from scoring",9386816.05721,18466806.54062311,NA
North Coast,1,2014,herring,"alternative assessment method, excluded from scoring",1359403.8143200001,8738613.755689513,NA
Haida Gwaii,2,2014,herring,"alternative assessment method, excluded from scoring",0,9029312.29,NA
Central Coast,3,2014,herring,"alternative assessment method, excluded from scoring",0,4845805.251217306,NA
North Vancouver Island,4,2014,herring,"alternative assessment method, excluded from scoring",0,5490220.951330182,NA
Aristazabal Island,8,2014,herring,"alternative assessment method, excluded from scoring",545008.113384,1330071.9520534652,NA
Pacific Offshore,7,2014,herring,"alternative assessment method, excluded from scoring",0,9361.24,NA
West Vancouver Island,5,2013,herring,"alternative assessment method, excluded from scoring",0,17316756.11883684,NA
Strait of Georgia,6,2013,herring,"alternative assessment method, excluded from scoring",7591816.08438,16316571.310460353,NA
North Coast,1,2013,herring,"alternative assessment method, excluded from scoring",976023.37265,4330308.408733,NA
Haida Gwaii,2,2013,herring,"alternative assessment method, excluded from scoring",0,6216991.811604084,NA
Central Coast,3,2013,herring,"alternative assessment method, excluded from scoring",0,9412649.495147534,NA
North Vancouver Island,4,2013,herring,"alternative assessment method, excluded from scoring",0,4996359.600110408,NA
Aristazabal Island,8,2013,herring,"alternative assessment method, excluded from scoring",0,679871.7443152436,NA
Pacific Offshore,7,2013,herring,"alternative assessment method, excluded from scoring",0,30041.54,NA
West Vancouver Island,5,2012,herring,"alternative assessment method, excluded from scoring",0,15713811.249980953,NA
Strait of Georgia,6,2012,herring,"alternative assessment method, excluded from scoring",4463907.093640001,11768691.668615397,NA
North Coast,1,2012,herring,"alternative assessment method, excluded from scoring",793271.102905,3888577.477974049,NA
Haida Gwaii,2,2012,herring,"alternative assessment method, excluded from scoring",0,10845063.119959434,NA
Central Coast,3,2012,herring,"alternative assessment method, excluded from scoring",0,5370408.079975308,NA
North Vancouver Island,4,2012,herring,"alternative assessment method, excluded from scoring",0,5365299.907356744,NA
Aristazabal Island,8,2012,herring,"alternative assessment method, excluded from scoring",0,85526.64,NA
Pacific Offshore,7,2012,herring,"alternative assessment method, excluded from scoring",0,14818.8,NA
West Vancouver Island,5,2011,herring,"alternative assessment method, excluded from scoring",0,15620818.084793031,NA
Strait of Georgia,6,2011,herring,"alternative assessment method, excluded from scoring",1375867.2266000002,7693390.250764271,NA
North Coast,1,2011,herring,"alternative assessment method, excluded from scoring",472099.623203,8595484.047202013,NA
Haida Gwaii,2,2011,herring,"alternative assessment method, excluded from scoring",0,7319205.81,NA
Central Coast,3,2011,herring,"alternative assessment method, excluded from scoring",0,5212590.872784705,NA
North Vancouver Island,4,2011,herring,"alternative assessment method, excluded from scoring",0,6452203.007632233,NA
Aristazabal Island,8,2011,herring,"alternative assessment method, excluded from scoring",0,993976.140166846,NA
Pacific Offshore,7,2011,herring,"alternative assessment method, excluded from scoring",0,6367.5,NA
West Vancouver Island,5,2010,herring,"alternative assessment method, excluded from scoring",0,10583536.314029172,NA
Strait of Georgia,6,2010,herring,"alternative assessment method, excluded from scoring",1019501.3748400001,7877646.3494489,NA
North Coast,1,2010,herring,"alternative assessment method, excluded from scoring",826832.054138,3841450.283543457,NA
Haida Gwaii,2,2010,herring,"alternative assessment method, excluded from scoring",0,9241521.132846788,NA
Central Coast,3,2010,herring,"alternative assessment method, excluded from scoring",0,9532951.747544048,NA
North Vancouver Island,4,2010,herring,"alternative assessment method, excluded from scoring",0,5870856.955335896,NA
Aristazabal Island,8,2010,herring,"alternative assessment method, excluded from scoring",0,588791.5203010635,NA
Pacific Offshore,7,2010,herring,"alternative assessment method, excluded from scoring",0,34715.009999999995,NA
West Vancouver Island,5,2009,herring,"alternative assessment method, excluded from scoring",0,14065268.216425687,NA
Strait of Georgia,6,2009,herring,"alternative assessment method, excluded from scoring",9385237.08946,18583680.768107597,NA
North Coast,1,2009,herring,"alternative assessment method, excluded from scoring",1004910.89106,5081576.212980492,NA
Haida Gwaii,2,2009,herring,"alternative assessment method, excluded from scoring",0,14117849.720231751,NA
Central Coast,3,2009,herring,"alternative assessment method, excluded from scoring",0,5085115.877180197,NA
North Vancouver Island,4,2009,herring,"alternative assessment method, excluded from scoring",0,6671595.270052206,NA
Aristazabal Island,8,2009,herring,"alternative assessment method, excluded from scoring",0,454057.20029877074,NA
Pacific Offshore,7,2009,herring,"alternative assessment method, excluded from scoring",0,9615.72,NA
West Vancouver Island,5,2008,herring,"alternative assessment method, excluded from scoring",0,14536209.030206352,NA
Strait of Georgia,6,2008,herring,"alternative assessment method, excluded from scoring",4203521.6596099995,12173825.160480563,NA
Haida Gwaii,2,2008,herring,"alternative assessment method, excluded from scoring",0,11240284.73,NA
Central Coast,3,2008,herring,"alternative assessment method, excluded from scoring",0,4152124.140710771,NA
North Vancouver Island,4,2008,herring,"alternative assessment method, excluded from scoring",0,4130771.8948168396,NA
Aristazabal Island,8,2008,herring,"alternative assessment method, excluded from scoring",0,1142380.2229039313,NA
Pacific Offshore,7,2008,herring,"alternative assessment method, excluded from scoring",0,12437.29,NA
West Vancouver Island,5,2007,herring,"alternative assessment method, excluded from scoring",0,9911612.701645885,NA
Strait of Georgia,6,2007,herring,"alternative assessment method, excluded from scoring",4798357.2704799995,13407178.275038457,NA
North Coast,1,2007,herring,"alternative assessment method, excluded from scoring",174474.063873,4634037.613483222,NA
Haida Gwaii,2,2007,herring,"alternative assessment method, excluded from scoring",0,11755290.6,NA
North Vancouver Island,4,2007,herring,"alternative assessment method, excluded from scoring",0,4732867.0501448,NA
Aristazabal Island,8,2007,herring,"alternative assessment method, excluded from scoring",0,187168.9044411718,NA
Pacific Offshore,7,2007,herring,"alternative assessment method, excluded from scoring",0,9217.08,NA
West Vancouver Island,5,2015,geoduck,"alternative assessment method, excluded from scoring",1065331.840067726,32733550.720067725,NA
Strait of Georgia,6,2015,geoduck,"alternative assessment method, excluded from scoring",792633.0270375139,22049646.478037514,NA
North Coast,1,2015,geoduck,"alternative assessment method, excluded from scoring",1497801.9894530769,6183163.396933077,NA
Haida Gwaii,2,2015,geoduck,"alternative assessment method, excluded from scoring",3331059.6306813173,13542664.750681318,NA
Central Coast,3,2015,geoduck,"alternative assessment method, excluded from scoring",0,4916529.47,NA
North Vancouver Island,4,2015,geoduck,"alternative assessment method, excluded from scoring",40267.4650346567,5466401.905034657,NA
Aristazabal Island,8,2015,geoduck,"alternative assessment method, excluded from scoring",0,130331.65999999999,NA
Pacific Offshore,7,2015,geoduck,"alternative assessment method, excluded from scoring",0,41301.17,NA
West Vancouver Island,5,2014,geoduck,"alternative assessment method, excluded from scoring",1119598.6701705498,22189020.67017055,NA
Strait of Georgia,6,2014,geoduck,"alternative assessment method, excluded from scoring",745577.5234131113,18466806.54062311,NA
North Coast,1,2014,geoduck,"alternative assessment method, excluded from scoring",4561332.651369513,8738613.755689513,NA
Haida Gwaii,2,2014,geoduck,"alternative assessment method, excluded from scoring",0,9029312.29,NA
Central Coast,3,2014,geoduck,"alternative assessment method, excluded from scoring",6303.02121730542,4845805.251217306,NA
North Vancouver Island,4,2014,geoduck,"alternative assessment method, excluded from scoring",115189.42133018219,5490220.951330182,NA
Aristazabal Island,8,2014,geoduck,"alternative assessment method, excluded from scoring",700876.5586694651,1330071.9520534652,NA
West Vancouver Island,5,2013,geoduck,"alternative assessment method, excluded from scoring",1165069.04883684,17316756.11883684,NA
Strait of Georgia,6,2013,geoduck,"alternative assessment method, excluded from scoring",500169.75608035416,16316571.310460353,NA
North Coast,1,2013,geoduck,"alternative assessment method, excluded from scoring",317174.9060829997,4330308.408733,NA
Haida Gwaii,2,2013,geoduck,"alternative assessment method, excluded from scoring",2455.951604084728,6216991.811604084,NA
Central Coast,3,2013,geoduck,"alternative assessment method, excluded from scoring",4524153.865147534,9412649.495147534,NA
North Vancouver Island,4,2013,geoduck,"alternative assessment method, excluded from scoring",321348.2601104076,4996359.600110408,NA
Aristazabal Island,8,2013,geoduck,"alternative assessment method, excluded from scoring",594333.6743152436,679871.7443152436,NA
Pacific Offshore,7,2013,geoduck,"alternative assessment method, excluded from scoring",0,30041.54,NA
West Vancouver Island,5,2012,geoduck,"alternative assessment method, excluded from scoring",1067562.919980952,15713811.249980953,NA
Strait of Georgia,6,2012,geoduck,"alternative assessment method, excluded from scoring",889352.1049753964,11768691.668615397,NA
North Coast,1,2012,geoduck,"alternative assessment method, excluded from scoring",286334.4150690488,3888577.477974049,NA
Haida Gwaii,2,2012,geoduck,"alternative assessment method, excluded from scoring",4597587.699959435,10845063.119959434,NA
Central Coast,3,2012,geoduck,"alternative assessment method, excluded from scoring",124618.59997530821,5370408.079975308,NA
North Vancouver Island,4,2012,geoduck,"alternative assessment method, excluded from scoring",127921.12735674351,5365299.907356744,NA
Aristazabal Island,8,2012,geoduck,"alternative assessment method, excluded from scoring",0,85526.64,NA
Pacific Offshore,7,2012,geoduck,"alternative assessment method, excluded from scoring",0,14818.8,NA
West Vancouver Island,5,2011,geoduck,"alternative assessment method, excluded from scoring",1170463.76479303,15620818.084793031,NA
Strait of Georgia,6,2011,geoduck,"alternative assessment method, excluded from scoring",745573.1141642709,7693390.250764271,NA
North Coast,1,2011,geoduck,"alternative assessment method, excluded from scoring",4634984.743999013,8595484.047202013,NA
Haida Gwaii,2,2011,geoduck,"alternative assessment method, excluded from scoring",0,7319205.81,NA
Central Coast,3,2011,geoduck,"alternative assessment method, excluded from scoring",4620.892784705197,5212590.872784705,NA
North Vancouver Island,4,2011,geoduck,"alternative assessment method, excluded from scoring",155390.74763223337,6452203.007632233,NA
Aristazabal Island,8,2011,geoduck,"alternative assessment method, excluded from scoring",875791.4601668459,993976.140166846,NA
Pacific Offshore,7,2011,geoduck,"alternative assessment method, excluded from scoring",0,6367.5,NA
West Vancouver Island,5,2010,geoduck,"alternative assessment method, excluded from scoring",1173843.4540291715,10583536.314029172,NA
Strait of Georgia,6,2010,geoduck,"alternative assessment method, excluded from scoring",781905.3246088997,7877646.3494489,NA
North Coast,1,2010,geoduck,"alternative assessment method, excluded from scoring",166709.2894054569,3841450.283543457,NA
Haida Gwaii,2,2010,geoduck,"alternative assessment method, excluded from scoring",2008.4128467874214,9241521.132846788,NA
Central Coast,3,2010,geoduck,"alternative assessment method, excluded from scoring",4921885.747544048,9532951.747544048,NA
North Vancouver Island,4,2010,geoduck,"alternative assessment method, excluded from scoring",369920.5453358966,5870856.955335896,NA
Aristazabal Island,8,2010,geoduck,"alternative assessment method, excluded from scoring",425186.07030106353,588791.5203010635,NA
Pacific Offshore,7,2010,geoduck,"alternative assessment method, excluded from scoring",0,34715.009999999995,NA
West Vancouver Island,5,2009,geoduck,"alternative assessment method, excluded from scoring",1196575.3364256865,14065268.216425687,NA
Strait of Georgia,6,2009,geoduck,"alternative assessment method, excluded from scoring",796967.3186475952,18583680.768107597,NA
North Coast,1,2009,geoduck,"alternative assessment method, excluded from scoring",741271.8919204924,5081576.212980492,NA
Haida Gwaii,2,2009,geoduck,"alternative assessment method, excluded from scoring",4469651.14023175,14117849.720231751,NA
Central Coast,3,2009,geoduck,"alternative assessment method, excluded from scoring",6444.117180197181,5085115.877180197,NA
North Vancouver Island,4,2009,geoduck,"alternative assessment method, excluded from scoring",97234.96005220551,6671595.270052206,NA
Aristazabal Island,8,2009,geoduck,"alternative assessment method, excluded from scoring",292114.94029877073,454057.20029877074,NA
Pacific Offshore,7,2009,geoduck,"alternative assessment method, excluded from scoring",0,9615.72,NA
West Vancouver Island,5,2008,geoduck,"alternative assessment method, excluded from scoring",1226401.7002063529,14536209.030206352,NA
Strait of Georgia,6,2008,geoduck,"alternative assessment method, excluded from scoring",699161.3608705621,12173825.160480563,NA
North Coast,1,2008,geoduck,"alternative assessment method, excluded from scoring",4462741.847298894,9152255.537298894,NA
Haida Gwaii,2,2008,geoduck,"alternative assessment method, excluded from scoring",0,11240284.73,NA
Central Coast,3,2008,geoduck,"alternative assessment method, excluded from scoring",2050.300710770913,4152124.140710771,NA
North Vancouver Island,4,2008,geoduck,"alternative assessment method, excluded from scoring",148510.1148168398,4130771.8948168396,NA
Aristazabal Island,8,2008,geoduck,"alternative assessment method, excluded from scoring",1049319.6529039312,1142380.2229039313,NA
Pacific Offshore,7,2008,geoduck,"alternative assessment method, excluded from scoring",0,12437.29,NA
West Vancouver Island,5,2007,geoduck,"alternative assessment method, excluded from scoring",1236137.3216458843,9911612.701645885,NA
Strait of Georgia,6,2007,geoduck,"alternative assessment method, excluded from scoring",479340.46455845784,13407178.275038457,NA
North Coast,1,2007,geoduck,"alternative assessment method, excluded from scoring",2907.8996102224023,4634037.613483222,NA
Haida Gwaii,2,2007,geoduck,"alternative assessment method, excluded from scoring",0,11755290.6,NA
Central Coast,3,2007,geoduck,"alternative assessment method, excluded from scoring",5279971.8689923985,9862748.438992398,NA
North Vancouver Island,4,2007,geoduck,"alternative assessment method, excluded from scoring",442415.2101447997,4732867.0501448,NA
Aristazabal Island,8,2007,geoduck,"alternative assessment method, excluded from scoring",133778.8144411718,187168.9044411718,NA
Pacific Offshore,7,2007,geoduck,"alternative assessment method, excluded from scoring",0,9217.08,NA
West Vancouver Island,5,2015,lingcod,LINGCODSOG,718578.76,25031930.69394478,0.028706485679661303
Strait of Georgia,6,2015,lingcod,LINGCODSOG,0,0,0
North Coast,1,2015,lingcod,NA,54641.55,6183163.396933077,NA
Haida Gwaii,2,2015,lingcod,NA,225834.74,13542664.750681318,NA
Central Coast,3,2015,lingcod,NA,491346.93,4916529.47,NA
North Vancouver Island,4,2015,lingcod,LINGCODSOG,207748.39,14080445.392822538,0.01475439051849163
Aristazabal Island,8,2015,lingcod,NA,7655.87,130331.65999999999,NA
Pacific Offshore,7,2015,lingcod,NA,3578.17,41301.17,NA
West Vancouver Island,5,2014,lingcod,LINGCODSOG,527508.76,32062018.96479735,0.01645276177333626
Strait of Georgia,6,2014,lingcod,LINGCODSOG,0,0,0
North Coast,1,2014,lingcod,NA,68154.83,8738613.755689513,NA
Haida Gwaii,2,2014,lingcod,NA,181758.73,9029312.29,NA
Central Coast,3,2014,lingcod,NA,459019.02,4845805.251217306,NA
North Vancouver Island,4,2014,lingcod,LINGCODSOG,152806.92,4692213.0761389965,0.03256606584578587
Aristazabal Island,8,2014,lingcod,NA,6417.39,1330071.9520534652,NA
Pacific Offshore,7,2014,lingcod,NA,857.37,9361.24,NA
West Vancouver Island,5,2013,lingcod,LINGCODSOG,550790.88,35427766.426492356,0.015546870027576076
Strait of Georgia,6,2013,lingcod,LINGCODSOG,0,0,0
North Coast,1,2013,lingcod,NA,66633.8,4330308.408733,NA
Haida Gwaii,2,2013,lingcod,NA,183396.15,6216991.811604084,NA
Central Coast,3,2013,lingcod,NA,492513.74,9412649.495147534,NA
North Vancouver Island,4,2013,lingcod,LINGCODSOG,231639.17,18249848.253834505,0.012692662797967645
Aristazabal Island,8,2013,lingcod,NA,4996.91,679871.7443152436,NA
Pacific Offshore,7,2013,lingcod,NA,1664.51,30041.54,NA
