year,rgn_id,chem_pressure
2002,1,0.1147272300118595
2002,2,0.082096476802065
2002,3,0.10803439522195049
2002,4,0.13814250517578994
2002,5,0.19288424971166837
2002,6,0.3574750822939
2002,7,0.11820503359652355
2002,8,0.09764417293072729
2003,1,0.11472345712324518
2003,2,0.08209474186097045
2003,3,0.1080226186571681
2003,4,0.1380718260726806
2003,5,0.19277904536794552
2003,6,0.3570156880212161
2003,7,0.11820503359652355
2003,8,0.09764406380231122
2004,1,0.11474103498551395
2004,2,0.08209298988172083
2004,3,0.10802519614923362
2004,4,0.13808189361370896
2004,5,0.1927727137347587
2004,6,0.3570029970172907
2004,7,0.11820503359652355
2004,8,0.0976449779780264
2005,1,0.11474835048208341
2005,2,0.08209518935578519
2005,3,0.10802013499250569
2005,4,0.13810617290961844
2005,5,0.19279510691593
2005,6,0.3570002008583019
2005,7,0.11820503359652355
2005,8,0.09764490807255749
2006,1,0.11473931262333464
2006,2,0.08210784308208534
2006,3,0.10802115160301938
2006,4,0.13807767852205727
2006,5,0.19277027839581615
2006,6,0.3569483687916998
2006,7,0.11820503359652355
2006,8,0.09764437437089815
2007,1,0.11482256713288445
2007,2,0.08210050786984384
2007,3,0.10801135542960473
2007,4,0.13812634070508795
2007,5,0.1929646945817944
2007,6,0.35681665043078054
2007,7,0.11820503359652355
2007,8,0.09764505976731175
2008,1,0.11473128582417946
2008,2,0.08219966218244672
2008,3,0.1080319302888867
2008,4,0.1380823543458774
2008,5,0.19279864179545028
2008,6,0.35723773651798024
2008,7,0.11820503359652355
2008,8,0.09764808139463792
2009,1,0.11470554324670885
2009,2,0.08211663730179175
2009,3,0.10801818508800712
2009,4,0.13805018470661443
2009,5,0.1928316025279008
2009,6,0.356520461655062
2009,7,0.11820503359652355
2009,8,0.0976459219518094
2010,1,0.11495270621318332
2010,2,0.08209545466334874
2010,3,0.10804864950190976
2010,4,0.13812075064864435
2010,5,0.19300804276994124
2010,6,0.3580358458812771
2010,7,0.11820503359652355
2010,8,0.09765602889077993
2011,1,0.11472040773403346
2011,2,0.08208729584300681
2011,3,0.10800466530146788
2011,4,0.1380667000015308
2011,5,0.19308067673810234
2011,6,0.3562942572481339
2011,7,0.11820503359652355
2011,8,0.09764385642951821
2012,1,0.11475450012932527
2012,2,0.08209791540829245
2012,3,0.10803743928764754
2012,4,0.13805187844196182
2012,5,0.1928241662490666
2012,6,0.35645539479681254
2012,7,0.11820503359652355
2012,8,0.09764717904343453
2013,1,0.11475088689254444
2013,2,0.08208717641944965
2013,3,0.10801079672856853
2013,4,0.13805413286677481
2013,5,0.19280725626156694
2013,6,0.35611228136160333
2013,7,0.11820503359652355
2013,8,0.09764255259879462
