rgn_id,year,visits_wt,name
5,2011,1863,Carmanah Walbran Park
6,2011,10739,Cowichan River Park
6,2011,6249,Dionisio Point Park
5,2011,1830,Discovery Island Marine Park
6,2011,36309,Drumbeg Park
4,2011,131249,Elk Falls Park
6,2011,152327,Englishman River Falls Park
6,2011,41399,Fillongley Park
5,2011,129060,French Beach Park
6,2011,13241,Gabriola Sands Park
6,2011,540973,Goldstream Park
6,2011,34042,Gowlland Tod Park
6,2011,51202,Helliwell Park
6,2011,15182,Hemer Park
6,2011,9177,"Horne Lake
Caves Park"
6,2011,6285,Jedediah Island Marine Park
6,2011,35438,John Dean Park
5,2011,300596,Juan De Fuca Park
5,2011,39423,"Kennedy Lake
Park"
6,2011,259177,Little Qualicum Falls Park
4,2011,12970,Loveland Bay Park
6,2011,540782,Macmillan Park
6,2011,26211,Mansons Landing Park
5,2011,25197,Maquinna Marine Park
6,2011,112474,Miracle Beach Park
6,2011,1814,Mitlenatch Island Nature Park
6,2011,87982,Montague Harbour Marine Park
4,2011,10884,Morton Lake Park
6,2011,38742,Mount Maxwell Park
6,2011,44901,Newcastle Island Marine Park
6,2011,32963,Petroglyph Park
6,2011,7578,Pirates Cove Marine Park
6,2011,429796,Rathtrevor Beach Park
6,2011,28224,Roberts Memorial Park
6,2011,36054,Rosewall Creek Park
6,2011,98178,Ruckle Park
6,2011,4970,Sandwell Park
6,2011,12323,Smelt Bay Park
5,2011,164528,Sooke Potholes Park
6,2011,48552,Spider Lake Park
5,2011,183799,Sproat Lake Park
6,2011,2115,Squitty Bay Park
5,2011,46341,Stamp River Park
5,2011,34051,Strathcona Park
5,2011,5406,Taylor Arm Park
6,2011,58342,Tribune Bay Park
6,2011,480,Wakes Cove Park
6,2011,9533,Wallace Island Marine Park
1,2012,9750,Diana Lake Park
1,2012,1213,"Kitimat River
Park"
6,2012,750548,Mount Seymour Park
2,2012,128904,Naikoon Park
1,2012,21834,Prudhomme Lake Park
2,2012,27792,Pure Lake Park
1,2012,3566,"Weewanie Hot
Springs Park"
6,2012,310076,Alice Lake Park
6,2012,40285,"Desolation Sound Marine
Park"
6,2012,18941,"Francis Point
Park"
6,2012,1586,Garibaldi Park
6,2012,28003,Inland Lake Park
6,2012,103480,Murrin Park
6,2012,109174,Peace Arch Park
6,2012,10186,Plumper Cove Marine Park
6,2012,123708,Porpoise Bay Park
6,2012,398662,Porteau Cove Park
6,2012,19803,Princess Louisa Marine Park
6,2012,46673,Roberts Creek Park
6,2012,65692,Saltery Bay Park
6,2012,64411,Sargeant Bay Park
6,2012,219615,Shannon Falls Park
6,2012,26051,Skookumchuck Narrows Park
6,2012,16581,Smuggler Cove Marine Park
6,2012,202463,"Stawamus Chief
Park"
6,2012,1778,"Tetrahedron
Park"
6,2012,91072,Bamberton Park
6,2012,2426,Bellhouse Park
6,2012,1569,Bodega Ridge Park
6,2012,7817,Burgoyne Bay Park
4,2012,9125,Cape Scott Park
5,2012,1591,Carmanah Walbran Park
6,2012,10188,Cowichan River Park
6,2012,6418,Dionisio Point Park
5,2012,1381,Discovery Island Marine Park
6,2012,36589,Drumbeg Park
4,2012,128418,Elk Falls Park
6,2012,155683,Englishman River Falls Park
6,2012,40686,Fillongley Park
5,2012,140579,French Beach Park
6,2012,16616,Gabriola Sands Park
6,2012,554689,Goldstream Park
6,2012,31942,Gowlland Tod Park
6,2012,52117,Helliwell Park
6,2012,14694,Hemer Park
6,2012,10389,"Horne Lake
Caves Park"
6,2012,6391,Jedediah Island Marine Park
6,2012,35400,John Dean Park
5,2012,315075,Juan De Fuca Park
5,2012,13129,"Kennedy Lake
Park"
6,2012,238977,Little Qualicum Falls Park
4,2012,11195,Loveland Bay Park
6,2012,499608,Macmillan Park
6,2012,24412,Mansons Landing Park
5,2012,26540,Maquinna Marine Park
6,2012,113668,Miracle Beach Park
6,2012,605,Mitlenatch Island Nature Park
6,2012,93973,Montague Harbour Marine Park
4,2012,9768,Morton Lake Park
6,2012,36754,Mount Maxwell Park
6,2012,37238,Newcastle Island Marine Park
6,2012,37191,Petroglyph Park
6,2012,8155,Pirates Cove Marine Park
6,2012,464716,Rathtrevor Beach Park
6,2012,29661,Roberts Memorial Park
6,2012,34438,Rosewall Creek Park
6,2012,103287,Ruckle Park
6,2012,5739,Sandwell Park
6,2012,13476,Smelt Bay Park
5,2012,156692,Sooke Potholes Park
6,2012,50117,Spider Lake Park
5,2012,188353,Sproat Lake Park
6,2012,2483,Squitty Bay Park
5,2012,46449,Stamp River Park
5,2012,31695,Strathcona Park
5,2012,7526,Taylor Arm Park
6,2012,58487,Tribune Bay Park
6,2012,439,Wakes Cove Park
6,2012,7051,Wallace Island Marine Park
1,2013,7592,Diana Lake Park
1,2013,319,"Kitimat River
Park"
1,2013,12075,Prudhomme Lake Park
1,2013,1424,Weewanie Hot Springs Park
6,2013,396960,Alice Lake Park
6,2013,25562,"Desolation Sound Marine
Park"
6,2013,14498,"Francis Point
Park"
6,2013,1735,Garibaldi Park
6,2013,63043,Inland Lake Park
6,2013,787936,Mount Seymour Park
6,2013,190967,Murrin Park
6,2013,169257,Peace Arch Park
6,2013,11003,Plumper Cove Marine Park
6,2013,186400,Porpoise Bay Park
6,2013,547899,Porteau Cove Park
6,2013,17610,"Princess Louisa Marine
Park"
6,2013,53562,Roberts Creek Park
6,2013,65504,Saltery Bay Park
6,2013,92129,Sargeant Bay Park
6,2013,393322,Shannon Falls Park
6,2013,36055,Skookumchuck Narrows Park
6,2013,11181,Smuggler Cove Marine Park
6,2013,268956,Stawamus Chief Park
6,2013,830,"Tetrahedron
Park"
6,2013,90380,Bamberton Park
6,2013,223,Bellhouse Park
6,2013,145,Bodega Ridge Park
6,2013,2638,Burgoyne Bay Park
4,2013,8831,"Cape Scott
Park"
5,2013,1124,Carmanah Walbran Park
6,2013,5615,Cowichan River Park
6,2013,2243,Dionisio Point Park
5,2013,345,"Discovery
Island Marine Park"
6,2013,46848,Drumbeg Park
4,2013,142933,Elk Falls Park
6,2013,166659,"Englishman River Falls
Park"
6,2013,33511,Fillongley Park
5,2013,139896,French Beach Park
6,2013,27345,Gabriola Sands Park
6,2013,528821,Goldstream Park
6,2013,42212,Gowlland Tod Park
6,2013,58468,Helliwell Park
6,2013,7718,Hemer Park
6,2013,92432,"Horne Lake
Caves Park"
6,2013,1629,Jedediah Island Marine Park
6,2013,38427,John Dean Park
5,2013,293642,Juan De Fuca Park
6,2013,239303,Little Qualicum Falls Park
4,2013,10096,Loveland Bay Park
6,2013,455029,Macmillan Park
6,2013,26993,Mansons Landing Park
5,2013,25601,Maquinna Marine Park
6,2013,117869,Miracle Beach Park
6,2013,102155,Montague Harbour Marine Park
4,2013,9368,Morton Lake Park
6,2013,28521,Mount Maxwell Park
2,2013,132543,Naikoon Park
6,2013,30542,"Newcastle
Island Marine Park"
6,2013,41297,Petroglyph Park
6,2013,6030,Pirates Cove Marine Park
2,2013,22726,Pure Lake Park
6,2013,554315,Rathtrevor Beach Park
6,2013,18890,Roberts Memorial Park
6,2013,45395,Rosewall Creek Park
6,2013,99207,Ruckle Park
6,2013,5690,Sandwell Park
6,2013,15868,Smelt Bay Park
5,2013,179326,Sooke Potholes Park
6,2013,52861,Spider Lake Park
5,2013,187424,Sproat Lake Park
6,2013,1238,"Squitty Bay
Park"
5,2013,43261,Stamp River Park
5,2013,49055,Strathcona Park
5,2013,18776,Taylor Arm Park
6,2013,59288,Tribune Bay Park
6,2013,99,Wakes Cove Park
6,2013,7722,Wallace Island Marine Park
1,2014,12275,Diana Lake Park
1,2014,375,"Kitimat River
Park"
1,2014,17705,Prudhomme Lake Park
1,2014,1463,Weewanie Hot Springs Park
6,2014,413954,Alice Lake Park
6,2014,46739,"Desolation Sound Marine
Park"
6,2014,32325,"Francis Point
Park"
6,2014,1926,Garibaldi Park
6,2014,50276,Inland Lake Park
6,2014,688748,Mount Seymour Park
6,2014,181479,Murrin Park
6,2014,1270,"Okeover Arm
Park"
6,2014,192589,Peace Arch Park
6,2014,14667,Plumper Cove Marine Park
6,2014,247654,Porpoise Bay Park
6,2014,527884,Porteau Cove Park
6,2014,9475,"Princess Louisa Marine
Park"
6,2014,59431,Roberts Creek Park
6,2014,82177,Saltery Bay Park
6,2014,72903,Sargeant Bay Park
6,2014,427979,Shannon Falls Park
6,2014,32041,Skookumchuck Narrows Park
6,2014,29295,Smuggler Cove Marine Park
6,2014,332058,Stawamus Chief Park
6,2014,763,"Tetrahedron
Park"
6,2014,77706,Bamberton Park
6,2014,250,Bellhouse Park
6,2014,121,Bodega Ridge Park
6,2014,59633,Burgoyne Bay Park
4,2014,9848,"Cape Scott
Park"
5,2014,1410,Carmanah Walbran Park
6,2014,9108,Cowichan River Park
6,2014,2181,Dionisio Point Park
5,2014,514,"Discovery
Island Marine Park"
6,2014,41990,Drumbeg Park
4,2014,194527,Elk Falls Park
6,2014,159054,"Englishman River Falls
Park"
6,2014,41544,Fillongley Park
5,2014,129433,French Beach Park
6,2014,22064,Gabriola Sands Park
6,2014,534479,Goldstream Park
6,2014,40762,Gowlland Tod Park
6,2014,65289,Helliwell Park
6,2014,9978,Hemer Park
6,2014,73059,"Horne Lake
Caves Park"
6,2014,1566,Jedediah Island Marine Park
6,2014,39792,John Dean Park
5,2014,324302,Juan De Fuca Park
6,2014,245551,Little Qualicum Falls Park
4,2014,11999,Loveland Bay Park
6,2014,537569,Macmillan Park
6,2014,32088,Mansons Landing Park
5,2014,23442,Maquinna Marine Park
6,2014,126202,Miracle Beach Park
6,2014,91164,Montague Harbour Marine Park
4,2014,9761,Morton Lake Park
6,2014,32070,Mount Maxwell Park
2,2014,142108,Naikoon Park
6,2014,24748,"Newcastle
Island Marine Park"
6,2014,38441,Petroglyph Park
6,2014,7696,Pirates Cove Marine Park
2,2014,26921,Pure Lake Park
6,2014,489203,Rathtrevor Beach Park
6,2014,26789,Roberts Memorial Park
6,2014,54331,Rosewall Creek Park
6,2014,98663,Ruckle Park
6,2014,5520,Sandwell Park
6,2014,15033,Smelt Bay Park
5,2014,205219,Sooke Potholes Park
6,2014,57545,Spider Lake Park
5,2014,188317,Sproat Lake Park
6,2014,1421,"Squitty Bay
Park"
5,2014,38299,Stamp River Park
5,2014,37723,Strathcona Park
5,2014,6189,Taylor Arm Park
6,2014,60497,Tribune Bay Park
6,2014,54,Wakes Cove Park
6,2014,7351,Wallace Island Marine Park
