rgn_id,year,prs_benthic
3,2011,0.16114927577768468
4,2011,1
5,2011,0.5389177451002006
6,2011,0.13842126149165543
8,2011,5.317577548005908e-4
3,2012,0.11763508452942309
4,2012,0.7763172439645829
5,2012,0.5177137896891811
6,2012,0.28550273421250133
8,2012,3.8810771908831033e-4
3,2013,0.07783030701198504
4,2013,0.7727907330976852
5,2013,0.3190330485534728
6,2013,0.10325694980510207
8,2013,2.5668161783740415e-4
3,2014,0.055792630085626245
4,2014,0.32004423962606326
5,2014,0.14945133470713368
6,2014,0.040380038742390024
8,2014,1.8407687704562745e-4
3,2015,0.06699154716014932
4,2015,0.7380296904206763
5,2015,0.519800625802226
6,2015,0.08958791495156312
8,2015,2.21021761032375e-4
3,2016,0.04689408301210453
4,2016,0.5166207832944735
5,2016,0.36386043806155816
6,2016,0.06271154046609419
8,2016,1.547152327226625e-4
