rgn_id,year,status
1,1990,0.85
1,1991,0.85
1,1992,0.85
1,1993,0.85
1,1994,0.85
1,1995,0.84826
1,1996,0.84826
1,1997,0.8514
1,1998,0.8514
1,1999,0.8514
1,2e3,0.8514
1,2001,0.8492
1,2002,0.8492
1,2003,0.84831
1,2004,0.84831
1,2005,0.84673
1,2006,0.84841
1,2007,0.84841
1,2008,0.84841
1,2009,0.8492
1,2010,0.84857
1,2011,0.84857
1,2012,0.84857
1,2013,0.85034
1,2014,0.85066
1,2015,0.85066
1,2016,0.85066
2,1990,0.88852
2,1991,0.88852
2,1992,0.88852
2,1993,0.88852
2,1994,0.88852
2,1995,0.88704
2,1996,0.88704
2,1997,0.88961
2,1998,0.88961
2,1999,0.88961
2,2e3,0.88961
2,2001,0.88786
2,2002,0.88786
2,2003,0.88724
2,2004,0.88724
2,2005,0.88635
2,2006,0.88753
2,2007,0.88753
2,2008,0.88753
2,2009,0.88798
2,2010,0.88761
2,2011,0.88761
2,2012,0.88761
2,2013,0.88835
2,2014,0.88864
2,2015,0.88864
2,2016,0.88864
3,1990,0.88867
3,1991,0.88867
3,1992,0.88867
3,1993,0.88867
3,1994,0.88867
3,1995,0.88695
3,1996,0.88695
3,1997,0.88829
3,1998,0.88829
3,1999,0.88829
3,2e3,0.88829
3,2001,0.88689
3,2002,0.88689
3,2003,0.8862
3,2004,0.8862
3,2005,0.88575
3,2006,0.8867
3,2007,0.8867
3,2008,0.8867
3,2009,0.88692
3,2010,0.88665
3,2011,0.88665
3,2012,0.88665
3,2013,0.88803
3,2014,0.88803
3,2015,0.88803
3,2016,0.88803
4,1990,0.87631
4,1991,0.87631
4,1992,0.87631
4,1993,0.87631
4,1994,0.87631
4,1995,0.87319
4,1996,0.87319
4,1997,0.87518
4,1998,0.87518
4,1999,0.87518
4,2e3,0.87518
4,2001,0.87386
4,2002,0.87386
4,2003,0.87325
4,2004,0.87325
4,2005,0.87213
4,2006,0.87339
4,2007,0.87339
4,2008,0.87339
4,2009,0.87394
4,2010,0.87334
4,2011,0.87334
4,2012,0.87334
4,2013,0.87397
4,2014,0.87397
4,2015,0.87397
4,2016,0.87397
5,1990,0.90271
5,1991,0.90271
5,1992,0.90271
5,1993,0.90271
5,1994,0.90271
5,1995,0.90025
5,1996,0.90025
5,1997,0.90233
5,1998,0.90233
5,1999,0.90233
5,2e3,0.90233
5,2001,0.90077
5,2002,0.90077
5,2003,0.90027
5,2004,0.90027
5,2005,0.89969
5,2006,0.9006
5,2007,0.9006
5,2008,0.9006
5,2009,0.90089
5,2010,0.9006
5,2011,0.9006
5,2012,0.90059
5,2013,0.90104
5,2014,0.90104
5,2015,0.90104
5,2016,0.90104
6,1990,0.85102
6,1991,0.85102
6,1992,0.85102
6,1993,0.85102
6,1994,0.85102
6,1995,0.84828
6,1996,0.84828
6,1997,0.85156
6,1998,0.85156
6,1999,0.85156
6,2e3,0.85156
6,2001,0.8491
6,2002,0.8491
6,2003,0.84825
6,2004,0.84825
6,2005,0.84655
6,2006,0.84825
6,2007,0.84825
6,2008,0.84825
6,2009,0.8491
6,2010,0.84825
6,2011,0.84825
6,2012,0.84825
6,2013,0.84984
6,2014,0.84984
6,2015,0.84984
6,2016,0.84984
7,1990,0.94607
7,1991,0.94607
7,1992,0.94607
7,1993,0.94607
7,1994,0.94607
7,1995,0.94379
7,1996,0.94379
7,1997,0.94504
7,1998,0.94504
7,1999,0.94504
7,2e3,0.94504
7,2001,0.94431
7,2002,0.94431
7,2003,0.9443
7,2004,0.9443
7,2005,0.9443
7,2006,0.94439
7,2007,0.94439
7,2008,0.94439
7,2009,0.94439
7,2010,0.94439
7,2011,0.94439
7,2012,0.94336
7,2013,0.94338
7,2014,0.94338
7,2015,0.94338
7,2016,0.94338
8,1990,0.86703
8,1991,0.86703
8,1992,0.86703
8,1993,0.86703
8,1994,0.86703
8,1995,0.86568
8,1996,0.86568
8,1997,0.86716
8,1998,0.86716
8,1999,0.86716
8,2e3,0.86716
8,2001,0.86534
8,2002,0.86534
8,2003,0.86443
8,2004,0.86443
8,2005,0.86387
8,2006,0.86506
8,2007,0.86506
8,2008,0.86506
8,2009,0.86534
8,2010,0.86506
8,2011,0.86506
8,2012,0.86506
8,2013,0.86688
8,2014,0.86688
8,2015,0.86688
8,2016,0.86688
