"stock_id","year","catch"
"PHAKEPCOAST",2013,54100
"PHAKEPCOAST",2014,37400
"PHAKEPCOAST",2015,47300
"PHAKEPCOAST",2011,55400
"PHAKEPCOAST",2012,46900
"PHAKEPCOAST",2010,55600
"PHAKEPCOAST",2009,56200
"PHAKEPCOAST",2008,73800
"PHAKEPCOAST",2007,73200
"PHAKEPCOAST",2004,124900
"PHAKEPCOAST",2005,102000
"PHAKEPCOAST",2006,96200
"PHAKEPCOAST",2003,69100
"PHAKEPCOAST",2002,56900
"PHAKEPCOAST",2001,61000
"PHAKEPCOAST",2000,21700
"PHAKEPCOAST",1999,87500
"PHAKEPCOAST",1998,91000
