iucn_sid,am_sid,risk_score,risk_source,year,cat_ts
22694432,NA,0,iucn,1988,LC
22694432,NA,0,iucn,1994,LC
22694432,NA,0,iucn,2000,LC
22694432,NA,0,iucn,2004,LC
22694432,NA,0,iucn,2008,LC
22694432,NA,0,iucn,2009,LC
22694432,NA,0,iucn,2012,LC
22694432,NA,0,iucn,2016,LC
22694502,ITS-176845,0,iucn,1988,LC
22694502,ITS-176845,0.4,iucn,1994,VU
22694502,ITS-176845,0.4,iucn,1996,VU
22694502,ITS-176845,0.4,iucn,2000,VU
22694502,ITS-176845,0.4,iucn,2004,VU
22694502,ITS-176845,0.4,iucn,2006,VU
22694502,ITS-176845,0.4,iucn,2008,VU
22694502,ITS-176845,0.4,iucn,2010,VU
22694502,ITS-176845,0.4,iucn,2012,VU
22694502,ITS-176845,0.4,iucn,2013,VU
22694502,ITS-176845,0.4,iucn,2015,VU
22694502,ITS-176845,0.4,iucn,2016,VU
22694524,ITS-176935,0.4,bc,1988,LC
22694524,ITS-176935,0.4,bc,1994,LC
22694524,ITS-176935,0.4,bc,2000,LC
22694524,ITS-176935,0.4,bc,2004,LC
22694524,ITS-176935,0.4,bc,2008,LC
22694524,ITS-176935,0.4,bc,2009,LC
22694524,ITS-176935,0.4,bc,2012,LC
22694524,ITS-176935,0.4,bc,2015,LC
22694524,ITS-176935,0.4,bc,2016,LC
22694623,ITS-176888,0,iucn,1988,LC
22694623,ITS-176888,0,iucn,1994,LC
22694623,ITS-176888,0,iucn,2000,LC
22694623,ITS-176888,0,iucn,2004,LC
22694623,ITS-176888,0,iucn,2008,LC
22694623,ITS-176888,0,iucn,2009,LC
22694623,ITS-176888,0,iucn,2012,LC
22694623,ITS-176888,0,iucn,2016,LC
22694787,NA,0.2,bc,1988,LC
22694787,NA,0.2,bc,1994,LC
22694787,NA,0.2,bc,2000,LC
22694787,NA,0.2,bc,2004,LC
22694787,NA,0.2,bc,2008,LC
22694787,NA,0.2,bc,2009,LC
22694787,NA,0.2,bc,2012,LC
22694787,NA,0.2,bc,2016,LC
22694841,ITS-176974,0.6,bc,1988,LC
22694841,ITS-176974,0.6,bc,1994,LC
22694841,ITS-176974,0.6,bc,2000,LC
22694841,ITS-176974,0.6,bc,2004,LC
22694841,ITS-176974,0.6,bc,2008,LC
22694841,ITS-176974,0.6,bc,2009,LC
22694841,ITS-176974,0.6,bc,2012,LC
22694841,ITS-176974,0.6,bc,2016,LC
22694847,ITS-176978,0.8,bc,1988,LC
22694847,ITS-176978,0.8,bc,1994,LC
22694847,ITS-176978,0.8,bc,2000,LC
22694847,ITS-176978,0.8,bc,2004,LC
22694847,ITS-176978,0.8,bc,2008,LC
22694847,ITS-176978,0.8,bc,2009,LC
22694847,ITS-176978,0.8,bc,2012,LC
22694847,ITS-176978,0.8,bc,2016,LC
22694864,ITS-176991,0.2,bc,1988,LC
22694864,ITS-176991,0.2,bc,1994,LC
22694864,ITS-176991,0.2,bc,2000,LC
22694864,ITS-176991,0.2,bc,2004,LC
22694864,ITS-176991,0.2,bc,2008,LC
22694864,ITS-176991,0.2,bc,2009,LC
22694864,ITS-176991,0.2,bc,2012,LC
22694864,ITS-176991,0.2,bc,2016,LC
22694870,ITS-176996,0.4,bc,2000,VU
22694870,ITS-176996,0.4,bc,2004,EN
22694870,ITS-176996,0.4,bc,2005,EN
22694870,ITS-176996,0.4,bc,2008,EN
22694870,ITS-176996,0.4,bc,2010,EN
22694870,ITS-176996,0.4,bc,2012,EN
22694870,ITS-176996,0.4,bc,2016,EN
22694875,ITS-176998,0,iucn,1988,LC
22694875,ITS-176998,0,iucn,1994,LC
22694875,ITS-176998,0,iucn,2000,LC
22694875,ITS-176998,0.8,iucn,2004,CR
22694875,ITS-176998,0.8,iucn,2005,CR
22694875,ITS-176998,0.8,iucn,2008,CR
22694875,ITS-176998,0.8,iucn,2009,CR
22694875,ITS-176998,0.8,iucn,2010,CR
22694875,ITS-176998,0.8,iucn,2012,CR
22694875,ITS-176998,0.8,iucn,2013,CR
22694875,ITS-176998,0.2,iucn,2014,NT
22694875,ITS-176998,0.2,iucn,2016,NT
22694896,ITS-177008,0.5,bc,1988,LC
22694896,ITS-177008,0.5,bc,1994,LC
22694896,ITS-177008,0.5,bc,2000,LC
22694896,ITS-177008,0.5,bc,2004,LC
22694896,ITS-177008,0.5,bc,2008,LC
22694896,ITS-177008,0.5,bc,2009,LC
22694896,ITS-177008,0.5,bc,2012,LC
22694896,ITS-177008,0.5,bc,2016,LC
22694903,ITS-177013,0.4,bc,1988,LC
22694903,ITS-177013,0.4,bc,1994,LC
22694903,ITS-177013,0.4,bc,2000,LC
22694903,ITS-177013,0.4,bc,2004,LC
22694903,ITS-177013,0.4,bc,2008,LC
22694903,ITS-177013,0.4,bc,2009,LC
22694903,ITS-177013,0.4,bc,2012,LC
22694903,ITS-177013,0.4,bc,2015,NT
22694903,ITS-177013,0.4,bc,2016,NT
22694906,NA,0,iucn,1988,LC
22694906,NA,0,iucn,1994,LC
22694906,NA,0,iucn,2000,LC
22694906,NA,0,iucn,2004,LC
22694906,NA,0,iucn,2008,LC
22694906,NA,0,iucn,2009,LC
22694906,NA,0,iucn,2012,LC
22694906,NA,0,iucn,2016,LC
22694924,ITS-177023,0.2,bc,1988,LC
22694924,ITS-177023,0.2,bc,1994,LC
22694924,ITS-177023,0.2,bc,2000,LC
22694924,ITS-177023,0.2,bc,2004,LC
22694924,ITS-177023,0.2,bc,2008,LC
22694924,ITS-177023,0.2,bc,2009,LC
22694924,ITS-177023,0.2,bc,2012,LC
22694924,ITS-177023,0.2,bc,2016,LC
22694931,ITS-177029,0.6,bc,1988,LC
22694931,ITS-177029,0.6,bc,1994,LC
22694931,ITS-177029,0.6,bc,2000,LC
22694931,ITS-177029,0.6,bc,2004,LC
22694931,ITS-177029,0.6,bc,2008,LC
22694931,ITS-177029,0.6,bc,2009,LC
22694931,ITS-177029,0.6,bc,2012,LC
22694931,ITS-177029,0.6,bc,2016,LC
22694934,ITS-177032,0.5,bc,1988,LC
22694934,ITS-177032,0.5,bc,1994,LC
22694934,ITS-177032,0.5,bc,2000,LC
22694934,ITS-177032,0.5,bc,2004,LC
22694934,ITS-177032,0.5,bc,2008,LC
22694934,ITS-177032,0.5,bc,2009,LC
22694934,ITS-177032,0.5,bc,2012,LC
22694934,ITS-177032,0.5,bc,2016,LC
22695144,NA,0,bc,1988,LC
22695144,NA,0,bc,1994,LC
22695144,NA,0,bc,2000,LC
22695144,NA,0,bc,2004,LC
22695144,NA,0,bc,2008,LC
22695144,NA,0,bc,2009,LC
22695144,NA,0,bc,2012,LC
22695144,NA,0,bc,2016,LC
22696453,NA,0,bc,1988,LC
22696453,NA,0,bc,1994,LC
22696453,NA,0,bc,2000,LC
22696453,NA,0,bc,2004,LC
22696453,NA,0,bc,2008,LC
22696453,NA,0,bc,2009,LC
22696453,NA,0,bc,2012,LC
22696453,NA,0,bc,2015,LC
22696453,NA,0,bc,2016,LC
22696599,NA,0,bc,1988,LC
22696599,NA,0,bc,1994,LC
22696599,NA,0,bc,2000,LC
22696599,NA,0,bc,2004,LC
22696599,NA,0,bc,2008,LC
22696599,NA,0,bc,2009,LC
22696599,NA,0,bc,2012,LC
22696599,NA,0,bc,2016,LC
22696753,ITS-174724,0.8,bc,1988,LC
22696753,ITS-174724,0.8,bc,1994,LC
22696753,ITS-174724,0.8,bc,2000,LC
22696753,ITS-174724,0.8,bc,2004,LC
22696753,ITS-174724,0.8,bc,2008,LC
22696753,ITS-174724,0.8,bc,2009,LC
22696753,ITS-174724,0.8,bc,2012,LC
22696753,ITS-174724,0.8,bc,2016,LC
22696776,ITS-174717,0.3,bc,1988,LC
22696776,ITS-174717,0.3,bc,1994,LC
22696776,ITS-174717,0.3,bc,2000,LC
22696776,ITS-174717,0.3,bc,2004,LC
22696776,ITS-174717,0.3,bc,2008,LC
22696776,ITS-174717,0.3,bc,2009,LC
22696776,ITS-174717,0.3,bc,2012,LC
22696776,ITS-174717,0.3,bc,2016,LC
22696974,NA,0,iucn,1988,LC
22696974,NA,0,iucn,1994,LC
22696974,NA,0,iucn,2000,LC
22696974,NA,0,iucn,2004,LC
22696974,NA,0,iucn,2008,LC
22696974,NA,0,iucn,2009,LC
22696974,NA,0,iucn,2012,LC
22696974,NA,0,iucn,2016,LC
22696998,NA,0.4,bc,1988,LC
22696998,NA,0.4,bc,1994,LC
22696998,NA,0.4,bc,2000,LC
22696998,NA,0.4,bc,2004,LC
22696998,NA,0.4,bc,2008,LC
22696998,NA,0.4,bc,2009,LC
22696998,NA,0.4,bc,2012,LC
22696998,NA,0.4,bc,2016,LC
22697829,NA,0.2,bc,1988,LC
22697829,NA,0.2,bc,1994,LC
22697829,NA,0.2,bc,2000,LC
22697829,NA,0.2,bc,2004,LC
22697829,NA,0.2,bc,2008,LC
22697829,NA,0.2,bc,2009,LC
22697829,NA,0.2,bc,2012,LC
22697829,NA,0.2,bc,2016,LC
22697839,NA,0.2,bc,1988,LC
22697839,NA,0.2,bc,1994,LC
22697839,NA,0.2,bc,2000,LC
22697839,NA,0.2,bc,2004,LC
22697839,NA,0.2,bc,2008,LC
22697839,NA,0.2,bc,2009,LC
22697839,NA,0.2,bc,2012,LC
22697839,NA,0.2,bc,2016,LC
22697842,NA,0,bc,1988,LC
22697842,NA,0,bc,1994,LC
22697842,NA,0,bc,2000,LC
22697842,NA,0,bc,2004,LC
22697842,NA,0,bc,2008,LC
22697842,NA,0,bc,2009,LC
22697842,NA,0,bc,2012,LC
22697842,NA,0,bc,2016,LC
22697847,NA,0.5,bc,1988,LC
22697847,NA,0.5,bc,1994,LC
22697847,NA,0.5,bc,2000,LC
22697847,NA,0.5,bc,2004,LC
22697847,NA,0.5,bc,2008,LC
22697847,NA,0.5,bc,2009,LC
22697847,NA,0.5,bc,2010,NT
22697847,NA,0.5,bc,2012,NT
22697847,NA,0.5,bc,2015,NT
22697847,NA,0.5,bc,2016,NT
22697866,ITS-174536,0.8,bc,1988,LC
22697866,ITS-174536,0.8,bc,1994,LC
22697866,ITS-174536,0.8,bc,2000,LC
22697866,ITS-174536,0.8,bc,2004,LC
22697866,ITS-174536,0.8,bc,2008,LC
22697866,ITS-174536,0.8,bc,2009,LC
22697866,ITS-174536,0.8,bc,2012,LC
22697866,ITS-174536,0.8,bc,2016,LC
22698039,NA,0.2,iucn,1988,NT
22698039,NA,0,iucn,1994,LC
22698039,NA,0.2,iucn,2000,NT
22698039,NA,0.2,iucn,2004,NT
22698039,NA,0.2,iucn,2008,NT
22698039,NA,0.2,iucn,2010,NT
22698039,NA,0.2,iucn,2012,NT
22698039,NA,0.2,iucn,2016,NT
22698182,NA,0,iucn,1988,LC
22698182,NA,0.2,iucn,1994,NT
22698182,NA,0.4,iucn,2000,VU
22698182,NA,0.4,iucn,2004,VU
22698182,NA,0.4,iucn,2006,VU
22698182,NA,0.4,iucn,2008,VU
22698182,NA,0.4,iucn,2010,VU
22698182,NA,0.4,iucn,2012,VU
22698182,NA,0.4,iucn,2016,VU
22698195,NA,0.6,iucn,1988,EN
22698195,NA,0.4,iucn,1994,VU
22698195,NA,0.4,iucn,1996,VU
22698195,NA,0.4,iucn,2000,VU
22698195,NA,0.4,iucn,2004,VU
22698195,NA,0.4,iucn,2006,VU
22698195,NA,0.4,iucn,2007,VU
22698195,NA,0.4,iucn,2008,VU
22698195,NA,0.4,iucn,2010,VU
22698195,NA,0.4,iucn,2012,VU
22698195,NA,0.4,iucn,2016,VU
22698511,SLB-40419,0,iucn,1988,LC
22698511,SLB-40419,0,iucn,1994,LC
22698511,SLB-40419,0,iucn,2000,LC
22698511,SLB-40419,0,iucn,2004,LC
22698511,SLB-40419,0,iucn,2008,LC
22698511,SLB-40419,0,iucn,2009,LC
22698511,SLB-40419,0,iucn,2012,LC
22698511,SLB-40419,0.4,iucn,2016,VU
22698572,NA,0,iucn,1988,LC
22698572,NA,0,iucn,1994,LC
22698572,NA,0,iucn,2000,LC
22698572,NA,0,iucn,2004,LC
22698572,NA,0,iucn,2008,LC
22698572,NA,0,iucn,2009,LC
22698572,NA,0,iucn,2012,LC
22698572,NA,0,iucn,2016,LC
22705986,NA,0,bc,1988,LC
22705986,NA,0,bc,1994,LC
22705986,NA,0,bc,2000,LC
22705986,NA,0,bc,2004,LC
22705986,NA,0,bc,2008,LC
22705986,NA,0,bc,2009,LC
22705986,NA,0,bc,2012,LC
22705986,NA,0,bc,2016,LC
22711374,NA,0,bc,1988,LC
22711374,NA,0,bc,1994,LC
22711374,NA,0,bc,2000,LC
22711374,NA,0,bc,2004,LC
22711374,NA,0,bc,2008,LC
22711374,NA,0,bc,2009,LC
22711374,NA,0,bc,2012,LC
22711374,NA,0,bc,2016,LC
22712077,NA,0.1,bc,1988,LC
22712077,NA,0.1,bc,1994,LC
22712077,NA,0.1,bc,2000,LC
22712077,NA,0.1,bc,2004,LC
22712077,NA,0.1,bc,2008,LC
22712077,NA,0.1,bc,2009,LC
22712077,NA,0.1,bc,2012,LC
22712077,NA,0.1,bc,2016,LC
22717434,NA,0,bc,1988,LC
22717434,NA,0,bc,1994,LC
22717434,NA,0,bc,2000,LC
22717434,NA,0,bc,2004,LC
22717434,NA,0,bc,2008,LC
22717434,NA,0,bc,2009,LC
22717434,NA,0,bc,2012,LC
22717434,NA,0,bc,2016,LC
22718575,NA,0,bc,1988,LC
22718575,NA,0,bc,1994,LC
22718575,NA,0,bc,2000,LC
22718575,NA,0,bc,2004,LC
22718575,NA,0,bc,2008,LC
22718575,NA,0,bc,2009,LC
22718575,NA,0,bc,2012,LC
22718575,NA,0,bc,2013,LC
22718575,NA,0,bc,2016,LC
22721033,NA,0,iucn,1988,LC
22721033,NA,0,iucn,1994,LC
22721033,NA,0,iucn,2000,LC
22721033,NA,0,iucn,2004,LC
22721033,NA,0,iucn,2008,LC
22721033,NA,0,iucn,2009,LC
22721033,NA,0,iucn,2012,LC
22721033,NA,0,iucn,2016,LC
22721058,NA,0,bc,1988,LC
22721058,NA,0,bc,1994,LC
22721058,NA,0,bc,2000,LC
22721058,NA,0,bc,2004,LC
22721058,NA,0,bc,2008,LC
22721058,NA,0,bc,2009,LC
22721058,NA,0,bc,2012,LC
22721058,NA,0,bc,2016,LC
22721836,NA,0,bc,1988,LC
22721836,NA,0,bc,1994,LC
22721836,NA,0,bc,2000,LC
22721836,NA,0,bc,2004,LC
22721836,NA,0,bc,2008,LC
22721836,NA,0,bc,2009,LC
22721836,NA,0,bc,2012,LC
22721836,NA,0,bc,2016,LC
22724332,NA,0,bc,1988,LC
22724332,NA,0,bc,1994,LC
22724332,NA,0,bc,2000,LC
22724332,NA,0,bc,2004,LC
22724332,NA,0,bc,2008,LC
22724332,NA,0,bc,2009,LC
22724332,NA,0,bc,2012,LC
22724332,NA,0,bc,2016,LC
22727750,NA,0,bc,2014,LC
22727750,NA,0,bc,2016,LC
22728182,NA,0,iucn,2014,LC
22728182,NA,0,iucn,2016,LC
22728950,ITS-174725,0.2,bc,1988,LC
22728950,ITS-174725,0.2,bc,1994,LC
22728950,ITS-174725,0.2,bc,2000,LC
22728950,ITS-174725,0.2,bc,2004,LC
22728950,ITS-174725,0.2,bc,2008,LC
22728950,ITS-174725,0.2,bc,2009,LC
22728950,ITS-174725,0.2,bc,2012,LC
22728950,ITS-174725,0.2,bc,2016,LC
22728995,NA,0,bc,2000,LC
22728995,NA,0,bc,2004,LC
22728995,NA,0,bc,2008,LC
22728995,NA,0,bc,2009,LC
22728995,NA,0,bc,2012,LC
22728995,NA,0,bc,2016,LC
22729867,NA,0,bc,2000,LC
22729867,NA,0,bc,2004,LC
22729867,NA,0,bc,2014,LC
22729867,NA,0,bc,2016,LC
22732425,NA,0.3,bc,2012,NT
22732425,NA,0.3,bc,2013,NT
22732425,NA,0.3,bc,2016,NT
22733989,ITS-174685,0,iucn,1988,LC
22733989,ITS-174685,0,iucn,1994,LC
22733989,ITS-174685,0,iucn,2000,LC
22733989,ITS-174685,0,iucn,2004,LC
22733989,ITS-174685,0,iucn,2008,LC
22733989,ITS-174685,0,iucn,2009,LC
22733989,ITS-174685,0,iucn,2012,LC
22733989,ITS-174685,0,iucn,2016,LC
22734194,NA,0,iucn,2012,LC
22734194,NA,0,iucn,2013,LC
22734194,NA,0,iucn,2016,LC
46967817,Rep-4381,0.7,bc,2013,CR
62030590,NA,0,iucn,2014,LC
62030590,NA,0,iucn,2016,LC
62101215,NA,0.6,iucn,2014,EN
62101215,NA,0.6,iucn,2016,EN
62101249,NA,0.4,iucn,2014,VU
62101249,NA,0.4,iucn,2016,VU
62169677,NA,0.1,bc,2012,LC
62169677,NA,0.1,bc,2014,LC
62169677,NA,0.1,bc,2016,LC
70207409,NA,0.2,bc,2016,LC
102998555,NA,0,iucn,2016,LC
233,Fis-29588,0.8,bc,1996,VU
233,Fis-29588,0.8,bc,2006,NT
234,Fis-29594,0.7,bc,1996,NT
234,Fis-29594,0.7,bc,2004,LC
2476,ITS-Mam-180525,NA,iucn,NA,DD
5363,Fis-48198,0.7,bc,1996,LC
5363,Fis-48198,0.7,bc,2008,LC
6335,ITS-Mam-180483,0.4,iucn,1996,VU
6335,ITS-Mam-180483,0.2,iucn,2008,NT
6335,ITS-Mam-180483,0.2,iucn,2012,NT
8010,ITS-Mam-180655,0,iucn,1996,LC
8010,ITS-Mam-180655,0,iucn,2008,LC
8010,ITS-Mam-180655,0,iucn,2016,LC
8951,Fis-30039,0.3,bc,1996,LC
8951,Fis-30039,0.3,bc,2008,LC
8951,Fis-30039,0.3,bc,2010,LC
8951,Fis-30039,0.3,bc,2013,LC
8951,Fis-30039,0.3,bc,2015,LC
10303,ITS-Mam-180681,1,iucn,1986,EX
10303,ITS-Mam-180681,1,iucn,1988,EX
10303,ITS-Mam-180681,1,iucn,1990,EX
10303,ITS-Mam-180681,1,iucn,1994,EX
10303,ITS-Mam-180681,1,iucn,1996,EX
10303,ITS-Mam-180681,1,iucn,2008,EX
10303,ITS-Mam-180681,1,iucn,2016,EX
12103,Fis-25001,0.4,iucn,1996,VU
13244,ITS-Mam-180517,NA,iucn,NA,DD
14214,Fis-24809,0.4,iucn,1990,VU
14214,Fis-24809,0.4,iucn,1994,VU
14214,Fis-24809,0,iucn,1996,LC
14214,Fis-24809,0,iucn,2008,LC
14214,Fis-24809,0,iucn,2010,LC
14214,Fis-24809,0,iucn,2013,LC
15106,ITS-Mam-180639,0,iucn,1996,LC
15106,ITS-Mam-180639,0.4,iucn,2016,VU
18878,Fis-24923,0,iucn,1996,LC
18878,Fis-24923,0,iucn,2008,LC
18878,Fis-24923,0,iucn,2013,LC
19488,Fis-30583,0.4,iucn,2000,VU
19488,Fis-30583,0.4,iucn,2005,VU
19488,Fis-30583,0.6,iucn,2016,EN
20085,Fis-30643,0.8,iucn,1996,CR
21857,Fis-22833,0,iucn,1996,LC
21857,Fis-22833,0.2,iucn,2011,NT
22563,ITS-Mam-180426,0,iucn,2008,LC
22563,ITS-Mam-180426,0,iucn,2012,LC
23148,Fis-29576,0,iucn,2011,LC
29609,Fis-30888,0.6,iucn,2000,EN
39378,Fis-23129,0.2,iucn,2000,NT
39378,Fis-23129,0.2,iucn,2009,NT
39388,Fis-23277,0.2,iucn,2000,NT
39388,Fis-23277,0.4,iucn,2005,VU
41670,ITS-Mam-622021,0,iucn,1996,LC
41670,ITS-Mam-622021,0,iucn,2016,LC
41672,ITS-Mam-622018,0,iucn,1996,LC
41672,ITS-Mam-622018,0,iucn,2008,LC
41672,ITS-Mam-622018,0,iucn,2016,LC
41711,ITS-Mam-612591,1,bc,1996,EN
41711,ITS-Mam-612591,1,bc,2008,EN
44205,Fis-131445,NA,iucn,NA,DD
44566,Fis-30530,0,iucn,2015,LC
44993,Fis-32809,0.2,iucn,2004,NT
60140,Fis-31217,0,iucn,2006,LC
60140,Fis-31217,0,iucn,2016,LC
60196,Fis-26520,NA,iucn,NA,DD
60215,Fis-61628,NA,iucn,NA,DD
60225,Fis-29423,0.4,iucn,2006,VU
61743,W-Msc-405014,0.6,bc,2006,EN
62223,Fis-29858,0.4,bc,2008,LC
63107,Fis-26997,0,iucn,2007,LC
63573,URM-Cn-5082,NA,iucn,NA,DD
135301,Fis-22920,0.2,bc,2008,LC
135301,Fis-22920,0.2,bc,2011,LC
135567,Fis-29454,0,iucn,2008,LC
135567,Fis-29454,0,iucn,2012,LC
135574,Fis-24741,0,iucn,2008,LC
135660,Fis-52203,0,iucn,2008,LC
135719,Fis-63912,0,iucn,2008,LC
135719,Fis-63912,0,iucn,2013,LC
154635,Fis-28135,0,iucn,2010,LC
154650,Fis-24651,NA,iucn,NA,DD
154663,Fis-28541,0,iucn,2010,LC
154674,Fis-52896,0,iucn,2010,LC
154698,Fis-50465,0,iucn,2010,LC
154722,Fis-24768,0,iucn,2010,LC
154750,Fis-31271,0,iucn,2010,LC
154755,Fis-23135,0.2,iucn,2010,NT
154778,Fis-125736,NA,iucn,NA,DD
154803,Fis-52166,0,iucn,2010,LC
154820,Fis-29263,0,iucn,2010,LC
154845,Fis-24759,0,iucn,2010,LC
154866,Fis-24895,0,iucn,2010,LC
154953,Fis-30261,0,iucn,2010,LC
154969,Fis-120470,0,iucn,2010,LC
154973,Fis-32457,0,iucn,2010,LC
154977,Fis-24555,0,iucn,2010,LC
154998,Fis-32104,0,iucn,2010,LC
155009,Fis-143777,0,iucn,2010,LC
155012,Fis-50053,0,iucn,2010,LC
155030,Fis-22897,0,iucn,2010,LC
155068,Fis-24930,0,iucn,2010,LC
155077,Fis-116901,0,iucn,2010,LC
155082,Fis-54783,NA,iucn,NA,DD
155093,Fis-32362,0,iucn,2010,LC
155094,Fis-24514,0,iucn,2010,LC
155179,Fis-24933,0,iucn,2010,LC
155189,Fis-50311,0,iucn,2010,LC
155203,Fis-55811,0,iucn,2010,LC
155216,Fis-30824,0,iucn,2010,LC
155287,Fis-29650,NA,iucn,NA,DD
155305,Fis-145428,NA,iucn,NA,DD
155320,Fis-149461,0,iucn,2010,LC
155322,Fis-54508,0,iucn,2010,LC
161430,Fis-52119,0,iucn,2009,LC
161430,Fis-52119,0,iucn,2015,LC
161486,Fis-28825,0,iucn,2009,LC
161486,Fis-28825,0,iucn,2015,LC
161594,Fis-52110,NA,iucn,NA,DD
161731,Fis-20033,0,iucn,2009,LC
162562,W-Msc-342190,NA,iucn,NA,DD
162906,W-Msc-139424,NA,iucn,NA,DD
162909,SLB-71435,0,iucn,2014,LC
162910,SLB-71429,NA,iucn,NA,DD
162926,W-Msc-342313,0,iucn,2014,LC
162939,W-Msc-410348,NA,iucn,NA,DD
162941,W-Msc-181386,0,iucn,2014,LC
162948,SLB-71450,NA,iucn,NA,DD
162950,SLB-71523,0,iucn,2014,LC
162986,W-Msc-138849,0,iucn,2014,LC
162988,W-Msc-141962,0,iucn,2014,LC
163063,SLB-71492,NA,iucn,NA,DD
163065,W-Msc-342092,NA,iucn,NA,DD
163067,W-Msc-342386,NA,iucn,NA,DD
163080,W-Msc-138803,0,iucn,2014,LC
163089,W-Msc-342242,0,iucn,2014,LC
163094,SLB-71490,0,iucn,2014,LC
163095,W-Msc-138852,NA,iucn,NA,DD
163163,W-Msc-181382,0,iucn,2014,LC
163207,SLB-70957,0,iucn,2014,LC
163218,W-Msc-341818,0,iucn,2014,LC
163228,W-Msc-141680,0,iucn,2014,LC
163247,SLB-71509,0,iucn,2014,LC
163256,SLB-71465,0,iucn,2014,LC
163267,W-Msc-140609,0,iucn,2014,LC
163294,W-Msc-342337,0,iucn,2014,LC
163338,W-Msc-139422,0,iucn,2014,LC
163347,W-Msc-181379,NA,iucn,NA,DD
163353,W-Msc-157031,0,iucn,2014,LC
163375,W-Msc-140649,NA,iucn,NA,DD
165701,Fis-138631,0,iucn,2010,LC
170331,Fis-22735,0,iucn,2011,LC
170344,Fis-22739,0,iucn,2011,LC
170350,Fis-29358,0,iucn,2011,LC
170355,Fis-22738,0,iucn,2011,LC
176066,SLB-71422,0,iucn,2014,LC
176070,SLB-71510,0,iucn,2014,LC
176079,W-Msc-341869,0,iucn,2014,LC
176085,W-Msc-342067,0,iucn,2014,LC
178105,Fis-30668,0,iucn,2010,LC
178902,Fis-30043,0,iucn,2014,LC
178917,Fis-30042,0,iucn,2014,LC
183283,Fis-29645,0,iucn,2010,LC
183337,Fis-23215,0,iucn,2010,LC
183346,Fis-30867,0,iucn,2010,LC
183353,Fis-25017,0,iucn,2010,LC
183355,Fis-24832,0,iucn,2010,LC
183411,Fis-22908,0,iucn,2010,LC
183514,Fis-24699,0,iucn,2010,LC
183593,Fis-26911,0,iucn,2010,LC
183618,Fis-24766,0,iucn,2010,LC
183696,Fis-30868,0,iucn,2010,LC
183724,Fis-30514,0,iucn,2010,LC
183729,Fis-22970,0,iucn,2010,LC
183750,Fis-30655,0,iucn,2010,LC
183761,Fis-35686,0,iucn,2010,LC
183848,Fis-24451,0,iucn,2010,LC
183856,Fis-29948,0,iucn,2010,LC
183926,Fis-24925,0,iucn,2010,LC
183957,Fis-24450,0,iucn,2010,LC
183991,Fis-24482,0,iucn,2010,LC
184042,Fis-30783,0,iucn,2010,LC
184056,Fis-54081,0,iucn,2010,LC
184099,Fis-24354,0.2,bc,2010,LC
184099,Fis-24354,0.2,bc,2013,LC
185038,ITS-660110,0,iucn,2011,LC
185061,ITS-660111,0,iucn,2011,LC
185064,SLB-173556,0,iucn,2011,LC
185067,SLB-184805,0,iucn,2011,LC
187583,Fis-53989,0,iucn,2010,LC
190067,Fis-29877,0,iucn,2015,LC
190089,Fis-33804,0,iucn,2015,LC
190107,Fis-24609,0,iucn,2015,LC
190109,Fis-52159,0,iucn,2015,LC
190116,Fis-30255,0,iucn,2015,LC
190133,Fis-23454,0,iucn,2015,LC
190147,Fis-31235,0,iucn,2015,LC
190149,Fis-33790,0,iucn,2015,LC
190157,Fis-49079,0,iucn,2015,LC
190163,Fis-30017,0,iucn,2015,LC
190217,Fis-34615,0,iucn,2015,LC
190239,Fis-25469,0,iucn,2015,LC
190261,Fis-25178,0,iucn,2015,LC
190264,Fis-34410,0,iucn,2015,LC
190278,Fis-50449,0,iucn,2015,LC
190287,Fis-23582,0,iucn,2015,LC
190298,Fis-34206,0,iucn,2015,LC
190315,Fis-64212,0,iucn,2015,LC
190316,Fis-49922,0,iucn,2015,LC
190317,Fis-28239,0,iucn,2015,LC
190324,Fis-29801,0,iucn,2015,LC
190346,Fis-23893,0,iucn,2015,LC
190350,Fis-25456,0,iucn,2015,LC
190353,Fis-34848,0,iucn,2015,LC
190356,Fis-26565,0,iucn,2015,LC
190378,Fis-30575,0,iucn,2015,LC
190384,Fis-32810,0,iucn,2015,LC
190385,Fis-23905,0,iucn,2015,LC
190403,Fis-26349,0,iucn,2015,LC
190422,Fis-23639,0.4,iucn,2015,VU
190425,Fis-23605,0,iucn,2015,LC
190432,Fis-30588,0,iucn,2015,LC
190447,Fis-53389,0,iucn,2015,LC
190452,Fis-23192,0,iucn,2015,LC
190464,Fis-136019,0,iucn,2014,LC
190485,Fis-139729,0,iucn,2015,LC
192929,Fis-29881,0,iucn,2013,LC
194989,Fis-27300,0,iucn,2015,LC
194997,Fis-136946,0,iucn,2015,LC
195038,Fis-23580,0,iucn,2015,LC
195097,Fis-29523,0,iucn,2015,LC
195838,Fis-27254,0,iucn,2015,LC
195852,Fis-30362,0,iucn,2015,LC
196019,Fis-24017,NA,iucn,NA,DD
196032,Fis-131623,NA,iucn,NA,DD
196044,Fis-24018,NA,iucn,NA,DD
196052,Fis-32714,0,iucn,2011,LC
196058,Fis-131582,0,iucn,2011,LC
198578,Fis-29731,0,iucn,2015,LC
198579,Fis-31166,0,iucn,2015,LC
198614,Fis-26531,0,iucn,2015,LC
